date,nav,cash,gross_equity,equity_weight,regime,e45_equity_scale,dividend_credit,pre_financial,pre_telecom,pre_0050,tgt_financial,tgt_telecom,tgt_0050
2012-12-04,3000000.0,3000000.0,0.0,0.0,Bull,0.9268350356425072,0.0,0.0,0.0,0.0,0.7047230777005714,0.08653483694898084,0.1355771209929551
2012-12-05,3005661.9052330507,2399380.1052330504,606281.8,0.20171323958440715,Bull,0.9268350356425072,0.0,0.15350139654653752,0.018848094624803597,0.029363748413066024,0.7162123995608702,0.07160766273605844,0.13901497334557872
2012-12-06,3004637.686596184,1797560.5365961844,1207077.15,0.4017380050129912,Bull,0.9268350356425072,0.0,0.30896998135295206,0.03331033902905686,0.059457684630982256,0.7310818931459623,0.06040383421647568,0.13534930828006952
2012-12-07,3005130.3146776725,1195997.1146776727,1809133.2,0.6020148913888435,Bull,0.9304932838603819,0.0,0.4696241933692558,0.04355371857277962,0.08883697944680799,0.7468094673288898,0.05235175943259759,0.1313320570988946
2012-12-10,2984844.6951511763,593992.1951511763,2390852.5,0.8009972860175588,Bull,0.9304932838603819,0.0,0.6361418076741278,0.04980376374070305,0.11505171460272808,0.7388736246396461,0.07076653540262429,0.12085312381811161
2012-12-11,2989044.062735304,303666.76273530396,2685377.3,0.8984067292546315,Bull,0.9304932838603819,0.0,0.7135780052864619,0.06571994118421794,0.11910878278395176,0.7388736246396461,0.07076653540262429,0.12085312381811161
2012-12-12,3019274.328723839,231389.4787238391,2787884.85,0.9233625522124581,Bull,0.9304932838603819,0.0,0.7345688760045294,0.06859830457590202,0.12019537163202677,0.7388736246396461,0.07076653540262429,0.12085312381811161
2012-12-13,3029628.578723839,231389.4787238391,2798239.1,0.9236244731948936,Bull,0.9304932838603819,0.0,0.7345231410965134,0.06798826808227561,0.12111306401610451,0.7429763239013786,0.05999234741653554,0.12752461254246794
2012-12-14,3026291.678723839,231389.4787238391,2794902.2,0.9235402587428672,Bull,0.9339686196673628,0.0,0.7358859741302626,0.067515963988693,0.12013832062391153,0.7457512952708452,0.06021641518439361,0.12800090921212418
2012-12-17,3009699.128723839,231389.4787238391,2778309.65,0.9231187341899016,Bull,0.9339686196673628,0.0,0.7359024125906997,0.06797583122095933,0.11924049037824258,0.7563450785832583,0.05929024926006134,0.11833329182404324
2012-12-18,3014165.6027089306,206678.60270893073,2807487.0,0.9314309066087206,Bull,0.9339686196673628,0.0,0.7511862314283889,0.06174471629320494,0.11849995888712678,0.7563450785832583,0.05929024926006134,0.11833329182404324
2012-12-19,3023501.7027089307,206678.60270893073,2816823.1,0.9316426372362366,Bull,0.9339686196673628,0.0,0.7517589614596668,0.06141871851225384,0.11846495726431595,0.7563450785832583,0.05929024926006134,0.11833329182404324
