id,track,detail,heldout_score,mdd_improve_pp,cagr_giveback_pp,tip_ytd,tip_1y,tip_clean,coexist,vs_live_heldout_delta,n_fills,full_cagr,full_mdd
KD_MAY15_JUN10_Klt20_T10,kd_retune,MAY15_JUN10|K<20.0|T-10,0.5433093102100495,0.7777237359849032,0.4688288515497074,PASS,PASS,True,True,0.0026724526301258,5765,0.1367171568107583,-0.2160899854815477
SOFT_BUY_WILLR14_LT_N80,soft_assist,buy_boost=1.0|WILLR14_LT_N80,0.5428227941904562,0.6576882165337361,0.2297308446865598,PASS,PASS,True,True,0.0021859366105325,5752,0.1381625389494056,-0.2172903406760594
SOFT_SELL_BIAS20_GT5,soft_assist,sell_tilt=1.0|BIAS20_GT5,0.5426124329650506,0.6587537262317644,0.2322825865334277,PASS,PASS,True,True,0.0019755753851269,5754,0.1382044039663326,-0.2172796855790791
SLEEVE_RSI14_LT30_a01,tel_sleeve,sleeve|SLEEVE_RSI14_LT30|a=0.1|sign=1.0,0.5421420591662507,0.6606688135475602,0.2370535087626191,PASS,PASS,True,True,0.001505201586327,5771,0.1381514431516386,-0.2172605347059212
SOFT_BOTH__BB_LOWER__BB_UPPER,soft_assist,both|BB_LOWER+BB_UPPER,0.54195575631798,0.6404759919169334,0.1970404711979068,PASS,PASS,True,True,0.0013188987380563,5723,0.1382179224942881,-0.2174624629222276
SOFT_BOTH__BB_LOWER__BB_PCTB_GT1,soft_assist,both|BB_LOWER+BB_PCTB_GT1,0.54195575631798,0.6404759919169334,0.1970404711979068,PASS,PASS,True,True,0.0013188987380563,5723,0.1382179224942881,-0.2174624629222276
SOFT_BOTH__BB_PCTB_LT0__BB_UPPER,soft_assist,both|BB_PCTB_LT0+BB_UPPER,0.54195575631798,0.6404759919169334,0.1970404711979068,PASS,PASS,True,True,0.0013188987380563,5723,0.1382179224942881,-0.2174624629222276
SOFT_BOTH__BB_PCTB_LT0__BB_PCTB_GT1,soft_assist,both|BB_PCTB_LT0+BB_PCTB_GT1,0.54195575631798,0.6404759919169334,0.1970404711979068,PASS,PASS,True,True,0.0013188987380563,5723,0.1382179224942881,-0.2174624629222276
SOFT_BOTH__BB_LOWER__RSI14_GT70,soft_assist,both|BB_LOWER+RSI14_GT70,0.541886002980474,0.6321177804580635,0.1804635549551791,PASS,PASS,True,True,0.0012491454005503,5744,0.1383803527090681,-0.2175460450368163
SOFT_BOTH__BB_PCTB_LT0__RSI14_GT70,soft_assist,both|BB_PCTB_LT0+RSI14_GT70,0.541886002980474,0.6321177804580635,0.1804635549551791,PASS,PASS,True,True,0.0012491454005503,5744,0.1383803527090681,-0.2175460450368163
SOFT_BOTH__BIAS20_LT_N5__ROC10_GT5,soft_assist,both|BIAS20_LT_N5+ROC10_GT5,0.5417974617438759,0.6686641256925641,0.2537333278973763,PASS,PASS,True,True,0.0011606041639522,5784,0.1379924769550862,-0.2171805815844713
SOFT_BUY_RSI14_LT30,soft_assist,buy_boost=1.0|RSI14_LT30,0.5408579004612779,0.659800592889348,0.2378853848561402,PASS,PASS,True,True,0.0002210428813542,5728,0.1381093472741275,-0.2172692169125032
LIVE_KD_OPT,base,live_lock,0.5406368575799236,0.6664522064959488,0.2516306978320504,PASS,PASS,True,True,0.0,5745,0.138044127365347,-0.2172027007764372
SOFT_BOTH__RSI6_LT20__BIAS20_GT5,soft_assist,both|RSI6_LT20+BIAS20_GT5,0.539425639556601,0.6602709472498747,0.2416906153865472,PASS,PASS,True,True,-0.0012112180233225,5763,0.1380902836338133,-0.2172645133688981
KD_APR_Klt25_T5,kd_retune,APR|K<25.0|T-5,0.5390859098200584,0.8084342421097679,0.5386966645794189,PASS,PASS,True,True,-0.0015509477598651,5779,0.1362465216076038,-0.2157828804202991
SOFT_BOTH__WILLR14_LT_N80__D9_GT80,soft_assist,both|WILLR14_LT_N80+D9_GT80,0.5387570640737582,0.6387084306786805,0.1999027332098446,PASS,PASS,True,True,-0.0018797935061654,5752,0.1384040780074045,-0.21748013853461
SOFT_BOTH__ROC10_LT_N5__K9_GT80,soft_assist,both|ROC10_LT_N5+K9_GT80,0.5384794140933957,0.6183493577219368,0.1597398872570821,PASS,PASS,True,True,-0.0021574434865279,5759,0.1385507334870253,-0.2176837292641773
SOFT_BOTH__BIAS20_LT_N5__D9_GT80,soft_assist,both|BIAS20_LT_N5+D9_GT80,0.5383094670127986,0.6491409953329752,0.2216630566403532,PASS,PASS,True,True,-0.002327390567125,5779,0.1381777641113275,-0.2173758128880671
SOFT_BOTH__D9_LT20__BIAS20_GT5,soft_assist,both|D9_LT20+BIAS20_GT5,0.5370878281963587,0.6302028195787734,0.1862299827648295,PASS,PASS,True,True,-0.0035490293835649,5752,0.1384378926179732,-0.2175651946456089
SOFT_BOTH__K9_LT20__K9_GT70,soft_assist,both|K9_LT20+K9_GT70,0.53636637204586,0.6054294208126088,0.1381260975334974,PASS,PASS,True,True,-0.0042704855340636,5755,0.1386544321282425,-0.2178129286332707
SOFT_BOTH__BB_LOWER__K9_GT80,soft_assist,both|BB_LOWER+K9_GT80,0.5363039717462548,0.6148498940705571,0.1570918446486047,PASS,PASS,True,True,-0.0043328858336688,5779,0.1384959375076992,-0.2177187239006911
SOFT_BOTH__BB_PCTB_LT0__K9_GT80,soft_assist,both|BB_PCTB_LT0+K9_GT80,0.5363039717462548,0.6148498940705571,0.1570918446486047,PASS,PASS,True,True,-0.0043328858336688,5779,0.1384959375076992,-0.2177187239006911
SOFT_BOTH__ROC10_LT_N5__BB_UPPER,soft_assist,both|ROC10_LT_N5+BB_UPPER,0.5361228186604339,0.6213895666284275,0.1705334959359872,PASS,PASS,True,True,-0.0045140389194897,5712,0.1384133894524775,-0.2176533271751125
SOFT_BOTH__ROC10_LT_N5__BB_PCTB_GT1,soft_assist,both|ROC10_LT_N5+BB_PCTB_GT1,0.5361228186604339,0.6213895666284275,0.1705334959359872,PASS,PASS,True,True,-0.0045140389194897,5712,0.1384133894524775,-0.2176533271751125
SOFT_SELL_ROC10_GT5,soft_assist,sell_tilt=1.0|ROC10_GT5,0.5358212752039737,0.6598602647270191,0.2480779790460907,PASS,PASS,True,True,-0.0048155823759499,5777,0.1380594002266346,-0.2172686201941267
SOFT_BOTH__MFI14_LT20__CCI20_GT100,soft_assist,both|MFI14_LT20+CCI20_GT100,0.5350464259489485,0.6261010393216804,0.1821092267454638,PASS,PASS,True,True,-0.0055904316309751,5763,0.1383497063156415,-0.21760621244818
SOFT_BOTH__RSI6_LT20__D9_GT80,soft_assist,both|RSI6_LT20+D9_GT80,0.5349223868359454,0.6484514223209725,0.2270580709700542,PASS,PASS,True,True,-0.0057144707439782,5754,0.138196386301141,-0.2173827086181872
SOFT_BOTH__WILLR14_LT_N80__K9_GT70,soft_assist,both|WILLR14_LT_N80+K9_GT70,0.5346595725421399,0.6017406736095854,0.1341622021348909,PASS,PASS,True,True,-0.0059772850377837,5759,0.1386742369747455,-0.217849816105301
SOFT_BOTH__ROC10_LT_N5__BIAS20_GT5,soft_assist,both|ROC10_LT_N5+BIAS20_GT5,0.5331528890963777,0.6390427696023826,0.2117797610120098,PASS,PASS,True,True,-0.0074839684835459,5715,0.1382694998115476,-0.2174767951453731
SOFT_BOTH__D9_LT20__WILLR14_GT_N20,soft_assist,both|D9_LT20+WILLR14_GT_N20,0.5326538808528847,0.5688532171296834,0.0723986725535974,PASS,PASS,True,True,-0.0079829767270389,5777,0.1390168761141279,-0.2181786906700998
SOFT_BOTH__RSI6_LT20__K9_GT70,soft_assist,both|RSI6_LT20+K9_GT70,0.5320093533560111,0.6118809857547092,0.1597432647973962,PASS,PASS,True,True,-0.0086275042239125,5749,0.1386029438061287,-0.2177484129838496
SOFT_BOTH__RSI14_LT30__WILLR14_GT_N20,soft_assist,both|RSI14_LT30+WILLR14_GT_N20,0.5305801852887648,0.5903118718120437,0.1194633730465577,PASS,PASS,True,True,-0.0100566722911588,5765,0.1387533370522076,-0.2179641041232765
SOFT_SELL_WILLR14_GT_N20,soft_assist,sell_tilt=1.0|WILLR14_GT_N20,0.5293091103777958,0.5961624318525316,0.1337066429494715,PASS,PASS,True,True,-0.0113277472021278,5719,0.1387403898697019,-0.2179055985228714
SOFT_BOTH__MACD_HIST_NEG__RSI6_GT80,soft_assist,both|MACD_HIST_NEG+RSI6_GT80,0.5287646153533276,0.5603790312441514,0.0632288317816476,PASS,PASS,True,True,-0.0118722422265959,5758,0.1391293505278641,-0.2182634325289554
SOFT_BOTH__D9_LT20__D9_GT80,soft_assist,both|D9_LT20+D9_GT80,0.5277277830363802,0.6094563480313675,0.1634571299899745,PASS,PASS,True,True,-0.0129090745435433,5737,0.1385356921762464,-0.217772659361083
SOFT_BOTH__RSI6_LT20__WILLR14_GT_N20,soft_assist,both|RSI6_LT20+WILLR14_GT_N20,0.5268317650116927,0.5975437644607839,0.1414239988981824,PASS,PASS,True,True,-0.0138050925682309,5727,0.1386922786399391,-0.2178917851967889
SOFT_BOTH__K9_LT30__CCI20_GT100,soft_assist,both|K9_LT30+CCI20_GT100,0.5268105398874456,0.636312858588417,0.2190046374019427,PASS,PASS,True,True,-0.0138263176924779,5760,0.1382066321478154,-0.2175040942555126
SOFT_SELL_K9_GT70,soft_assist,sell_tilt=1.0|K9_GT70,0.5264357097080952,0.6040667370610042,0.1552620547058181,PASS,PASS,True,True,-0.0142011478718284,5741,0.1386268467373268,-0.2178265554707867
SOFT_SELL_D9_GT80,soft_assist,sell_tilt=1.0|D9_GT80,0.5256213935946663,0.6341367007855037,0.2170306143816747,PASS,PASS,True,True,-0.0150154639852573,5777,0.1382578441246242,-0.2175258558335419
KD_APR_MAY_Klt30_T15,kd_retune,APR_MAY|K<30.0|T-15,0.5249537407707616,0.6898606779874972,0.3298138744334711,PASS,PASS,True,True,-0.015683116809162,5724,0.1375565114530066,-0.2169686160615219
KD_MAY_Klt35_T5,kd_retune,MAY|K<35.0|T-5,0.5242366578449897,0.6585907598979701,0.2687082041059607,PASS,PASS,True,True,-0.0164001997349338,5749,0.1377882687402625,-0.2172813152424171
SOFT_BOTH__CCI20_LT_N100__RSI14_GT70,soft_assist,both|CCI20_LT_N100+RSI14_GT70,0.5239732270662323,0.6023603073471606,0.1567741605618566,PASS,PASS,True,True,-0.0166636305136913,5737,0.1385358583552816,-0.2178436197679253
SOFT_BOTH__K9_LT20__D9_GT80,soft_assist,both|K9_LT20+D9_GT80,0.5229545860929052,0.6161975972031497,0.1864860222204889,PASS,PASS,True,True,-0.0176822714870183,5765,0.1383999225809034,-0.2177052468693653
SOFT_BOTH__RSI14_LT30__ROC10_GT5,soft_assist,both|RSI14_LT30+ROC10_GT5,0.5221114362801815,0.645584421127432,0.2469459696945009,PASS,PASS,True,True,-0.0185254212997421,5778,0.1380534709627285,-0.2174113786301222
SOFT_BOTH__BB_LOWER__BIAS20_GT5,soft_assist,both|BB_LOWER+BIAS20_GT5,0.5210290511156623,0.6278642882132646,0.2136704741952044,PASS,PASS,True,True,-0.0196078064642613,5745,0.1381962824162284,-0.217588579959264
SOFT_BOTH__BB_PCTB_LT0__BIAS20_GT5,soft_assist,both|BB_PCTB_LT0+BIAS20_GT5,0.5210290511156623,0.6278642882132646,0.2136704741952044,PASS,PASS,True,True,-0.0196078064642613,5745,0.1381962824162284,-0.217588579959264
SOFT_BOTH__ROC10_LT_N5__D9_GT80,soft_assist,both|ROC10_LT_N5+D9_GT80,0.5190315471785167,0.6081567701910151,0.1782504460249967,PASS,PASS,True,True,-0.0216053104014068,5753,0.1385139639791626,-0.2177856551394865
SOFT_BOTH__D9_LT20__ROC10_GT5,soft_assist,both|D9_LT20+ROC10_GT5,0.5186765338061172,0.6355649653292383,0.2337768630462422,PASS,PASS,True,True,-0.0219603237738064,5770,0.1381652331588156,-0.2175115731881045
SOFT_BOTH__BIAS20_LT_N5__CCI20_GT100,soft_assist,both|BIAS20_LT_N5+CCI20_GT100,0.5183866331827547,0.6084172441069069,0.1800612218483044,PASS,PASS,True,True,-0.0222502243971689,5767,0.1383712790203126,-0.2177830504003276
SOFT_BOTH__ROC10_LT_N5__ROC10_GT5,soft_assist,both|ROC10_LT_N5+ROC10_GT5,0.5178183941848546,0.6394592816980738,0.2432817750264382,PASS,PASS,True,True,-0.0228184633950689,5722,0.1380889089340751,-0.217472630024416
SOFT_BOTH__BB_LOWER__ROC10_GT5,soft_assist,both|BB_LOWER+ROC10_GT5,0.517736881390285,0.6365021640717172,0.2375305653628645,PASS,PASS,True,True,-0.0228999761896386,5754,0.1380767827940416,-0.2175022012006796
SOFT_BOTH__BB_PCTB_LT0__ROC10_GT5,soft_assist,both|BB_PCTB_LT0+ROC10_GT5,0.517736881390285,0.6365021640717172,0.2375305653628645,PASS,PASS,True,True,-0.0228999761896386,5754,0.1380767827940416,-0.2175022012006796
SOFT_BUY_ROC10_LT_N5,soft_assist,buy_boost=1.0|ROC10_LT_N5,0.5174393165227609,0.6291947919163876,0.2235109507872534,PASS,PASS,True,True,-0.0231975410571627,5710,0.1382002991137276,-0.2175752749222328
KD_APR_Klt25_T15,kd_retune,APR|K<25.0|T-15,0.5167986068873698,0.7546786317350618,0.475760049695384,PASS,PASS,True,True,-0.0238382506925538,5741,0.1371138467944941,-0.2163204365240462
SOFT_BOTH__RSI14_LT30__D9_GT80,soft_assist,both|RSI14_LT30+D9_GT80,0.5167844960581647,0.6258477848969601,0.2181265776775909,PASS,PASS,True,True,-0.0238523615217589,5747,0.1382333379507552,-0.2176087449924271
SOFT_BOTH__CCI20_LT_N100__MFI14_GT80,soft_assist,both|CCI20_LT_N100+MFI14_GT80,0.5167807308248618,0.6178775287565053,0.202193595863287,PASS,PASS,True,True,-0.0238561267550618,5718,0.1383140268767699,-0.2176884475538317
SOFT_BOTH__ROC10_LT_N5__K9_GT70,soft_assist,both|ROC10_LT_N5+K9_GT70,0.516244355898221,0.5773245009232486,0.1221602900500551,PASS,PASS,True,True,-0.0243925016817025,5736,0.138739341972901,-0.2180939778321643
KD_MAY15_JUN10_Klt15_T15,kd_retune,MAY15_JUN10|K<15.0|T-15,0.5151212429036378,0.7212909887359231,0.4123394916645706,PASS,PASS,True,True,-0.0255156146762858,5746,0.1373805510022088,-0.2166543129540376
SOFT_BOTH__RSI6_LT20__ROC10_GT5,soft_assist,both|RSI6_LT20+ROC10_GT5,0.5145952516794394,0.649880125513691,0.2705697476685031,PASS,PASS,True,True,-0.0260416059004842,5763,0.1379226006933835,-0.2173684215862598
SOFT_BOTH__BB_LOWER__MFI14_GT80,soft_assist,both|BB_LOWER+MFI14_GT80,0.5140989001363505,0.6315263760159118,0.2348549517591225,PASS,PASS,True,True,-0.0265379574435731,5716,0.138051507242088,-0.2175519590812377
SOFT_BOTH__BB_PCTB_LT0__MFI14_GT80,soft_assist,both|BB_PCTB_LT0+MFI14_GT80,0.5140989001363505,0.6315263760159118,0.2348549517591225,PASS,PASS,True,True,-0.0265379574435731,5716,0.138051507242088,-0.2175519590812377
SOFT_BOTH__BELOW_MA120__MACD_HIST_POS,soft_assist,both|BELOW_MA120+MACD_HIST_POS,0.5117667190173925,0.5853675322836205,0.147201626532456,PASS,PASS,True,True,-0.0288701385625311,5784,0.1382429524687731,-0.2180135475185605
SOFT_BUY_RSI6_LT20,soft_assist,buy_boost=1.0|RSI6_LT20,0.5104224758846088,0.6411017675219566,0.2613585832746956,PASS,PASS,True,True,-0.0302143816953148,5726,0.1379710826085107,-0.2174562051661771
SOFT_BOTH__ROC10_LT_N5__WILLR14_GT_N20,soft_assist,both|ROC10_LT_N5+WILLR14_GT_N20,0.5095997902664684,0.5637585973531478,0.1083176141733588,PASS,PASS,True,True,-0.0310370673134552,5744,0.1388752160267452,-0.2182296368678654
SOFT_BOTH__BELOW_MA60__RSI6_GT80,soft_assist,both|BELOW_MA60+RSI6_GT80,0.5094024211098835,0.585197688168615,0.1515905341174628,PASS,PASS,True,True,-0.03123443647004,5748,0.138858439099591,-0.2180152459597106
KD_MAY15_JUN10_Klt20_T15,kd_retune,MAY15_JUN10|K<20.0|T-15,0.5088234706994488,0.7128092028878652,0.4079714643768328,PASS,PASS,True,True,-0.0318133868804748,5776,0.1373872790612693,-0.216739130812518
SOFT_BOTH__MACD_HIST_NEG__BB_UPPER,soft_assist,both|MACD_HIST_NEG+BB_UPPER,0.5055128563070554,0.5654241580337893,0.1198226034534677,PASS,PASS,True,True,-0.0351240012728681,5719,0.1387302618176591,-0.218212981261059
SOFT_BOTH__MACD_HIST_NEG__BB_PCTB_GT1,soft_assist,both|MACD_HIST_NEG+BB_PCTB_GT1,0.5055128563070554,0.5654241580337893,0.1198226034534677,PASS,PASS,True,True,-0.0351240012728681,5719,0.1387302618176591,-0.218212981261059
SOFT_BOTH__D9_LT20__K9_GT70,soft_assist,both|D9_LT20+K9_GT70,0.5052208763888566,0.5673679798598341,0.124294206941955,PASS,PASS,True,True,-0.035415981191067,5765,0.1387801753840167,-0.2181935430427983
SOFT_BOTH__MACD_HIST_NEG__RSI14_GT70,soft_assist,both|MACD_HIST_NEG+RSI14_GT70,0.5048310095485897,0.5478911060363356,0.0861201929754917,PASS,PASS,True,True,-0.0358058480313339,5756,0.1389847374334696,-0.2183883117810334
KD_APR_MAY_Klt30_T10,kd_retune,APR_MAY|K<30.0|T-10,0.5029670919921903,0.695200338857449,0.3844664937305175,PASS,PASS,True,True,-0.0376697655877333,5764,0.1368513433744169,-0.2169152194528221
SOFT_BOTH__MACD_HIST_NEG__MFI14_GT80,soft_assist,both|MACD_HIST_NEG+MFI14_GT80,0.5003094894418303,0.5739146224632452,0.1472102660428298,PASS,PASS,True,True,-0.0403273681380933,5759,0.1385830786164528,-0.2181280766167643
SOFT_BOTH__WILLR14_LT_N80__CCI20_GT100,soft_assist,both|WILLR14_LT_N80+CCI20_GT100,0.499333356713183,0.5965085124074343,0.1943503113885025,PASS,PASS,True,True,-0.0413035008667406,5733,0.1383210577158018,-0.2179021377173225
SOFT_SELL_CCI20_GT100,soft_assist,sell_tilt=1.0|CCI20_GT100,0.4984708187210085,0.5889377170510857,0.1809337966601543,PASS,PASS,True,True,-0.0421660388589151,5768,0.1383719770775908,-0.2179778456708859
SOFT_BOTH__BB_LOWER__K9_GT70,soft_assist,both|BB_LOWER+K9_GT70,0.497780964192307,0.5647881752234185,0.134014422062223,PASS,PASS,True,True,-0.0428558933876166,5721,0.1386145758825452,-0.2182193410891625
SOFT_BOTH__BB_PCTB_LT0__K9_GT70,soft_assist,both|BB_PCTB_LT0+K9_GT70,0.497780964192307,0.5647881752234185,0.134014422062223,PASS,PASS,True,True,-0.0428558933876166,5721,0.1386145758825452,-0.2182193410891625
SOFT_BOTH__K9_LT20__CCI20_GT100,soft_assist,both|K9_LT20+CCI20_GT100,0.497645167444749,0.596177761159078,0.1970651874286577,PASS,PASS,True,True,-0.0429916901351745,5718,0.1382368044284638,-0.217905445229806
SOFT_BOTH__MACD_HIST_NEG__K9_GT80,soft_assist,both|MACD_HIST_NEG+K9_GT80,0.4969642582934086,0.5323273087919356,0.0707261009970539,PASS,PASS,True,True,-0.043672599286515,5779,0.1390351143316708,-0.2185439497534773
KD_APR_Klt20_T15,kd_retune,APR|K<20.0|T-15,0.4965151972875947,0.725132396288064,0.4572343980009385,PASS,PASS,True,True,-0.0441216602923288,5743,0.1370367752089714,-0.2166158988785163
KD_APR15_MAY15_Klt30_T5,kd_retune,APR15_MAY15|K<30.0|T-5,0.496420084865945,0.6596511673379268,0.3264621649439636,PASS,PASS,True,True,-0.0442167727139786,5756,0.137221775563223,-0.2172707111680174
SOFT_BOTH__RSI6_LT20__CCI20_GT100,soft_assist,both|RSI6_LT20+CCI20_GT100,0.4959319733181755,0.6031697373167777,0.2144755279972043,PASS,PASS,True,True,-0.0447048842617481,5763,0.1381730225875659,-0.217835525468229
SOFT_BOTH__RSI14_LT30__CCI20_GT100,soft_assist,both|RSI14_LT30+CCI20_GT100,0.4916341058183393,0.5984085863739441,0.2135489611112095,PASS,PASS,True,True,-0.0490027517615843,5740,0.1381625854491173,-0.2178831369776575
KD_APR15_MAY31_Klt15_T10,kd_retune,APR15_MAY31|K<15.0|T-10,0.4903407143090121,0.7312996228120427,0.4819178170060612,PASS,PASS,True,True,-0.0502961432709114,5756,0.1365166890791034,-0.2165542266132765
SOFT_BOTH__D9_LT20__CCI20_GT100,soft_assist,both|D9_LT20+CCI20_GT100,0.4901357082698787,0.578534371995798,0.1767973274518386,PASS,PASS,True,True,-0.0505011493100449,5770,0.138430630613225,-0.2180818791214389
SOFT_BOTH__BB_LOWER__WILLR14_GT_N20,soft_assist,both|BB_LOWER+WILLR14_GT_N20,0.4900575519832029,0.54782209545855,0.1155290869506942,PASS,PASS,True,True,-0.0505793055967207,5737,0.1387572500862437,-0.2183890018868113
SOFT_BOTH__BB_PCTB_LT0__WILLR14_GT_N20,soft_assist,both|BB_PCTB_LT0+WILLR14_GT_N20,0.4900575519832029,0.54782209545855,0.1155290869506942,PASS,PASS,True,True,-0.0505793055967207,5737,0.1387572500862437,-0.2183890018868113
KD_APR_MAY_Klt35_T15,kd_retune,APR_MAY|K<35.0|T-15,0.4898789256856828,0.7036530216462777,0.4275481919211898,PASS,PASS,True,True,-0.0507579318942408,5709,0.1369982341503384,-0.2168306926249339
SOFT_BUY_BB_LOWER,soft_assist,buy_boost=1.0|BB_LOWER,0.4876344411877231,0.6003697981608491,0.2254707139462519,PASS,PASS,True,True,-0.0530024163922004,5715,0.1381696180202791,-0.2178635248597883
SOFT_BUY_BB_PCTB_LT0,soft_assist,buy_boost=1.0|BB_PCTB_LT0,0.4876344411877231,0.6003697981608491,0.2254707139462519,PASS,PASS,True,True,-0.0530024163922004,5715,0.1381696180202791,-0.2178635248597883
SOFT_BOTH__BB_LOWER__D9_GT80,soft_assist,both|BB_LOWER+D9_GT80,0.4836718241777893,0.5889580351509882,0.2105724219463978,PASS,PASS,True,True,-0.0569650334021343,5769,0.1382615188268692,-0.2179776424898868
SOFT_BOTH__BB_PCTB_LT0__D9_GT80,soft_assist,both|BB_PCTB_LT0+D9_GT80,0.4836718241777893,0.5889580351509882,0.2105724219463978,PASS,PASS,True,True,-0.0569650334021343,5769,0.1382615188268692,-0.2179776424898868
SOFT_BOTH__CCI20_LT_N100__K9_GT80,soft_assist,both|CCI20_LT_N100+K9_GT80,0.4836413673455886,0.5616980413337136,0.1561133479762499,PASS,PASS,True,True,-0.056995490234335,5754,0.1385685415682951,-0.2182502424280595
SOFT_BOTH__CCI20_LT_N100__RSI6_GT80,soft_assist,both|CCI20_LT_N100+RSI6_GT80,0.4833298766010019,0.552224430241266,0.1377891072805281,PASS,PASS,True,True,-0.0573069809789217,5762,0.1386664042756149,-0.2183449785389841
KD_MAY_Klt25_T20,kd_retune,MAY|K<25.0|T-20,0.4826654170289268,0.6393741620793647,0.3134174901008757,PASS,PASS,True,True,-0.0579714405509967,5718,0.1381121610654039,-0.2174734812206032
KD_APR_Klt15_T15,kd_retune,APR|K<15.0|T-15,0.4810582617451375,0.7298918872273186,0.497667250964362,PASS,PASS,True,True,-0.059578595834786,5751,0.1368058521314554,-0.2165683039691237
KD_APR_Klt35_T5,kd_retune,APR|K<35.0|T-5,0.4784209845274612,0.7608414067229452,0.564840844390968,PASS,PASS,True,True,-0.0622158730524624,5809,0.1360351027557227,-0.2162588087741673
SLEEVE_RSI14_GT70_a01,tel_sleeve,sleeve|SLEEVE_RSI14_GT70|a=0.1|sign=-1.0,0.4763141174927154,0.6440442783557043,0.3354603217259777,PASS,PASS,True,True,-0.0643227400872081,5699,0.1377077911259012,-0.2174267800578396
KD_APR15_MAY31_Klt15_T15,kd_retune,APR15_MAY31|K<15.0|T-15,0.4753949965809689,0.6567343521779234,0.3626787111939089,PASS,PASS,True,True,-0.0652418609989546,5750,0.1376642995507728,-0.2172998793196175
KD_MAY15_JUN10_Klt20_T5,kd_retune,MAY15_JUN10|K<20.0|T-5,0.475302563288793,0.7067793902690522,0.4629536539605183,PASS,PASS,True,True,-0.0653342942911305,5784,0.1368372258513448,-0.2167994289387064
KD_APR_Klt35_T15,kd_retune,APR|K<35.0|T-15,0.4742239295978612,0.7466498083925743,0.5448517575894263,PASS,PASS,True,True,-0.0664129279820624,5797,0.13660686155167,-0.216400724757471
SOFT_BUY_CCI20_LT_N100,soft_assist,buy_boost=1.0|CCI20_LT_N100,0.4734487147441624,0.5629120901160412,0.1789267507437575,PASS,PASS,True,True,-0.0671881428357612,5734,0.1384268193746365,-0.2182381019402364
SOFT_BOTH__ROC10_LT_N5__CCI20_GT100,soft_assist,both|ROC10_LT_N5+CCI20_GT100,0.4723181569497581,0.5555264024167617,0.1664164909340071,PASS,PASS,True,True,-0.0683187006301655,5741,0.1384588043771433,-0.2183119588172292
SOFT_BOTH__CCI20_LT_N100__BB_UPPER,soft_assist,both|CCI20_LT_N100+BB_UPPER,0.4704483198988085,0.5482669049307498,0.1556371700638825,PASS,PASS,True,True,-0.0701885376811151,5751,0.1385045362783388,-0.2183845537920893
SOFT_BOTH__CCI20_LT_N100__BB_PCTB_GT1,soft_assist,both|CCI20_LT_N100+BB_PCTB_GT1,0.4704483198988085,0.5482669049307498,0.1556371700638825,PASS,PASS,True,True,-0.0701885376811151,5751,0.1385045362783388,-0.2183845537920893
SLEEVE_ABOVE_MA60_a02,tel_sleeve,sleeve|SLEEVE_ABOVE_MA60|a=0.2|sign=-1.0,0.4695842668947736,0.6093366513394871,0.279504768889427,PASS,PASS,True,True,-0.07105259068515,5377,0.1378696170546161,-0.217773856328002
SOFT_BOTH__CCI20_LT_N100__ROC10_GT5,soft_assist,both|CCI20_LT_N100+ROC10_GT5,0.468502410634064,0.5865033303281253,0.2360018393881224,PASS,PASS,True,True,-0.0721344469458595,5762,0.1381869048483806,-0.2180021895381154
KD_APR15_MAY31_Klt35_T10,kd_retune,APR15_MAY31|K<35.0|T-10,0.4683435527467416,0.6597635832341742,0.382840060974865,PASS,PASS,True,True,-0.0722933048331819,5762,0.1370853752596323,-0.2172695870090549
KD_MAY15_JUN10_Klt15_T5,kd_retune,MAY15_JUN10|K<15.0|T-5,0.4676379623129501,0.7007506101923244,0.4662252957587487,PASS,PASS,True,True,-0.0729988952669735,5769,0.136689011172967,-0.2168597167394735
SOFT_BOTH__BELOW_MA60__RSI14_GT70,soft_assist,both|BELOW_MA60+RSI14_GT70,0.4663678175901076,0.5594469334003982,0.1861582316205812,PASS,PASS,True,True,-0.074269039989816,5751,0.1386405149032632,-0.2182727535073929
KD_APR_Klt20_T10,kd_retune,APR|K<20.0|T-10,0.4662526960626856,0.7528195617517608,0.5731337313781504,PASS,PASS,True,True,-0.074384161517238,5770,0.1359939475743565,-0.2163390272238792
KD_MAY_Klt15_T10,kd_retune,MAY|K<15.0|T-10,0.4655636497604809,0.6553938306507301,0.3796603617804983,PASS,PASS,True,True,-0.0750732078194427,5764,0.1371169503676694,-0.2173132845348896
SOFT_BOTH__CCI20_LT_N100__WILLR14_GT_N20,soft_assist,both|CCI20_LT_N100+WILLR14_GT_N20,0.4643896895964006,0.5125251119498797,0.0962708447069582,PASS,PASS,True,True,-0.076247167983523,5770,0.1389568415394342,-0.218741971721898
KD_APR_MAY_Klt35_T5,kd_retune,APR_MAY|K<35.0|T-5,0.4643497013244513,0.6634889631725316,0.3982785236961605,PASS,PASS,True,True,-0.0762871562554723,5782,0.1367112434270005,-0.2172323332096714
SOFT_BOTH__MACD_HIST_NEG__D9_GT80,soft_assist,both|MACD_HIST_NEG+D9_GT80,0.4637152226117269,0.5190575175454959,0.1106845898675379,PASS,PASS,True,True,-0.0769216349681967,5793,0.1388853940047238,-0.2186766476659418
