date,generated_at_utc,data_max_date,regime,score_financial,score_telecom,score_0050,e19_points,e19_alert,e20_confirmations,e20_streak,e16_financial,e16_telecom,e16_0050,e20_financial,e20_telecom,e20_0050,e22_dividend_credit,row_kind
2026-09-03,2026-09-04T07:13:52.816590+00:00,2026-09-03,Bull,0.7141563346579127,-0.1583385712994003,-0.5558177633585124,0,False,3,1,0.8511761803803315,0.075590700795655,0.0732331188240134,0.8511761803803315,0.075590700795655,0.0732331188240134,0.0,CUTOVER_SEED
