date,nav_e16_e18_e22,cash,pre_financial,pre_telecom,pre_0050,target_l1_gap,orders_created,fills_processed,dividend_credit,dividend_cash_total,row_kind
2026-09-03,3187508.279090027,46031.52909002699,,,,,0,0,0.0,0.0,CUTOVER_SEED
