date,nav,cost,exposure
2005-08-19,0.9730774964112808,0.0,1.0
2005-08-22,0.977101567303549,0.0,1.0
2005-08-23,0.9725430136720326,0.0,1.0
2005-08-24,0.9597792753830408,0.0,1.0
2005-08-25,0.9559519751998976,0.0,1.0
2005-08-26,0.9622378139688551,0.0,1.0
2005-08-29,0.9494386618063462,0.0,1.0
2005-08-30,0.9489904673929841,0.0,1.0
2005-08-31,0.9510466001878923,0.0,1.0
2005-09-02,0.9635343171566298,0.0,1.0
2005-09-05,0.9571963698853397,0.0,1.0
2005-09-06,0.9639156629882146,0.0,1.0
2005-09-07,0.9632016333556588,0.0,1.0
2005-09-08,0.9557088786436871,0.0,1.0
2005-09-09,0.9509498115162283,0.0,1.0
2005-09-12,0.9344227156145704,0.0,1.0
2005-09-13,0.9309116133248999,0.0,1.0
2005-09-14,0.929236707693732,0.0,1.0
2005-09-15,0.9216929730445078,0.0,1.0
2005-09-16,0.9148778736620876,0.00271831914893617,1.0
2005-09-19,0.9113441034545409,0.0,1.0
2005-09-20,0.9094402990410737,0.0,1.0
2005-09-21,0.9077022587849102,0.0,1.0
2005-09-22,0.8976688531058242,0.0,1.0
2005-09-23,0.8943877205948886,0.0,1.0
2005-09-26,0.8936955177232097,0.0,1.0
2005-09-27,0.8907947219757506,0.0,1.0
2005-09-28,0.8913370846051397,0.0,1.0
2005-09-29,0.8999706680794599,0.0,1.0
2005-09-30,0.9150025614361897,0.0,1.0
2005-10-03,0.9118225389598997,0.0,1.0
2005-10-04,0.9027562045417139,0.0,1.0
2005-10-05,0.8957595339693146,0.0,1.0
2005-10-06,0.8895935610387756,0.0,1.0
2005-10-07,0.889789294515516,0.0,1.0
2005-10-11,0.8941786262755151,0.0,1.0
2005-10-12,0.8900764122944369,0.0,1.0
2005-10-13,0.8927097700354086,0.0,1.0
2005-10-14,0.903170552137247,0.0,1.0
2005-10-17,0.8910973312005931,0.0,1.0
2005-10-18,0.8858967613771306,0.0008129999999999999,1.0
2005-10-19,0.8639783478366749,0.0,1.0
2005-10-20,0.8656655624971132,0.0,1.0
2005-10-21,0.8647643912465155,0.0,1.0
2005-10-24,0.8445748809653394,0.0,1.0
2005-10-25,0.8492964497839566,0.0,1.0
2005-10-26,0.863134736411967,0.0,1.0
2005-10-27,0.8548947796078777,0.0,1.0
2005-10-28,0.8364501972090443,0.0,1.0
2005-10-31,0.8492062939681922,0.0,0.5
2005-11-01,0.8534637642306324,0.0019275,0.5
2005-11-02,0.8549493385347293,0.0,0.5
2005-11-03,0.8515222686828591,0.0,0.5
2005-11-04,0.8556151170607822,0.0,0.5
2005-11-07,0.8522712074156419,0.0,0.5
2005-11-08,0.8546535872440096,0.0,0.5
2005-11-09,0.8681675588676157,0.0,0.5
2005-11-10,0.8729180859932626,0.0,1.0
2005-11-11,0.8812757513686068,0.0004275,1.0
2005-11-14,0.8800022094077226,0.0,1.0
2005-11-15,0.8685284039793566,0.0,1.0
2005-11-16,0.8675041457726829,0.0014130000000000002,1.0
2005-11-17,0.8577557841081209,0.0,1.0
2005-11-18,0.8703749223811234,0.0,1.0
2005-11-21,0.8601836477714557,0.0,1.0
2005-11-22,0.8584861062664136,0.0,1.0
2005-11-23,0.8606300966789562,0.0,1.0
2005-11-24,0.8497941244442342,0.0,1.0
2005-11-25,0.8466376944790309,0.0,1.0
2005-11-28,0.8617906652142132,0.0,1.0
2005-11-29,0.8558506634737778,0.0,1.0
2005-11-30,0.8582028832281853,0.0,1.0
2005-12-01,0.8559618859728954,0.0,1.0
2005-12-02,0.8670035609471312,0.0,1.0
2005-12-05,0.8787142609371591,0.0,1.0
2005-12-06,0.8910916628393261,0.0,1.0
2005-12-07,0.8818837101926169,0.0,1.0
2005-12-08,0.8563268386295466,0.0,1.0
2005-12-09,0.8562084482726997,0.0,1.0
2005-12-12,0.8587070168373351,0.0,1.0
2005-12-13,0.8577329620731933,0.0,1.0
2005-12-14,0.855174235557664,0.0,1.0
2005-12-15,0.8566128662274296,0.0017164630872483224,1.0
2005-12-16,0.8656470724306428,0.0,1.0
2005-12-19,0.8729685080451464,0.0,1.0
2005-12-20,0.873655312708742,0.0,1.0
2005-12-21,0.8782734263059835,0.0,1.0
2005-12-22,0.868439848227532,0.0,1.0
2005-12-23,0.8737792298051541,0.0,1.0
2005-12-26,0.8701601605426064,0.0,1.0
2005-12-27,0.8618709030888503,0.0,1.0
2005-12-28,0.8635656220265091,0.0,1.0
2005-12-29,0.8648395534693706,0.0,1.0
2005-12-30,0.8631989132612655,0.0,1.0
2006-01-02,0.837811779820184,0.0,1.0
2006-01-03,0.8533871960524291,0.0,1.0
2006-01-04,0.8585098719854543,0.0,1.0
2006-01-05,0.8774371680162627,0.0,1.0
2006-01-06,0.8750144989123357,0.0,1.0
2006-01-09,0.8771361055521725,0.0,1.0
2006-01-10,0.8792528401853046,0.0,1.0
2006-01-11,0.8897901630016314,0.0,1.0
2006-01-12,0.894494977987342,0.0,1.0
2006-01-13,0.8838722238753172,0.001305523489932886,1.0
2006-01-16,0.8746177282182191,0.0,1.0
2006-01-17,0.8767654269035899,0.0,1.0
2006-01-18,0.8556847697734612,0.0,1.0
2006-01-19,0.8638012971961136,0.0,1.0
2006-01-20,0.8624202846884997,0.0,1.0
2006-01-23,0.8561940604737736,0.0,1.0
2006-01-24,0.8591580876911464,0.0,1.0
2006-01-25,0.8744106816611783,0.0,1.0
2006-02-03,0.8937553262815005,0.0,1.0
2006-02-06,0.9081341063204346,0.0,1.0
2006-02-07,0.9018226147675444,0.0,1.0
2006-02-08,0.8922616929015825,0.0,1.0
2006-02-09,0.8917286022613792,0.0,1.0
2006-02-10,0.9101343751030941,0.0,1.0
2006-02-13,0.9210267427165809,0.0,1.0
2006-02-14,0.9241098914204108,0.0,1.0
2006-02-15,0.9194036747405554,0.0,1.0
2006-02-16,0.9210260326447899,0.0,1.0
2006-02-17,0.9246290798515325,0.0,1.0
2006-02-20,0.9360423004243184,0.0,1.0
2006-02-21,0.9350591979057254,0.0033141223404255316,1.0
2006-02-22,0.9333965677469981,0.0,1.0
2006-02-23,0.9374418345174086,0.0,1.0
2006-02-24,0.9420029825142915,0.0,1.0
2006-02-27,0.9407873746954698,0.0,1.0
2006-03-01,0.9396438806617822,0.0,1.0
2006-03-02,0.939937260181148,0.0,1.0
2006-03-03,0.9348359957226049,0.0,1.0
2006-03-06,0.9315189442386671,0.0,1.0
2006-03-07,0.9215778223590579,0.0,1.0
2006-03-08,0.9215797625415396,0.0,1.0
2006-03-09,0.9213910126709384,0.0,1.0
2006-03-10,0.9154086218816563,0.0,1.0
2006-03-13,0.9142981589274684,0.0,1.0
2006-03-14,0.9059556805800197,0.0,1.0
2006-03-15,0.9132402184783279,0.0,1.0
2006-03-16,0.906952251718673,0.0,1.0
2006-03-17,0.9044663234951932,0.0,1.0
2006-03-20,0.9071944646567893,0.0,1.0
2006-03-21,0.908702946152585,0.0,1.0
2006-03-22,0.9058512346391353,0.0,1.0
2006-03-23,0.9038094462214069,0.0010795691489361703,1.0
2006-03-24,0.9149861375136894,0.0,1.0
2006-03-27,0.9173644920444376,0.0,1.0
2006-03-28,0.9107743152415102,0.0,1.0
2006-03-29,0.9108052657962566,0.0,1.0
2006-03-30,0.9244210662543212,0.0,1.0
2006-03-31,0.9258126831420679,0.0,1.0
2006-04-03,0.9260808223779277,0.0,1.0
2006-04-04,0.9311654923296772,0.0,1.0
2006-04-06,0.9420875886728776,0.0,1.0
2006-04-07,0.9467678840102521,0.0,1.0
2006-04-10,0.9477719504442883,0.0,1.0
2006-04-11,0.9415163488183508,0.0,1.0
2006-04-12,0.9422716517653202,0.0,1.0
2006-04-13,0.9564144899690618,0.0,1.0
2006-04-14,0.9682292045489015,0.0,1.0
2006-04-17,0.9739951684780277,0.0,1.0
