window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end,score
mtd,2026-09-01,2026-09-16,12,4.944724548304135,-0.005073224057777437,6.0695176042338765,-0.008054526114437355,-0.2981302056659918,-112.47930559297413,1.0075928414681883,-56.537783002153056
ytd,2026-01-01,2026-09-16,170,0.6249579540722041,-0.07085031675275755,0.6862536860201054,-0.08631621604581141,-1.5465899293053864,-6.129573194790128,1.0251427279171752,-4.61137652670045
trailing_1y,2025-09-16,2026-09-16,242,0.42694907953178696,-0.07085031675275766,0.5017808068027998,-0.0863162160458113,-1.5465899293053642,-7.483172727101284,1.0500962568713896,-5.288176292856006
heldout_2019_plus,2019-01-01,2026-09-16,1864,0.15431466037852415,-0.24901506739784063,0.1622838544453189,-0.2523831651609282,-0.3368097763087552,-0.7969194066794749,1.05217943487588,-0.7352694796484927
sealed_2023_plus,2023-01-01,2026-09-16,887,0.20200824298757492,-0.10448421345142611,0.2330500064683545,-0.09501399914653419,0.9470214304891922,-3.1041763480779583,1.0937853932076778,-0.605066743549787
full,2012-12-04,2026-09-16,3359,0.12385841487439175,-0.24901506739784052,0.12694619410683372,-0.25238316516092807,-0.3368097763087552,-0.30877792324419673,1.0372376433856287,-0.49119873793085356
