date,nav_base,nav_blend025,rel_blend025_vs_base
2025-03-03,53685405.39798869,53256141.18495636,0.9920040798826041
2025-03-04,52968030.39313216,52568198.036939815,0.9924514399870118
2025-03-05,53002791.58809767,52619798.95588086,0.9927741045190002
2025-03-06,53095871.304073736,52714556.063904256,0.9928183636353619
2025-03-07,52916617.3008187,52547613.889387086,0.993026700680168
2025-03-10,52840808.768584885,52495393.53082868,0.9934630970682348
2025-03-11,52316407.649371035,52006310.06272579,0.9940726513807381
2025-03-12,52908973.00656411,52491516.20180857,0.9921099053519004
2025-03-13,52795615.55741141,52435373.68983995,0.9931766707563108
2025-03-14,53281977.659479655,52838201.73957521,0.9916711815251945
2025-03-17,53141742.44509939,52693571.69755682,0.9915665025849393
2025-03-18,53463521.73904866,53025913.30771978,0.9918148221984925
