year,return,max_drawdown_in_year,avg_daily_turnover,avg_positions
2023,0.5240685771312354,-0.07874904278854444,0.016141225061466598,21.907563025210084
2024,0.1782531027772487,-0.12359122314363558,0.008191279048472465,22.0
2025,0.2246034930572256,-0.1737135323460438,0.01137120746317105,22.173553719008265
2026,0.7429458312786454,-0.1638974083849115,0.012063060272445641,22.0
