family,top_k,rebalance_every,exit_multiple,neutralization,industry_cap,min_hold_cycles,liquidity_floor,replace_rank_gap,cagr,max_drawdown,average_daily_turnover,total_cost,trade_count,ending_nav,utility,block_bootstrap_positive_probability,mean_daily_excess,hac_t_stat,turnover_gate_pass,bootstrap_gate_pass,implied_avg_rebalance_day_turnover,diag_rebalance_events,diag_forced_rank_exits,diag_liquidity_or_missing_exits,diag_min_hold_blocks,diag_replace_gap_blocks,diag_mean_jaccard,diag_mean_one_way_name_churn,diag_mean_names_held,diag_exit_rank,both_gates_pass,bootstrap_margin,turnover_headroom
C8_slow_stable,20,42,2.25,NONE,5,0,20000000.0,0,0.10364218697635486,-0.30299110177653377,0.02100341788973133,0.19523552978194555,1363,2.162611138854763,-0.04785336391191203,0.7874,0.00011431231025990242,0.702565314729851,true,true,0.8821435513687159,47,345,84,0,0,0.4240636065729093,0.46630434782608704,20.0,45,true,0.08740000000000003,0.003996582110268671
C8_slow_stable,22,42,2.25,NONE,5,0,20000000.0,0,0.10176023482017826,-0.3023731520676275,0.020508871323358498,0.18478894944496002,1484,2.133935047443178,-0.04942634121363548,0.778,0.00010667559341410768,0.6848524784463264,true,true,0.8613725955810569,47,364,92,0,0,0.43873434068089756,0.4505928853754942,22.0,50,true,0.07800000000000007,0.004491128676641504
C8_slow_stable,20,42,2.25,NONE,5,0,20000000.0,5,0.07191817647561183,-0.2998748289282347,0.017084154127970173,0.1358321299774798,1279,1.7215001944364718,-0.07801923798850552,0.4854,-2.021962436973733e-6,-0.012201797835562689,true,false,0.7175344733747473,47,336,91,0,542,0.49136940381538663,0.391304347826087,19.829787234042552,45,false,-0.21459999999999996,0.007915845872029828
C8_slow_stable,22,42,2.25,NONE,5,0,20000000.0,5,0.10556706893635148,-0.3023731520676275,0.020450275367238705,0.18580262177206602,1482,2.19228847163767,-0.045619507097462264,0.8066,0.00012055807150796657,0.7734100331411837,true,true,0.8589115654240256,47,366,91,0,52,0.4393031025548683,0.4486166007905139,22.0,50,true,0.10660000000000003,0.004549724632761296
C8_slow_stable,20,42,2.25,NONE,5,0,20000000.0,8,0.07373402751571456,-0.2998748289282347,0.01669259758660973,0.13305714572957042,1271,1.7444417052414396,-0.07620338694840278,0.4998,4.2718853291477185e-6,0.025960779038733332,true,false,0.7010890986376086,47,332,91,0,582,0.4968177900016029,0.3826086956521739,19.829787234042552,45,false,-0.20019999999999993,0.008307402413390272
C8_slow_stable,22,42,2.25,NONE,5,0,20000000.0,8,0.09934887521729552,-0.3023731520676275,0.020418665481145435,0.1827229487576337,1481,2.097677209385221,-0.05183770081651823,0.766,0.00009738320914049633,0.6271444449733522,true,true,0.8575839502081083,47,368,93,0,168,0.43890148590176126,0.44762845849802385,22.0,50,true,0.06600000000000006,0.004581334518854566
C8_slow_stable,20,42,2.25,NONE,5,0,20000000.0,10,0.07222282244842537,-0.2998748289282347,0.016582865238457232,0.13164176872692226,1269,1.7253306283671184,-0.07771459201569197,0.4858,-1.2803024938740735e-6,-0.0077626363115368595,true,false,0.6964803400152038,47,333,92,0,667,0.49718622181019706,0.3804347826086957,19.829787234042552,45,false,-0.21419999999999995,0.00841713476154277
C8_slow_stable,22,42,2.25,NONE,5,0,20000000.0,10,0.09952107358334539,-0.3023731520676275,0.020221801333204985,0.1801930488943209,1476,2.100248494646225,-0.05166550245046836,0.7604,0.0000976728534122469,0.6315191235738224,true,true,0.8493156559946093,47,368,92,0,187,0.4427615498165218,0.4426877470355733,22.0,50,true,0.06040000000000001,0.004778198666795016
C8_slow_stable,20,42,2.5,NONE,5,0,20000000.0,0,0.09910628889565354,-0.3109218161027131,0.020085462971119534,0.18096177301535452,1343,2.094059541670361,-0.056354619155703,0.7554,0.00009700446608370132,0.6083915923422799,true,true,0.8435894447870205,47,329,80,0,0,0.4467702621882822,0.44456521739130433,20.0,50,true,0.055400000000000005,0.0049145370288804675
C8_slow_stable,22,42,2.5,NONE,5,0,20000000.0,0,0.08554647929883319,-0.3222779335935476,0.018798374560880605,0.16252581570025254,1444,1.900297493031477,-0.07559248749794062,0.638,0.00004544366083977374,0.29230211933426803,true,false,0.7895317315569854,47,330,86,0,0,0.47560808244646996,0.41106719367588934,22.0,55,false,-0.061999999999999944,0.006201625439119396
C8_slow_stable,20,42,2.5,NONE,5,0,20000000.0,5,0.06032417506470278,-0.308562370686578,0.016950243079014066,0.1274509773996449,1283,1.5811267561711106,-0.09395701027858622,0.3758,-0.000047779671559782845,-0.28898402543039486,true,false,0.7119102093185908,47,325,84,0,393,0.4998934082176067,0.38722826086956524,19.914893617021278,50,false,-0.32419999999999993,0.008049756920985935
C8_slow_stable,22,42,2.5,NONE,5,0,20000000.0,5,0.08554647929883319,-0.3222779335935476,0.018798374560880605,0.16252581570025254,1444,1.900297493031477,-0.07559248749794062,0.638,0.00004544366083977374,0.29230211933426803,true,false,0.7895317315569854,47,330,86,0,0,0.47560808244646996,0.41106719367588934,22.0,55,false,-0.061999999999999944,0.006201625439119396
C8_slow_stable,20,42,2.5,NONE,5,0,20000000.0,8,0.0608872280388395,-0.308562370686578,0.016855061608176732,0.1260629057143652,1281,1.5877056069867517,-0.0933939573044495,0.3812,-0.00004590073242992633,-0.2783361919453659,true,false,0.7079125875434228,47,324,85,0,430,0.5022894376392537,0.3850543478260871,19.914893617021278,50,false,-0.3188,0.00814493839182327
C8_slow_stable,22,42,2.5,NONE,5,0,20000000.0,8,0.08554647929883319,-0.3222779335935476,0.018798374560880605,0.16252581570025254,1444,1.900297493031477,-0.07559248749794062,0.638,0.00004544366083977374,0.29230211933426803,true,false,0.7895317315569854,47,330,86,0,0,0.47560808244646996,0.41106719367588934,22.0,55,false,-0.061999999999999944,0.006201625439119396
C8_slow_stable,20,42,2.5,NONE,5,0,20000000.0,10,0.06215998861958161,-0.308562370686578,0.016731939030539492,0.12500054477176503,1278,1.6026649023798414,-0.09212119672370739,0.3938,-0.00004109929730411468,-0.24906473225758813,true,false,0.7027414392826586,47,324,84,0,439,0.5052855951444739,0.3817934782608696,19.914893617021278,50,false,-0.30619999999999997,0.008268060969460509
C8_slow_stable,22,42,2.5,NONE,5,0,20000000.0,10,0.08543975503986756,-0.3222779335935476,0.018752302383554922,0.1620763283733811,1443,1.898836740057162,-0.07569921175690625,0.6362,0.000045114570799849554,0.29031229901240463,true,false,0.7875967001093067,47,330,86,0,29,0.4761377179609386,0.41007905138339923,22.0,55,false,-0.06379999999999997,0.006247697616445079
C8_slow_stable,20,42,3.0,NONE,5,0,20000000.0,0,0.07920950998433085,-0.30848182739403773,0.017644085889273617,0.15089043204552094,1289,1.8152413081699765,-0.07503140371268802,0.5902,0.000020745801297382012,0.13359569659589007,true,false,0.7410516073494919,47,279,75,0,0,0.5051000849301107,0.3847826086956522,20.0,60,false,-0.10980000000000001,0.0073559141107263845
C8_slow_stable,22,42,3.0,NONE,5,0,20000000.0,0,0.08285972556740662,-0.3213026893705416,0.01622475267988554,0.13504662013370655,1378,1.8638201566146182,-0.0777916191178642,0.6194,0.00003392722572617813,0.2326737728445355,true,false,0.6814396125551926,47,270,78,0,0,0.5470600176173489,0.3438735177865613,22.0,66,false,-0.0806,0.008775247320114463
C8_slow_stable,20,42,3.0,NONE,5,0,20000000.0,5,0.07920950998433085,-0.30848182739403773,0.017644085889273617,0.15089043204552094,1289,1.8152413081699765,-0.07503140371268802,0.5902,0.000020745801297382012,0.13359569659589007,true,false,0.7410516073494919,47,279,75,0,0,0.5051000849301107,0.3847826086956522,20.0,60,false,-0.10980000000000001,0.0073559141107263845
C8_slow_stable,22,42,3.0,NONE,5,0,20000000.0,5,0.08285972556740662,-0.3213026893705416,0.01622475267988554,0.13504662013370655,1378,1.8638201566146182,-0.0777916191178642,0.6194,0.00003392722572617813,0.2326737728445355,true,false,0.6814396125551926,47,270,78,0,0,0.5470600176173489,0.3438735177865613,22.0,66,false,-0.0806,0.008775247320114463
C8_slow_stable,20,42,3.0,NONE,5,0,20000000.0,8,0.07920950998433085,-0.30848182739403773,0.017644085889273617,0.15089043204552094,1289,1.8152413081699765,-0.07503140371268802,0.5902,0.000020745801297382012,0.13359569659589007,true,false,0.7410516073494919,47,279,75,0,0,0.5051000849301107,0.3847826086956522,20.0,60,false,-0.10980000000000001,0.0073559141107263845
C8_slow_stable,22,42,3.0,NONE,5,0,20000000.0,8,0.08285972556740662,-0.3213026893705416,0.01622475267988554,0.13504662013370655,1378,1.8638201566146182,-0.0777916191178642,0.6194,0.00003392722572617813,0.2326737728445355,true,false,0.6814396125551926,47,270,78,0,0,0.5470600176173489,0.3438735177865613,22.0,66,false,-0.0806,0.008775247320114463
C8_slow_stable,20,42,3.0,NONE,5,0,20000000.0,10,0.07920950998433085,-0.30848182739403773,0.017644085889273617,0.15089043204552094,1289,1.8152413081699765,-0.07503140371268802,0.5902,0.000020745801297382012,0.13359569659589007,true,false,0.7410516073494919,47,279,75,0,0,0.5051000849301107,0.3847826086956522,20.0,60,false,-0.10980000000000001,0.0073559141107263845
C8_slow_stable,22,42,3.0,NONE,5,0,20000000.0,10,0.08285972556740662,-0.3213026893705416,0.01622475267988554,0.13504662013370655,1378,1.8638201566146182,-0.0777916191178642,0.6194,0.00003392722572617813,0.2326737728445355,true,false,0.6814396125551926,47,270,78,0,0,0.5470600176173489,0.3438735177865613,22.0,66,false,-0.0806,0.008775247320114463
C8_slow_stable,20,45,2.25,NONE,5,0,20000000.0,0,0.08165729269480337,-0.31723771262557743,0.019848421224147334,0.1710540155957307,1269,1.8476938713678233,-0.07696156361798534,0.611,0.000029106596056159663,0.1863065037135457,true,false,0.89317895508663,44,312,80,0,0,0.44058920697471055,0.4558139534883721,20.0,45,false,-0.08899999999999997,0.005151578775852667
C8_slow_stable,22,45,2.25,NONE,5,0,20000000.0,0,0.06939197934356689,-0.32425595522720374,0.0194598283386816,0.16003846836080665,1387,1.6900219994309755,-0.09273599827003498,0.4838,-0.000016645681167788293,-0.10762682894560929,true,false,0.875692275240672,44,339,83,0,0,0.44772076986119647,0.4460887949260042,22.0,50,false,-0.21619999999999995,0.005540171661318403
