challenger,cagr,max_drawdown,utility,average_daily_turnover,block_bootstrap_positive_probability,mean_gross_exposure,turnover_gate_pass,bootstrap_gate_pass,s_n_days,s_n_crisis_days,s_crisis_day_share,s_crisis_mean_excess,s_crisis_hit_rate,s_crisis_sum_excess,s_crisis_strategy_compound,s_other_mean_excess,s_all_mean_excess,both_gates_pass,detector,is_baseline,controller,stress_day_share
BASE::VOL_ROLLP70_NONCRISIS,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.9994929006085193,true,true,1971,652,0.33079654997463215,-0.0001648007476958634,0.4662576687116564,-0.10745008749770293,0.5078472975588051,0.0002616148949506483,0.00012055807150796657,true,VOL_ROLLP70_NONCRISIS,true,BASE_FULL,0.3306288032454361
SLEEVE_DEF::VOL_ROLLP70_NONCRISIS,0.06998893985849053,-0.3530661244742451,-0.10654412237863203,0.02727004658035109,0.5522,0.9994929006085193,false,false,1971,652,0.33079654997463215,-0.00009532177657397909,0.49233128834355827,-0.062149798326234365,0.532317019206112,0.00006191355590961747,9.900650389929511e-6,false,VOL_ROLLP70_NONCRISIS,false,SLEEVE_DEF,0.3306288032454361
SLEEVE_DEF_CASH085::VOL_ROLLP70_NONCRISIS,0.07239510638641744,-0.3268683971990468,-0.09103909221310597,0.026693571178899617,0.5612,0.9702573132683322,false,false,1971,652,0.33079654997463215,-0.00011520945397755742,0.48619631901840493,-0.07511656399336744,0.5223380868434186,0.00007589504294494464,0.000012678334678343271,false,VOL_ROLLP70_NONCRISIS,false,SLEEVE_DEF_CASH085,0.3306288032454361
SLEEVE_VAL::VOL_ROLLP70_NONCRISIS,0.07375707185199776,-0.2620581253163121,-0.0572719908061583,0.02670975180828058,0.539,0.9994929006085193,false,false,1971,652,0.33079654997463215,-0.0002233146528728595,0.4539877300613497,-0.1456011536731044,0.4526083707800572,0.00011512632708726353,3.1712185464212205e-6,false,VOL_ROLLP70_NONCRISIS,false,SLEEVE_VAL,0.3306288032454361
SLEEVE_VAL_CASH085::VOL_ROLLP70_NONCRISIS,0.07325438641238202,-0.26190263322049756,-0.05769693019786676,0.02624407384798058,0.525,0.9714612391076286,false,false,1971,652,0.33079654997463215,-0.0002458622837961883,0.4371165644171779,-0.16030220903511477,0.43541442131447705,0.00011908732875324341,-1.636743992687383e-6,false,VOL_ROLLP70_NONCRISIS,false,SLEEVE_VAL_CASH085,0.3306288032454361
SLEEVE_QUAL::VOL_ROLLP70_NONCRISIS,0.05135535350543341,-0.3234515457171899,-0.11037041935316155,0.027477137662386884,0.3546,0.9994929006085193,false,false,1971,652,0.33079654997463215,-0.00036374757436222514,0.4785276073619632,-0.2371634184841708,0.30620644534771424,0.0000757479369468141,-0.00006963566192355303,false,VOL_ROLLP70_NONCRISIS,false,SLEEVE_QUAL,0.3306288032454361
SLEEVE_QUAL_CASH085::VOL_ROLLP70_NONCRISIS,0.05182907789042246,-0.3007764537698012,-0.09855914899447815,0.026962160567040896,0.3432,0.9714107520165343,false,false,1971,652,0.33079654997463215,-0.0003905813280856884,0.4785276073619632,-0.25465902591186884,0.28943166647899354,0.00008486171823071798,-0.00007241320120017849,false,VOL_ROLLP70_NONCRISIS,false,SLEEVE_QUAL_CASH085,0.3306288032454361
BASE::VOL_ROLLP80_NONCRISIS,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.9994929006085193,true,true,1971,496,0.25164890918315574,-0.00006846713911542418,0.46774193548387094,-0.0339597010012504,0.34084367673302585,0.00018412180335149316,0.00012055807150796657,true,VOL_ROLLP80_NONCRISIS,true,BASE_FULL,0.2515212981744422
SLEEVE_DEF::VOL_ROLLP80_NONCRISIS,0.06684699462308075,-0.3530661244742451,-0.10968606761404182,0.026497223119927377,0.521,0.9994929006085193,false,false,1971,496,0.25164890918315574,-0.00020554362019006877,0.48588709677419356,-0.10194963561427411,0.22084028309461368,0.0000647604599512292,-3.2612669640847863e-6,false,VOL_ROLLP80_NONCRISIS,false,SLEEVE_DEF,0.2515212981744422
SLEEVE_DEF_CASH085::VOL_ROLLP80_NONCRISIS,0.07012993020171732,-0.3268683971990468,-0.09330426839780609,0.02599841707865649,0.5402,0.975564695552102,false,false,1971,496,0.25164890918315574,-0.00021741659048763628,0.4778225806451613,-0.1078386288818676,0.22007514465819633,0.00007761077839006171,3.367462832812542e-6,false,VOL_ROLLP80_NONCRISIS,false,SLEEVE_DEF_CASH085,0.2515212981744422
SLEEVE_VAL::VOL_ROLLP80_NONCRISIS,0.08288186316936619,-0.26230674301051793,-0.04827150833589278,0.025538642571298193,0.62,0.9994929006085193,false,false,1971,496,0.25164890918315574,-0.00028170843850339037,0.45564516129032256,-0.13972738549768163,0.20628207836103263,0.00014285865466672233,0.00003601680879540024,false,VOL_ROLLP80_NONCRISIS,false,SLEEVE_VAL,0.2515212981744422
SLEEVE_VAL_CASH085::VOL_ROLLP80_NONCRISIS,0.08172999410328718,-0.2622190183691331,-0.04937951508127936,0.02519587184346654,0.6024,0.9765618205528532,false,false,1971,496,0.25164890918315574,-0.0002970239889980268,0.4375,-0.1473238985430213,0.199874089193125,0.00013897181190786057,0.000029253944201457647,false,VOL_ROLLP80_NONCRISIS,false,SLEEVE_VAL_CASH085,0.2515212981744422
SLEEVE_QUAL::VOL_ROLLP80_NONCRISIS,0.05834856424902246,-0.3234515457171899,-0.1033772086095725,0.026233968218102054,0.4188,0.9994929006085193,false,false,1971,496,0.25164890918315574,-0.0004227535150260372,0.4737903225806452,-0.20968574345291446,0.11187221362789512,0.00008208502039905676,-0.00004495704635429006,false,VOL_ROLLP80_NONCRISIS,false,SLEEVE_QUAL,0.2515212981744422
SLEEVE_QUAL_CASH085::VOL_ROLLP80_NONCRISIS,0.05863708051351679,-0.3007764537698012,-0.09175114637138382,0.025846847132236984,0.4108,0.9765483383168502,false,false,1971,496,0.25164890918315574,-0.000449091399531563,0.4717741935483871,-0.22274933416765524,0.10126971137969054,0.00008707754774038909,-0.00004784878297847862,false,VOL_ROLLP80_NONCRISIS,false,SLEEVE_QUAL_CASH085,0.2515212981744422
BASE::VAL_WORKS_03_NONCRISIS,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.9994929006085193,true,true,1971,610,0.30948756976154235,-0.000025362878435065416,0.4639344262295082,-0.015471355845389903,0.2709279498488848,0.00018595981982923724,0.00012055807150796657,true,VAL_WORKS_03_NONCRISIS,true,BASE_FULL,0.3093306288032454
SLEEVE_DEF::VAL_WORKS_03_NONCRISIS,0.027749959995395646,-0.3461061557777636,-0.14530311789348616,0.026775859187118816,0.194,0.9994929006085193,false,false,1971,610,0.30948756976154235,-0.0007852710514306843,0.4262295081967213,-0.47901534137271745,-0.21264877485756717,0.00013070281900296845,-0.0001527797081226166,false,VAL_WORKS_03_NONCRISIS,false,SLEEVE_DEF,0.3093306288032454
SLEEVE_DEF_CASH085::VAL_WORKS_03_NONCRISIS,0.028109460014746013,-0.3610555428905312,-0.1524183114305196,0.02667345083060533,0.1912,0.9847320780903904,false,false,1971,610,0.30948756976154235,-0.0007864609311694446,0.419672131147541,-0.4797411680133612,-0.2118558216303179,0.0001307312107570843,-0.00015312835625214079,false,VAL_WORKS_03_NONCRISIS,false,SLEEVE_DEF_CASH085,0.3093306288032454
SLEEVE_VAL::VAL_WORKS_03_NONCRISIS,0.0779718245758434,-0.3023731520676275,-0.07321475145797035,0.026622200684516324,0.5844,0.9994929006085193,false,false,1971,610,0.30948756976154235,-0.000028465016620042422,0.48032786885245904,-0.017363660138225878,0.26408237992730554,0.00004819669291523284,0.00002447084673739517,false,VAL_WORKS_03_NONCRISIS,false,SLEEVE_VAL,0.3093306288032454
SLEEVE_VAL_CASH085::VAL_WORKS_03_NONCRISIS,0.07658882407316558,-0.3023731520676275,-0.07459775196064816,0.026479621700926506,0.5692,0.9803352185561345,false,false,1971,610,0.30948756976154235,-0.000049283858331560804,0.4786885245901639,-0.03006315358225209,0.2500276227766196,0.00004790207778786462,0.000017824238603263104,false,VAL_WORKS_03_NONCRISIS,false,SLEEVE_VAL_CASH085,0.3093306288032454
SLEEVE_QUAL::VAL_WORKS_03_NONCRISIS,0.040175352240320095,-0.3136156699446797,-0.11663248273201976,0.02690445868750501,0.2784,0.9994929006085193,false,false,1971,610,0.30948756976154235,-0.0007202889145163641,0.42950819672131146,-0.43937623785498214,-0.1786936920684492,0.00016772984712306558,-0.00010710092131937588,false,VAL_WORKS_03_NONCRISIS,false,SLEEVE_QUAL,0.3093306288032454
SLEEVE_QUAL_CASH085::VAL_WORKS_03_NONCRISIS,0.03750377689826556,-0.32397090834348785,-0.12448167727347836,0.026661777552093854,0.253,0.9811268827747877,false,false,1971,610,0.30948756976154235,-0.0007436535368379245,0.4262295081967213,-0.45362865747113396,-0.18867188557212256,0.00016026318026555764,-0.00011948780777763072,false,VAL_WORKS_03_NONCRISIS,false,SLEEVE_QUAL_CASH085,0.3093306288032454
BASE::VAL_WORKS_05_NONCRISIS,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.9994929006085193,true,true,1971,556,0.28209030948756975,0.00010511510755183315,0.4748201438848921,0.05844399979881923,0.25760898828676626,0.0001266261195359596,0.00012055807150796657,true,VAL_WORKS_05_NONCRISIS,true,BASE_FULL,0.281947261663286
SLEEVE_DEF::VAL_WORKS_05_NONCRISIS,0.033450460723155384,-0.34760384527179156,-0.1403514619127404,0.026771252299704087,0.2318,0.9994929006085193,false,false,1971,556,0.28209030948756975,-0.0007322532483540175,0.4352517985611511,-0.4071328060848337,-0.22195430170304542,0.00010505066425943272,-0.00013114465558484854,false,VAL_WORKS_05_NONCRISIS,false,SLEEVE_DEF,0.281947261663286
SLEEVE_DEF_CASH085::VAL_WORKS_05_NONCRISIS,0.03321455020748454,-0.3624812633669515,-0.14802608147599122,0.02664922520406854,0.228,0.9855058690723544,false,false,1971,556,0.28209030948756975,-0.000737151446185692,0.42805755395683454,-0.4098562040792448,-0.2228397337758482,0.00010334687224905343,-0.0001337495585219859,false,VAL_WORKS_05_NONCRISIS,false,SLEEVE_DEF_CASH085,0.281947261663286
SLEEVE_VAL::VAL_WORKS_05_NONCRISIS,0.08565193988169084,-0.3023731520676275,-0.0655346361521229,0.02661498827541108,0.6568,0.9994929006085193,false,false,1971,556,0.28209030948756975,0.00011741155430440979,0.4982014388489209,0.06528082419325185,0.2619534278961475,0.00002698529773542097,0.00005249366843676939,false,VAL_WORKS_05_NONCRISIS,false,SLEEVE_VAL,0.281947261663286
