challenger,cagr,max_drawdown,utility,average_daily_turnover,block_bootstrap_positive_probability,mean_gross_exposure,turnover_gate_pass,bootstrap_gate_pass,s_n_days,s_n_crisis_days,s_crisis_day_share,s_crisis_mean_excess,s_crisis_hit_rate,s_crisis_sum_excess,s_crisis_strategy_compound,s_other_mean_excess,s_all_mean_excess,both_gates_pass,detector,is_baseline,controller,stress_day_share
SLEEVE_VAL_CASH085::VAL_WORKS_05_NONCRISIS,0.08327968247178874,-0.3023731520676275,-0.067906893562025,0.02644313539293509,0.6302,0.9810429249297272,false,false,1971,556,0.28209030948756975,0.00009153360416426333,0.4982014388489209,0.05089268391533041,0.2456959391555893,0.00002297147011117933,0.00004231218372534206,false,VAL_WORKS_05_NONCRISIS,false,SLEEVE_VAL_CASH085,0.281947261663286
SLEEVE_QUAL::VAL_WORKS_05_NONCRISIS,0.03413424580668645,-0.3122986477354317,-0.1220150780610294,0.026772818280779865,0.2262,0.9994929006085193,false,false,1971,556,0.28209030948756975,-0.0006815104399876297,0.4352517985611511,-0.37891980463312214,-0.19743456231257928,0.00008534796120948959,-0.0001309753625173488,false,VAL_WORKS_05_NONCRISIS,false,SLEEVE_QUAL,0.281947261663286
SLEEVE_QUAL_CASH085::VAL_WORKS_05_NONCRISIS,0.030870044972624022,-0.3224103751371945,-0.13033514259597323,0.02652719692821899,0.1962,0.9830107516607982,false,false,1971,556,0.28209030948756975,-0.0007080393983546113,0.43345323741007197,-0.3936699054851639,-0.20781929282554223,0.00007537139234205502,-0.00014562120006146934,false,VAL_WORKS_05_NONCRISIS,false,SLEEVE_QUAL_CASH085,0.281947261663286
BASE::COMBO_VOL70_VAL03,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.9994929006085193,true,true,1971,231,0.1171993911719939,0.00003618134362870352,0.47619047619047616,0.008357890378230513,0.024205838101660104,0.00013175980951952393,0.00012055807150796657,true,COMBO_VOL70_VAL03,true,BASE_FULL,0.11713995943204868
SLEEVE_DEF::COMBO_VOL70_VAL03,0.08874143307846305,-0.3023731520676275,-0.062445142955350696,0.02381975522998936,0.6852,0.9994929006085193,true,false,1971,231,0.1171993911719939,-0.0001324873654387003,0.47619047619047616,-0.03060458141633977,-0.01959141980606094,0.00009300914685862706,0.0000665810929059722,false,COMBO_VOL70_VAL03,false,SLEEVE_DEF,0.11713995943204868
SLEEVE_DEF_CASH085::COMBO_VOL70_VAL03,0.08699469128197168,-0.3023731520676275,-0.06419188475184207,0.023703915418169862,0.667,0.9946314751450809,true,false,1971,231,0.1171993911719939,-0.00013347258979089569,0.47619047619047616,-0.030832168241696906,-0.018957985055224724,0.00008460111177599577,0.00005904300672173294,false,COMBO_VOL70_VAL03,false,SLEEVE_DEF_CASH085,0.11713995943204868
SLEEVE_VAL::COMBO_VOL70_VAL03,0.09804203448009319,-0.3023731520676275,-0.05314454155372056,0.02348357700567179,0.7454,0.9994929006085193,true,true,1971,231,0.1171993911719939,0.00021188751606246827,0.48484848484848486,0.04894601621043017,0.0670245743503668,0.00007765048198969798,0.00009338298065576085,true,COMBO_VOL70_VAL03,false,SLEEVE_VAL,0.11713995943204868
SLEEVE_VAL_CASH085::COMBO_VOL70_VAL03,0.09711423597061608,-0.3023731520676275,-0.054072340063197666,0.02337981745719959,0.7374,0.9947072274822518,true,true,1971,231,0.1171993911719939,0.00020423249189750834,0.47619047619047616,0.04717770562832443,0.06566490764281108,0.0000741747918047008,0.00008941747507280758,true,COMBO_VOL70_VAL03,false,SLEEVE_VAL_CASH085,0.11713995943204868
SLEEVE_QUAL::COMBO_VOL70_VAL03,0.08979603763172084,-0.3023731520676275,-0.06139053840209291,0.0241581127917114,0.6858,0.9994929006085193,true,false,1971,231,0.1171993911719939,0.00005765108034393714,0.4935064935064935,0.013317399559449479,0.026491635894641208,0.00006900419666875204,0.00006767361834757887,false,COMBO_VOL70_VAL03,false,SLEEVE_QUAL,0.11713995943204868
SLEEVE_QUAL_CASH085::COMBO_VOL70_VAL03,0.08904567189626067,-0.3023731520676275,-0.06214090413755308,0.024020430002290715,0.6764,0.99467359149506,true,false,1971,231,0.1171993911719939,0.00005369762278352798,0.4935064935064935,0.012404150862994963,0.026372207655284363,0.00006530289656715929,0.00006394276554533333,false,COMBO_VOL70_VAL03,false,SLEEVE_QUAL_CASH085,0.11713995943204868
BASE::COMBO_VOL80_VAL05,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.9994929006085193,true,true,1971,164,0.08320649416539827,-0.00009369598956629427,0.4573170731707317,-0.015366142288872259,-0.07550928845439897,0.00014000337644221047,0.00012055807150796657,true,COMBO_VOL80_VAL05,true,BASE_FULL,0.08316430020283976
SLEEVE_DEF::COMBO_VOL80_VAL05,0.08460560682480378,-0.3023731520676275,-0.06658096920900997,0.022893286814407755,0.6468,0.9994929006085193,true,false,1971,164,0.08320649416539827,-0.0004712099496739707,0.4573170731707317,-0.07727843174653119,-0.13416574587986396,0.00009759921523925483,0.00005027059877767747,false,COMBO_VOL80_VAL05,false,SLEEVE_DEF,0.08316430020283976
SLEEVE_DEF_CASH085::COMBO_VOL80_VAL05,0.08435578073790273,-0.3023731520676275,-0.06683079529591102,0.022827960688503617,0.6436,0.9967129508502635,true,false,1971,164,0.08320649416539827,-0.0004428752731374368,0.4573170731707317,-0.07263154479453963,-0.1296385623313453,0.00009315775171650824,0.00004855632296153766,false,COMBO_VOL80_VAL05,false,SLEEVE_DEF_CASH085,0.08316430020283976
SLEEVE_VAL::COMBO_VOL80_VAL05,0.10072320241968602,-0.3023731520676275,-0.05046337361412773,0.02245706992875005,0.761,0.9994929006085193,true,true,1971,164,0.08320649416539827,0.00006978685516559,0.4695121951219512,0.011445044247156762,-0.04980713334748166,0.0001055768552048808,0.00010259889477543194,true,COMBO_VOL80_VAL05,false,SLEEVE_VAL,0.08316430020283976
SLEEVE_VAL_CASH085::COMBO_VOL80_VAL05,0.10063722007971077,-0.3023731520676275,-0.05054935595410298,0.022414954987927026,0.7604,0.9967431692367613,true,true,1971,164,0.08320649416539827,0.00009378090810605082,0.4695121951219512,0.015380068929392334,-0.04572456880736908,0.00010263748077898726,0.00010190055641655111,true,COMBO_VOL80_VAL05,false,SLEEVE_VAL_CASH085,0.08316430020283976
SLEEVE_QUAL::COMBO_VOL80_VAL05,0.09243944648480595,-0.3023731520676275,-0.05874712954900779,0.0231391710425233,0.7028,0.9994929006085193,true,true,1971,164,0.08320649416539827,-0.00014301528852355195,0.4817073170731707,-0.023454507317862517,-0.08442832383535226,0.00009602750914522443,0.00007613759599571684,true,COMBO_VOL80_VAL05,false,SLEEVE_QUAL,0.08316430020283976
SLEEVE_QUAL_CASH085::COMBO_VOL80_VAL05,0.09263366697019038,-0.3023731520676275,-0.05855290906362337,0.023063949597557278,0.7058,0.9967327230272607,true,true,1971,164,0.08320649416539827,-0.00012116514353818265,0.47560975609756095,-0.019871083540261954,-0.08068909987694095,0.00009411207154423623,0.00007619960920353772,true,COMBO_VOL80_VAL05,false,SLEEVE_QUAL_CASH085,0.08316430020283976
BASE::ALPHA_STRESS_RISKON_MOMWEAK,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.9994929006085193,true,true,1971,279,0.1415525114155251,0.00006251712106557198,0.5017921146953405,0.017442276777294582,0.24962605468803312,0.00013012865376176561,0.00012055807150796657,true,ALPHA_STRESS_RISKON_MOMWEAK,true,BASE_FULL,0.14148073022312374
SLEEVE_DEF::ALPHA_STRESS_RISKON_MOMWEAK,0.07173291381893021,-0.3544231736689083,-0.10547867301552394,0.027490680250947568,0.5412,0.9994929006085193,false,false,1971,279,0.1415525114155251,-0.00020447746179557303,0.4910394265232975,-0.05704921184096488,0.1519037413426365,0.00003987226780982742,5.283949920478501e-6,false,ALPHA_STRESS_RISKON_MOMWEAK,false,SLEEVE_DEF,0.14148073022312374
SLEEVE_DEF_CASH085::ALPHA_STRESS_RISKON_MOMWEAK,0.0710496905148501,-0.3465177195208149,-0.10220916924555734,0.027171391379884682,0.5332,0.9902689412049248,false,false,1971,279,0.1415525114155251,-0.00023676582888467108,0.4874551971326165,-0.06605766625882323,0.1426811062857225,0.000040675421222675425,1.4029154997177028e-6,false,ALPHA_STRESS_RISKON_MOMWEAK,false,SLEEVE_DEF_CASH085,0.14148073022312374
SLEEVE_VAL::ALPHA_STRESS_RISKON_MOMWEAK,0.09007674934347265,-0.3029175980335357,-0.06138204967329519,0.026195741120793314,0.689,0.9994929006085193,false,false,1971,279,0.1415525114155251,0.00006780781007666435,0.4910394265232975,0.018918379011389354,0.2507643078791222,0.00006551901264190388,0.00006584299766691563,false,ALPHA_STRESS_RISKON_MOMWEAK,false,SLEEVE_VAL,0.14148073022312374
SLEEVE_VAL_CASH085::ALPHA_STRESS_RISKON_MOMWEAK,0.08833092414453869,-0.30240954268314757,-0.0628738471970351,0.02598457839938151,0.6724,0.9903588165059148,false,false,1971,279,0.1415525114155251,0.00002092680566759474,0.4946236559139785,0.005838578781258933,0.23508617238271468,0.00006486402134982232,0.00005864459812539735,false,ALPHA_STRESS_RISKON_MOMWEAK,false,SLEEVE_VAL_CASH085,0.14148073022312374
SLEEVE_QUAL::ALPHA_STRESS_RISKON_MOMWEAK,0.0783860373711911,-0.3303190066113203,-0.08677346593446905,0.027130307695234404,0.5936,0.9994929006085193,false,false,1971,279,0.1415525114155251,-0.0001783996516018478,0.4982078853046595,-0.04977350279691554,0.16355045457423012,0.00006076327879804975,0.00002690916536244783,false,ALPHA_STRESS_RISKON_MOMWEAK,false,SLEEVE_QUAL,0.14148073022312374
SLEEVE_QUAL_CASH085::ALPHA_STRESS_RISKON_MOMWEAK,0.07800153010503852,-0.32580766469894407,-0.08490230224443351,0.026878076359430014,0.586,0.9902795002627952,false,false,1971,279,0.1415525114155251,-0.0001979314829521249,0.4982078853046595,-0.05522288374364284,0.15823765560881609,0.00006099130022342062,0.00002434013000222467,false,ALPHA_STRESS_RISKON_MOMWEAK,false,SLEEVE_QUAL_CASH085,0.14148073022312374
BASE::CRISIS_OR_VOL80,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.9994929006085193,true,true,1971,768,0.3896499238964992,0.00010530876225916433,0.4596354166666667,0.0808771294150382,0.3634325537424874,0.00013029329137752613,0.00012055807150796657,true,CRISIS_OR_VOL80,true,BASE_FULL,0.3894523326572008
SLEEVE_DEF::CRISIS_OR_VOL80,0.03724292262719553,-0.39400484254563706,-0.159759498645623,0.02407226032721977,0.2474,0.9994929006085193,true,false,1971,768,0.3896499238964992,-0.0003475360537632359,0.4635416666666667,-0.2669076892901652,-0.05679087847140207,0.00002492750644518095,-0.00012020289144424783,false,CRISIS_OR_VOL80,false,SLEEVE_DEF,0.3894523326572008
SLEEVE_DEF_CASH085::CRISIS_OR_VOL80,0.036836947525611397,-0.35957440691074904,-0.14295025592976313,0.02345753665873237,0.2178,0.9636112256141581,true,false,1971,768,0.3896499238964992,-0.00035206721158345666,0.453125,-0.2703876184960947,-0.04737206928830828,0.000010460685092673433,-0.0001307982822575386,false,CRISIS_OR_VOL80,false,SLEEVE_DEF_CASH085,0.3894523326572008
SLEEVE_VAL::CRISIS_OR_VOL80,0.03843300670155858,-0.3123240327840143,-0.11772900969044858,0.023063781935284546,0.1886,0.9994929006085193,true,false,1971,768,0.3896499238964992,-0.0003694598686332749,0.4375,-0.28374517911035513,-0.03323775011271635,2.254374439462918e-6,-0.00014258405208507417,false,CRISIS_OR_VOL80,false,SLEEVE_VAL,0.3894523326572008
SLEEVE_VAL_CASH085::CRISIS_OR_VOL80,0.03549661148366967,-0.28772814886666176,-0.10836746294966121,0.022611179609361806,0.1614,0.9645515767068982,true,false,1971,768,0.3896499238964992,-0.0003786165469354169,0.4153645833333333,-0.2907775080464002,-0.03223496215720023,-0.00001879119313907405,-0.00015899711486184998,false,CRISIS_OR_VOL80,false,SLEEVE_VAL_CASH085,0.3894523326572008
SLEEVE_QUAL::CRISIS_OR_VOL80,0.04674817716979618,-0.32861003401376543,-0.11755683983708654,0.023724690845571113,0.2796,0.9994929006085193,true,false,1971,768,0.3896499238964992,-0.00035423627370186755,0.4674479166666667,-0.2720534582030343,-0.04768005398669972,0.00007206705434524739,-0.00009404200498513529,false,CRISIS_OR_VOL80,false,SLEEVE_QUAL,0.3894523326572008
SLEEVE_QUAL_CASH085::CRISIS_OR_VOL80,0.04151203794222291,-0.30160506693397826,-0.10929049552476622,0.023219783514361766,0.2214,0.9647777588203602,true,false,1971,768,0.3896499238964992,-0.00038006039787356866,0.4544270833333333,-0.2918863855669007,-0.05625581058851081,0.00004432477172193832,-0.00012103687731375392,false,CRISIS_OR_VOL80,false,SLEEVE_QUAL_CASH085,0.3894523326572008
