date,dd120,vol20,breadth60,crisis_votes,crisis
2011-05-13,-0.024687184828497744,0.14269596567603496,0.6333333333333333,0,false
2011-05-16,-0.02525969617065793,0.1399472844976127,0.6166666666666667,0,false
2011-05-17,-0.03174609321480171,0.1413167420805035,0.6,0,false
2011-05-18,-0.033225879426412086,0.1289222702443372,0.5833333333333334,0,false
2011-05-19,-0.025334061119503426,0.12923792024460665,0.5833333333333334,0,false
2011-05-20,-0.0306710545904727,0.12068011018566871,0.5666666666666667,0,false
2011-05-23,-0.0477185961831148,0.13379281995559122,0.5666666666666667,0,false
2011-05-24,-0.05472556846436627,0.1323707175556362,0.5666666666666667,0,false
2011-05-25,-0.054521879622909,0.13082363989249782,0.5833333333333334,0,false
2011-05-26,-0.04732413107738109,0.12784507524666966,0.5833333333333334,0,false
2011-05-27,-0.04277316594165237,0.1300424176267598,0.5833333333333334,0,false
2011-05-30,-0.04099929020726345,0.12926092344561965,0.5833333333333334,0,false
2011-05-31,-0.03576777091181471,0.12631299850961702,0.5833333333333334,0,false
2011-06-01,-0.02389531608851725,0.12031932754279528,0.5833333333333334,0,false
2011-06-02,-0.03054286892428737,0.11836635549766777,0.5833333333333334,0,false
2011-06-03,-0.024618183606728516,0.11975155776733394,0.5833333333333334,0,false
2011-06-07,-0.021864940588988135,0.11815896561562096,0.5833333333333334,0,false
2011-06-08,-0.017108617545790406,0.11920555876927544,0.6,0,false
2011-06-09,-0.018000836980793133,0.11922864665758957,0.6,0,false
2011-06-10,-0.013643192557200368,0.11147336184141166,0.6166666666666667,0,false
2011-06-13,-0.03416377565687212,0.13317443489590822,0.6166666666666667,0,false
2011-06-14,-0.037716867498788,0.1336665411264041,0.6166666666666667,0,false
2011-06-15,-0.031130282217529337,0.1341568242578476,0.6333333333333333,0,false
2011-06-16,-0.04302356768994009,0.14109515282484325,0.6166666666666667,0,false
2011-06-17,-0.04905391818832017,0.13867614019405256,0.6,0,false
2011-06-20,-0.05379735537886854,0.1384871704565256,0.5833333333333334,0,false
2011-06-21,-0.07703579858155274,0.1510885159824557,0.5666666666666667,0,false
2011-06-22,-0.07527055122345394,0.14991565317222083,0.5666666666666667,0,false
2011-06-23,-0.07422302974264283,0.15005408749763313,0.5666666666666667,0,false
2011-06-24,-0.07547055945347259,0.14655529567958267,0.5666666666666667,0,false
2011-06-27,-0.08099452058103607,0.1454541360686063,0.5666666666666667,0,false
2011-06-28,-0.06951363447332792,0.15384841005243907,0.5666666666666667,0,false
2011-06-29,-0.06588397687196512,0.15301804523565096,0.5666666666666667,0,false
2011-06-30,-0.06186842694896688,0.14587213060819715,0.5666666666666667,0,false
2011-07-01,-0.05624198993980811,0.14728022266403015,0.5666666666666667,0,false
2011-07-04,-0.04892158152743953,0.14848934939989222,0.5666666666666667,0,false
2011-07-05,-0.052283383365334446,0.14790794019793255,0.55,0,false
2011-07-06,-0.05431774816857482,0.14596556094273588,0.5333333333333333,0,false
2011-07-07,-0.05073406755661958,0.14732957719014184,0.55,0,false
2011-07-08,-0.04731909298000547,0.14689858338440034,0.5666666666666667,0,false
2011-07-11,-0.05543494754720113,0.13135150716557106,0.55,0,false
2011-07-12,-0.07726292715927618,0.15280553409221717,0.5333333333333333,0,false
2011-07-13,-0.09047113308324772,0.15491057163418978,0.5333333333333333,0,false
2011-07-14,-0.09328541906567533,0.151086453511686,0.5333333333333333,0,false
2011-07-15,-0.10137294676124631,0.1522072273639981,0.5166666666666667,0,false
2011-07-18,-0.08729695208770216,0.16532434430390083,0.5166666666666667,0,false
2011-07-19,-0.09098362526968873,0.1422012166834634,0.5,0,false
2011-07-20,-0.08034818912242914,0.14870231270068654,0.5,0,false
2011-07-21,-0.07460069824635274,0.1504251096033009,0.5166666666666667,0,false
2011-07-22,-0.06897435749265957,0.15183184192060478,0.5166666666666667,0,false
2011-07-25,-0.06526983260210639,0.15039857803509962,0.5333333333333333,0,false
2011-07-26,-0.07450886969589421,0.14846762167679253,0.5333333333333333,0,false
2011-07-27,-0.06917336759638937,0.1493002636562801,0.55,0,false
2011-07-28,-0.0694002484220797,0.14837927794761802,0.55,0,false
2011-07-29,-0.06381702647160115,0.14838047341816446,0.55,0,false
2011-08-01,-0.06718825454403343,0.14558984090393515,0.5333333333333333,0,false
2011-08-02,-0.0608115885414412,0.14527843306405755,0.5166666666666667,0,false
2011-08-03,-0.0748921234731118,0.15374232916956798,0.5,0,false
2011-08-04,-0.07009388950436546,0.1544537787709678,0.5,0,false
2011-08-05,-0.1365620087481877,0.29143661724144415,0.5,1,false
2011-08-08,-0.16122862240642166,0.30297402993134304,0.48333333333333334,2,false
2011-08-09,-0.22859184700222346,0.3984425158900538,0.48333333333333334,2,true
2011-08-10,-0.17552424021752122,0.4838269068656184,0.5,2,true
2011-08-11,-0.19293015033829797,0.48717299612389775,0.5,2,true
2011-08-12,-0.15806476537996927,0.5169040339371108,0.5,2,true
2011-08-15,-0.15371681244641844,0.5131657464561666,0.5166666666666667,2,true
2011-08-16,-0.14083235650980053,0.5175213948100629,0.5333333333333333,1,true
2011-08-17,-0.14173609190300207,0.5147840917751142,0.5333333333333333,1,true
2011-08-18,-0.15134932007511515,0.5141951296137816,0.5166666666666667,2,true
2011-08-19,-0.19336343510433385,0.5367871617144471,0.5,2,true
2011-08-22,-0.20619029485961005,0.5360320870178983,0.48333333333333334,2,true
2011-08-23,-0.20870050711026722,0.5362487896684337,0.4666666666666667,2,true
2011-08-24,-0.1851753275978386,0.550756079939295,0.4666666666666667,2,true
2011-08-25,-0.18592529322001028,0.5506600127754158,0.45,2,true
2011-08-26,-0.20363285335269288,0.5511199444896037,0.45,2,true
2011-08-29,-0.20265757083556601,0.55188272916378,0.45,2,true
2011-08-30,-0.1859708263608706,0.5608457550347178,0.45,2,true
2011-08-31,-0.180075717661085,0.5619458571759902,0.45,2,true
2011-09-01,-0.16726631119004054,0.565764855121492,0.4666666666666667,2,true
2011-09-02,-0.17113911312077867,0.5082551774257138,0.45,2,true
2011-09-05,-0.18360060508548282,0.5009311368122619,0.45,2,true
2011-09-06,-0.19083422388959415,0.4058282283461258,0.45,2,true
2011-09-07,-0.19221028536003626,0.32205305872700923,0.43333333333333335,2,true
2011-09-08,-0.18238934669614737,0.31585143601897614,0.45,2,true
2011-09-09,-0.1864983827707225,0.27363133686316826,0.45,2,true
2011-09-13,-0.19260506595225935,0.2731892402494937,0.45,2,true
2011-09-14,-0.19515639650340033,0.265310990530048,0.45,2,true
2011-09-15,-0.20650853974178784,0.2679894970909197,0.43333333333333335,2,true
2011-09-16,-0.19465584437508587,0.27437371186950976,0.43333333333333335,2,true
2011-09-19,-0.1859190484816986,0.21418909568129774,0.45,1,true
2011-09-20,-0.19381212972551531,0.20893702376288223,0.45,1,true
2011-09-21,-0.1871082024096633,0.20997914273359328,0.45,1,true
2011-09-22,-0.19245248466831755,0.18287854682880525,0.43333333333333335,1,true
2011-09-23,-0.22270750496140856,0.22536820841637728,0.4166666666666667,1,true
2011-09-26,-0.225464637361672,0.21338023702287234,0.4,2,true
2011-09-27,-0.24074625575459874,0.22284316640677976,0.38333333333333336,2,true
2011-09-28,-0.23595799183751476,0.20814488736749298,0.4,2,true
2011-09-29,-0.2440208472616987,0.20601285796605415,0.4,2,true
2011-09-30,-0.227966838910868,0.21390620702008628,0.4,2,true
2011-10-03,-0.2374594499893714,0.2160717896860221,0.38333333333333336,2,true
2011-10-04,-0.25269063707115746,0.22007012816826838,0.38333333333333336,2,true
2011-10-05,-0.24013212038692044,0.23160137799915023,0.4,2,true
2011-10-06,-0.2369277307840557,0.2330023601103792,0.4166666666666667,1,true
2011-10-07,-0.231121608983184,0.22968047217400936,0.43333333333333335,1,true
2011-10-11,-0.22194183188324634,0.23548553271919248,0.45,1,true
2011-10-12,-0.21843198571315414,0.23570295747163325,0.45,1,true
2011-10-13,-0.21067991829682808,0.23904334385511827,0.4666666666666667,1,true
2011-10-14,-0.2099986668810836,0.23389689886995949,0.4666666666666667,1,true
2011-10-17,-0.2033125952897955,0.22945727273333086,0.4666666666666667,1,true
2011-10-18,-0.20983461653499846,0.22730224446714764,0.45,1,true
2011-10-19,-0.20201118567570664,0.2262352928195062,0.45,1,true
2011-10-20,-0.205206439193937,0.22394509273758073,0.45,1,true
2011-10-21,-0.21201721779941907,0.22467813699471337,0.43333333333333335,1,true
2011-10-24,-0.2027906700404799,0.1841559417922512,0.45,1,true
2011-10-25,-0.19611581386089594,0.1850662662010449,0.45,1,true
2011-10-26,-0.20230495128197834,0.1710286897989484,0.45,1,true
2011-10-27,-0.19196072317651947,0.17471908106634973,0.4666666666666667,1,true
2011-10-28,-0.17682566021809443,0.1764319792142873,0.48333333333333334,1,true
2011-10-31,-0.18732323847984633,0.17374181077560436,0.4666666666666667,1,true
2011-11-01,-0.19685435297594023,0.17311796122173437,0.4666666666666667,1,true
2011-11-02,-0.20337796229837302,0.15720458322994998,0.4666666666666667,1,true
2011-11-03,-0.1903439920656982,0.15669397712647604,0.48333333333333334,1,true
2011-11-04,-0.18924208038964074,0.15671466260108768,0.48333333333333334,1,true
2011-11-07,-0.1822567845518761,0.1571642927699834,0.5,1,true
2011-11-08,-0.1777669860123674,0.1538518716167566,0.5,1,true
2011-11-09,-0.1762934332520234,0.15369041512430795,0.5,1,true
2011-11-10,-0.1977298360478137,0.1809018397602441,0.48333333333333334,1,true
2011-11-11,-0.2084311068707725,0.18752845987363267,0.48333333333333334,1,true
2011-11-14,-0.20113537098074574,0.18800389495261577,0.5,1,true
2011-11-15,-0.198839849260679,0.18524723423100944,0.5166666666666667,1,true
2011-11-16,-0.20102661064683736,0.18475975705313957,0.5166666666666667,1,true
2011-11-17,-0.2172028239798386,0.19808996736393766,0.5166666666666667,1,true
2011-11-18,-0.21979796713426814,0.19618552833236283,0.5,1,true
2011-11-21,-0.22993360821868336,0.1955168394247559,0.5,1,true
2011-11-22,-0.26390530323233474,0.2428444623085708,0.5,1,true
2011-11-23,-0.2801318219231882,0.2507314525458578,0.48333333333333334,2,true
2011-11-24,-0.30801183565151646,0.2681441484665473,0.4666666666666667,2,true
2011-11-25,-0.2905658302695222,0.27740661432379066,0.4666666666666667,2,true
2011-11-28,-0.29076314830919725,0.2776650470461652,0.45,2,true
2011-11-29,-0.2655351107478332,0.289381928512024,0.4666666666666667,2,true
2011-11-30,-0.26188276744536987,0.2913485504437315,0.48333333333333334,2,true
2011-12-01,-0.2543585278330873,0.28625937093397064,0.5,2,true
2011-12-02,-0.24156700455292313,0.2874487410244759,0.5166666666666667,2,true
2011-12-05,-0.2407940766556146,0.28320499897225154,0.5,2,true
2011-12-06,-0.24653006791275822,0.2803949898572519,0.5,2,true
2011-12-07,-0.2550714163191047,0.2794673857189873,0.5,2,true
2011-12-08,-0.2592292142329967,0.2698698786650957,0.5,2,true
2011-12-09,-0.27907331199224006,0.279071561727532,0.5,2,true
2011-12-12,-0.2642679091258322,0.2900642681019934,0.5,2,true
2011-12-13,-0.2761970766748273,0.29051539108740276,0.48333333333333334,2,true
2011-12-14,-0.2762286037040004,0.29114945833181305,0.48333333333333334,2,true
2011-12-15,-0.2744908625978215,0.2880451299258093,0.48333333333333334,2,true
2011-12-16,-0.2778995978129537,0.2879565066626083,0.48333333333333334,2,true
2011-12-19,-0.2831001119583816,0.2866714669805497,0.48333333333333334,2,true
2011-12-20,-0.3043951352151698,0.26438495394618405,0.48333333333333334,2,true
2011-12-21,-0.27833341551758206,0.2944572738382643,0.5,2,true
2011-12-22,-0.2683973081230471,0.26365259513007794,0.5,2,true
2011-12-23,-0.2625211401448061,0.24955766505177113,0.5166666666666667,1,true
2011-12-26,-0.2452463152247466,0.2626450221359547,0.5166666666666667,2,true
2011-12-27,-0.24021204187232548,0.2561679219625256,0.5166666666666667,2,true
2011-12-28,-0.23569492187647667,0.255901548330568,0.5166666666666667,2,true
2011-12-29,-0.23908777685585336,0.2535450358935444,0.5,2,true
2011-12-30,-0.22790634948362953,0.25874289999571637,0.5,2,true
2012-01-02,-0.2325589427118946,0.25934472217080057,0.48333333333333334,2,true
2012-01-03,-0.23915532495256853,0.2597614754732908,0.4666666666666667,2,true
2012-01-04,-0.23007639414278902,0.2597332717204325,0.4666666666666667,2,true
2012-01-05,-0.22933204102437976,0.25860231590119986,0.4666666666666667,2,true
2012-01-06,-0.2262826764465824,0.23650349766201334,0.4666666666666667,1,true
2012-01-09,-0.22626474532438734,0.22708485022742445,0.4666666666666667,1,true
2012-01-10,-0.22648210636776311,0.21720228224370972,0.4666666666666667,1,true
2012-01-11,-0.22244722371261072,0.21717511179500587,0.4666666666666667,1,true
2012-01-12,-0.22275279745474197,0.21746986533718815,0.4666666666666667,1,true
2012-01-13,-0.2261995702776124,0.21735341225078092,0.4666666666666667,1,true
2012-01-16,-0.22545264816219812,0.2143431104634432,0.4666666666666667,1,true
2012-01-17,-0.2267230277153055,0.17945694938359658,0.45,1,true
2012-01-18,-0.20936498612157395,0.14546324002431268,0.4666666666666667,1,true
2012-01-30,-0.18300619531181084,0.15752778821948923,0.4666666666666667,1,true
2012-01-31,-0.1735126882064314,0.15926487155360267,0.4666666666666667,1,true
2012-02-01,-0.0867031967943197,0.16369121724833047,0.48333333333333334,0,true
2012-02-02,-0.04842697703307752,0.19824347139117446,0.5,0,true
2012-02-03,-0.037092653984594604,0.19613398664415763,0.5166666666666667,0,true
2012-02-04,-0.017224179058538125,0.19702633246928875,0.5166666666666667,0,true
2012-02-06,-0.012392415556189307,0.19580255171420502,0.5166666666666667,0,false
2012-02-07,-0.021342823647035103,0.19889984099264124,0.5,0,false
2012-02-08,-0.012669653832468986,0.18953052803283427,0.5,0,false
2012-02-09,0.0,0.1918359734589248,0.5,0,false
2012-02-10,0.0,0.1914263871491511,0.5166666666666667,0,false
2012-02-13,0.0,0.1924831109198925,0.5333333333333333,0,false
2012-02-14,0.0,0.1905858453968885,0.5333333333333333,0,false
2012-02-15,-0.0015295580532838082,0.19154245315246218,0.5166666666666667,0,false
2012-02-16,0.0,0.19086422264956732,0.5333333333333333,0,false
2012-02-17,-0.008413728380963659,0.19887846453763006,0.5333333333333333,0,false
2012-02-20,-0.012270511994450617,0.19835968730673126,0.5333333333333333,0,false
2012-02-21,-0.004453051363569771,0.19562820705604905,0.55,0,false
2012-02-22,-0.008053826922376772,0.1939844156726389,0.55,0,false
2012-02-23,0.0,0.19002320513685864,0.5666666666666667,0,false
2012-02-24,0.0,0.18626234049963838,0.5833333333333334,0,false
2012-02-29,0.0,0.18778379876209686,0.5833333333333334,0,false
2012-03-01,0.0,0.17770660116373665,0.6,0,false
2012-03-02,0.0,0.14015793299571747,0.6,0,false
2012-03-03,0.0,0.13834457223993715,0.6,0,false
2012-03-05,0.0,0.12616593074508742,0.6,0,false
2012-03-06,-0.016771709533097146,0.14728798526459536,0.5833333333333334,0,false
2012-03-07,-0.056151662314758655,0.21018566069848754,0.5833333333333334,0,false
2012-03-08,-0.030384734213010356,0.22761267891574816,0.6,0,false
2012-03-09,-0.020113302383143017,0.22313752506964568,0.6166666666666667,0,false
2012-03-12,-0.009483606052578919,0.2193860438061841,0.6333333333333333,0,false
2012-03-13,-0.01603366810784823,0.22167100150257427,0.6333333333333333,0,false
2012-03-14,-0.006689445574481256,0.2172712044665593,0.6333333333333333,0,false
2012-03-15,-0.008047584205170155,0.2172411542141104,0.6333333333333333,0,false
2012-03-16,-0.0064063617917923255,0.213195610149971,0.65,0,false
2012-03-19,-0.004009608161262168,0.2102766173423689,0.65,0,false
2012-03-20,-0.010372944097785441,0.2113225690295284,0.65,0,false
2012-03-21,-0.02020714489824238,0.21356763612436372,0.65,0,false
2012-03-22,-0.020524469186481764,0.21303332037358094,0.65,0,false
2012-03-23,-0.015848129563006408,0.20996763942720506,0.65,0,false
2012-03-26,-0.011316895086362244,0.21049993917548335,0.65,0,false
2012-03-27,-0.009580979921973154,0.21051769710201473,0.65,0,false
2012-03-28,-0.020297968011094625,0.21440113882024348,0.6333333333333333,0,false
2012-03-29,-0.02802214888826371,0.21233580270666721,0.6333333333333333,0,false
2012-03-30,-0.06724628262612575,0.2530976290367954,0.6333333333333333,1,false
2012-04-02,-0.051121426037558315,0.2619705479697509,0.65,1,false
2012-04-03,-0.05538894490399915,0.25666447305153844,0.6333333333333333,1,false
2012-04-05,-0.11386771238222182,0.3066406960016907,0.6333333333333333,1,false
2012-04-06,-0.09954897009568853,0.2943589276495453,0.65,1,false
2012-04-09,-0.09321289820004686,0.2923602190298064,0.65,1,false
2012-04-10,-0.08169581237753376,0.29365463478965415,0.65,1,false
2012-04-11,-0.08850365917845637,0.29377693557001106,0.6333333333333333,1,false
2012-04-12,-0.07622382175403608,0.29646341389456154,0.6333333333333333,1,false
2012-04-13,-0.06550838139493675,0.3012078592227208,0.65,1,false
2012-04-16,-0.06273419270729952,0.30150180691374195,0.65,1,false
2012-04-17,-0.06416548786871767,0.3009330587190212,0.65,1,false
2012-04-18,-0.07559813126751602,0.30252694895435206,0.65,1,false
2012-04-19,-0.08805962366968767,0.3038281219252092,0.6333333333333333,1,false
2012-04-20,-0.09074488710568052,0.30361815350591126,0.6333333333333333,1,false
2012-04-23,-0.1034722660790357,0.30411622489274287,0.6166666666666667,1,false
2012-04-24,-0.11949962872983122,0.3056822976026373,0.6,1,false
2012-04-25,-0.10822199518483144,0.3116673820738537,0.6,1,false
2012-04-26,-0.09699588004784998,0.31694547923404853,0.6,1,false
2012-04-27,-0.10366939544573861,0.3168674405599552,0.5833333333333334,1,false
2012-04-30,-0.11740685263440698,0.2899332710154662,0.5666666666666667,1,false
2012-05-02,-0.1096322568301914,0.28371599943767745,0.5666666666666667,1,false
2012-05-03,-0.08620069413886444,0.30208027413220245,0.5666666666666667,1,false
2012-05-04,-0.09053422730249172,0.20198416796424773,0.5666666666666667,0,false
2012-05-07,-0.09065079817743027,0.19430343012069545,0.55,0,false
2012-05-08,-0.0878868090175563,0.1930511186117595,0.55,0,false
2012-05-09,-0.09623706836814339,0.1900906010965079,0.5333333333333333,0,false
2012-05-10,-0.0968356025767686,0.18844571971096682,0.5166666666666667,0,false
2012-05-11,-0.10136423851615872,0.1817113089850484,0.5,0,false
2012-05-14,-0.11186284477036557,0.17852756214406798,0.5,0,false
2012-05-15,-0.12748157483471423,0.18499804482156404,0.48333333333333334,0,false
2012-05-16,-0.11889150435061535,0.1909227876808013,0.5,0,false
2012-05-17,-0.1283724637646242,0.19005231072590656,0.5,0,false
2012-05-18,-0.13541265086470644,0.18699323838322998,0.48333333333333334,0,false
2012-05-21,-0.14617479903384367,0.19024203503618684,0.48333333333333334,0,false
2012-05-22,-0.1368572193277956,0.19181044416881898,0.48333333333333334,0,false
2012-05-23,-0.13724021243495832,0.18220360198487584,0.4666666666666667,0,false
2012-05-24,-0.14435651025882668,0.17634436315433666,0.45,0,false
2012-05-25,-0.15210553716945063,0.16917432402431554,0.43333333333333335,1,false
2012-05-28,-0.16024398460743272,0.1700978273654684,0.4166666666666667,1,true
2012-05-29,-0.14891487554876193,0.17357252033624715,0.4166666666666667,0,true
2012-05-30,-0.12687244206703274,0.19646554862543827,0.4166666666666667,0,true
2012-05-31,-0.14099140437811952,0.17511202228974884,0.4166666666666667,0,true
2012-06-01,-0.1333613826896769,0.17995572751263722,0.43333333333333335,0,true
2012-06-04,-0.17279337620049873,0.2359039365583729,0.4166666666666667,1,true
2012-06-05,-0.1704282899974534,0.23582713984612422,0.4166666666666667,1,true
2012-06-06,-0.1614831802070169,0.24130415325966184,0.4166666666666667,1,true
2012-06-07,-0.14713395508537697,0.2522049444995008,0.43333333333333335,1,true
2012-06-08,-0.15837706585401612,0.2548349327706638,0.4166666666666667,2,true
2012-06-11,-0.151821524757913,0.2555583278162336,0.43333333333333335,2,true
2012-06-12,-0.15893626591938392,0.250231843891916,0.4166666666666667,2,true
2012-06-13,-0.15212997693108543,0.2492332853871181,0.4166666666666667,1,true
2012-06-14,-0.1521383674371336,0.2470202017968759,0.4166666666666667,1,true
2012-06-15,-0.15074470981558452,0.2458720919772798,0.43333333333333335,1,true
2012-06-18,-0.13252051431326006,0.2538579028120054,0.45,1,true
2012-06-19,-0.1326295577895643,0.2511016889569943,0.43333333333333335,1,true
2012-06-20,-0.1315733156847746,0.2511000303118577,0.43333333333333335,1,true
2012-06-21,-0.13005442867127792,0.24900704014688177,0.43333333333333335,0,true
2012-06-22,-0.13870483288455338,0.2494992269832809,0.43333333333333335,0,false
2012-06-25,-0.13074885586736362,0.2479378971099453,0.45,0,false
2012-06-26,-0.13461099485778916,0.24491906648724354,0.45,0,false
2012-06-27,-0.13800123166297362,0.2268317539499757,0.43333333333333335,0,false
2012-06-28,-0.12954339185363384,0.22178324464863639,0.45,0,false
2012-06-29,-0.1342475573098082,0.2206355022450799,0.45,0,false
2012-07-02,-0.1212514056866344,0.14736069572610633,0.45,0,false
2012-07-03,-0.11794071159110053,0.14737893104370892,0.45,0,false
2012-07-04,-0.11100308073268839,0.1457196654462283,0.45,0,false
2012-07-05,-0.10821731957881109,0.1358348058265005,0.4666666666666667,0,false
2012-07-06,-0.1108317130248575,0.1247946391072467,0.45,0,false
2012-07-09,-0.11828235248093133,0.12930396486183707,0.43333333333333335,0,false
2012-07-10,-0.11857638846758434,0.12378742684104842,0.4166666666666667,0,false
2012-07-11,-0.12841207440133195,0.13066501148932652,0.4166666666666667,0,false
2012-07-12,-0.12542344876018197,0.1307386786539796,0.43333333333333335,0,false
2012-07-13,-0.13592197572204634,0.13934864739012937,0.43333333333333335,0,false
