challenger,cagr,max_drawdown,utility,average_daily_turnover,block_bootstrap_positive_probability,mean_daily_excess,hac_t_stat,mean_gross_exposure,ending_nav,turnover_gate_pass,bootstrap_gate_pass,c_n_days,c_n_crisis_days,c_crisis_day_share,c_crisis_mean_excess,c_crisis_hit_rate,c_crisis_sum_excess,c_crisis_strategy_compound,c_other_mean_excess,c_all_mean_excess,both_gates_pass,crisis_excess_nonneg,is_baseline
BASE_FULL,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.00012055807150796657,0.7734100331411837,0.9994929006085193,2.19228847163767,true,true,1971,272,0.13800101471334347,0.0004221942294716492,0.44485294117647056,0.11483683041628857,0.016846764019876614,0.00007226788023891316,0.00012055807150796657,true,true,true
CRISIS_CASH_050,0.07781941957502991,-0.2924807373064279,-0.06842094907818402,0.01949118265475211,0.5218,4.246454767222845e-6,0.02817166274334933,0.9537195590685085,1.7970338063483293,true,false,1971,272,0.13800101471334347,0.0003705431942867748,0.4375,0.10078774884600275,0.018507208458277358,-0.000054395518834494665,4.246454767222845e-6,false,true,false
CRISIS_CASH_025,0.06191171752686375,-0.2874907409235474,-0.08183365293490996,0.01898450496437356,0.36,-0.000059689582828545304,-0.36223247726738783,0.9271227392728778,1.599737254670322,true,false,1971,272,0.13800101471334347,0.0003528136144484751,0.44485294117647056,0.09596530312998523,0.0181982384074586,-0.00012572894107418958,-0.000059689582828545304,false,true,false
CRISIS_SLEEVE_DEF_CASH050,0.05988222248810504,-0.3172721152051726,-0.09875383511448127,0.020077185685398843,0.3584,-0.00006390883379996966,-0.4035538927822054,0.9530573984640424,1.5759795396342735,true,false,1971,272,0.13800101471334347,0.00016444064275452548,0.4264705882352941,0.04472785482923093,-0.03620678501190566,-0.00010046625441375585,-0.00006390883379996966,false,true,false
CRISIS_SLEEVE_DEF,0.07231812250446645,-0.35159408442688267,-0.10347891970897488,0.021547688005292224,0.5112,-5.6751974419854236e-6,-0.03707457260976757,0.9994929006085193,1.7265303988758105,true,false,1971,272,0.13800101471334347,0.0000302053215905386,0.44485294117647056,0.008215847472626499,-0.08298161247824942,-0.000011419459464849722,-5.6751974419854236e-6,false,true,false
CRISIS_CASH_000,0.045344456610499906,-0.32264191791363206,-0.11597650234631612,0.01846650349342704,0.2468,-0.00012381285992046383,-0.6536406974791654,0.8996640247011447,1.41460823561207,true,false,1971,272,0.13800101471334347,0.00034580081629483425,0.4485294117647059,0.09405782203219491,0.017729025140017507,-0.00019899527306381935,-0.00012381285992046383,false,true,false
CRISIS_RESP_CASH_050,0.07067458229144852,-0.30964497777787625,-0.08414790659748961,0.022360987157136917,0.4504,-0.000024265939680924034,-0.15735442373659,0.9358614326784337,1.7059408180179347,true,false,1971,272,0.13800101471334347,-0.000184910619059322,0.4375,-0.05029568838413558,-0.11010859230329506,1.452337417913036e-6,-0.000024265939680924034,false,false,false
CRISIS_RESP_SLEEVE_DEF_CASH050,0.04776116812420517,-0.3648467760259678,-0.13466221988877874,0.024922977244260947,0.2576,-0.00010981166138348439,-0.7012569461004247,0.9353716509592802,1.4403900806382717,true,false,1971,272,0.13800101471334347,-0.0006952872003614092,0.3860294117647059,-0.1891181184983033,-0.2258867631304765,-0.00001608043913392843,-0.00010981166138348439,false,false,false
CRISIS_RESP_SLEEVE_DEF,0.04707620951189062,-0.38952184697885517,-0.14768471397753696,0.027752776305603313,0.3038,-0.00008761794108381064,-0.5426728104369186,0.9994929006085193,1.433041557975782,false,false,1971,272,0.13800101471334347,-0.0006126945870124268,0.49264705882352944,-0.1666529276673801,-0.24546671632409323,-3.5562296696944187e-6,-0.00008761794108381064,false,false,false
