family,top_k,rebalance_every,exit_multiple,neutralization,industry_cap,min_hold_cycles,liquidity_floor,replace_rank_gap,cagr,max_drawdown,average_daily_turnover,total_cost,trade_count,ending_nav,utility,block_bootstrap_positive_probability,mean_daily_excess,hac_t_stat,turnover_gate_pass,bootstrap_gate_pass,implied_avg_rebalance_day_turnover,diag_rebalance_events,diag_forced_rank_exits,diag_liquidity_or_missing_exits,diag_min_hold_blocks,diag_replace_gap_blocks,diag_mean_jaccard,diag_mean_one_way_name_churn,diag_mean_names_held,diag_exit_rank,both_gates_pass
reb_buffer_expand,30,42,3.0,NONE,5,0,20000000.0,0,0.05999618606852386,-0.31419502885333683,0.01219690601235287,0.0923342986485812,1761,1.5773054202194745,-0.09710132835814456,0.3742,-0.00005771171039238791,-0.43063542353395035,true,false,0.5122700525188205,47,244,113,0,0,0.626051200025871,0.258695652173913,30.0,90,false
min_hold,30,42,3.0,NONE,5,2,20000000.0,0,0.05999618606852386,-0.31419502885333683,0.01219690601235287,0.0923342986485812,1761,1.5773054202194745,-0.09710132835814456,0.3742,-0.00005771171039238791,-0.43063542353395035,true,false,0.5122700525188205,47,244,113,0,0,0.626051200025871,0.258695652173913,30.0,90,false
liquidity_floor,30,42,3.0,NONE,5,0,50000000.0,0,0.0599055809401865,-0.31544250466318013,0.011795467019453632,0.08937201426308286,1749,1.576251218437424,-0.09781567139140357,0.3682,-0.00005797224895218751,-0.43160310842337934,true,false,0.49540961481705253,47,238,108,0,0,0.6322370598690042,0.2507246376811594,30.0,90,false
reb_buffer_expand,20,21,5.0,NONE,5,0,20000000.0,0,0.059424807645072075,-0.3149041674954852,0.011242083176597308,0.08427889700974799,2095,1.5706676370501855,-0.09802727610267054,0.3422,-0.00006548074398356933,-0.4806867565662705,true,false,0.23608374670854346,94,151,70,0,0,0.8094093399165109,0.11881720430107526,20.0,100,false
liquidity_floor,30,42,3.0,NONE,5,0,100000000.0,0,0.04360840034201985,-0.28585644090017215,0.010367570232905509,0.07494483626029379,1698,1.396337012882487,-0.09931982010806623,0.2106,-0.0001199015048508592,-0.9037869974110504,true,false,0.4354379497820314,47,183,109,0,0,0.673487617809366,0.21159420289855074,30.0,90,false
reb_buffer_expand,40,21,2.0,NONE,5,0,20000000.0,0,0.05938817367574489,-0.3222674507600075,0.024417699427187228,0.18907628503139243,4731,1.5702428874311063,-0.10174555170425886,0.3704,-0.00005187454678610985,-0.421283547403953,true,false,0.5127716879709318,94,652,324,0,0,0.6108671719414421,0.26236559139784943,40.0,80,false
reb_buffer_expand,20,63,2.0,NONE,5,0,20000000.0,0,0.08873237545128898,-0.3916526884632763,0.019229806767174933,0.15394811720415388,1036,1.9443571476215409,-0.10709396878034916,0.6572,0.00005635065934281938,0.35362835385702995,true,false,1.2114778263320207,32,322,79,0,0,0.2605942999929149,0.646774193548387,20.0,40,false
reb_buffer_expand,40,42,3.0,NONE,5,0,20000000.0,0,0.03938118486590958,-0.2983131223213551,0.007946468678758003,0.05623801995080803,2161,1.3527056305044651,-0.10977537629476797,0.1434,-0.00013736999482659418,-1.1138680029891155,true,false,0.3337516845078361,47,139,148,0,0,0.7409283501467921,0.1559782608695652,40.0,120,false
reb_buffer_expand,40,21,3.0,NONE,5,0,20000000.0,0,0.03875019734552754,-0.3018253273586441,0.011523446926515694,0.08301032279795023,4184,1.3462959528551561,-0.11216246633379451,0.136,-0.00014167303141081705,-1.1618548579767694,true,false,0.24199238545682958,94,207,224,0,0,0.8002480215578552,0.11586021505376344,40.0,120,false
reb_buffer_expand,40,42,2.0,NONE,5,0,20000000.0,0,0.050543365217826874,-0.32541492627854274,0.016275364112421472,0.12010442505992852,2529,1.4705776069959826,-0.1121640979214445,0.2734,-0.0000901336520905971,-0.703171734925027,true,false,0.6835652927217019,47,437,219,0,0,0.502319799441145,0.3565217391304348,40.0,80,false
reb_buffer_expand,30,42,5.0,NONE,5,0,20000000.0,0,0.011480823254031547,-0.25294032178311765,0.0029598210543079575,0.018158954465050583,1458,1.0933920998787803,-0.11498933763752728,0.0288,-0.0002564159626851803,-1.8711828995049558,true,false,0.12431248428093422,47,0,52,0,0,0.9300217664523416,0.037681159420289864,30.0,150,false
reb_buffer_expand,40,42,4.0,NONE,5,0,20000000.0,0,0.01813980319652031,-0.2668453288640553,0.0038111234732352817,0.024339894908718636,1964,1.150973030443144,-0.11528286123550735,0.0464,-0.00022324426867805492,-1.725064315759768,true,false,0.16006718587588184,47,0,87,0,0,0.9124906805051171,0.04728260869565217,40.0,160,false
reb_buffer_expand,40,42,5.0,NONE,5,0,20000000.0,0,0.01813980319652031,-0.2668453288640553,0.0038111234732352817,0.024339894908718636,1964,1.150973030443144,-0.11528286123550735,0.0464,-0.00022324426867805492,-1.725064315759768,true,false,0.16006718587588184,47,0,87,0,0,0.9124906805051171,0.04728260869565217,40.0,200,false
reb_buffer_expand,30,42,4.0,NONE,5,0,20000000.0,0,0.034994769909904244,-0.30595469602043535,0.006680413854871701,0.04550152703926927,1583,1.3086928024191202,-0.11798257810031343,0.1248,-0.00016006339268484355,-1.2219914835103602,true,false,0.28057738190461146,47,89,91,0,0,0.7822332832480762,0.13043478260869565,30.0,120,false
reb_buffer_expand,30,63,4.0,NONE,5,0,20000000.0,0,0.027518721004808677,-0.29235251101373416,0.004901532215808813,0.031846457789413134,1083,1.2365527143826849,-0.1186575345020584,0.0722,-0.00019323705266170854,-1.45754630448889,true,false,0.3087965295959552,32,60,67,0,0,0.772958006633261,0.13655913978494624,30.0,120,false
reb_buffer_expand,30,63,2.0,NONE,5,0,20000000.0,0,0.057635335852324276,-0.3663594010652521,0.01546760637558614,0.1141894684898631,1431,1.550036455009572,-0.12554436468030178,0.3434,-0.00006402236867454909,-0.4598774230567781,true,false,0.9744592016619269,32,354,122,0,0,0.36319569766440046,0.5118279569892473,30.0,60,false
reb_buffer_expand,40,21,4.0,NONE,5,0,20000000.0,0,0.009260934172053759,-0.2771208197433934,0.004527193284518143,0.028836542980164425,3872,1.0747632336834974,-0.12929947569964295,0.0174,-0.0002594414634479587,-2.1304586400032957,true,false,0.09507105897488101,94,0,119,0,0,0.9394976150506498,0.03198924731182795,40.0,160,false
reb_buffer_expand,40,21,5.0,NONE,5,0,20000000.0,0,0.009260934172053759,-0.2771208197433934,0.004527193284518143,0.028836542980164425,3872,1.0747632336834974,-0.12929947569964295,0.0174,-0.0002594414634479587,-2.1304586400032957,true,false,0.09507105897488101,94,0,119,0,0,0.9394976150506498,0.03198924731182795,40.0,200,false
reb_buffer_expand,40,63,4.0,NONE,5,0,20000000.0,0,0.004892957071761295,-0.27794119737600675,0.003191665271238152,0.019695036518567577,1361,1.03891468070861,-0.13407764161624208,0.0118,-0.0002775766666745187,-2.2401935150257675,true,false,0.20107491208800357,32,0,85,0,0,0.8761906350821247,0.06854838709677417,40.0,160,false
reb_buffer_expand,40,63,5.0,NONE,5,0,20000000.0,0,0.004892957071761295,-0.27794119737600675,0.003191665271238152,0.019695036518567577,1361,1.03891468070861,-0.13407764161624208,0.0118,-0.0002775766666745187,-2.2401935150257675,true,false,0.20107491208800357,32,0,85,0,0,0.8761906350821247,0.06854838709677417,40.0,200,false
reb_buffer_expand,20,63,5.0,NONE,5,0,20000000.0,0,0.03591836863371989,-0.3414265055158018,0.00752376844605555,0.05085974189941533,788,1.3178548189464216,-0.134794884124181,0.1338,-0.00015870973921798404,-1.1464572211034676,true,false,0.47399741210149965,32,102,52,0,0,0.6284068686373258,0.2483870967741935,20.0,100,false
reb_buffer_expand,20,63,3.0,NONE,5,0,20000000.0,0,0.056083629205857743,-0.38942368655879056,0.01435127505925239,0.10169845768506314,938,1.532338250983127,-0.13862821407353754,0.3342,-0.00007250689668233721,-0.48159554100603225,true,false,0.9041303287329006,32,236,67,0,0,0.4053297900254578,0.4887096774193549,20.0,60,false
reb_buffer_expand,30,63,3.0,NONE,5,0,20000000.0,0,0.039351306119957075,-0.3584496732746518,0.009938236023471754,0.06913428458594034,1253,1.3524015179738018,-0.13987353051736884,0.1624,-0.000140731515881349,-1.053431656149331,true,false,0.6261088694787205,32,201,98,0,0,0.5423138629030516,0.321505376344086,30.0,90,false
reb_buffer_expand,30,21,5.0,NONE,5,0,20000000.0,0,0.0021196116451289715,-0.2875205528904904,0.0036175842129790485,0.021506230487469018,2880,1.016698736949605,-0.14164066480011622,0.0126,-0.0002907252165103584,-2.233146839550017,true,false,0.07596926847256003,94,0,65,0,0,0.9556412196890866,0.02329749103942652,30.0,150,false
neutralization,30,42,3.0,INDUSTRY_LIQUIDITY,5,0,20000000.0,0,0.022897117734572703,-0.33528173946968387,0.01765016428221261,0.11930264180283408,1936,1.1937130254789892,-0.14474375200026923,0.056,-0.0001888781743434332,-1.6298900813182402,true,false,0.7413068998529296,47,317,214,0,0,0.4618649792719987,0.3847826086956522,30.0,90,false
reb_buffer_expand,40,63,3.0,NONE,5,0,20000000.0,0,0.010473859414417142,-0.3165194683906831,0.006372930940450263,0.040618412106300586,1501,1.0849072542908942,-0.14778587478092442,0.0256,-0.00025154923841187537,-2.0008892131750495,true,false,0.4014946492483666,32,98,128,0,0,0.6992557795902387,0.18225806451612905,40.0,120,false
neutralization,30,42,2.0,INDUSTRY_LIQUIDITY,5,0,20000000.0,0,0.022828293272244116,-0.34689769563800277,0.023514601638434766,0.1663446962789026,2122,1.1930849711321452,-0.15062055454675727,0.069,-0.00018315548515615538,-1.5316622148230867,true,false,0.9876132688142601,47,484,233,0,0,0.33338922323873676,0.5195652173913042,30.0,60,false
reb_buffer_expand,30,63,5.0,NONE,5,0,20000000.0,0,0.0011310752316493478,-0.30388880569480803,0.0027500185331988574,0.015897503212713625,1005,1.0088808274216141,-0.15081332761575467,0.011,-0.00029420917163426103,-2.228419022663508,true,false,0.173251167591528,32,0,48,0,0,0.9057174615187101,0.05161290322580646,30.0,150,false
reb_buffer_expand,20,63,4.0,NONE,5,0,20000000.0,0,0.03920091205431042,-0.3915543221265385,0.010522371182856035,0.07096186786389341,836,1.350871678943718,-0.15657624900895883,0.1828,-0.0001423404814319782,-0.9747637272764348,true,false,0.6629093845199302,32,162,60,0,0,0.5252987443895372,0.3580645161290323,20.0,80,false
reb_buffer_expand,40,63,2.0,NONE,5,0,20000000.0,0,0.02629569638455176,-0.37930092773522794,0.013004882412644785,0.08559964173975489,1787,1.225087515915827,-0.1633547674830622,0.0952,-0.0001840512575885393,-1.4111082425075496,true,false,0.8193075919966215,32,340,173,0,0,0.4346392339603524,0.4137096774193548,40.0,80,false
current_grid_reference,20,5,2.0,NONE,5,0,20000000.0,0,0.10960885228432704,-0.3255064577558904,0.057736702271625424,0.5282668297575207,8996,2.2557618455761497,-0.05314437659361815,0.851,0.00014226516866845554,0.9032401699614824,false,true,0.28868351135812714,395,946,194,0,0,0.7981393868835935,0.1446700507614213,20.0,40,false
current_grid_reference,20,10,2.0,NONE,5,0,20000000.0,0,0.10473575036902516,-0.31641441861229647,0.04266079828969376,0.3854408204522215,4805,2.179428128551198,-0.05347145893712307,0.815,0.00012441559157316278,0.7963812871603706,false,true,0.42660798289693763,198,686,164,0,0,0.6997694775683952,0.21573604060913706,20.0,40,false
reb_buffer_expand,20,21,2.0,NONE,5,0,20000000.0,0,0.09736241516952804,-0.3533109796539672,0.03253513886952064,0.29154843465498353,2543,2.068213078097618,-0.07929307465745555,0.7416,0.00009718522905389553,0.5772507784507412,false,true,0.6832379162599335,94,534,134,0,0,0.5314776104503482,0.35913978494623644,20.0,40,false
min_hold,30,21,2.0,NONE,5,3,20000000.0,0,0.07482661542091562,-0.3227234504846118,0.026006884628858765,0.21221995332915622,3574,1.7583735889485896,-0.08653510982139029,0.5684,0.000010668259542039168,0.07147194415836804,false,false,0.546144577206034,94,543,217,150,0,0.6082002854489367,0.27240143369175635,30.0,60,false
replace_rank_gap,30,21,2.0,NONE,5,0,20000000.0,10,0.06737204158170385,-0.3271750300766353,0.028434122586125946,0.23151077526298242,3665,1.6652145072437838,-0.0962154734566138,0.4902,-0.000017083458035718287,-0.11707059983918915,false,false,0.5971165743086448,94,646,214,0,74,0.5745489168928295,0.30465949820788535,30.0,60,false
replace_rank_gap,30,21,2.0,NONE,5,0,20000000.0,5,0.06669491410230255,-0.332944131656554,0.028532724729116967,0.23102977749326137,3668,1.6569698740919039,-0.09977715172597446,0.4832,-0.000019730892992954558,-0.13615599873557002,false,false,0.5991872193114564,94,640,215,0,10,0.5752680272035225,0.3057347670250896,30.0,60,false
liquidity_floor,30,21,2.0,NONE,5,0,100000000.0,0,0.07054648492277082,-0.3418766756387329,0.028087205502644843,0.2291441295307933,3628,1.7043451022174512,-0.10039185289659563,0.5424,-9.041046347780223e-7,-0.006088045040531411,false,false,0.5898313155555417,94,550,261,0,0,0.5858104135475892,0.2906810035842294,30.0,60,false
min_hold,30,21,2.0,NONE,5,2,20000000.0,0,0.06607349104155258,-0.33597755217341607,0.028590122730549825,0.23041500827275938,3670,1.6494348434439094,-0.10191528504515546,0.4762,-0.000022030852262588137,-0.1520871031700538,false,false,0.6003925773415463,94,640,215,0,0,0.5747906603590367,0.3064516129032258,30.0,60,false
reb_buffer_expand,30,21,2.0,NONE,5,0,20000000.0,0,0.06607349104155258,-0.33597755217341607,0.028590122730549825,0.23041500827275938,3670,1.6494348434439094,-0.10191528504515546,0.4762,-0.000022030852262588137,-0.1520871031700538,false,false,0.6003925773415463,94,640,215,0,0,0.5747906603590367,0.3064516129032258,30.0,60,false
current_grid_reference,30,21,2.0,NONE,3,0,20000000.0,0,0.06490890326614362,-0.3337531079832813,0.03196715392901341,0.2556992873846454,3781,1.635394148225009,-0.10196765072549702,0.4526,-0.000026643700694714157,-0.19140413555300884,false,false,0.6713102325092817,94,709,261,0,0,0.5222136681638496,0.34623655913978496,30.0,60,false
liquidity_floor,30,21,2.0,NONE,5,0,50000000.0,0,0.06672821886687363,-0.33767564604947775,0.028136031543034474,0.22568016056731002,3655,1.6573745553469126,-0.10210960415786524,0.4882,-0.000019059116421921676,-0.13139332082119684,false,false,0.5908566624037239,94,630,210,0,0,0.5800890601509758,0.30107526881720437,30.0,60,false
neutralization,30,21,2.0,INDUSTRY_LIQUIDITY,5,0,20000000.0,0,0.030816473486247498,-0.3966188278594619,0.03786033884126072,0.2769424459616916,3964,1.2679350010706834,-0.16749294044348345,0.1198,-0.00014699615961444987,-1.211787923963538,false,false,0.7950671156664751,94,775,374,0,0,0.44223721377728314,0.4118279569892473,30.0,60,false
