year,return,max_drawdown_in_year,avg_daily_turnover,avg_positions
2023,0.49904034158664023,-0.0946079672473128,0.01561356558151932,21.73109243697479
2024,0.178240638783965,-0.12359122314418414,0.008192112708235503,22.0
2025,0.22460349305722538,-0.17371353234604392,0.01137120746317105,22.173553719008265
2026,0.7429458312786454,-0.1638974083849114,0.01206306027244564,22.0
