year,return,max_drawdown_in_year,avg_daily_turnover,avg_positions
2023,0.5753065193310083,-0.08101954401843858,0.01521152459277922,19.915966386554622
2024,0.23086973835475444,-0.13138550772284996,0.006653914652335872,20.0
2025,0.5713440271824677,-0.18374889191454502,0.024093186266209102,20.0
2026,0.6628924876694693,-0.17219071033268019,0.012902192144302091,20.0
