year,return,max_drawdown_in_year,avg_daily_turnover,avg_positions
2023,0.5230430368055214,-0.09387846940957922,0.017534353278063873,19.915966386554622
2024,0.1972672840464238,-0.12356289264118236,0.009964105018196402,20.0
2025,0.40920690085078304,-0.19747642994212322,0.027402747735804846,20.0
2026,0.7356332869120639,-0.18982430283700236,0.014097565099680421,20.0
