challenger,cagr,max_drawdown,utility,average_daily_turnover,block_bootstrap_positive_probability,mean_daily_excess,hac_t_stat,mean_gross_exposure,ending_nav,turnover_gate_pass,bootstrap_gate_pass,c_n_days,c_n_crisis_days,c_crisis_day_share,c_crisis_mean_excess,c_crisis_hit_rate,c_crisis_sum_excess,c_crisis_strategy_compound,c_other_mean_excess,c_all_mean_excess,both_gates_pass,crisis_excess_nonneg,is_baseline
STRICT_CASH_070,0.09497076176095653,-0.25459188434267244,-0.032325180410379684,0.019587002202805435,0.7072,0.00006907413186079397,0.47768278183444246,0.9693909650317921,2.033218331223277,true,true,1971,238,0.12075088787417554,0.0006191449005757059,0.49159663865546216,0.147356486337018,0.35625914462941477,-6.469343588801555e-6,0.00006907413186079397,true,true,false
STRICT_CASH_080,0.09921261957114647,-0.2708172298476157,-0.03619599535266138,0.01994969938579101,0.755,0.00008947931796431349,0.6087026027477105,0.9818432991584918,2.095644570966221,true,true,1971,238,0.12075088787417554,0.0008245815335780312,0.5042016806722689,0.19625040499157143,0.41364139508165265,-0.000011475285218643602,0.00008947931796431349,true,true,false
STRICT_CASH_085,0.10116116761064875,-0.27890157203800925,-0.038289618408355874,0.02011990973090144,0.7754,0.00009909256815228224,0.6649496947207908,0.9876622794537329,2.1248766697262287,true,true,1971,238,0.12075088787417554,0.0009123791335993192,0.5084033613445378,0.21714623379663797,0.43786136279748455,-0.000012599412561159547,0.00009909256815228224,true,true,false
STRICT_CASH_090,0.10288480410145495,-0.2869670271870183,-0.040598709492054186,0.020277262086730388,0.7862,0.00010775300941916873,0.7117521563462548,0.9929246241468813,2.1510304245132907,true,true,1971,238,0.12075088787417554,0.0009789256965221063,0.4831932773109244,0.2329843157722613,0.455225507256644,-0.000011888709871367372,0.00010775300941916873,true,true,false
BASE_FULL,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.00012055807150796657,0.7734100331411837,0.9994929006085193,2.19228847163767,true,true,1971,238,0.12075088787417554,0.001064601190032594,0.4831932773109244,0.25337508322775737,0.4777172204781215,-9.09124309610814e-6,0.00012055807150796657,true,true,true
STRICT_SLEEVE_DEF_CASH085,0.05934657343401728,-0.31631063158242456,-0.098808742357195,0.018859469174687678,0.3608,-0.00006051274517726293,-0.3980248038149872,0.9873271409926893,1.5697606782371343,true,false,1971,238,0.12075088787417554,-0.00024602873584970915,0.46638655462184875,-0.05855483913223077,0.09987725191999419,-0.00003503507305952361,-0.00006051274517726293,false,false,false
STRICT_SLEEVE_DEF,0.05889283742182294,-0.3451456336409673,-0.1136799793986607,0.019002952332077116,0.3684,-0.000058266858965995446,-0.3794103085789109,0.9994929006085193,1.5645095777302445,true,false,1971,238,0.12075088787417554,-0.00024367107218029255,0.47478991596638653,-0.057993715178909624,0.09312779555805872,-0.00003280453770517448,-0.000058266858965995446,false,false,false
