family,top_k,rebalance_every,exit_multiple,neutralization,industry_cap,min_hold_cycles,liquidity_floor,replace_rank_gap,cagr,max_drawdown,average_daily_turnover,total_cost,trade_count,ending_nav,utility,block_bootstrap_positive_probability,mean_daily_excess,hac_t_stat,turnover_gate_pass,bootstrap_gate_pass,implied_avg_rebalance_day_turnover,diag_rebalance_events,diag_forced_rank_exits,diag_liquidity_or_missing_exits,diag_min_hold_blocks,diag_replace_gap_blocks,diag_mean_jaccard,diag_mean_one_way_name_churn,diag_mean_names_held,diag_exit_rank,both_gates_pass,bootstrap_margin,turnover_headroom
C4_excess_strength,18,21,2.0,NONE,5,0,20000000.0,0,0.10773648507251532,-0.33721352603590493,0.032611867837933475,0.29984717107004705,2294,2.22616114752482,-0.060870277945437146,0.7962,0.00013412868961320293,0.7612923009722541,false,true,0.684849224596603,94,494,113,0,0,0.5323861829910922,0.36260454002389486,18.0,36,false,0.09620000000000006,-0.007611867837933474
C4_excess_strength,18,21,2.25,NONE,5,0,20000000.0,0,0.09480682529781825,-0.3449307581509373,0.030305201013124793,0.2634990238156348,2248,2.030838635794218,-0.07765855377765041,0.722,0.00008854269007879046,0.5107257029077843,false,true,0.6364092212756206,94,452,108,0,0,0.5650739938556212,0.3345280764635603,18.0,41,false,0.02200000000000002,-0.005305201013124792
C4_excess_strength,18,21,2.5,NONE,5,0,20000000.0,0,0.09418492605662365,-0.33880253171676755,0.029029102437049502,0.2540524624774097,2224,2.0218332416626152,-0.07521633980176012,0.7142,0.00008613188300125976,0.4928550079959933,false,true,0.6096111511780395,94,429,108,0,0,0.5814598273760709,0.3207885304659498,18.0,45,false,0.01419999999999999,-0.0040291024370495004
C4_excess_strength,18,28,2.0,NONE,5,0,20000000.0,0,0.06715065397962361,-0.3523946388899002,0.023210219788593292,0.1910217477818893,1701,1.6625149873937668,-0.10904666546532649,0.489,-0.000018854625957167687,-0.10743182470664017,true,false,0.6498861540806122,71,342,86,0,0,0.536901826733798,0.33968253968253964,18.0,36,false,-0.21099999999999997,0.0017897802114067093
C4_excess_strength,18,28,2.25,NONE,5,0,20000000.0,0,0.060565633514123585,-0.35004439246804475,0.021560133542025545,0.17107683224746695,1669,1.5839450991713238,-0.11445656271989879,0.4326,-0.000043388824217869166,-0.24730529223596792,true,false,0.6036837391767153,71,317,79,0,0,0.5724288088505152,0.3142857142857142,18.0,41,false,-0.26739999999999997,0.0034398664579744567
C4_excess_strength,18,28,2.5,NONE,5,0,20000000.0,0,0.06236246946375146,-0.34580308270789817,0.02040063014281846,0.16177685514315213,1644,1.6050560434604546,-0.11053907189019763,0.446,-0.00003774519078234675,-0.21400203846554677,true,false,0.571217643998917,71,292,79,0,0,0.5994047880854024,0.2944444444444444,18.0,45,false,-0.25399999999999995,0.00459936985718154
C4_excess_strength,18,35,2.0,NONE,5,0,20000000.0,0,0.10274762602027199,-0.35458950955176716,0.025360539645612017,0.21685606129697685,1482,2.1489387072883903,-0.07454712875561159,0.7586,0.00011516480888437987,0.6249836768540089,false,true,0.8876188875964206,57,360,101,0,0,0.4307644319829675,0.45734126984126977,18.0,36,false,0.058600000000000096,-0.00036053964561201524
C4_excess_strength,18,35,2.25,NONE,5,0,20000000.0,0,0.09882527296464483,-0.3592624205390532,0.024258281094169942,0.2015814610092418,1459,2.08987558037549,-0.08080593730488178,0.7336,0.00010109330025490598,0.5551397220275984,true,true,0.849039838295948,57,338,99,0,0,0.45680966812349816,0.43353174603174605,18.0,41,true,0.033600000000000074,0.0007417189058300591
C4_excess_strength,18,35,2.5,NONE,5,0,20000000.0,0,0.08803490619258203,-0.3649028608873075,0.02267231304214256,0.17950010258178467,1430,1.9346360059633538,-0.09441652425107172,0.6612,0.00005979764853676367,0.34515791244500627,true,false,0.7935309564749896,57,312,96,0,0,0.48678924118014166,0.4047619047619047,18.0,45,false,-0.038799999999999946,0.0023276869578574416
C4_excess_strength,18,42,2.0,NONE,5,0,20000000.0,0,0.10662961132159232,-0.30111833916511044,0.022483550472494528,0.2080932683347578,1259,2.2088221270970343,-0.0439295582609629,0.8106,0.0001254950635216147,0.7614368900684095,true,true,0.9443091198447702,47,341,78,0,0,0.3853166041497015,0.5060386473429952,18.0,36,true,0.11060000000000003,0.002516449527505474
C4_excess_strength,18,42,2.25,NONE,5,0,20000000.0,0,0.08643897520538624,-0.30276487122185913,0.02136982812655086,0.1844524377725762,1239,1.9125516532973574,-0.06494346040554333,0.6514,0.00005173025072044141,0.3145364161021122,true,false,0.8975327813151361,47,320,79,0,0,0.4116177721626989,0.4818840579710145,18.0,41,false,-0.04859999999999998,0.003630171873449141
C4_excess_strength,18,42,2.5,NONE,5,0,20000000.0,0,0.09046991916038993,-0.3067236385243246,0.0203064607606256,0.1780931490943904,1217,1.9687600561634078,-0.06289190010177237,0.6858,0.0000657726765052125,0.40309626034211826,true,false,0.8528713519462752,47,304,73,0,0,0.43827247188873486,0.4553140096618357,18.0,45,false,-0.01419999999999999,0.004693539239374402
