date,nav,turnover,gross_exposure,cumulative_cost
2025-02-10,1.794780623703866,0.0,1.0,0.0
2025-02-11,1.8017917255566795,0.0,1.0,0.0
2025-02-12,1.8048017916806862,0.0,1.0,0.0
2025-02-13,1.8046610090366264,0.0,1.0,0.0
2025-02-14,1.804520921698574,0.3800247613398869,1.0,0.0
2025-02-17,1.7959174667380464,0.0,1.0,0.0
2025-02-18,1.809547883316624,0.0,1.0,0.0
2025-02-19,1.8091151177983142,0.0,1.0,0.0
2025-02-20,1.8078150156596584,0.0,1.0,0.0
2025-02-21,1.8093521205081313,0.0,1.0,0.0
2025-02-24,1.8028722107507849,0.0,1.0,0.0
2025-02-25,1.802352423971161,0.0,1.0,0.0
2025-02-26,1.8028265473818286,0.0,1.0,0.0
2025-02-27,1.8162111434141208,0.0,1.0,0.0
2025-03-03,1.7839289479136817,0.0,1.0,0.0
2025-03-04,1.774004573376078,0.0,1.0,0.0
2025-03-05,1.7987656346706804,0.0,1.0,0.0
2025-03-06,1.80756381119528,0.0,1.0,0.0
2025-03-07,1.808972550127795,0.0,1.0,0.0
2025-03-10,1.805452703499237,0.0,1.0,0.0
2025-03-11,1.7687138261102067,0.0,1.0,0.0
2025-03-12,1.7843513596037985,0.0,1.0,0.0
2025-03-13,1.8042391182850286,0.0,1.0,0.0
2025-03-14,1.7707630052114824,0.0,1.0,0.0
2025-03-17,1.7623268055040606,0.0,1.0,0.0
2025-03-18,1.7662421723424622,0.0,1.0,0.0
2025-03-19,1.7806622807864028,0.0,1.0,0.0
2025-03-20,1.779464141239101,0.0,1.0,0.0
2025-03-21,1.784187003495536,0.0,1.0,0.0
2025-03-24,1.7889638717647576,0.0,1.0,0.0
2025-03-25,1.7861124875962469,0.0,1.0,0.0
2025-03-26,1.7914708243883033,0.0,1.0,0.0
2025-03-27,1.7747009458848664,0.0,1.0,0.0
2025-03-28,1.7657319928682371,0.0,1.0,0.0
2025-03-31,1.713704084923094,0.0,1.0,0.0
2025-04-01,1.7174398463439848,0.0,1.0,0.0
2025-04-02,1.7264529389183207,0.0,1.0,0.0
2025-04-07,1.565272698505848,0.0,1.0,0.0
2025-04-08,1.5007106903733656,0.0,1.0,0.0
2025-04-09,1.506206509944228,0.0,1.0,0.0
2025-04-10,1.571027718620384,0.0,1.0,0.0
2025-04-11,1.5302157464562989,0.0,1.0,0.0
2025-04-14,1.6304905780359988,0.0,1.0,0.0
2025-04-15,1.6171258241209323,0.0,1.0,0.0
2025-04-16,1.6166469160390682,0.0,1.0,0.0
2025-04-17,1.6090315912581792,0.0,1.0,0.0
2025-04-18,1.6100235962073834,0.13182720693931638,1.0,0.0
2025-04-21,1.598047575855193,0.0,1.0,0.0
2025-04-22,1.5602528801195175,0.0,1.0,0.0
2025-04-23,1.5857940097742012,0.0,1.0,0.0
2025-04-24,1.6098324366954764,0.0,1.0,0.0
2025-04-25,1.623095079053815,0.0,1.0,0.0
2025-04-28,1.6418896489705161,0.0,1.0,0.0
2025-04-29,1.6362792412360896,0.0,1.0,0.0
2025-04-30,1.6555250855607295,0.0,1.0,0.0
2025-05-02,1.6731436403653683,0.0,1.0,0.0
2025-05-05,1.6780678256480777,0.0,1.0,0.0
2025-05-06,1.6493365363586279,0.0,1.0,0.0
2025-05-07,1.6715542240637962,0.0,1.0,0.0
2025-05-08,1.6629812915318685,0.0,1.0,0.0
2025-05-09,1.6735398582283918,0.0,1.0,0.0
2025-05-12,1.6985260330303233,0.0,1.0,0.0
2025-05-13,1.730999174958769,0.0,1.0,0.0
2025-05-14,1.7352474977879724,0.0,1.0,0.0
2025-05-15,1.7517851837046312,0.0,1.0,0.0
2025-05-16,1.7559087514043017,0.0,1.0,0.0
2025-05-19,1.7652433684479523,0.0,1.0,0.0
2025-05-20,1.7626293592165925,0.0,1.0,0.0
2025-05-21,1.7694872518252345,0.0,1.0,0.0
2025-05-22,1.7712491441878213,0.0,1.0,0.0
2025-05-23,1.791416426441552,0.0,1.0,0.0
2025-05-26,1.775531745390562,0.0,1.0,0.0
2025-05-27,1.7602941238094063,0.0,1.0,0.0
2025-05-28,1.7650574352586483,0.0,1.0,0.0
2025-05-29,1.7664067050090495,0.0,1.0,0.0
2025-06-02,1.744838075211689,0.0,1.0,0.0
2025-06-03,1.7486662399890665,0.0,1.0,0.0
2025-06-04,1.7783376189211364,0.0,1.0,0.0
2025-06-05,1.7966866436977305,0.0,1.0,0.0
2025-06-06,1.7989422579704943,0.0,1.0,0.0
2025-06-09,1.8027957610080985,0.0,1.0,0.0
2025-06-10,1.809857671965496,0.0,1.0,0.0
2025-06-11,1.8279232473049012,0.0,1.0,0.0
2025-06-12,1.842086711400238,0.0,1.0,0.0
2025-06-13,1.822508278513713,0.0,1.0,0.0
2025-06-16,1.8307186362623213,0.0,1.0,0.0
2025-06-17,1.8458186833240169,0.0,1.0,0.0
2025-06-18,1.841104869545992,0.0,1.0,0.0
2025-06-19,1.850869234294486,0.28730980237206233,1.0,0.0
2025-06-20,1.8387085665594927,0.0,1.0,0.0
2025-06-23,1.8121457727638532,0.0,1.0,0.0
2025-06-24,1.8415990434927543,0.0,1.0,0.0
2025-06-25,1.8651787700753268,0.0,1.0,0.0
2025-06-26,1.869862114515843,0.0,1.0,0.0
2025-06-27,1.8618317327303335,0.0,1.0,0.0
2025-06-30,1.860938657342502,0.0,1.0,0.0
2025-07-01,1.863335278262632,0.0,1.0,0.0
2025-07-02,1.8612316467774763,0.0,1.0,0.0
2025-07-03,1.8792093962939629,0.0,1.0,0.0
2025-07-04,1.8891950423809543,0.0,1.0,0.0
2025-07-07,1.868721804464881,0.0,1.0,0.0
2025-07-08,1.8628809695094286,0.0,1.0,0.0
2025-07-09,1.8569353458590812,0.0,1.0,0.0
2025-07-10,1.8753927523531881,0.0,1.0,0.0
2025-07-11,1.887249535976234,0.0,1.0,0.0
2025-07-14,1.9043750069430088,0.0,1.0,0.0
2025-07-15,1.8896183339103312,0.0,1.0,0.0
2025-07-16,1.9030785645360502,0.0,1.0,0.0
2025-07-17,1.9120944571601375,0.0,1.0,0.0
2025-07-18,1.9276129477295194,0.0,1.0,0.0
2025-07-21,1.932532298223591,0.0,1.0,0.0
2025-07-22,1.9318042818895884,0.0,1.0,0.0
2025-07-23,1.925862408291853,0.0,1.0,0.0
2025-07-24,1.9295420176253555,0.0,1.0,0.0
2025-07-25,1.9251083650926084,0.0,1.0,0.0
2025-07-28,1.9382785154702842,0.0,1.0,0.0
2025-07-29,1.9294800682595181,0.0,1.0,0.0
2025-07-30,1.9258388046938628,0.0,1.0,0.0
2025-07-31,1.9326274760031072,0.0,1.0,0.0
2025-08-01,1.9065373507893237,0.0,1.0,0.0
2025-08-04,1.9166779723512044,0.0,1.0,0.0
2025-08-05,1.9472702917982303,0.0,1.0,0.0
2025-08-06,1.9597670802909353,0.0,1.0,0.0
2025-08-07,1.9648561437721483,0.0,1.0,0.0
2025-08-08,1.9712873346925255,0.0,1.0,0.0
2025-08-11,1.9881789749055532,0.0,1.0,0.0
2025-08-12,1.9993938364217347,0.0,1.0,0.0
2025-08-13,2.0051117853176366,0.0,1.0,0.0
2025-08-14,2.019445866386325,0.0,1.0,0.0
2025-08-15,2.0262356158008594,0.0,1.0,0.0
2025-08-18,2.020206748137363,0.3919261512248065,1.0,0.0
2025-08-19,2.0311294562675077,0.0,1.0,0.0
2025-08-20,1.9907847387909519,0.0,1.0,0.0
2025-08-21,1.973042754551294,0.0,1.0,0.0
2025-08-22,1.990956260659438,0.0,1.0,0.0
2025-08-25,2.0045572499195976,0.0,1.0,0.0
2025-08-26,1.9947027641064845,0.0,1.0,0.0
2025-08-27,2.0036158248757285,0.0,1.0,0.0
2025-08-28,2.00755520935407,0.0,1.0,0.0
2025-08-29,2.0100559903391573,0.0,1.0,0.0
2025-09-01,1.9970904606067952,0.0,1.0,0.0
2025-09-02,1.9895643677710488,0.0,1.0,0.0
2025-09-03,1.9785901986712942,0.0,1.0,0.0
2025-09-04,1.9879253625250255,0.0,1.0,0.0
2025-09-05,2.0036101319601656,0.0,1.0,0.0
2025-09-08,2.0238157014904785,0.0,1.0,0.0
2025-09-09,2.0208454995279275,0.0,1.0,0.0
2025-09-10,2.059198194228574,0.0,1.0,0.0
2025-09-11,2.0857576763362697,0.0,1.0,0.0
2025-09-12,2.0965149370276865,0.0,1.0,0.0
2025-09-15,2.0950137153830735,0.0,1.0,0.0
2025-09-16,2.0858647963775243,0.0,1.0,0.0
2025-09-17,2.0885950695758555,0.0,1.0,0.0
2025-09-18,2.08094998522556,0.0,1.0,0.0
2025-09-19,2.100368945061213,0.0,1.0,0.0
2025-09-22,2.0990250004540454,0.0,1.0,0.0
2025-09-23,2.106172434113295,0.0,1.0,0.0
2025-09-24,2.109821184966904,0.0,1.0,0.0
2025-09-25,2.096131572492001,0.0,1.0,0.0
2025-09-26,2.0792802738479677,0.0,1.0,0.0
2025-09-30,2.070730266897584,0.0,1.0,0.0
2025-10-01,2.0879993981268887,0.0,1.0,0.0
2025-10-02,2.0908666625817394,0.0,1.0,0.0
2025-10-03,2.0924702513713065,0.0,1.0,0.0
2025-10-07,2.114698768305511,0.0,1.0,0.0
2025-10-08,2.1159207701284095,0.0,1.0,0.0
2025-10-09,2.1384491886166197,0.0,1.0,0.0
2025-10-13,2.082134951333056,0.0,1.0,0.0
2025-10-14,2.131468437411122,0.0,1.0,0.0
2025-10-15,2.103683840319731,0.0,1.0,0.0
2025-10-16,2.129468907076217,0.0,1.0,0.0
2025-10-17,2.130990463647754,0.0,1.0,0.0
2025-10-20,2.1253721818568763,0.5399546498646303,1.0,0.0
2025-10-21,2.1373366722344724,0.0,1.0,0.0
2025-10-22,2.129295709457233,0.0,1.0,0.0
2025-10-23,2.1280290097969266,0.0,1.0,0.0
2025-10-27,2.187413089487449,0.0,1.0,0.0
2025-10-28,2.1754102448814896,0.0,1.0,0.0
2025-10-29,2.179816847281828,0.0,1.0,0.0
2025-10-30,2.179877155947413,0.0,1.0,0.0
2025-10-31,2.1851260366112535,0.0,1.0,0.0
2025-11-03,2.178902206244533,0.0,1.0,0.0
2025-11-04,2.19337346768742,0.0,1.0,0.0
2025-11-05,2.1183603500858808,0.0,1.0,0.0
2025-11-06,2.160571039280938,0.0,1.0,0.0
2025-11-07,2.1512882038442793,0.0,1.0,0.0
2025-11-10,2.152331563986082,0.0,1.0,0.0
2025-11-11,2.1664434163917794,0.0,1.0,0.0
2025-11-12,2.1549743177232648,0.0,1.0,0.0
2025-11-13,2.1592662400206035,0.0,1.0,0.0
2025-11-14,2.127946613694259,0.0,1.0,0.0
2025-11-17,2.1353416520621025,0.0,1.0,0.0
2025-11-18,2.0836575996058326,0.0,1.0,0.0
2025-11-19,2.052467391991594,0.0,1.0,0.0
2025-11-20,2.089201753367711,0.0,1.0,0.0
2025-11-21,2.027977676245756,0.0,1.0,0.0
2025-11-24,2.0466745151811505,0.0,1.0,0.0
2025-11-25,2.074808563903782,0.0,1.0,0.0
2025-11-26,2.0723294604392826,0.0,1.0,0.0
2025-11-27,2.1023183374772705,0.0,1.0,0.0
2025-11-28,2.1155154910972587,0.0,1.0,0.0
2025-12-01,2.115399149775917,0.0,1.0,0.0
2025-12-02,2.114548685606458,0.0,1.0,0.0
2025-12-03,2.1230491956630404,0.0,1.0,0.0
2025-12-04,2.1337509642431858,0.0,1.0,0.0
2025-12-05,2.137706880612013,0.0,1.0,0.0
2025-12-08,2.15384469523318,0.0,1.0,0.0
2025-12-09,2.1560743683906893,0.0,1.0,0.0
2025-12-10,2.1523624849306224,0.0,1.0,0.0
2025-12-11,2.1587880256125143,0.0,1.0,0.0
2025-12-12,2.154424836862125,0.0,1.0,0.0
2025-12-15,2.1171480412482544,0.0,1.0,0.0
2025-12-16,2.1148497611047667,0.0,1.0,0.0
2025-12-17,2.115106546708551,0.0,1.0,0.0
2025-12-18,2.1238455468078614,0.470423193129213,1.0,0.0
2025-12-19,2.1347683653360776,0.0,1.0,0.0
2025-12-22,2.166656730711941,0.0,1.0,0.0
2025-12-23,2.176458844819765,0.0,1.0,0.0
2025-12-24,2.1820707126751575,0.0,1.0,0.0
2025-12-26,2.1877760454669177,0.0,1.0,0.0
2025-12-29,2.193247044658022,0.0,1.0,0.0
2025-12-30,2.1877315167874243,0.0,1.0,0.0
2025-12-31,2.1925214177475296,0.0,1.0,0.0
2026-01-02,2.2133764953734585,0.0,1.0,0.0
2026-01-05,2.2464391080866397,0.0,1.0,0.0
2026-01-06,2.2614335526424347,0.0,1.0,0.0
2026-01-07,2.2882690249078386,0.0,1.0,0.0
2026-01-08,2.294672053893799,0.0,1.0,0.0
2026-01-09,2.2547608496111207,0.0,1.0,0.0
2026-01-12,2.282784547764689,0.0,1.0,0.0
2026-01-13,2.3079855528867044,0.0,1.0,0.0
2026-01-14,2.2986751239987298,0.0,1.0,0.0
2026-01-15,2.326004469215666,0.0,1.0,0.0
2026-01-16,2.339552160352808,0.0,1.0,0.0
2026-01-19,2.3514124125841103,0.0,1.0,0.0
2026-01-20,2.3405544217146055,0.0,1.0,0.0
2026-01-21,2.349400153257756,0.0,1.0,0.0
2026-01-22,2.384824658627404,0.0,1.0,0.0
2026-01-23,2.416827813936044,0.0,1.0,0.0
2026-01-26,2.4251958454243914,0.0,1.0,0.0
2026-01-27,2.4455416469893425,0.0,1.0,0.0
2026-01-28,2.474188928232516,0.0,1.0,0.0
2026-01-29,2.465357296075574,0.0,1.0,0.0
2026-01-30,2.4194973737340506,0.0,1.0,0.0
2026-02-02,2.359952085919875,0.0,1.0,0.0
2026-02-03,2.394143272599178,0.0,1.0,0.0
2026-02-04,2.393396611124525,0.0,1.0,0.0
2026-02-05,2.4071249741358,0.0,1.0,0.0
2026-02-06,2.3640033290022657,0.0,1.0,0.0
2026-02-09,2.4383301696883377,0.0,1.0,0.0
2026-02-10,2.4526809766541264,0.0,1.0,0.0
2026-02-11,2.459223071838584,0.0,1.0,0.0
2026-02-23,2.5544187803789518,0.0,1.0,0.0
2026-02-24,2.5531966534853447,0.0,1.0,0.0
2026-02-25,2.6233571183031583,0.0,1.0,0.0
2026-02-26,2.651239133612509,0.0,1.0,0.0
2026-03-02,2.593243197095778,0.5166805467658143,1.0,0.0
2026-03-03,2.6465664094498202,0.0,1.0,0.0
2026-03-04,2.529148347331819,0.0,1.0,0.0
2026-03-05,2.522276296413249,0.0,1.0,0.0
2026-03-06,2.473596869167323,0.0,1.0,0.0
2026-03-09,2.310453181394553,0.0,1.0,0.0
2026-03-10,2.4230074100803995,0.0,1.0,0.0
2026-03-11,2.434758459800976,0.0,1.0,0.0
2026-03-12,2.4770209902131786,0.0,1.0,0.0
2026-03-13,2.4393519732703446,0.0,1.0,0.0
2026-03-16,2.499142152690802,0.0,1.0,0.0
2026-03-17,2.507969599513566,0.0,1.0,0.0
2026-03-18,2.5543395401936566,0.0,1.0,0.0
2026-03-19,2.5101302112687134,0.0,1.0,0.0
2026-03-20,2.531956142850084,0.0,1.0,0.0
2026-03-23,2.4264675622123715,0.0,1.0,0.0
2026-03-24,2.477307052428834,0.0,1.0,0.0
2026-03-25,2.500298181701883,0.0,1.0,0.0
2026-03-26,2.537744365619453,0.0,1.0,0.0
2026-03-27,2.489203536214266,0.0,1.0,0.0
2026-03-30,2.4645972213043486,0.0,1.0,0.0
2026-03-31,2.4433157241768533,0.0,1.0,0.0
2026-04-01,2.4647907592378355,0.0,1.0,0.0
2026-04-02,2.5107461575397596,0.0,1.0,0.0
2026-04-07,2.489259756260393,0.0,1.0,0.0
2026-04-08,2.5798656348753823,0.0,1.0,0.0
2026-04-09,2.6289146938661725,0.0,1.0,0.0
2026-04-10,2.657984634003767,0.0,1.0,0.0
2026-04-13,2.6712894739006434,0.0,1.0,0.0
2026-04-14,2.7024735067040195,0.0,1.0,0.0
2026-04-15,2.751286780486241,0.0,1.0,0.0
2026-04-16,2.766594876183352,0.0,1.0,0.0
2026-04-17,2.788861849455962,0.0,1.0,0.0
2026-04-20,2.777410716351524,0.0,1.0,0.0
2026-04-21,2.8260814569346793,0.0,1.0,0.0
2026-04-22,2.8609227208128956,0.0,1.0,0.0
2026-04-23,2.9172363917911075,0.0,1.0,0.0
2026-04-24,2.855302200509461,0.0,1.0,0.0
2026-04-27,2.9592407256837188,0.0,1.0,0.0
2026-04-28,2.917921934458297,0.0,1.0,0.0
2026-04-29,2.89313877192369,0.0,1.0,0.0
2026-04-30,2.9313055585626935,0.0,1.0,0.0
2026-05-04,2.994168757001413,0.5262873637753132,1.0,0.0
2026-05-05,3.0390803739160597,0.0,1.0,0.0
2026-05-06,3.116057079833598,0.0,1.0,0.0
2026-05-07,3.124091679742061,0.0,1.0,0.0
2026-05-08,3.1195736809635592,0.0,1.0,0.0
2026-05-11,3.1254045903093517,0.0,1.0,0.0
2026-05-12,3.1876154224733533,0.0,1.0,0.0
2026-05-13,3.0953057980811245,0.0,1.0,0.0
2026-05-14,3.174728975673084,0.0,1.0,0.0
2026-05-15,3.15979165794162,0.0,1.0,0.0
2026-05-18,3.0211430982578094,0.0,1.0,0.0
2026-05-19,3.0370481293489697,0.0,1.0,0.0
2026-05-20,3.0077521738325084,0.0,1.0,0.0
2026-05-21,3.0888375741530023,0.0,1.0,0.0
2026-05-22,3.212698661118305,0.0,1.0,0.0
2026-05-25,3.3648201509736264,0.0,1.0,0.0
2026-05-26,3.4145258178302944,0.0,1.0,0.0
2026-05-27,3.47508080260245,0.0,1.0,0.0
2026-05-29,3.4775226470518663,0.0,1.0,0.0
2026-06-01,3.5270113173247486,0.0,1.0,0.0
2026-06-02,3.574529736058494,0.0,1.0,0.0
2026-06-03,3.6103743413379306,0.0,1.0,0.0
2026-06-04,3.626458301676384,0.0,1.0,0.0
2026-06-05,3.5162584427269015,0.0,1.0,0.0
2026-06-08,3.2553643415973155,0.0,1.0,0.0
2026-06-09,3.446174300631907,0.0,1.0,0.0
2026-06-10,3.528075978630438,0.0,1.0,0.0
2026-06-11,3.4289844411346353,0.0,1.0,0.0
2026-06-12,3.5662014582639077,0.0,1.0,0.0
2026-06-15,3.6281413346442144,0.0,1.0,0.0
2026-06-16,3.6458379394711873,0.0,1.0,0.0
2026-06-17,3.609884163319916,0.0,1.0,0.0
2026-06-18,3.717246570598823,0.0,1.0,0.0
2026-06-22,3.827849858561488,0.0,1.0,0.0
2026-06-23,3.8193703889458988,0.0,1.0,0.0
2026-06-24,3.6529710334996834,0.0,1.0,0.0
2026-06-25,3.727363706646068,0.0,1.0,0.0
2026-06-26,3.6566574308379556,0.0,1.0,0.0
2026-06-29,3.517189071293615,0.0,1.0,0.0
2026-06-30,3.6160279340014814,0.0,1.0,0.0
2026-07-01,3.777890850305959,0.0,1.0,0.0
2026-07-02,3.655726078775812,0.47215245967804514,1.0,0.0
2026-07-03,3.661319279993598,0.0,1.0,0.0
2026-07-06,3.760990243017027,0.0,1.0,0.0
2026-07-07,3.687059661212089,0.0,1.0,0.0
2026-07-08,3.594593851655756,0.0,1.0,0.0
2026-07-09,3.6072670350429656,0.0,1.0,0.0
2026-07-13,3.6430572556209957,0.0,1.0,0.0
2026-07-14,3.544286610542591,0.0,1.0,0.0
2026-07-15,3.5432676285018196,0.0,1.0,0.0
2026-07-16,3.55748239310379,0.0,1.0,0.0
2026-07-17,3.4230214420691283,0.0,1.0,0.0
2026-07-20,3.3424842239154255,0.0,1.0,0.0
2026-07-21,3.3454793612783478,0.0,1.0,0.0
2026-07-22,3.5172377885483876,0.0,1.0,0.0
2026-07-23,3.562191560313856,0.0,1.0,0.0
2026-07-24,3.474018133417747,0.0,1.0,0.0
2026-07-27,3.439804941131493,0.0,1.0,0.0
2026-07-28,3.3218323869496214,0.0,1.0,0.0
2026-07-29,3.2619971325592316,0.0,1.0,0.0
2026-07-30,3.113964737474661,0.0,1.0,0.0
2026-07-31,3.3110920330498717,0.0,1.0,0.0
2026-08-03,3.398010911686152,0.0,1.0,0.0
2026-08-04,3.443006566580712,0.0,1.0,0.0
2026-08-05,3.561952916112519,0.0,1.0,0.0
2026-08-06,3.5514702908404563,0.0,1.0,0.0
2026-08-07,3.573626153239606,0.0,1.0,0.0
2026-08-10,3.5461549478684753,0.0,1.0,0.0
2026-08-11,3.5713542372536535,0.0,1.0,0.0
2026-08-12,3.6096799911662143,0.0,1.0,0.0
2026-08-13,3.677435206110879,0.0,1.0,0.0
2026-08-14,3.7091882034333334,0.0,1.0,0.0
2026-08-17,3.7104486932733582,0.0,1.0,0.0
2026-08-18,3.6748311990276274,0.0,1.0,0.0
2026-08-19,3.5449524319479746,0.0,1.0,0.0
2026-08-20,3.602106016238356,0.0,1.0,0.0
2026-08-21,3.5562748138022173,0.0,1.0,0.0
2026-08-24,3.5695818337449903,0.0,1.0,0.0
2026-08-25,3.5281829244124774,0.0,1.0,0.0
2026-08-26,3.571109610646294,0.0,1.0,0.0
2026-08-27,3.681850696313674,0.0,1.0,0.0
2026-08-28,3.7081787979874745,0.0,1.0,0.0
