overlay,cagr,max_drawdown,utility,average_daily_turnover,block_bootstrap_positive_probability,mean_daily_excess,hac_t_stat,mean_gross_exposure,ending_nav,total_cost,turnover_gate_pass,bootstrap_gate_pass,both_gates_pass,is_baseline,mean_schedule_exposure
STATIC_085,0.09735665818530603,-0.2620587934971388,-0.03367273856326336,0.018619202385160766,0.7294,0.00007649268009025577,0.5264471489201856,0.908639698013849,2.0681282150644353,0.16625600785567524,true,true,true,false,0.8499999999999999
REGIME_OFF_085,0.09734928121009467,-0.26205895512561717,-0.03368019635271391,0.0197942625455556,0.7346,0.00008021257750082029,0.5451280665841559,0.9634072411725556,2.0680194763719753,0.17570603395922985,true,true,true,false,0.9492066354129101
STATIC_090,0.10115514273069648,-0.2759355367496841,-0.03681262564414556,0.01946600156565634,0.7662,0.00009603962792185947,0.6452649237340746,0.9504234994631249,2.1247857393019673,0.17533552014585746,true,true,true,false,0.9000000000000001
STATIC_095,0.10369812954545266,-0.28964869068624455,-0.04112621579766962,0.0201051037881854,0.7884,0.00011008806114624796,0.7216494095166424,0.9811362751853457,2.1634686775323635,0.1821141170416583,true,true,true,false,0.9499999999999998
BASE_FULL,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.00012055807150796657,0.7734100331411837,0.9994929006085193,2.19228847163767,0.18580262177206602,true,true,true,true,1.0
VOTE_SEVERE_080,0.10556706893635148,-0.3023731520676275,-0.045619507097462264,0.020450275367238705,0.8066,0.00012055807150796657,0.7734100331411837,0.9994929006085193,2.19228847163767,0.18580262177206602,true,true,true,false,0.999278759466282
DD_BRAKE_MILD,0.09487487544494022,-0.2869670271870183,-0.04860863814856892,0.020060208096837794,0.721,0.00007514594104591495,0.5080397304038143,0.9848765185705863,2.031826154076875,0.17213176148664883,true,true,true,false,0.9681572304363506
VOL_TARGET_20,0.09906247205748153,-0.2970876871722232,-0.04948137152863008,0.020014186257437946,0.741,0.00009051189874008473,0.6034246871140727,0.9821551821500825,2.0934066856679503,0.1783244743090085,true,true,true,false,0.9323839124745871
VOL_TARGET_18,0.0938404927394505,-0.2953312839486064,-0.05382514923485271,0.019768119483921064,0.69,0.0000680822682509325,0.46179267788498474,0.9681215633569316,2.016860686605477,0.1730851976378185,true,false,false,false,0.9119662494680771
