year,return,max_drawdown_in_year,avg_daily_turnover,avg_positions
2023,0.5096951892850503,-0.09021830077060611,0.017891627442513835,23.899159663865547
2024,0.19030022347396924,-0.13121520535842268,0.009258585626207043,24.0
2025,0.4058711104959969,-0.19601278330738758,0.025236229707115376,24.0
2026,0.8106221795118564,-0.18127025707044186,0.014861826951604767,24.0
