year,return,max_drawdown_in_year,avg_daily_turnover,avg_positions
2023,0.47113380908052926,-0.10194970085303012,0.01768512789256935,24.894957983193276
2024,0.12581326487861033,-0.1340474540388198,0.011672526773971946,25.0
2025,0.4192141633514459,-0.19986227641291876,0.025244463028418616,25.0
2026,0.7826462473453657,-0.18177384890743964,0.015216344272282118,25.0
