date,nav,drawdown
2023-01-03,1.0,0.0
2023-01-04,0.9980786985053767,-0.0019213014946233287
2023-01-05,1.0043414808057276,0.0
2023-01-06,1.0056839893606668,0.0
2023-01-09,1.0182227353020836,0.0
2023-01-10,1.027189438558101,0.0
2023-01-11,1.027630859663024,0.0
2023-01-12,1.0245682562326461,-0.002980256384458979
2023-01-13,1.023339446320647,-0.00417602614988033
2023-01-16,1.0260897416722525,-0.0014996805285477643
2023-01-17,1.0271722167821422,-0.00044631092631075564
2023-01-30,1.0486671335061422,0.0
2023-01-31,1.0482132390396726,-0.0004328298770573946
2023-02-01,1.0461711260195357,-0.0023801713688320625
2023-02-02,1.0532914883627555,0.0
2023-02-03,1.0528660863644177,-0.0004038787012312639
2023-02-06,1.0484540856276026,-0.004592653399936086
2023-02-07,1.0480914611680676,-0.004936930804188777
2023-02-08,1.0543950316079491,0.0
2023-02-09,1.0502404457934997,-0.003940255492397071
2023-02-10,1.0522429466557097,-0.002041061355303908
2023-02-13,1.0514856268479829,-0.002759311901848971
2023-02-14,1.0622681165725647,0.0
2023-02-15,1.0641370886703188,0.0
2023-02-16,1.0652723970999618,0.0
2023-02-17,1.0654177588616875,0.0
2023-02-20,1.0714366008537768,0.0
2023-02-21,1.0771731145262815,0.0
2023-02-22,1.073105961950361,-0.00377576502891952
2023-02-23,1.0766683850180816,-0.00046856860925448274
2023-02-24,1.0844601333408408,0.0
2023-03-01,1.0673357704396356,-0.015790679965755006
2023-03-02,1.0738046066505789,-0.009825650904691119
2023-03-03,1.0807061363882595,-0.003461627437623349
2023-03-06,1.0851746408226106,0.0
2023-03-07,1.0910599698578063,0.0
2023-03-08,1.0939063306752888,0.0
2023-03-09,1.1003459831852862,0.0
2023-03-10,1.0815358405834117,-0.017094752822582993
2023-03-13,1.0695695419562699,-0.027969785594095242
2023-03-14,1.0713533384675307,-0.0263486622942245
2023-03-15,1.0755954857529173,-0.022493377365472855
2023-03-16,1.0654019325923365,-0.03175733008248327
2023-03-17,1.0640172523440141,-0.03301573450207684
2023-03-20,1.0688662415814039,-0.02860894853521856
2023-03-21,1.0753263765164485,-0.022737945201936283
2023-03-22,1.0810051747998721,-0.01757702457314947
2023-03-23,1.0800553651135083,-0.01844021642451088
2023-03-24,1.0921392002359347,-0.00745836589105775
2023-03-27,1.0922174132130085,-0.007387285541541333
2023-03-28,1.092470576294673,-0.007157209651291185
2023-03-29,1.0858204715717559,-0.01320085848951058
2023-03-30,1.090139689623899,-0.00927553125776126
2023-03-31,1.093973957210924,-0.0057909294637642494
2023-04-06,1.0967464946386174,-0.00327123341355684
