id,track,heldout_score,mdd_improve_pp,cagr_giveback_pp,tip_ytd,tip_1y,tip_clean,tip_mdd_ytd_pp,tip_mdd_1y_pp,tip_mdd_clean,promote_shaped,coexist,full_cagr,full_mdd,heldout_cagr,heldout_mdd,sealed_cagr,sealed_mdd,n_fills,is_observe_ref,is_prior_soft,is_t3_control,is_dl,is_tipmdd
SOFT_CHAMP_PLUS_K9_LT30_a10__SELL_a05,observe,0.10099208553496775,0.10121715777380302,0.00045014447767055543,PASS,PASS,True,0.338464851535103,0.33846485153508077,True,True,True,0.13992624308831103,-0.2161905291986993,0.1839286591665965,-0.2161905291986993,0.2552643503496075,-0.12469329735878576,5795,True,False,False,False,False
SOFT_CHAMP_PLUS_K9_LT30_a10,prior_soft,0.08527868225383095,0.10489086922705892,-0.03922437394645595,PASS,PASS,True,0.2280171503082462,0.2280171503082351,True,True,True,0.14013655040896156,-0.21615379208416674,0.18432540435083777,-0.21615379208416674,0.2555735035747173,-0.1257977743710541,5771,False,True,False,False,False
DL_TIPMDD_SELL_CLF_a05__RSI_GATE,tipmdd_clf_rsi_gate,0.07416919773707287,0.08230770416958189,0.016277012865018037,PASS,PASS,True,0.3449274601820318,0.3449274601820207,True,True,True,0.1398078189549481,-0.2163796237347415,0.18377039048272303,-0.2163796237347415,0.2549300000127468,-0.12462867127231636,5800,False,False,False,True,True
DL_T3_SELL_DOWN_a05,t3_control_fwd_lt0,0.07008432445667623,0.08900716820385846,0.037845687494364455,PASS,PASS,True,0.3975479924547942,0.397547992454772,True,True,True,0.13974591083016508,-0.21631262909439886,0.18355470373642957,-0.21631262909439875,0.2548672399911398,-0.12410246594958874,5806,False,False,True,True,False
DL_TIPMDD_SELL_CLF_a05,tipmdd_clf,0.0680479793365385,0.08968750605177211,0.04327905343046723,PASS,PASS,True,0.3936365868260183,0.3936365868260072,True,True,True,0.13968053960330273,-0.2163058257159195,0.18350037007706854,-0.2163058257159196,0.25468113669593184,-0.1241415800058765,5804,False,False,False,True,True
DL_TIPMDD_SELL_CLF_a025,tipmdd_clf,0.06799226214028176,0.09056360462095236,0.04514268496134122,PASS,PASS,True,0.40213702924774,0.40213702924771777,True,True,True,0.13967273028377547,-0.21629706473022758,0.1834817337617598,-0.2162970647302278,0.25468637859181653,-0.1240565755816595,5804,False,False,False,True,True
DL_TIPMDD_SELL_REG_a05,tipmdd_reg,0.06029193606981176,0.09120655131278355,0.061829230485943576,PASS,PASS,True,0.4698411095039323,0.4698411095039101,True,True,True,0.13958344323921845,-0.21629063526330972,0.18331486830651378,-0.2162906352633095,0.25455236217300303,-0.12337953477909747,5791,False,False,False,True,True
LIVE_KD_OPT,base,0.0,0.0,0.0,PASS,PASS,True,0.0,0.0,True,False,False,0.14023801686669346,-0.21720270077643722,0.18393316061137321,-0.21720270077643733,0.2557299834147724,-0.12807794587413646,5751,False,False,False,False,False
