code,date,ret_live,ret_yahoo,diff,absdiff
0050,2014-01-02,-0.0025553662691653,-0.7506388480576205,0.7480834817884552,0.7480834817884552
0050,2025-06-18,-0.747839915186854,0.0086403654150495,-0.7564802806019035,0.7564802806019035
