date,static_90F_10T,E10S2_A_telco_to_financial,E10S2_B_telco_to_0050,E10S2_C_split_financial_0050
2010-05-17,0.9091953447027834,0.9091953447027834,0.9091953447027834,0.9091953447027834
2010-05-18,0.9107843051989455,0.9107843051989455,0.9107843051989455,0.9107843051989455
2010-05-19,0.9086677115038522,0.9086677115038522,0.9086677115038522,0.9086677115038522
2010-05-20,0.8954690570352897,0.8954690570352897,0.8954690570352897,0.8954690570352897
2010-05-21,0.8754683094307026,0.8754683094307026,0.8754683094307026,0.8754683094307026
2010-05-24,0.8809842380579432,0.8809842380579432,0.8809842380579432,0.8809842380579432
2010-05-25,0.8541169077715635,0.8541169077715635,0.8541169077715635,0.8541169077715635
2010-05-26,0.8718156629769392,0.8718156629769392,0.8718156629769392,0.8718156629769392
2010-05-27,0.8726182543159113,0.8726182543159113,0.8726182543159113,0.8726182543159113
2010-05-28,0.8768370150241203,0.8768370150241203,0.8768370150241203,0.8768370150241203
2010-05-31,0.8855618336870893,0.8855618336870893,0.8855618336870893,0.8855618336870893
2010-06-01,0.8698600433102956,0.8698600433102956,0.8698600433102956,0.8698600433102956
2010-06-02,0.8654452291979202,0.8654452291979202,0.8654452291979202,0.8654452291979202
2010-06-03,0.8831479166132046,0.8831479166132046,0.8831479166132046,0.8831479166132046
2010-06-04,0.8773135163614484,0.8773135163614484,0.8773135163614484,0.8773135163614484
2010-06-07,0.8585637070659978,0.8585637070659978,0.8585637070659978,0.8585637070659978
2010-06-08,0.8645478899672249,0.8645478899672249,0.8645478899672249,0.8645478899672249
2010-06-09,0.8548304811603217,0.8548304811603217,0.8548304811603217,0.8548304811603217
2010-06-10,0.8698816636307091,0.8698816636307091,0.8698816636307091,0.8698816636307091
2010-06-11,0.8880673052283168,0.8880673052283168,0.8880673052283168,0.8880673052283168
2010-06-14,0.9000644543958827,0.9000644543958827,0.9000644543958827,0.9000644543958827
2010-06-15,0.9105859883016165,0.9105859883016165,0.9105859883016165,0.9105859883016165
2010-06-17,0.9132058716600284,0.9132058716600284,0.9132058716600284,0.9132058716600284
2010-06-18,0.9105698134888351,0.9105698134888351,0.9105698134888351,0.9105698134888351
2010-06-21,0.9285662542260388,0.9285662542260388,0.9285662542260388,0.9285662542260388
2010-06-22,0.925669331235642,0.925669331235642,0.925669331235642,0.925669331235642
2010-06-23,0.9214841880127167,0.9214841880127167,0.9214841880127167,0.9214841880127167
2010-06-24,0.9237191211670814,0.9237191211670814,0.9237191211670814,0.9237191211670814
2010-06-25,0.9274937326880429,0.9274937326880429,0.9274937326880429,0.9274937326880429
2010-06-28,0.9471736601356805,0.9471736601356805,0.9471736601356805,0.9471736601356805
2010-06-29,0.9347011282879135,0.9347011282879135,0.9347011282879135,0.9347011282879135
2010-06-30,0.923571447853126,0.923571447853126,0.923571447853126,0.923571447853126
2010-07-01,0.9179117634261018,0.9179117634261018,0.9179117634261018,0.9179117634261018
2010-07-02,0.9482279387674655,0.9482279387674655,0.9482279387674655,0.9482279387674655
2010-07-05,0.961812118867372,0.961812118867372,0.961812118867372,0.961812118867372
2010-07-06,0.9733332854289074,0.9733332854289074,0.9733332854289074,0.9733332854289074
2010-07-07,0.9678077256701421,0.9678077256701421,0.9678077256701421,0.9678077256701421
2010-07-08,0.9703352676733172,0.9703352676733172,0.9703352676733172,0.9703352676733172
2010-07-09,0.972610808919741,0.972610808919741,0.972610808919741,0.972610808919741
2010-07-12,0.9703275499251832,0.9703275499251832,0.9703275499251832,0.9703275499251832
2010-07-13,0.9681708429823415,0.9681708429823415,0.9681708429823415,0.9681708429823415
2010-07-14,0.9876893656561606,0.9876893656561606,0.9876893656561606,0.9876893656561606
2010-07-15,0.9937642094227352,0.9937642094227352,0.9937642094227352,0.9937642094227352
2010-07-16,1.0064291709183537,1.0064291709183537,1.0064291709183537,1.0064291709183537
2010-07-19,1.0027944025993984,1.0027944025993984,1.0027944025993984,1.0027944025993984
2010-07-20,1.002817848192533,1.002817848192533,1.002817848192533,1.002817848192533
2010-07-21,0.9964337184083123,0.9964337184083123,0.9964337184083123,0.9964337184083123
2010-07-22,0.9894305852326288,0.9894305852326288,0.9894305852326288,0.9894305852326288
2010-07-23,0.9966970790285707,0.9966970790285707,0.9966970790285707,0.9966970790285707
2010-07-26,0.9999143654560133,0.9999143654560133,0.9999143654560133,0.9999143654560133
2010-07-27,0.9903799920008078,0.9903799920008078,0.9903799920008078,0.9903799920008078
2010-07-28,1.0010751836890341,1.0010751836890341,1.0010751836890341,1.0010751836890341
2010-07-29,1.0031109500423532,1.0031109500423532,1.0031109500423532,1.0031109500423532
2010-07-30,1.004540360379385,1.004540360379385,1.004540360379385,1.004540360379385
2010-08-02,1.0346946504531178,1.0346946504531178,1.0346946504531178,1.0346946504531178
2010-08-03,1.0376229328769464,1.0376229328769464,1.0376229328769464,1.0376229328769464
2010-08-04,1.0396956723409359,1.0396956723409359,1.0396956723409359,1.0396956723409359
2010-08-05,1.04224042796474,1.04224042796474,1.04224042796474,1.04224042796474
2010-08-06,1.0462857169440924,1.0462857169440924,1.0462857169440924,1.0462857169440924
2010-08-09,1.069399510284054,1.069399510284054,1.069399510284054,1.069399510284054
2010-08-10,1.0581771313551394,1.0581771313551394,1.0581771313551394,1.0581771313551394
2010-08-11,1.0451325060495396,1.0451325060495396,1.0451325060495396,1.0451325060495396
2010-08-12,1.0491974780457247,1.0491974780457247,1.0491974780457247,1.0491974780457247
2010-08-13,1.0530232359324823,1.0530232359324823,1.0530232359324823,1.0530232359324823
2010-08-16,1.0588774002672763,1.0588774002672763,1.0588774002672763,1.0588774002672763
2010-08-17,1.0525091273212928,1.0525091273212928,1.0525091273212928,1.0525091273212928
2010-08-18,1.0456447575188557,1.0456447575188557,1.0456447575188557,1.0456447575188557
2010-08-19,1.0293917508239432,1.0293917508239432,1.0293917508239432,1.0293917508239432
2010-08-20,1.0329944938270033,1.0329944938270033,1.0329944938270033,1.0329944938270033
2010-08-23,1.0532790191879788,1.0532790191879788,1.0532790191879788,1.0532790191879788
2010-08-24,1.0539175079383467,1.0539175079383467,1.0539175079383467,1.0539175079383467
2010-08-25,1.022969068362283,1.022969068362283,1.022969068362283,1.022969068362283
2010-08-26,1.0118664939220976,1.0118664939220976,1.0118664939220976,1.0118664939220976
2010-08-27,1.0218455757806633,1.0218455757806633,1.0218455757806633,1.0218455757806633
2010-08-30,1.0308036372589655,1.0308036372589655,1.0308036372589655,1.0308036372589655
2010-08-31,1.0241329145965494,1.0241329145965494,1.0241329145965494,1.0241329145965494
2010-09-01,1.0308358991866762,1.0308358991866762,1.0308358991866762,1.0308358991866762
2010-09-02,1.037375804923134,1.037375804923134,1.037375804923134,1.037375804923134
2010-09-03,1.0451617132278492,1.0451617132278492,1.0451617132278492,1.0451617132278492
2010-09-06,1.0499528853937816,1.0499528853937816,1.0499528853937816,1.0499528853937816
2010-09-07,1.045873271358956,1.045873271358956,1.045873271358956,1.045873271358956
2010-09-08,1.0431730869778129,1.0431730869778129,1.0431730869778129,1.0431730869778129
2010-09-09,1.0385600834617184,1.0385600834617184,1.0385600834617184,1.0385600834617184
2010-09-10,1.0486132683649159,1.0486132683649159,1.0486132683649159,1.0486132683649159
2010-09-13,1.078775204828763,1.078775204828763,1.078775204828763,1.078775204828763
2010-09-14,1.0810218712430768,1.0810218712430768,1.0810218712430768,1.0810218712430768
2010-09-15,1.0868041142888791,1.0868041142888791,1.0868041142888791,1.0868041142888791
2010-09-16,1.078558702898011,1.078558702898011,1.078558702898011,1.078558702898011
2010-09-17,1.0855359417445412,1.0855359417445412,1.0855359417445412,1.0855359417445412
2010-09-20,1.0898028889085518,1.0898028889085518,1.0898028889085518,1.0898028889085518
2010-09-21,1.0938411829988166,1.0938411829988166,1.0938411829988166,1.0938411829988166
2010-09-23,1.1008768258430233,1.1008768258430233,1.1008768258430233,1.1008768258430233
2010-09-24,1.1003082871250216,1.1003082871250216,1.1003082871250216,1.1003082871250216
2010-09-27,1.1091223115732651,1.1091223115732651,1.1091223115732651,1.1091223115732651
2010-09-28,1.0992027893633844,1.0992027893633844,1.0992027893633844,1.0992027893633844
2010-09-29,1.101893373127863,1.101893373127863,1.101893373127863,1.101893373127863
2010-09-30,1.0960891695686956,1.0960891695686956,1.0960891695686956,1.0960891695686956
2010-10-01,1.0988811775838836,1.0988811775838836,1.0988811775838836,1.0988811775838836
2010-10-04,1.1113932907387383,1.1113932907387383,1.1113932907387383,1.1113932907387383
2010-10-05,1.105596849019528,1.105596849019528,1.105596849019528,1.105596849019528
2010-10-06,1.118151070784046,1.118151070784046,1.118151070784046,1.118151070784046
2010-10-07,1.1233385076071751,1.1233385076071751,1.1233385076071751,1.1233385076071751
2010-10-08,1.1144620712032423,1.1144620712032423,1.1144620712032423,1.1144620712032423
2010-10-11,1.1057818515945421,1.1057818515945421,1.1057818515945421,1.1057818515945421
2010-10-12,1.0967145071005457,1.0967145071005457,1.0967145071005457,1.0967145071005457
2010-10-13,1.0992232652079996,1.0992232652079996,1.0992232652079996,1.0992232652079996
2010-10-14,1.1096291244099947,1.1096291244099947,1.1096291244099947,1.1096291244099947
2010-10-15,1.1123913257132816,1.1123913257132816,1.1123913257132816,1.1123913257132816
2010-10-18,1.0897991889014778,1.0897991889014778,1.0897991889014778,1.0897991889014778
2010-10-19,1.0867635349506977,1.0867635349506977,1.0867635349506977,1.0867635349506977
2010-10-20,1.086139797555339,1.086139797555339,1.086139797555339,1.086139797555339
2010-10-21,1.0854055679535575,1.0854055679535575,1.0854055679535575,1.0854055679535575
2010-10-22,1.0879179858131034,1.0879179858131034,1.0879179858131034,1.0879179858131034
2010-10-25,1.101709683356233,1.101709683356233,1.101709683356233,1.101709683356233
2010-10-26,1.103689165641017,1.103689165641017,1.103689165641017,1.103689165641017
2010-10-27,1.0944331377145509,1.0944331377145509,1.0944331377145509,1.0944331377145509
2010-10-28,1.100273868409804,1.100273868409804,1.100273868409804,1.100273868409804
2010-10-29,1.0929680329688987,1.0929680329688987,1.0929680329688987,1.0929680329688987
2010-11-01,1.1071211276929793,1.1071211276929793,1.1071211276929793,1.1071211276929793
2010-11-02,1.109828976907728,1.109828976907728,1.109828976907728,1.109828976907728
2010-11-03,1.1049770650233532,1.1049770650233532,1.1049770650233532,1.1049770650233532
2010-11-04,1.113260180304407,1.113260180304407,1.113260180304407,1.113260180304407
2010-11-05,1.1253404008436356,1.1253404008436356,1.1253404008436356,1.1253404008436356
2010-11-08,1.1292557381768091,1.1292557381768091,1.1292557381768091,1.1292557381768091
2010-11-09,1.1260752909132061,1.1260752909132061,1.1260752909132061,1.1260752909132061
2010-11-10,1.119941950025834,1.119941950025834,1.119941950025834,1.119941950025834
2010-11-11,1.1215121800731565,1.1215121800731565,1.1215121800731565,1.1215121800731565
2010-11-12,1.1026310103374484,1.1026310103374484,1.1026310103374484,1.1026310103374484
2010-11-15,1.0874099239647619,1.0874099239647619,1.0874099239647619,1.0874099239647619
2010-11-16,1.0900359814020293,1.0900359814020293,1.0900359814020293,1.0900359814020293
2010-11-17,1.077708615218131,1.077708615218131,1.077708615218131,1.077708615218131
2010-11-18,1.081679185144654,1.081679185144654,1.081679185144654,1.081679185144654
2010-11-19,1.080416648207268,1.080416648207268,1.080416648207268,1.080416648207268
2010-11-22,1.0859597407816732,1.0859597407816732,1.0859597407816732,1.0859597407816732
2010-11-23,1.0762337093299619,1.0762337093299619,1.0762337093299619,1.0762337093299619
2010-11-24,1.0727962064246748,1.0727962064246748,1.0727962064246748,1.0727962064246748
2010-11-25,1.08479886114182,1.08479886114182,1.08479886114182,1.08479886114182
2010-11-26,1.074703455255959,1.074703455255959,1.074703455255959,1.074703455255959
2010-11-29,1.0807990665189973,1.0807990665189973,1.0807990665189973,1.0807990665189973
2010-11-30,1.076984050834934,1.076984050834934,1.076984050834934,1.076984050834934
2010-12-01,1.1205896172773633,1.1205896172773633,1.1205896172773633,1.1205896172773633
2010-12-02,1.1416929118784733,1.1416929118784733,1.1416929118784733,1.1416929118784733
2010-12-03,1.140225306408044,1.140225306408044,1.140225306408044,1.140225306408044
2010-12-06,1.1655182340535541,1.1655182340535541,1.1655182340535541,1.1655182340535541
2010-12-07,1.1667686855436383,1.1667686855436383,1.1667686855436383,1.1667686855436383
2010-12-08,1.1579046519428877,1.1579046519428877,1.1579046519428877,1.1579046519428877
2010-12-09,1.1614254474796055,1.1614254474796055,1.1614254474796055,1.1614254474796055
2010-12-10,1.1548022148520276,1.1548022148520276,1.1548022148520276,1.1548022148520276
2010-12-13,1.1549307876446269,1.1549307876446269,1.1549307876446269,1.1549307876446269
2010-12-14,1.149420525912435,1.149420525912435,1.149420525912435,1.149420525912435
2010-12-15,1.1528482729796325,1.1528482729796325,1.1528482729796325,1.1528482729796325
2010-12-16,1.155772275946089,1.155772275946089,1.155772275946089,1.155772275946089
2010-12-17,1.1726361663639697,1.1726361663639697,1.1726361663639697,1.1726361663639697
2010-12-20,1.1701979012017099,1.1701979012017099,1.1701979012017099,1.1701979012017099
2010-12-21,1.176049383258095,1.176049383258095,1.176049383258095,1.176049383258095
2010-12-22,1.1779289015576728,1.1779289015576728,1.1779289015576728,1.1779289015576728
2010-12-23,1.1784517073327068,1.1784517073327068,1.1784517073327068,1.1784517073327068
2010-12-24,1.174645026516357,1.174645026516357,1.174645026516357,1.174645026516357
2010-12-27,1.2019400395962103,1.2019400395962103,1.2019400395962103,1.2019400395962103
2010-12-28,1.2002513538823956,1.2002513538823956,1.2002513538823956,1.2002513538823956
2010-12-29,1.242415434440243,1.242415434440243,1.242415434440243,1.242415434440243
2010-12-30,1.2372563246123256,1.2372563246123256,1.2372563246123256,1.2372563246123256
2010-12-31,1.2571620134486898,1.2571620134486898,1.2571620134486898,1.2571620134486898
2011-01-03,1.2773766885230686,1.2773766885230686,1.2773766885230686,1.2773766885230686
2011-01-04,1.2450210424962171,1.2450210424962171,1.2450210424962171,1.2450210424962171
2011-01-05,1.2204502405717388,1.2204502405717388,1.2204502405717388,1.2204502405717388
2011-01-06,1.2423370696759193,1.2423370696759193,1.2423370696759193,1.2423370696759193
2011-01-07,1.2140269017855874,1.2140269017855874,1.2140269017855874,1.2140269017855874
2011-01-10,1.2232449249110025,1.2232449249110025,1.2232449249110025,1.2232449249110025
2011-01-11,1.2416675549446747,1.2416675549446747,1.2416675549446747,1.2416675549446747
2011-01-12,1.2591461299256828,1.2591461299256828,1.2591461299256828,1.2591461299256828
2011-01-13,1.264654454719826,1.264654454719826,1.264654454719826,1.264654454719826
2011-01-14,1.2635511882962438,1.2635511882962438,1.2635511882962438,1.2635511882962438
2011-01-17,1.24841180853552,1.24841180853552,1.24841180853552,1.24841180853552
2011-01-18,1.2698683349299213,1.2698683349299213,1.2698683349299213,1.2698683349299213
2011-01-19,1.2731364364795517,1.2731364364795517,1.2731364364795517,1.2731364364795517
2011-01-20,1.2684718449001677,1.2684718449001677,1.2684718449001677,1.2684718449001677
2011-01-21,1.2599107498435462,1.2599107498435462,1.2599107498435462,1.2599107498435462
2011-01-24,1.2634387777977223,1.2634387777977223,1.2634387777977223,1.2634387777977223
2011-01-25,1.2759667316498378,1.2759667316498378,1.2759667316498378,1.2759667316498378
2011-01-26,1.279244329393444,1.279244329393444,1.279244329393444,1.279244329393444
2011-01-27,1.2816841431411714,1.2816841431411714,1.2816841431411714,1.2816841431411714
2011-01-28,1.28883284929186,1.28883284929186,1.28883284929186,1.28883284929186
2011-02-08,1.283325625101397,1.283325625101397,1.283325625101397,1.283325625101397
2011-02-09,1.265663416481429,1.265663416481429,1.265663416481429,1.265663416481429
2011-02-10,1.2173884671980675,1.2173884671980675,1.2173884671980675,1.2173884671980675
2011-02-11,1.177119440899833,1.177119440899833,1.177119440899833,1.177119440899833
2011-02-14,1.190388216554541,1.190388216554541,1.190388216554541,1.190388216554541
2011-02-15,1.1840503416974397,1.1840503416974397,1.1840503416974397,1.1840503416974397
2011-02-16,1.1890188316166213,1.1890188316166213,1.1890188316166213,1.1890188316166213
2011-02-17,1.1723813091922928,1.1723813091922928,1.1723813091922928,1.1723813091922928
2011-02-18,1.2209864658021385,1.2209864658021385,1.2209864658021385,1.2209864658021385
2011-02-21,1.2121457218285803,1.2121457218285803,1.2121457218285803,1.2121457218285803
2011-02-22,1.1943694961216604,1.1943694961216604,1.1943694961216604,1.1943694961216604
2011-02-23,1.1847277961568579,1.1847277961568579,1.1847277961568579,1.1847277961568579
2011-02-24,1.1837506769377368,1.1837506769377368,1.1837506769377368,1.1837506769377368
2011-02-25,1.1730081682585012,1.1730081682585012,1.1730081682585012,1.1730081682585012
2011-03-01,1.1915117495402099,1.1915117495402099,1.1915117495402099,1.1915117495402099
2011-03-02,1.1759005979583463,1.1759005979583463,1.1759005979583463,1.1759005979583463
2011-03-03,1.194711035486611,1.194711035486611,1.194711035486611,1.194711035486611
2011-03-04,1.1995964012063254,1.1995964012063254,1.1995964012063254,1.1995964012063254
2011-03-07,1.2012978576759192,1.2012978576759192,1.2012978576759192,1.2012978576759192
2011-03-08,1.2015523490924946,1.2015523490924946,1.2015523490924946,1.2015523490924946
2011-03-09,1.2066847047418594,1.2066847047418594,1.2066847047418594,1.2066847047418594
2011-03-10,1.2021183863194875,1.2021183863194875,1.2021183863194875,1.2021183863194875
2011-03-11,1.194475619584905,1.194475619584905,1.194475619584905,1.194475619584905
2011-03-14,1.16854351162869,1.16854351162869,1.16854351162869,1.16854351162869
2011-03-15,1.1349120048509242,1.1349120048509242,1.1349120048509242,1.1349120048509242
2011-03-16,1.144865534399478,1.144865534399478,1.144865534399478,1.144865534399478
2011-03-17,1.1488822673950045,1.1488822673950045,1.1488822673950045,1.1488822673950045
2011-03-18,1.1535407996115559,1.1535407996115559,1.1535407996115559,1.1535407996115559
2011-03-21,1.1653594372283502,1.1653594372283502,1.1653594372283502,1.1653594372283502
2011-03-22,1.1874889275864557,1.1874889275864557,1.1874889275864557,1.1874889275864557
2011-03-23,1.199462526085165,1.199462526085165,1.199462526085165,1.199462526085165
2011-03-24,1.198538514010656,1.198538514010656,1.198538514010656,1.198538514010656
2011-03-25,1.2005934152092348,1.2005934152092348,1.2005934152092348,1.2005934152092348
2011-03-28,1.2029618475461001,1.2029618475461001,1.2029618475461001,1.2029618475461001
2011-03-29,1.209978788565708,1.209978788565708,1.209978788565708,1.209978788565708
2011-03-30,1.2233513796041575,1.2233513796041575,1.2233513796041575,1.2233513796041575
2011-03-31,1.226371148602469,1.226371148602469,1.226371148602469,1.226371148602469
2011-04-01,1.2249686787039242,1.2249686787039242,1.2249686787039242,1.2249686787039242
2011-04-06,1.240809704739343,1.240809704739343,1.240809704739343,1.240809704739343
2011-04-07,1.2405874211616597,1.2405874211616597,1.2405874211616597,1.2405874211616597
2011-04-08,1.2409854704471117,1.2409854704471117,1.2409854704471117,1.2409854704471117
2011-04-11,1.2329690659879833,1.2329690659879833,1.2329690659879833,1.2329690659879833
2011-04-12,1.2178010708146647,1.2178010708146647,1.2178010708146647,1.2178010708146647
2011-04-13,1.2166221759726805,1.2166221759726805,1.2166221759726805,1.2166221759726805
2011-04-14,1.2149776025128443,1.2149776025128443,1.2149776025128443,1.2149776025128443
2011-04-15,1.2027755801073408,1.2027755801073408,1.2027755801073408,1.2027755801073408
2011-04-18,1.2036131671288508,1.2036131671288508,1.2036131671288508,1.2036131671288508
2011-04-19,1.184213926233115,1.184213926233115,1.184213926233115,1.184213926233115
2011-04-20,1.2146336338866373,1.2146336338866373,1.2146336338866373,1.2146336338866373
2011-04-21,1.2513762147656993,1.2513762147656993,1.2513762147656993,1.2513762147656993
2011-04-22,1.2562728475852765,1.2562728475852765,1.2562728475852765,1.2562728475852765
2011-04-25,1.2667813561530215,1.2667813561530215,1.2667813561530215,1.2667813561530215
2011-04-26,1.2469859145313307,1.2469859145313307,1.2469859145313307,1.2469859145313307
2011-04-27,1.2704183522874908,1.2704183522874908,1.2704183522874908,1.2704183522874908
2011-04-28,1.2682443134221209,1.2682443134221209,1.2682443134221209,1.2682443134221209
2011-04-29,1.265643741249651,1.265643741249651,1.265643741249651,1.265643741249651
2011-05-03,1.2673269484495744,1.2673269484495744,1.2673269484495744,1.2673269484495744
2011-05-04,1.2609945750299503,1.2609945750299503,1.2609945750299503,1.2609945750299503
