date,static_90F_10T,E10S2_A_telco_to_financial,E10S2_B_telco_to_0050,E10S2_C_split_financial_0050
2010-01-04,1.0,1.0,1.0,1.0
2010-01-05,1.000372259702113,1.000372259702113,1.000372259702113,1.000372259702113
2010-01-06,1.0146168397322082,1.0146168397322082,1.0146168397322082,1.0146168397322082
2010-01-07,1.0050540094513047,1.0050540094513047,1.0050540094513047,1.0050540094513047
2010-01-08,1.0110817383945288,1.0110817383945288,1.0110817383945288,1.0110817383945288
2010-01-11,1.0104814448779447,1.0104814448779447,1.0104814448779447,1.0104814448779447
2010-01-12,1.005937344002772,1.005937344002772,1.005937344002772,1.005937344002772
2010-01-13,0.9898757840528217,0.9898757840528217,0.9898757840528217,0.9898757840528217
2010-01-14,0.9920360237792059,0.9920360237792059,0.9920360237792059,0.9920360237792059
2010-01-15,0.9970854734957478,0.9970854734957478,0.9970854734957478,0.9970854734957478
2010-01-18,0.9913924664534856,0.9913924664534856,0.9913924664534856,0.9913924664534856
2010-01-19,0.9866667460758853,0.9866667460758853,0.9866667460758853,0.9866667460758853
2010-01-20,0.9724381583202808,0.9724381583202808,0.9724381583202808,0.9724381583202808
2010-01-21,0.9728177071884262,0.9728177071884262,0.9728177071884262,0.9728177071884262
2010-01-22,0.9548494717083207,0.9548494717083207,0.9548494717083207,0.9548494717083207
2010-01-25,0.9461755028522787,0.9461755028522787,0.9461755028522787,0.9461755028522787
2010-01-26,0.9181000996035309,0.9181000996035309,0.9181000996035309,0.9181000996035309
2010-01-27,0.9181578795798007,0.9181578795798007,0.9181578795798007,0.9181578795798007
2010-01-28,0.9299977904197018,0.9299977904197018,0.9299977904197018,0.9299977904197018
2010-01-29,0.9275490957419947,0.9275490957419947,0.9275490957419947,0.9275490957419947
2010-02-01,0.9143880912874589,0.9143880912874589,0.9143880912874589,0.9143880912874589
2010-02-02,0.9033143483746906,0.9033143483746906,0.9033143483746906,0.9033143483746906
2010-02-03,0.9158266004801142,0.9158266004801142,0.9158266004801142,0.9158266004801142
2010-02-04,0.9133961950099898,0.9133961950099898,0.9133961950099898,0.9133961950099898
2010-02-05,0.8738701632872423,0.8738701632872423,0.8738701632872423,0.8738701632872423
2010-02-06,0.8716185155574787,0.8716185155574787,0.8716185155574787,0.8716185155574787
2010-02-08,0.8755428703117921,0.8755428703117921,0.8755428703117921,0.8755428703117921
2010-02-09,0.887907399194822,0.887907399194822,0.887907399194822,0.887907399194822
2010-02-10,0.8949763232365312,0.8949763232365312,0.8949763232365312,0.8949763232365312
2010-02-22,0.9237359061268794,0.9237359061268794,0.9237359061268794,0.9237359061268794
2010-02-23,0.924684394332545,0.924684394332545,0.924684394332545,0.924684394332545
2010-02-24,0.9199563022644879,0.9199563022644879,0.9199563022644879,0.9199563022644879
2010-02-25,0.9064344149256602,0.9064344149256602,0.9064344149256602,0.9064344149256602
2010-02-26,0.9126274404477838,0.9126274404477838,0.9126274404477838,0.9126274404477838
2010-03-01,0.9251405792424351,0.9251405792424351,0.9251405792424351,0.9251405792424351
2010-03-02,0.9262443935560598,0.9262443935560598,0.9262443935560598,0.9262443935560598
2010-03-03,0.9363567106685781,0.9363567106685781,0.9363567106685781,0.9363567106685781
2010-03-04,0.9200757711774216,0.9200757711774216,0.9200757711774216,0.9200757711774216
2010-03-05,0.9319364484082089,0.9319364484082089,0.9319364484082089,0.9319364484082089
2010-03-08,0.9361442594058289,0.9361442594058289,0.9361442594058289,0.9361442594058289
2010-03-09,0.9363016556614934,0.9363016556614934,0.9363016556614934,0.9363016556614934
2010-03-10,0.9422792247988087,0.9422792247988087,0.9422792247988087,0.9422792247988087
2010-03-11,0.9324433535428295,0.9324433535428295,0.9324433535428295,0.9324433535428295
2010-03-12,0.9321701922830142,0.9321701922830142,0.9321701922830142,0.9321701922830142
2010-03-15,0.9212959490224579,0.9212959490224579,0.9212959490224579,0.9212959490224579
2010-03-16,0.928631818979992,0.928631818979992,0.928631818979992,0.928631818979992
2010-03-17,0.9466059571163802,0.9466059571163802,0.9466059571163802,0.9466059571163802
2010-03-18,0.9514753753680842,0.9514753753680842,0.9514753753680842,0.9514753753680842
2010-03-19,0.9552845527022952,0.9552845527022952,0.9552845527022952,0.9552845527022952
2010-03-22,0.9463327585989808,0.9463327585989808,0.9463327585989808,0.9463327585989808
2010-03-23,0.9446150200415326,0.9446150200415326,0.9446150200415326,0.9446150200415326
2010-03-24,0.9413456599300403,0.9413456599300403,0.9413456599300403,0.9413456599300403
2010-03-25,0.9388545259961775,0.9388545259961775,0.9388545259961775,0.9388545259961775
2010-03-26,0.9401029148411578,0.9401029148411578,0.9401029148411578,0.9401029148411578
2010-03-29,0.9470858118877856,0.9470858118877856,0.9470858118877856,0.9470858118877856
2010-03-30,0.9538861944579397,0.9538861944579397,0.9538861944579397,0.9538861944579397
2010-03-31,0.9432832978272636,0.9432832978272636,0.9432832978272636,0.9432832978272636
2010-04-01,0.9557006657208819,0.9557006657208819,0.9557006657208819,0.9557006657208819
2010-04-02,0.9556315582587043,0.9556315582587043,0.9556315582587043,0.9556315582587043
2010-04-06,0.9559929063119709,0.9559929063119709,0.9559929063119709,0.9559929063119709
2010-04-07,0.9595440341658292,0.9595440341658292,0.9595440341658292,0.9595440341658292
2010-04-08,0.9632620007211206,0.9632620007211206,0.9632620007211206,0.9632620007211206
2010-04-09,0.969763205170806,0.969763205170806,0.969763205170806,0.969763205170806
2010-04-12,0.9703524605312115,0.9703524605312115,0.9703524605312115,0.9703524605312115
2010-04-13,0.9562578640362712,0.9562578640362712,0.9562578640362712,0.9562578640362712
2010-04-14,0.9610858743581728,0.9610858743581728,0.9610858743581728,0.9610858743581728
2010-04-15,0.9654959835804553,0.9654959835804553,0.9654959835804553,0.9654959835804553
2010-04-16,0.9588893007728179,0.9588893007728179,0.9588893007728179,0.9588893007728179
2010-04-19,0.9279229938979998,0.9279229938979998,0.9279229938979998,0.9279229938979998
2010-04-20,0.9301729214835052,0.9301729214835052,0.9301729214835052,0.9301729214835052
2010-04-21,0.9353882058713514,0.9353882058713514,0.9353882058713514,0.9353882058713514
2010-04-22,0.9276380938257512,0.9276380938257512,0.9276380938257512,0.9276380938257512
2010-04-23,0.9284708193019353,0.9284708193019353,0.9284708193019353,0.9284708193019353
2010-04-26,0.9490761109814866,0.9490761109814866,0.9490761109814866,0.9490761109814866
2010-04-27,0.9476789887978243,0.9476789887978243,0.9476789887978243,0.9476789887978243
2010-04-28,0.9318231777983818,0.9318231777983818,0.9318231777983818,0.9318231777983818
2010-04-29,0.929274222023252,0.929274222023252,0.929274222023252,0.929274222023252
2010-04-30,0.9365204068394787,0.9365204068394787,0.9365204068394787,0.9365204068394787
2010-05-03,0.9293685994356989,0.9293685994356989,0.9293685994356989,0.9293685994356989
2010-05-04,0.928905312753722,0.928905312753722,0.928905312753722,0.928905312753722
2010-05-05,0.9091748764933688,0.9091748764933688,0.9091748764933688,0.9091748764933688
2010-05-06,0.9025701944169194,0.9025701944169194,0.9025701944169194,0.9025701944169194
2010-05-07,0.8932835971038394,0.8932835971038394,0.8932835971038394,0.8932835971038394
2010-05-10,0.9000057795201516,0.9000057795201516,0.9000057795201516,0.9000057795201516
2010-05-11,0.8947472058248213,0.8947472058248213,0.8947472058248213,0.8947472058248213
2010-05-12,0.9031721647769583,0.9031721647769583,0.9031721647769583,0.9031721647769583
2010-05-13,0.9283611331255602,0.9283611331255602,0.9283611331255602,0.9283611331255602
2010-05-14,0.9261080943328076,0.9261080943328076,0.9261080943328076,0.9261080943328076
