date,adjusted_close,factor
2010-01-04,8.45011214509163,0.1495595069927722
2010-01-05,8.45011214509163,0.1495595069927722
2010-01-06,8.60714962743404,0.1495595069927722
2010-01-07,8.584715701385125,0.1495595069927722
2010-01-08,8.637061528832595,0.1495595069927722
2010-01-11,8.65949545488151,0.1495595069927722
2010-01-12,8.61462760278368,0.1495595069927722
2010-01-13,8.487502021839823,0.1495595069927722
2010-01-14,8.592193676734764,0.1495595069927722
2010-01-15,8.644539504182234,0.1495595069927722
2010-01-18,8.599671652084401,0.1495595069927722
2010-01-19,8.487502021839823,0.1495595069927722
2010-01-20,8.435156194392352,0.1495595069927722
2010-01-21,8.367854416245605,0.1495595069927722
2010-01-22,8.136037180406808,0.1495595069927722
2010-01-25,8.106125279008253,0.1495595069927722
2010-01-26,7.919175895267289,0.1495595069927722
2010-01-27,7.91169791991765,0.1495595069927722
2010-01-28,8.083691352959338,0.1495595069927722
2010-01-29,7.926653870616927,0.1495595069927722
2010-02-01,7.836918166421263,0.1495595069927722
2010-02-02,7.7546604375752395,0.1495595069927722
2010-02-03,7.889263993868734,0.1495595069927722
2010-02-04,7.859352092470179,0.1495595069927722
2010-02-05,7.590144979883189,0.1495595069927722
2010-02-06,7.657446758029938,0.1495595069927722
2010-02-08,7.605100930582467,0.1495595069927722
2010-02-09,7.709792585477407,0.1495595069927722
2010-02-10,7.792050314323432,0.1495595069927722
2010-02-22,7.866830067819818,0.1495595069927722
2010-02-23,7.866830067819818,0.1495595069927722
2010-02-24,7.814484240372348,0.1495595069927722
2010-02-25,7.724748536176684,0.1495595069927722
2010-02-26,7.709792585477407,0.1495595069927722
2010-03-01,7.896741969218372,0.1495595069927722
2010-03-02,7.8743080431694565,0.1495595069927722
2010-03-03,7.8743080431694565,0.1495595069927722
2010-03-04,7.80700626502271,0.1495595069927722
2010-03-05,7.919175895267289,0.1495595069927722
2010-03-08,8.023867550162228,0.1495595069927722
2010-03-09,8.046301476211145,0.1495595069927722
2010-03-10,8.046301476211145,0.1495595069927722
2010-03-11,8.023867550162228,0.1495595069927722
2010-03-12,8.01638957481259,0.1495595069927722
2010-03-15,7.904219944568012,0.1495595069927722
2010-03-16,7.941609821316204,0.1495595069927722
2010-03-17,8.098647303658614,0.1495595069927722
2010-03-18,8.136037180406808,0.1495595069927722
2010-03-19,8.113603254357892,0.1495595069927722
2010-03-22,8.031345525511869,0.1495595069927722
2010-03-23,7.978999698064397,0.1495595069927722
2010-03-24,8.001433624113313,0.1495595069927722
2010-03-25,8.001433624113313,0.1495595069927722
2010-03-26,8.0762133776097,0.1495595069927722
2010-03-29,8.150993131106086,0.1495595069927722
2010-03-30,8.143515155756447,0.1495595069927722
2010-03-31,8.113603254357892,0.1495595069927722
2010-04-01,8.188383007854279,0.1495595069927722
2010-04-02,8.188383007854279,0.1495595069927722
2010-04-06,8.270640736700303,0.1495595069927722
2010-04-07,8.28559668739958,0.1495595069927722
2010-04-08,8.23325085995211,0.1495595069927722
