book,alpha,year,ret_delta_pp,mdd_improve_pp,available,book_ret,base_ret,book_mdd,base_mdd,n_days
BASE,0.0,2011,,,False,,,,,
BASE,0.0,2015,0.0,0.0,True,-0.0320928120212719,-0.0320928120212719,-0.1364659035219743,-0.1364659035219743,244.0
BASE,0.0,2018,0.0,0.0,True,0.09175922087722732,0.09175922087722732,-0.06979967680852917,-0.06979967680852917,247.0
BASE,0.0,2020,0.0,0.0,True,-0.036932316064959725,-0.036932316064959725,-0.2263873534222821,-0.2263873534222821,245.0
BASE,0.0,2022,0.0,0.0,True,0.055296315757585646,0.055296315757585646,-0.16713069839858075,-0.16713069839858075,246.0
BASE,0.0,2023,0.0,0.0,True,0.07017753239194047,0.07017753239194047,-0.06971432752138362,-0.06971432752138362,238.0
BASE,0.0,2024,0.0,0.0,True,0.21240558930264952,0.21240558930264952,-0.06880354903338959,-0.06880354903338959,242.0
BLEND_A05,0.05,2011,,,False,,,,,
BLEND_A05,0.05,2015,-0.3656898781517315,-0.08355516623775872,True,-0.035749710802789214,-0.0320928120212719,-0.13730145518435188,-0.1364659035219743,244.0
BLEND_A05,0.05,2018,-0.7503092351201612,0.011348947745681848,True,0.08425612852602571,0.09175922087722732,-0.06968618733107235,-0.06979967680852917,247.0
BLEND_A05,0.05,2020,1.0212376829177305,0.8526551636099389,True,-0.02671993923578242,-0.036932316064959725,-0.21786080178618272,-0.2263873534222821,245.0
BLEND_A05,0.05,2022,-2.652818751304342,-1.9170890673219088,True,0.028768128244542224,0.055296315757585646,-0.18630158907179983,-0.16713069839858075,246.0
BLEND_A05,0.05,2023,3.534621973426111,0.12326423153424804,True,0.10552375212620158,0.07017753239194047,-0.06848168520604114,-0.06971432752138362,238.0
BLEND_A05,0.05,2024,-2.5930201434478217,0.21164817498824373,True,0.1864753878681713,0.21240558930264952,-0.06668706728350715,-0.06880354903338959,242.0
BLEND_A10,0.1,2011,,,False,,,,,
BLEND_A10,0.1,2015,-0.5250101251803585,-0.15377056340741824,True,-0.037342913273075484,-0.0320928120212719,-0.13800360915604848,-0.1364659035219743,244.0
BLEND_A10,0.1,2018,-1.094533741843029,0.2049403463040611,True,0.08081388345879703,0.09175922087722732,-0.06775027334548855,-0.06979967680852917,247.0
BLEND_A10,0.1,2020,0.9638785621818191,0.9515469291229706,True,-0.027293530443141534,-0.036932316064959725,-0.2168718841310524,-0.2263873534222821,245.0
BLEND_A10,0.1,2022,-3.2858681231833,-1.8989999070322283,True,0.022437634525752648,0.055296315757585646,-0.18612069746890303,-0.16713069839858075,246.0
BLEND_A10,0.1,2023,4.451163654735679,0.1815931951470784,True,0.11468916893929726,0.07017753239194047,-0.06789839556991284,-0.06971432752138362,238.0
BLEND_A10,0.1,2024,-3.626607963431261,0.2985089156869458,True,0.1761395096683369,0.21240558930264952,-0.06581845987652013,-0.06880354903338959,242.0
BLEND_A25,0.25,2011,,,False,,,,,
BLEND_A25,0.25,2015,-0.7635137874030584,0.2226033252972881,True,-0.03972794989530248,-0.0320928120212719,-0.13423987026900142,-0.1364659035219743,244.0
BLEND_A25,0.25,2018,-1.5308421461462052,0.4151439212430219,True,0.07645079941576527,0.09175922087722732,-0.06564823759609895,-0.06979967680852917,247.0
BLEND_A25,0.25,2020,1.135524116485076,0.6305583183869756,True,-0.025577074900108965,-0.036932316064959725,-0.22008177023841236,-0.2263873534222821,245.0
BLEND_A25,0.25,2022,-2.931212231921121,-1.3807707639685085,True,0.025984193438374437,0.055296315757585646,-0.18093840603826583,-0.16713069839858075,246.0
BLEND_A25,0.25,2023,5.598246547659147,0.36625143244191083,True,0.12615999786853194,0.07017753239194047,-0.06605181319696452,-0.06971432752138362,238.0
BLEND_A25,0.25,2024,-6.877653307736198,0.6751083298663585,True,0.14362905622528754,0.21240558930264952,-0.062052465734726,-0.06880354903338959,242.0
FULL_E45,1.0,2011,,,False,,,,,
FULL_E45,1.0,2015,-0.6635996113604992,0.8460505881924485,True,-0.03872880813487689,-0.0320928120212719,-0.1280053976400498,-0.1364659035219743,244.0
FULL_E45,1.0,2018,-1.5831996429589656,0.8363247051791034,True,0.07592722444763766,0.09175922087722732,-0.06143642975673813,-0.06979967680852917,247.0
FULL_E45,1.0,2020,-1.2487984523659068,1.8803690923791416,True,-0.04942030058861879,-0.036932316064959725,-0.2075836624984907,-0.2263873534222821,245.0
FULL_E45,1.0,2022,-2.092704712718807,0.18754848607772656,True,0.034369268630397576,0.055296315757585646,-0.16525521353780348,-0.16713069839858075,246.0
FULL_E45,1.0,2023,4.341173214219518,0.39101861065847787,True,0.11358926453413565,0.07017753239194047,-0.06580414141479884,-0.06971432752138362,238.0
FULL_E45,1.0,2024,-11.187437322801497,0.9668799409459528,True,0.10053121607463456,0.21240558930264952,-0.05913474962393006,-0.06880354903338959,242.0
