window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end,score
mtd,2026-09-01,2026-09-24,18,1.6550552620278753,-0.02409371219800438,1.7022421581307015,-0.024166995544732228,-0.00732833467278482,-4.7186896102826115,1.0011891135984712,-2.3666731398140906
ytd,2026-01-01,2026-09-24,176,0.5204740149871934,-0.06205025051794255,0.5310984841378477,-0.060198702364316126,0.18515481536264256,-1.0624469150654292,1.004847337647143,-0.34606864217007205
trailing_1y,2025-09-24,2026-09-24,242,0.38559715679116,-0.06205025051794266,0.3951093956067129,-0.06019870236431635,0.18515481536263145,-0.9512238815552854,1.0065644348400307,-0.29045712541501123
heldout_2019_plus,2019-01-01,2026-09-24,1870,0.15581718343736073,-0.14685458164180643,0.1611856015586277,-0.14906381698122462,-0.22092353394181918,-0.5368418121266982,1.0349658176646963,-0.4893444400051683
sealed_2023_plus,2023-01-01,2026-09-24,893,0.18316450361122594,-0.06390696737930512,0.1892473722763921,-0.06366890821524018,0.0238059164064941,-0.6082868665166163,1.01831728621416,-0.2803375168518141
full,2012-12-04,2026-09-24,3365,0.12292414632250459,-0.14685458164180654,0.1261138634782224,-0.14906381698122473,-0.22092353394181918,-0.31897171557178083,1.0385912989565098,-0.3804093917277096
