signal_date,run_utc,model,exposure,cash_target,2801,2834,2880,2881,2882,2884,2885,2886,2890,2891,2892,5880
2026-08-24,2026-08-25T00:25:35.901159+00:00,D,1.0,0.0382978723404255,0.1297872340425532,0.1297872340425532,0.0,0.1202127659574468,0.1202127659574468,0.1617021276595744,0.0,0.0,0.1,0.0,0.1,0.1
2026-08-24,2026-08-25T00:25:35.901159+00:00,E4,0.7847869863429289,0.2473146011254591,0.1002995500037364,0.0872613449902619,0.0623953080342994,0.0918853362680355,0.0998827228099879,0.011499525054738,0.0769699853410469,0.01058608872455,0.063790923854117,0.0409644254306478,0.0696667678668532,0.0374834204962663
2026-08-25,2026-08-25T09:07:38.980786+00:00,D,1.0,0.0382978723404255,0.1297872340425532,0.1297872340425532,0.0,0.1202127659574468,0.1202127659574468,0.1617021276595744,0.0,0.0,0.1,0.0,0.1,0.1
2026-08-25,2026-08-25T09:07:38.980786+00:00,E4,0.7847869863429289,0.2473146011254591,0.1002995500037364,0.0872613449902619,0.0623953080342994,0.0918853362680355,0.0998827228099879,0.011499525054738,0.0769699853410469,0.01058608872455,0.063790923854117,0.0409644254306478,0.0696667678668532,0.0374834204962663
2026-08-26,2026-08-26T09:10:47.914586+00:00,D,1.0,0.0382978723404255,0.1297872340425532,0.1297872340425532,0.0,0.1202127659574468,0.1202127659574468,0.1617021276595744,0.0,0.0,0.1,0.0,0.1,0.1
2026-08-26,2026-08-26T09:10:47.914586+00:00,E4,0.7847869863429289,0.2473146011254591,0.1002995500037364,0.0872613449902619,0.0623953080342994,0.0918853362680355,0.0998827228099879,0.011499525054738,0.0769699853410469,0.01058608872455,0.063790923854117,0.0409644254306478,0.0696667678668532,0.0374834204962663
2026-08-27,2026-08-27T19:12:28.164847+00:00,D,1.0,0.3,0.0,0.2,0.1340425531914893,0.0,0.0,0.1159574468085106,0.0,0.1340425531914893,0.1159574468085106,0.0,0.0,0.0
2026-08-27,2026-08-27T19:12:28.164847+00:00,E4,0.7847869863429289,0.2480554418717672,0.0752246625028023,0.1046853580598429,0.0467964810257245,0.1190067885633412,0.0749120421074909,0.0313751175972713,0.0804779628120031,0.0342382793836277,0.0478431928905878,0.0307233190729859,0.0785487887403551,0.0281125653721997
2026-08-28,2026-08-28T20:18:52.646377+00:00,D,1.0,0.3,0.0,0.2,0.1340425531914893,0.0,0.0,0.1159574468085106,0.0,0.1340425531914893,0.1159574468085106,0.0,0.0,0.0
2026-08-28,2026-08-28T20:18:52.646377+00:00,E4,0.7955476370257825,0.2377451119813644,0.0762561096725627,0.1061207572054643,0.0474381335942147,0.1206385568047921,0.0759392027652056,0.0318053192780752,0.0815814409029474,0.0347077394674983,0.0484991975073909,0.0311445835818468,0.0796258148530522,0.0284980323855849
2026-08-31,2026-08-31T16:17:52.969629+00:00,D,1.0,0.3,0.0,0.2,0.1340425531914893,0.0,0.0,0.1159574468085106,0.0,0.1340425531914893,0.1159574468085106,0.0,0.0,0.0
2026-08-31,2026-08-31T16:17:52.969629+00:00,E4,0.7955476370257825,0.2377451119813644,0.0762561096725627,0.1061207572054643,0.0474381335942147,0.1206385568047921,0.0759392027652056,0.0318053192780752,0.0815814409029474,0.0347077394674983,0.0484991975073909,0.0311445835818468,0.0796258148530522,0.0284980323855849
2026-09-01,2026-09-01T16:34:35.052582+00:00,D,1.0,0.3,0.0,0.2,0.1340425531914893,0.0,0.0,0.1159574468085106,0.0,0.1340425531914893,0.1159574468085106,0.0,0.0,0.0
2026-09-01,2026-09-01T16:34:35.052582+00:00,E4,0.7955476370257825,0.2377451119813644,0.0762561096725627,0.1061207572054643,0.0474381335942147,0.1206385568047921,0.0759392027652056,0.0318053192780752,0.0815814409029474,0.0347077394674983,0.0484991975073909,0.0311445835818468,0.0796258148530522,0.0284980323855849
2026-09-02,2026-09-02T12:53:12.811988+00:00,D,1.0,0.3,0.0,0.2,0.1340425531914893,0.0,0.0,0.1159574468085106,0.0,0.1340425531914893,0.1159574468085106,0.0,0.0,0.0
2026-09-02,2026-09-02T12:53:12.811988+00:00,E4,0.7955476370257825,0.2377451119813644,0.0762561096725627,0.1061207572054643,0.0474381335942147,0.1206385568047921,0.0759392027652056,0.0318053192780752,0.0815814409029474,0.0347077394674983,0.0484991975073909,0.0311445835818468,0.0796258148530522,0.0284980323855849
2026-09-03,2026-09-03T12:57:07.871946+00:00,D,1.0,0.3,0.0,0.2,0.1340425531914893,0.0,0.0,0.1159574468085106,0.0,0.1340425531914893,0.1159574468085106,0.0,0.0,0.0
2026-09-03,2026-09-03T12:57:07.871946+00:00,E4,0.7955476370257825,0.2377451119813644,0.0762561096725627,0.1061207572054643,0.0474381335942147,0.1206385568047921,0.0759392027652056,0.0318053192780752,0.0815814409029474,0.0347077394674983,0.0484991975073909,0.0311445835818468,0.0796258148530522,0.0284980323855849
2026-09-04,2026-09-04T12:50:38.501228+00:00,D,1.0,0.30000000000000004,0.0,0.2,0.13404255319148936,0.0,0.0,0.11595744680851064,0.0,0.13404255319148936,0.11595744680851064,0.0,0.0,0.0
2026-09-04,2026-09-04T12:50:38.501228+00:00,E4,0.8057702551744933,0.22795029858548177,0.07723598448383516,0.10748438639380463,0.048047703534280416,0.12218873663417043,0.07691500539003457,0.03221401087483883,0.08262974508934456,0.03515372654717552,0.04912240189335396,0.03154478486526484,0.08064898966011452,0.02886422604830078
