window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end,score
mtd,2026-09-01,2026-09-16,12,6.283550207762418,-0.009311955303689445,6.9431392221540875,-0.004440301451554829,0.48716538521346164,-65.95890143916697,1.0037912628308783,-32.492285334370024
ytd,2026-01-01,2026-09-16,170,0.6455624519203695,-0.11789581640515545,0.6388286891259691,-0.07603585106249977,4.185996534265568,0.6733762794400411,0.9972538597761682,3.8493083945455475
trailing_1y,2025-09-16,2026-09-16,242,0.48349030748022725,-0.11789581640515534,0.45980839972148013,-0.07603585106249977,4.185996534265557,2.3681907758747123,0.9847278349762993,3.0019011463282013
heldout_2019_plus,2019-01-01,2026-09-16,1864,0.16249652257194325,-0.2592133802126809,0.15559737611288837,-0.24884746391429324,1.0365916298387678,0.6899146459054872,0.9569485999140989,0.6916343068860242
sealed_2023_plus,2023-01-01,2026-09-16,887,0.23701985197838304,-0.11789581640515556,0.20857752418830122,-0.10648379053207901,1.1412025873076548,2.8442327790081823,0.9214719140377863,-0.28091380219643636
full,2012-12-04,2026-09-16,3359,0.12764775409030005,-0.25921338021268103,0.12528925365079635,-0.24884746391429313,1.03659162983879,0.23585004395036968,0.9724860469075987,0.9186666078636052
