date,nav_base,nav_chal,rel_chal_vs_base
2012-12-04,500000000.0,500000000.0,1.0
2012-12-05,500940511.21989167,500960823.96091014,1.0000405492080666
2012-12-06,500770541.429113,500779079.4335797,1.0000170497338807
2012-12-07,500852741.45812535,500863228.920421,1.000020939213121
2012-12-10,497491009.79208136,497689285.1757976,1.0003985506869744
2012-12-11,498186597.36229795,498616931.3682535,1.0008638008493886
2012-12-12,503535191.01925147,503631950.13783765,1.0001921595954204
2012-12-13,505377891.01925147,505461950.13783765,1.0001663292361616
2012-12-14,504783741.01925147,504824000.13783765,1.0000797551809115
2012-12-17,501825091.01925147,501982100.13783765,1.000312876182152
2012-12-18,502621675.5928233,502883544.2868808,1.0005210055729263
2012-12-19,504288125.5928233,504672344.2868808,1.0007619031156163
2012-12-20,498480225.5928233,498639694.2868808,1.0003199097694755
2012-12-21,492143625.5928233,492919444.2868808,1.0015764070765378
2012-12-22,493220825.5928233,493706694.2868808,1.0009850936311813
2012-12-24,493777125.5928233,493969944.2868808,1.0003904974209286
2012-12-25,499531575.5928233,499821144.2868808,1.0005796804610676
2012-12-26,497343425.5928233,497756494.2868808,1.0008305502250585
2012-12-27,498361225.5928233,498953594.2868808,1.0011886331914222
2012-12-28,501802813.685703,502388955.3199522,1.0011680716374307
2013-01-02,506629213.685703,506968655.3199522,1.000670000120561
2013-01-03,508294163.685703,508781755.3199522,1.0009592705741763
2013-01-04,503777113.685703,504344855.3199522,1.0011269698817709
2013-01-07,501688063.685703,501995155.3199522,1.000612116684605
2013-01-08,501751363.685703,502016555.3199522,1.0005285319651176
2013-01-09,501035563.685703,501397805.3199522,1.0007229858726685
2013-01-10,508149513.685703,508504505.3199522,1.0006985968198108
2013-01-11,508360913.685703,508655105.3199522,1.0005787062426108
2013-01-14,508255863.685703,508588655.3199522,1.000654771854152
2013-01-15,506087763.685703,506618255.3199522,1.0010482206295324
2013-01-16,502640763.685703,503062705.3199522,1.0008394496919732
2013-01-17,499278213.685703,500088655.3199522,1.0016232265138638
2013-01-18,503953663.685703,504278755.3199522,1.0006450823908524
2013-01-21,503325613.685703,503897805.3199522,1.00113682200685
2013-01-22,505675194.40159565,505975973.3645719,1.0005948066393333
2013-01-23,505116686.70106477,505500582.70409817,1.000760014493959
2013-01-24,501744636.7010648,502345482.70409817,1.0011975135538744
2013-01-25,500074886.7010648,500536882.70409817,1.0009238536373644
2013-01-28,505781661.2609667,505840423.66280454,1.000116181361126
2013-01-29,509091561.2609667,509002373.66280454,0.999824810299465
2013-01-30,509678411.2609667,509693623.66280454,1.0000298470594433
2013-01-31,513760011.2609667,513253223.66280454,0.9990135713425451
2013-02-01,514910661.2609667,514800273.66280454,0.999785617959644
2013-02-04,530102961.2609667,529505023.66280454,0.9988720349783751
2013-02-05,527521461.2609667,527371273.66280454,0.9997152957572509
2013-02-06,530585611.2609667,530073173.66280454,0.9990342037415143
2013-02-18,531266161.2609668,530787173.66280454,0.9990984037134506
2013-02-19,529216161.2609667,528988623.66280454,0.9995700479032613
2013-02-20,536823711.2609667,536700873.66280454,0.9997711770259298
2013-02-21,529708361.2609667,529922073.66280454,1.0004034529515997
2013-02-22,529227311.2609667,529481773.66280454,1.0004808187265157
2013-02-23,533492111.2609667,533238023.66280454,0.9995237275438589
2013-02-25,528707011.2609667,528688673.66280454,0.9999653161433997
2013-02-26,526624011.2609667,526817623.66280454,1.0003676482608042
2013-02-27,525887461.2609667,525657173.66280454,0.999562097187847
2013-03-01,529413611.2609667,529123723.66280454,0.9994524364466721
2013-03-04,521076311.2609667,521102323.66280454,1.0000499205227251
2013-03-05,525848311.2609667,525661273.66280454,0.9996443126389174
2013-03-06,525143611.2609667,525256423.66280454,1.0002148220018652
2013-03-07,526065711.2609667,526241323.66280454,1.000333822178634
2013-03-08,534446161.2609667,534100973.66280454,0.9993541209139799
2013-03-11,533546061.2609667,533332623.66280454,0.9995999640637253
2013-03-12,529166361.2609667,528935473.66280454,0.9995636767280294
2013-03-13,528934861.2609667,528573773.66280454,0.9993173306873717
2013-03-14,527964835.14796597,527895920.4046049,0.9998694709594783
2013-03-15,527224802.86308163,526348309.62405807,0.9983375341329471
2013-03-18,518936402.86308163,518853759.62405807,0.999840744957248
2013-03-19,518633152.86308163,518399509.62405807,0.9995495019210906
2013-03-20,515914702.86308163,515972109.62405807,1.0001112718064786
2013-03-21,515506252.86308163,515450609.62405807,0.9998920609813857
2013-03-22,513088802.86308163,512981559.62405807,0.999790985033341
2013-03-25,520461202.86308163,520486909.62405807,1.0000493922713836
2013-03-26,518637752.86308163,519087209.62405807,1.0008666101888943
2013-03-27,522803102.86308163,523053009.62405807,1.000478013155637
2013-03-28,521388702.86308163,521799309.62405807,1.000787525235437
2013-03-29,523699502.86308163,524072309.62405807,1.0007118715197136
2013-04-01,521649152.86308163,521934059.62405807,1.0005461654819388
2013-04-02,520165852.86308163,520468909.62405807,1.0005826156394317
