date,nav_base,nav_m2_reloc_bil_fx_c35,rel_chal_vs_base
2013-02-05,3156949.4881515,3152423.704534876,0.9985664060721878
2013-02-06,3175749.4881515,3169959.5576129896,0.9981768302065033
2013-02-18,3183449.4881515,3178174.332485769,0.9983429435003242
2013-02-19,3173049.4881515,3167803.8485316522,0.998346814432162
2013-02-20,3217399.4881515,3211542.7396028116,0.9981796638651008
2013-02-21,3176849.4881515,3172486.5475779288,0.9986266454895507
2013-02-22,3174449.4881515,3169925.0135315685,0.9985747214952329
2013-02-23,3198349.4881515,3193275.0135315685,0.9984134083411678
2013-02-25,3171749.4881515,3168069.484481852,0.9988397558875961
2013-02-26,3158649.4881515,3155419.0087665594,0.998977259301148
2013-02-27,3154499.4881515,3150940.92348068,0.9988719083061557
2013-03-01,3174099.4881515,3169158.195521391,0.9984432458249799
2013-03-04,3124299.4881515,3121402.1835281285,0.9990726546432699
2013-03-05,3151749.4881515,3147824.1054705023,0.9987545384886221
2013-03-06,3147699.4881515,3144253.3728163596,0.9989051955727947
2013-03-07,3152549.4881515,3148974.5595010356,0.9988660198154223
2013-03-08,3201349.4881515,3196369.484481852,0.9984444048711084
2013-03-11,3196249.4881515,3191423.878455236,0.9984902274637345
2013-03-12,3171849.4881515,3167702.659243421,0.9986926148533941
2013-03-13,3169849.4881515,3166357.287460325,0.9988983070949493
2013-03-14,3164549.4881515,3161123.65143997,0.9989174330424103
2013-03-15,3158999.4881515,3154190.2424348807,0.9984776047813058
2013-03-18,3111899.4881515,3109584.8825744055,0.9992562081179334
2013-03-19,3111149.4881515,3108968.057335975,0.9992988344585072
2013-03-20,3096449.4881515,3094800.7563822516,0.9994675412030595
2013-03-21,3094149.4881515,3092533.9311438208,0.999477867176791
2013-03-22,3079799.4881515,3078887.7452669498,0.9997039603103846
2013-03-25,3123199.4881515,3121216.3923324514,0.9993650434989594
2013-03-26,3112599.4881515,3111071.381287305,0.9995090576638557
2013-03-27,3137699.4881515,3135815.678759513,0.999399620837145
2013-03-28,3129899.4881515,3128354.1092465944,0.9995062528650662
2013-03-29,3142799.4881515,3140888.4263127493,0.9993919237145241
2013-04-01,3130649.4881515,3128999.3292363747,0.9994729020539123
2013-04-02,3120799.4881515,3119637.7452669498,0.9996277419010863
2013-04-03,3134399.4881515,3132782.9797132364,0.9994842685355283
2013-04-08,3053099.4881515,3054868.8841193737,1.000579540881239
2013-04-09,3055899.4881515,3057135.7021295517,1.0004045335858869
2013-04-10,3055949.4881515,3056725.19864398,1.0002538361630282
2013-04-11,3067699.4881515,3068782.83838172,1.0003531474430283
2013-04-12,3060149.4881515,3062058.834664335,1.000623938967762
2013-04-15,3044849.4881515,3047151.0101820026,1.0007558738254414
2013-04-16,3039099.4881515,3042001.0101820026,1.0009547308476787
2013-04-17,3007249.4881515,3012302.372273601,1.001680234427509
2013-04-18,3008099.4881515,3012517.8263140013,1.001468813840734
2013-04-19,3051349.4881515,3050313.5929610813,0.9996605124406623
2013-04-22,3054999.4881515,3053812.6849000156,0.9996115209655231
2013-04-23,3061449.4881515,3058538.7099582497,0.9990492156723423
2013-04-24,3075499.4881515,3070440.526080381,0.9983550762760297
2013-04-25,3067999.4881515,3063231.408750266,0.9984458669502233
