fill_id,signal_date,fill_date,code,sleeve,side,quantity,fill_price,fill_price_adj,ohlc_basis,t1_drag_vs_signal_ext_pct,dh_exposure,cool_exposure_cf,defense_dh,defense_cool_cf,e16_financial,e16_telecom,e16_0050,mechanisms,extremes
2026-09-01-2886-BUY,2026-09-01,2026-09-02,2886,FIN,BUY,63000,48.274125,48.274125,adj_close_scaled,0.362,,1.0,False,False,0.8101534576014104,0.109550136957997,0.0802964054405925,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 4.7161, 'low': 46.1, 'high': 50.9, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 7.3952, 'low': 44.95, 'high': 52.9, 'n_bars': 38}}"
2026-09-01-2892-BUY,2026-09-01,2026-09-02,2892,FIN,BUY,85000,35.567775,35.567775,adj_close_scaled,1.6222,,1.0,False,False,0.8101534576014104,0.109550136957997,0.0802964054405925,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.9708, 'low': 33.25, 'high': 38.1, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 9.6079, 'low': 32.45, 'high': 40.95, 'n_bars': 38}}"
2026-09-01-5880-BUY,2026-09-01,2026-09-02,5880,FIN,BUY,120000,25.6128,25.6128,adj_close_scaled,1.2364,,1.0,False,False,0.8101534576014104,0.109550136957997,0.0802964054405925,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 3.0696, 'low': 24.85, 'high': 26.85, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 7.3912, 'low': 23.85, 'high': 27.6, 'n_bars': 38}}"
2026-09-02-2412-SELL,2026-09-02,2026-09-03,2412,TEL,SELL,27000,137.43125,137.43125,adj_close_scaled,0.05,,1.0,False,False,0.8276311681627325,0.0896626027184977,0.0827062291187696,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 1.483, 'low': 135.0, 'high': 139.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 5.869, 'low': 135.0, 'high': 146.0, 'n_bars': 37}}"
2026-09-02-3045-SELL,2026-09-02,2026-09-03,3045,TEL,SELL,32000,115.942,115.942,adj_close_scaled,0.05,,1.0,False,False,0.8276311681627325,0.0896626027184977,0.0827062291187696,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 3.3817, 'low': 113.5, 'high': 120.0, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 7.6159, 'low': 107.5, 'high': 125.5, 'n_bars': 37}}"
2026-09-02-4904-SELL,2026-09-02,2026-09-03,4904,TEL,SELL,36000,102.44875,102.44875,adj_close_scaled,0.05,,1.0,False,False,0.8276311681627325,0.0896626027184977,0.0827062291187696,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 2.4298, 'low': 99.8, 'high': 105.0, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 4.6988, 'low': 98.1, 'high': 107.5, 'n_bars': 37}}"
2026-09-02-0050-BUY,2026-09-02,2026-09-03,0050,0050,BUY,31000,106.95345,106.95345,adj_close_scaled,0.2845,,1.0,False,False,0.8276311681627325,0.0896626027184977,0.0827062291187696,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 1.8604, 'low': 105.0, 'high': 110.75, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 4.8049, 'low': 102.05, 'high': 113.75, 'n_bars': 37}}"
2026-09-02-2880-BUY,2026-09-02,2026-09-03,2880,FIN,BUY,51000,42.92144999999999,42.92145,adj_close_scaled,3.4252,,1.0,False,False,0.8276311681627325,0.0896626027184977,0.0827062291187696,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 9.0761, 'low': 39.35, 'high': 45.6, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 12.9512, 'low': 38.0, 'high': 48.3, 'n_bars': 37}}"
2026-09-02-2886-BUY,2026-09-02,2026-09-03,2886,FIN,BUY,45000,49.0245,49.0245,adj_close_scaled,2.0281,,1.0,False,False,0.8276311681627325,0.0896626027184977,0.0827062291187696,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.3438, 'low': 46.1, 'high': 50.9, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 9.0645, 'low': 44.95, 'high': 52.9, 'n_bars': 37}}"
2026-09-02-2892-BUY,2026-09-02,2026-09-03,2892,FIN,BUY,61000,36.268125,36.268125,adj_close_scaled,2.4523,,1.0,False,False,0.8276311681627325,0.0896626027184977,0.0827062291187696,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 8.9133, 'low': 33.3, 'high': 38.25, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 11.7662, 'low': 32.45, 'high': 40.95, 'n_bars': 37}}"
2026-09-02-5880-BUY,2026-09-02,2026-09-03,5880,FIN,BUY,84000,26.31315,26.31315,adj_close_scaled,3.1888,,1.0,False,False,0.8276311681627325,0.0896626027184977,0.0827062291187696,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 5.4635, 'low': 24.95, 'high': 26.85, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 10.3277, 'low': 23.85, 'high': 27.6, 'n_bars': 37}}"
2026-09-03-0050-SELL,2026-09-03,2026-09-04,0050,0050,SELL,20000,107.64615,107.64615,adj_close_scaled,-0.2292,,1.0,False,False,0.8510772844884973,0.0757884877563883,0.0731342277551144,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 2.8026, 'low': 105.0, 'high': 110.75, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 5.366, 'low': 102.05, 'high': 113.75, 'n_bars': 36}}"
2026-09-03-2412-SELL,2026-09-03,2026-09-04,2412,TEL,SELL,19000,137.931,137.931,adj_close_scaled,0.4108,,1.0,False,False,0.8510772844884973,0.0757884877563883,0.0731342277551144,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 1.8285, 'low': 135.0, 'high': 140.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 5.5267, 'low': 135.0, 'high': 146.0, 'n_bars': 36}}"
2026-09-03-3045-SELL,2026-09-03,2026-09-04,3045,TEL,SELL,23000,117.44125,117.44125,adj_close_scaled,0.4735,,1.0,False,False,0.8510772844884973,0.0757884877563883,0.0731342277551144,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 2.9411, 'low': 113.5, 'high': 121.0, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 6.4213, 'low': 107.5, 'high': 125.5, 'n_bars': 36}}"
2026-09-03-4904-SELL,2026-09-03,2026-09-04,4904,TEL,SELL,26000,102.9485,102.9485,adj_close_scaled,0.5329,,1.0,False,False,0.8510772844884973,0.0757884877563883,0.0731342277551144,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 2.4185, 'low': 99.8, 'high': 105.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 4.234, 'low': 98.1, 'high': 107.5, 'n_bars': 36}}"
2026-09-03-2880-BUY,2026-09-03,2026-09-04,2880,FIN,BUY,62000,43.771875,43.771875,adj_close_scaled,2.6304,,1.0,False,False,0.8510772844884973,0.0757884877563883,0.0731342277551144,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 11.2373, 'low': 39.35, 'high': 45.9, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 15.1891, 'low': 38.0, 'high': 48.3, 'n_bars': 36}}"
2026-09-03-2886-BUY,2026-09-03,2026-09-04,2886,FIN,BUY,53000,50.8254,50.8254,adj_close_scaled,3.9374,,1.0,False,False,0.8510772844884973,0.0757884877563883,0.0731342277551144,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 9.1845, 'low': 46.55, 'high': 51.9, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 13.071, 'low': 44.95, 'high': 52.9, 'n_bars': 36}}"
2026-09-03-2892-BUY,2026-09-03,2026-09-04,2892,FIN,BUY,73000,36.968475,36.968475,adj_close_scaled,2.4057,,1.0,False,False,0.8510772844884973,0.0757884877563883,0.0731342277551144,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 10.5186, 'low': 33.45, 'high': 39.05, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 13.9244, 'low': 32.45, 'high': 40.95, 'n_bars': 36}}"
2026-09-03-5880-BUY,2026-09-03,2026-09-04,5880,FIN,BUY,91000,26.71335,26.71335,adj_close_scaled,1.7651,,1.0,False,False,0.8510772844884973,0.0757884877563883,0.0731342277551144,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.6401, 'low': 25.05, 'high': 27.2, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 12.0057, 'low': 23.85, 'high': 27.6, 'n_bars': 36}}"
2026-09-04-2412-SELL,2026-09-04,2026-09-07,2412,TEL,SELL,16000,138.43075000000002,138.43075,adj_close_scaled,-0.3121,,1.0,False,False,0.8584151489712601,0.0643413658172912,0.0772434852114485,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 2.8556, 'low': 135.0, 'high': 142.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 5.1844, 'low': 135.0, 'high': 146.0, 'n_bars': 35}}"
2026-09-04-3045-SELL,2026-09-04,2026-09-07,3045,TEL,SELL,19000,117.941,117.941,adj_close_scaled,0.05,,1.0,False,False,0.8584151489712601,0.0643413658172912,0.0772434852114485,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 2.9292, 'low': 113.5, 'high': 121.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 6.0231, 'low': 107.5, 'high': 125.5, 'n_bars': 35}}"
2026-09-04-4904-SELL,2026-09-04,2026-09-07,4904,TEL,SELL,21000,104.44775,104.44775,adj_close_scaled,-0.4305,,1.0,False,False,0.8584151489712601,0.0643413658172912,0.0772434852114485,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 1.4644, 'low': 99.8, 'high': 106.0, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 2.8393, 'low': 98.1, 'high': 107.5, 'n_bars': 35}}"
2026-09-04-0050-BUY,2026-09-04,2026-09-07,0050,0050,BUY,5000,109.104525,109.104525,adj_close_scaled,2.11,,1.0,False,False,0.8584151489712601,0.0643413658172912,0.0772434852114485,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 3.9091, 'low': 105.0, 'high': 110.75, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.9128, 'low': 102.05, 'high': 113.75, 'n_bars': 35}}"
2026-09-04-2880-BUY,2026-09-04,2026-09-07,2880,FIN,BUY,35000,44.72235,44.72235,adj_close_scaled,3.6439,,1.0,False,False,0.8584151489712601,0.0643413658172912,0.0772434852114485,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 11.2496, 'low': 40.2, 'high': 46.4, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 17.6904, 'low': 38.0, 'high': 48.3, 'n_bars': 35}}"
2026-09-04-2886-BUY,2026-09-04,2026-09-07,2886,FIN,BUY,31000,50.4252,50.4252,adj_close_scaled,2.0753,,1.0,False,False,0.8584151489712601,0.0643413658172912,0.0772434852114485,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 5.6025, 'low': 47.75, 'high': 52.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 12.1806, 'low': 44.95, 'high': 52.9, 'n_bars': 35}}"
2026-09-04-2892-BUY,2026-09-04,2026-09-07,2892,FIN,BUY,41000,38.019,38.019,adj_close_scaled,4.4478,,1.0,False,False,0.8584151489712601,0.0643413658172912,0.0772434852114485,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 10.8426, 'low': 34.3, 'high': 40.0, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 17.1618, 'low': 32.45, 'high': 40.95, 'n_bars': 35}}"
2026-09-04-5880-BUY,2026-09-04,2026-09-07,5880,FIN,BUY,51000,26.763375,26.763375,adj_close_scaled,1.7619,,1.0,False,False,0.8584151489712601,0.0643413658172912,0.0772434852114485,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.8398, 'low': 25.05, 'high': 27.45, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 12.2154, 'low': 23.85, 'high': 27.6, 'n_bars': 35}}"
2026-09-08-0050-SELL,2026-09-08,2026-09-09,0050,0050,SELL,17000,109.895025,109.895025,adj_close_scaled,0.772,,1.0,False,False,0.8721280402820835,0.0557560243629684,0.0721159353549481,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 0.772, 'low': 105.85, 'high': 110.75, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 3.389, 'low': 102.4, 'high': 113.75, 'n_bars': 33}}"
2026-09-08-2412-SELL,2026-09-08,2026-09-09,2412,TEL,SELL,11000,137.931,137.931,adj_close_scaled,0.7691,,1.0,False,False,0.8721280402820835,0.0557560243629684,0.0721159353549481,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 4.2146, 'low': 136.0, 'high': 144.0, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 5.5267, 'low': 135.0, 'high': 146.0, 'n_bars': 33}}"
2026-09-08-3045-SELL,2026-09-08,2026-09-09,3045,TEL,SELL,14000,117.44125,117.44125,adj_close_scaled,0.4735,,1.0,False,False,0.8721280402820835,0.0557560243629684,0.0721159353549481,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 5.6697, 'low': 114.5, 'high': 124.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 6.4213, 'low': 107.5, 'high': 125.5, 'n_bars': 33}}"
2026-09-08-4904-SELL,2026-09-08,2026-09-09,4904,TEL,SELL,15000,102.44875,102.44875,adj_close_scaled,1.4916,,1.0,False,False,0.8721280402820835,0.0557560243629684,0.0721159353549481,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 4.6988, 'low': 100.5, 'high': 107.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 4.6988, 'low': 98.1, 'high': 107.5, 'n_bars': 33}}"
2026-09-08-2880-BUY,2026-09-08,2026-09-09,2880,FIN,BUY,38000,44.872425,44.872425,adj_close_scaled,1.7515,,1.0,False,False,0.8721280402820835,0.0557560243629684,0.0721159353549481,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 8.1263, 'low': 41.5, 'high': 47.7, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 18.0853, 'low': 38.0, 'high': 48.3, 'n_bars': 33}}"
2026-09-08-2886-BUY,2026-09-08,2026-09-09,2886,FIN,BUY,33000,50.025,50.025,adj_close_scaled,0.5528,,1.0,False,False,0.8721280402820835,0.0557560243629684,0.0721159353549481,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 4.1103, 'low': 48.05, 'high': 52.9, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 11.2903, 'low': 44.95, 'high': 52.9, 'n_bars': 33}}"
2026-09-08-2892-BUY,2026-09-08,2026-09-09,2892,FIN,BUY,45000,37.968975,37.968975,adj_close_scaled,3.0366,,1.0,False,False,0.8721280402820835,0.0557560243629684,0.0721159353549481,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 7.257, 'low': 35.4, 'high': 40.4, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 17.0076, 'low': 32.45, 'high': 40.95, 'n_bars': 33}}"
2026-09-08-5880-BUY,2026-09-08,2026-09-09,5880,FIN,BUY,56000,26.71335,26.71335,adj_close_scaled,1.9594,,1.0,False,False,0.8721280402820835,0.0557560243629684,0.0721159353549481,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 4.7582, 'low': 25.5, 'high': 27.55, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 12.0057, 'low': 23.85, 'high': 27.6, 'n_bars': 33}}"
2026-09-15-0050-SELL,2026-09-15,2026-09-16,0050,0050,SELL,63000,106.096925,106.096925,adj_close_scaled,0.7976,1.0,1.0,False,False,0.8806808576136702,0.0661794982823404,0.0531396441039893,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 6.728, 'low': 105.85, 'high': 113.75, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'below_high_pct', 'dist_pct': 6.728, 'low': 102.4, 'high': 113.75, 'n_bars': 28}}"
2026-09-15-2412-BUY,2026-09-15,2026-09-16,2412,TEL,BUY,6000,143.57174999999998,143.57175,adj_close_scaled,0.7521,1.0,1.0,False,False,0.8806808576136702,0.0661794982823404,0.0531396441039893,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 4.4158, 'low': 137.5, 'high': 145.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.3494, 'low': 135.0, 'high': 146.0, 'n_bars': 28}}"
2026-09-15-2880-BUY,2026-09-15,2026-09-16,2880,FIN,BUY,21000,46.973475,46.973475,adj_close_scaled,1.4546,1.0,1.0,False,False,0.8806808576136702,0.0661794982823404,0.0531396441039893,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.6367, 'low': 44.05, 'high': 48.3, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 21.6929, 'low': 38.6, 'high': 48.3, 'n_bars': 28}}"
2026-09-15-2886-BUY,2026-09-15,2026-09-16,2886,FIN,BUY,19000,51.6258,51.6258,adj_close_scaled,0.8316,1.0,1.0,False,False,0.8806808576136702,0.0661794982823404,0.0531396441039893,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 4.5057, 'low': 49.4, 'high': 52.9, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 11.9866, 'low': 46.1, 'high': 52.9, 'n_bars': 28}}"
2026-09-15-2892-BUY,2026-09-15,2026-09-16,2892,FIN,BUY,26000,39.71985,39.71985,adj_close_scaled,0.5566,1.0,1.0,False,False,0.8806808576136702,0.0661794982823404,0.0531396441039893,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.9175, 'low': 37.15, 'high': 40.95, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 19.6381, 'low': 33.2, 'high': 40.95, 'n_bars': 28}}"
2026-09-15-3045-BUY,2026-09-15,2026-09-16,3045,TEL,BUY,7000,124.062,124.062,adj_close_scaled,2.5306,1.0,1.0,False,False,0.8806808576136702,0.0661794982823404,0.0531396441039893,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 6.0359, 'low': 117.0, 'high': 125.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 12.7836, 'low': 110.0, 'high': 125.5, 'n_bars': 28}}"
2026-09-15-4904-BUY,2026-09-15,2026-09-16,4904,TEL,BUY,8000,107.0535,107.0535,adj_close_scaled,1.4725,1.0,1.0,False,False,0.8806808576136702,0.0661794982823404,0.0531396441039893,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 4.4424, 'low': 102.5, 'high': 107.5, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 7.268, 'low': 99.8, 'high': 107.5, 'n_bars': 28}}"
2026-09-15-5880-BUY,2026-09-15,2026-09-16,5880,FIN,BUY,38000,27.11355,27.11355,adj_close_scaled,1.17,1.0,1.0,False,False,0.8806808576136702,0.0661794982823404,0.0531396441039893,"['T1_ALWAYS', 'T1_DRAG', 'CLIP_FIN_HI', 'KD_OFFSEASON']","{'n5': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 2.5087, 'low': 26.45, 'high': 27.6, 'n_bars': 11}, 'n21': {'ok': True, 'kind': 'above_low_pct', 'dist_pct': 10.6676, 'low': 24.5, 'high': 27.6, 'n_bars': 28}}"
