,Financial,Telecom,0050
2011-12-01,0.8875000000000001,0.1,0.0125
2011-12-02,0.7395833333333334,0.25,0.010416666666666668
2011-12-05,0.7395833333333334,0.25,0.010416666666666668
2011-12-06,0.7395833333333334,0.25,0.010416666666666668
2011-12-07,0.7395833333333334,0.25,0.010416666666666668
2011-12-08,0.7395833333333334,0.25,0.010416666666666668
2011-12-09,0.7395833333333334,0.25,0.010416666666666668
2011-12-12,0.7395833333333334,0.25,0.010416666666666668
2011-12-13,0.7395833333333334,0.25,0.010416666666666668
2011-12-14,0.7395833333333334,0.25,0.010416666666666668
2011-12-15,0.7395833333333334,0.25,0.010416666666666668
2011-12-16,0.7395833333333334,0.25,0.010416666666666668
2011-12-19,0.7395833333333334,0.25,0.010416666666666668
2011-12-20,0.7395833333333334,0.25,0.010416666666666668
2011-12-21,0.7395833333333334,0.25,0.010416666666666668
2011-12-22,0.7395833333333334,0.25,0.010416666666666668
2011-12-23,0.7395833333333334,0.25,0.010416666666666668
2011-12-26,0.7395833333333334,0.25,0.010416666666666668
2011-12-27,0.7395833333333334,0.25,0.010416666666666668
2011-12-28,0.7256268243468429,0.25505304337690754,0.019320132276249593
2011-12-29,0.706650550247238,0.2631766639835989,0.030172785769163175
2011-12-30,0.6932156208415328,0.2657391679435738,0.04104521121489352
2012-01-02,0.6823220462409338,0.2709341014046808,0.04674385235438533
2012-01-03,0.6823220462409338,0.2709341014046808,0.04674385235438533
2012-01-04,0.6770810078014228,0.2677868900913987,0.05513210210717862
2012-01-05,0.6770810078014228,0.2677868900913987,0.05513210210717862
2012-01-06,0.6770810078014228,0.2677868900913987,0.05513210210717862
2012-01-09,0.6770810078014228,0.2677868900913987,0.05513210210717862
2012-01-10,0.6770810078014228,0.2677868900913987,0.05513210210717862
2012-01-11,0.6770810078014228,0.2677868900913987,0.05513210210717862
2012-01-12,0.6393125534967603,0.3031781704922496,0.05750927601099022
2012-01-13,0.6291264158377375,0.3142806008142502,0.05659298334801242
2012-01-16,0.6373849243137061,0.3052791993029645,0.057335876383329584
2012-01-17,0.611570030033973,0.33341626897595017,0.05501370099007693
2012-01-18,0.611570030033973,0.33341626897595017,0.05501370099007693
2012-01-30,0.611570030033973,0.33341626897595017,0.05501370099007693
2012-01-31,0.611570030033973,0.33341626897595017,0.05501370099007693
2012-02-01,0.6321233923702263,0.30809757963087403,0.05977902799889971
2012-02-02,0.6535016281693657,0.28469763387474034,0.061800737955893914
2012-02-03,0.6526175722225238,0.28566529376004857,0.061717134017427566
2012-02-04,0.6505381020456429,0.2879414165326522,0.061520481421704874
2012-02-06,0.7011375429970114,0.2325568569891388,0.06630560001384986
2012-02-07,0.6717764622072715,0.26469457425807397,0.0635289635346546
2012-02-08,0.6805490353644695,0.25509239108688764,0.06435857354864283
2012-02-09,0.6843564600956724,0.2509249035066312,0.06471863639769646
2012-02-10,0.6733749008737882,0.26294497347518325,0.06368012565102865
2012-02-13,0.6890546307749474,0.24578243337574607,0.06516293584930655
2012-02-14,0.6841728129577308,0.25112591789839284,0.06470126914387635
2012-02-15,0.6614037692578904,0.27604819831952804,0.06254803242258167
2012-02-16,0.6577711456474523,0.28002435408071213,0.06220450027183561
2012-02-17,0.6488908158363886,0.28974448430230093,0.061364699861310504
2012-02-20,0.6326799818402835,0.3074883542705523,0.05983166388916424
2012-02-21,0.6173860407777965,0.32422862201865643,0.058385337203547036
2012-02-22,0.6163007816868136,0.3254165125489581,0.05828270576422841
2012-02-23,0.6269561381571096,0.31375349387146595,0.059290367971424535
2012-02-24,0.6232102931344154,0.3178535782360257,0.05893612862955879
2012-02-29,0.6320064926927915,0.3082255343478387,0.059767972959369794
2012-03-01,0.644086493921399,0.2950031442432809,0.06091036183532003
2012-03-02,0.6301995250349357,0.31020338441807777,0.0595970905469866
2012-03-03,0.6163007816868136,0.3254165125489581,0.05828270576422841
2012-03-05,0.7065708253219183,0.21196527536585716,0.0814638993122246
2012-03-06,0.6851023959245373,0.22374361814568922,0.09115398592977367
2012-03-07,0.68333810098743,0.22574265538822372,0.09091924362434642
2012-03-08,0.6700666276135533,0.2407799198385674,0.08915345254787942
2012-03-09,0.7108989469973626,0.19451479407613065,0.09458625892650686
2012-03-12,0.7077681497764805,0.1980621489495898,0.09416970127392979
2012-03-13,0.6967256340996624,0.21057388926293197,0.09270047663740573
