m3_section2_pass,m3_covid_ex_score,m2_ref_covid_ex_score,beats_or_ties_m2_covid_ex,m3_stage_pass,verdict
False,-5.520720763847464,0.16194592780922612,False,False,FAIL_AUTOPSY
