book,kind,mode,cost_multiple,window,mdd_improve_pp,cagr_giveback_pp,score,covid_ex_mdd_improve_pp,covid_ex_cagr_giveback_pp,covid_ex_score,help_2015_pp,help_2018_pp,help_2020_pp,help_2022_pp,years_helped,n_years_helped,turnover_per_year,fees_tax_sum
BASE_E16_E18_E22_v2s,ref,,0,heldout_2019_plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.195322522131772,0.0
BASE_E16_E18_E22_v2s,ref,,0,sealed_2023_plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.195322522131772,0.0
BASE_E16_E18_E22_v2s,ref,,0,full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.195322522131772,0.0
BLEND_E45_A05,ref_e45,,0,heldout_2019_plus,0.6946269483974254,0.9406448486156904,0.22430452408958024,-1.5068573074256353,1.1118823860165605,-2.0627985004339155,-0.07745851740771359,0.08090951274830616,0.6946269483974254,-1.5068573074256464,2020,1,2.233820089797587,0.0
BLEND_E45_A05,ref_e45,,0,sealed_2023_plus,2.6753237652790585,1.375903651763366,1.9873719393973754,-1.5068573074256353,1.1118823860165605,-2.0627985004339155,-0.07745851740771359,0.08090951274830616,0.6946269483974254,-1.5068573074256464,2020,1,2.233820089797587,0.0
BLEND_E45_A05,ref_e45,,0,full,0.6946269483974143,0.40998511390410997,0.48963439144535936,-1.5068573074256353,1.1118823860165605,-2.0627985004339155,-0.07745851740771359,0.08090951274830616,0.6946269483974254,-1.5068573074256464,2020,1,2.233820089797587,0.0
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,0,heldout_2019_plus,0.8632778683128839,1.2317836160515183,0.24738606028712473,-1.5920454925506644,1.455747740226787,-2.319919362664058,-0.054495021768841134,0.19938480420561566,0.8632778683128728,-1.5920454925506866,2020,1,2.273504523631205,0.0
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,0,sealed_2023_plus,3.291285035951741,1.772694072049097,2.4049379999271925,-1.5920454925506644,1.455747740226787,-2.319919362664058,-0.054495021768841134,0.19938480420561566,0.8632778683128728,-1.5920454925506866,2020,1,2.273504523631205,0.0
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,0,full,0.8632778683128728,0.5436178342310694,0.5914689511973381,-1.5920454925506644,1.455747740226787,-2.319919362664058,-0.054495021768841134,0.19938480420561566,0.8632778683128728,-1.5920454925506866,2020,1,2.273504523631205,0.0
M1_EQW_C75,ref_m1_continuous,EQW_C75,0,heldout_2019_plus,8.205736227121285,6.854056723731672,4.778707865255449,4.794753483619097,8.070496244790547,0.7595053612238232,3.57739777306173,1.9464542363727966,8.205736227121307,4.794753483619085,"2015,2018,2020,2022",4,4.786912756436542,0.0
M1_EQW_C75,ref_m1_continuous,EQW_C75,0,sealed_2023_plus,7.081475279174143,11.812388511997662,1.1752810231753115,4.794753483619097,8.070496244790547,0.7595053612238232,3.57739777306173,1.9464542363727966,8.205736227121307,4.794753483619085,"2015,2018,2020,2022",4,4.786912756436542,0.0
M1_EQW_C75,ref_m1_continuous,EQW_C75,0,full,8.205736227121296,4.444537745732058,5.983467354255267,4.794753483619097,8.070496244790547,0.7595053612238232,3.57739777306173,1.9464542363727966,8.205736227121307,4.794753483619085,"2015,2018,2020,2022",4,4.786912756436542,0.0
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,0,heldout_2019_plus,1.7105094060899884,1.625529333817477,0.8977447391812499,1.739914374169682,1.9205964747050386,0.7796161368171628,2.1652562244005247,0.5686996829046498,1.7105094060899995,1.739914374169671,"2015,2018,2020,2022",4,4.028515734842267,0.0
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,0,sealed_2023_plus,1.3884114635219658,2.079752852937866,0.3485350370530327,1.739914374169682,1.9205964747050386,0.7796161368171628,2.1652562244005247,0.5686996829046498,1.7105094060899995,1.739914374169671,"2015,2018,2020,2022",4,4.028515734842267,0.0
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,0,full,1.7105094060899773,0.6846791114340833,1.3681698503729356,1.739914374169682,1.9205964747050386,0.7796161368171628,2.1652562244005247,0.5686996829046498,1.7105094060899995,1.739914374169671,"2015,2018,2020,2022",4,4.028515734842267,0.0
M3_STATE_V0,m3_state,STATE_V0,0,heldout_2019_plus,-0.1447397114168858,2.183740803361811,-1.2366101130977913,-3.71187696982499,2.579202883362508,-5.001478411506244,0.03230290172817618,0.17068196009067949,-0.1447397114168747,-3.711876969825001,,0,3.696457738238559,0.0
M3_STATE_V0,m3_state,STATE_V0,0,sealed_2023_plus,2.7224980019112888,0.031366080980710365,2.7068149614209336,-3.71187696982499,2.579202883362508,-5.001478411506244,0.03230290172817618,0.17068196009067949,-0.1447397114168747,-3.711876969825001,,0,3.696457738238559,0.0
M3_STATE_V0,m3_state,STATE_V0,0,full,-0.1447397114168747,0.7491401486031446,-0.519309785718447,-3.71187696982499,2.579202883362508,-5.001478411506244,0.03230290172817618,0.17068196009067949,-0.1447397114168747,-3.711876969825001,,0,3.696457738238559,0.0
BASE_E16_E18_E22_v2s,ref,,1,heldout_2019_plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.18569227557563,391684.7088881098
BASE_E16_E18_E22_v2s,ref,,1,sealed_2023_plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.18569227557563,391684.7088881098
BASE_E16_E18_E22_v2s,ref,,1,full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.18569227557563,391684.7088881098
