book,cost_multiple,cagr,mdd,vol,utility,n_days,n_fills,fees_tax_sum,exact_t1,live_wire
BASE_E16_E18_E22_v2s,0,0.1440487375673798,-0.22489811590046993,0.13296477389942565,0.03159967961714483,3351,6256,0.0,True,False
CHAL_E45_E3,0,0.11486322388134118,-0.20603702828037362,0.107863559000535,0.011844709741154369,3351,6930,0.0,True,False
BASE_E16_E18_E22_v2s,1,0.1378248622325564,-0.2263873534222821,0.1332226477864947,0.024631185521415355,3351,6271,400789.8376174609,True,False
CHAL_E45_E3,1,0.1079429047523961,-0.2075836624984907,0.10785160901336184,0.004151073503150748,3351,6931,394842.78251258924,True,False
BASE_E16_E18_E22_v2s,2,0.1314523151771918,-0.22813085354719387,0.133472792082863,0.01738688840359487,3351,6228,764499.7568082609,True,False
CHAL_E45_E3,2,0.10112081358276859,-0.20913865152311917,0.10786331299454036,-0.0034485121787909967,3351,6937,752828.4110319057,True,False
BASE_E16_E18_E22_v2s,3,0.12541806682038303,-0.2299302914633341,0.1338782730578985,0.010452921088715983,3351,6252,1092640.8092245986,True,False
CHAL_E45_E3,3,0.0943603444039467,-0.21069402770572898,0.10787998260562744,-0.010986669448917796,3351,6929,1076272.0562704285,True,False
