year,Financial,Telecom,0050
2023,0.14587056066007786,0.16225838280240445,0.29351506200062105
2024,0.07894504595263241,0.1541038007573794,0.5109875855601651
2025,0.14278818445989216,0.047025438440200906,0.3961186151431171
2026,0.5284351200370461,0.24805306542077732,1.2374327554049955
