year,base_cagr,l2_cagr,cagr_giveback_pp,base_mdd,l2_mdd,mdd_improve_pp,n_days
2023,0.07476627864770169,0.1133934118831974,-3.8627133235495714,-0.0697097989944011,-0.06302114783230628,0.6688651162094827,238
2024,0.2231314862441287,0.1744817209844245,4.864976525970421,-0.06880445663658341,-0.08507944485372454,-1.6274988217141129,242
2025,0.19186593231766746,0.14002061381857667,5.18453184990908,-0.09194772945846086,-0.08923584166851395,0.27118877899469096,237
2026,0.6826953584500548,0.5154063285892614,16.72890298607934,-0.1445685098357412,-0.0759534479996663,6.86150618360749,162
