year,base_fin,l2_fin,base_tel,l2_tel,base_0050,l2_0050
2023,0.7957177283020386,0.5,0.11978501851141171,0.27152966465043477,0.08449725318654978,0.2284703353495653
2024,0.7981073488345135,0.5,0.0918665236467084,0.19953817089240397,0.1100261275187781,0.30046182910759606
2025,0.7880130297592461,0.5,0.11997783772596565,0.2296580790484009,0.0920091325147882,0.2703419209515991
2026,0.7675367497039783,0.5,0.14459031064917974,0.2646297594848457,0.08787293964684194,0.23537024051515434
