year,base_mdd,locked_mdd,mdd_improve_pp
2013,-0.08430221190135789,-0.07541848371861115,0.8883728182746742
2014,-0.07507260512721903,-0.06689838129173364,0.8174223835485384
2015,-0.13645767508655193,-0.11225574373078895,2.4201931355762984
2016,-0.0499728059228568,-0.03644100612516399,1.3531799797692812
2017,-0.02946713923600175,-0.026270534693427328,0.31966045425744216
2018,-0.06979935284276162,-0.06717918108745269,0.2620171755308931
