date,Financial,Telecom,0050,DEF
2012-07-26,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-07-27,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-07-30,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-07-31,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-08-01,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-08-03,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-08-06,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-08-07,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-08-08,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-08-09,0.78600766171166,0.18513040596931085,0.028861932319029122,0.0
2012-08-10,0.7895057462837449,0.16999870353096885,0.04049555018528614,0.0
2012-08-13,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-14,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-15,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-16,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-17,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-20,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-21,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-22,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-23,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-24,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-27,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-28,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-29,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-30,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-08-31,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-03,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-04,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-05,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-06,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-07,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-10,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-11,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-12,0.7921293097128087,0.15184593766461474,0.056024752622576515,0.0
2012-09-13,0.7940969822846066,0.1405342983643163,0.06536871935107719,0.0
2012-09-14,0.7940969822846066,0.1405342983643163,0.06536871935107719,0.0
2012-09-17,0.7940969822846066,0.1405342983643163,0.06536871935107719,0.0
2012-09-18,0.7940969822846066,0.1405342983643163,0.06536871935107719,0.0
2012-09-19,0.7955727367134549,0.1194261197827548,0.08500114350379029,0.0
2012-09-20,0.7966795525350912,0.10179610314577006,0.10152434431913876,0.0
2012-09-21,0.7966795525350912,0.10179610314577006,0.10152434431913876,0.0
2012-09-24,0.7975096644013184,0.08828176794489702,0.11420856765378459,0.0
2012-09-25,0.7981322483009887,0.07638961201991223,0.125478139679099,0.0
2012-09-26,0.7981322483009887,0.07638961201991223,0.125478139679099,0.0
2012-09-27,0.7981322483009887,0.07638961201991223,0.125478139679099,0.0
2012-09-28,0.7981322483009887,0.07638961201991223,0.125478139679099,0.0
2012-10-01,0.7981322483009887,0.07638961201991223,0.125478139679099,0.0
2012-10-02,0.7981322483009887,0.07638961201991223,0.125478139679099,0.0
2012-10-03,0.7877532817335129,0.07812633827204626,0.13412037999444082,0.0
2012-10-04,0.7776308596261015,0.07955541936068941,0.14281372101320908,0.0
2012-10-05,0.7715694386182836,0.0741378971288347,0.1542926642528817,0.0
2012-10-08,0.7715694386182836,0.0741378971288347,0.1542926642528817,0.0
2012-10-09,0.7746082105344447,0.0835429087145457,0.14184888075100943,0.0
2012-10-11,0.7432102822693178,0.14160023332948207,0.11518948440120005,0.0
2012-10-12,0.7182661695949556,0.18219953427216423,0.09953429613288024,0.0
2012-10-15,0.69842598520852,0.21304092122319918,0.08853309356828085,0.0
2012-10-16,0.6837198262036953,0.23511480923849212,0.08116536455781267,0.0
2012-10-17,0.6837198262036953,0.23511480923849212,0.08116536455781267,0.0
2012-10-18,0.6837198262036953,0.23511480923849212,0.08116536455781267,0.0
2012-10-19,0.6837198262036953,0.23511480923849212,0.08116536455781267,0.0
2012-10-22,0.6837198262036953,0.23511480923849212,0.08116536455781267,0.0
2012-10-23,0.6837198262036953,0.23511480923849212,0.08116536455781267,0.0
2012-10-24,0.6712148116741725,0.24429514926328144,0.08449003906254612,0.0
2012-10-25,0.6712148116741725,0.24429514926328144,0.08449003906254612,0.0
2012-10-26,0.6595978240412004,0.2521614472094621,0.08824072874933755,0.0
2012-10-29,0.6595978240412004,0.2521614472094621,0.08824072874933755,0.0
2012-10-30,0.6595978240412004,0.2521614472094621,0.08824072874933755,0.0
2012-10-31,0.6595978240412004,0.2521614472094621,0.08824072874933755,0.0
2012-11-01,0.6595978240412004,0.2521614472094621,0.08824072874933755,0.0
2012-11-02,0.6563818158967014,0.24031432696005076,0.1033038571432479,0.0
2012-11-05,0.6459018597127519,0.24923665427125108,0.10486148601599707,0.0
2012-11-06,0.6459018597127519,0.24923665427125108,0.10486148601599707,0.0
2012-11-07,0.6460789365795314,0.23790240702831789,0.11601865639215081,0.0
2012-11-08,0.6460789365795314,0.23790240702831789,0.11601865639215081,0.0
2012-11-09,0.6465853429540609,0.226938679587002,0.12647597745893724,0.0
2012-11-12,0.6465853429540609,0.226938679587002,0.12647597745893724,0.0
2012-11-13,0.6349390072155456,0.23639941340922205,0.12866157937523243,0.0
2012-11-14,0.6262042554116591,0.2536510762299334,0.12014466835840742,0.0
2012-11-15,0.6196531915587443,0.2687216433185,0.11162516512275564,0.0
2012-11-16,0.6147398936690582,0.2814160873317292,0.10384401899921256,0.0
2012-11-19,0.6147398936690582,0.2814160873317292,0.10384401899921256,0.0
2012-11-20,0.6110549202517936,0.29213292002284147,0.09681215972536482,0.0
2012-11-21,0.6110549202517936,0.29213292002284147,0.09681215972536482,0.0
2012-11-22,0.6110549202517936,0.29213292002284147,0.09681215972536482,0.0
2012-11-23,0.6180619437615391,0.27600988999975096,0.10592816623871,0.0
2012-11-26,0.6356154012350249,0.2555133217213828,0.10887127704359223,0.0
2012-11-27,0.6495378511480231,0.2403885565795582,0.11007359227241874,0.0
2012-11-28,0.662193181235219,0.23064086743910414,0.10716595132567686,0.0
2012-11-29,0.6966448859264143,0.18103237955926854,0.12232273451431722,0.0
2012-11-30,0.7206483451121951,0.14327428466945138,0.13607737021835345,0.0
2012-12-03,0.7404862588341463,0.11553686369097854,0.1439768774748751,0.0
2012-12-04,0.7553646941256098,0.09454459206270818,0.15009071381168204,0.0
2012-12-05,0.7665235205942074,0.07873235583858453,0.15474412356720815,0.0
2012-12-06,0.7665235205942074,0.07873235583858453,0.15474412356720815,0.0
2012-12-07,0.7665235205942074,0.07873235583858453,0.15474412356720815,0.0
2012-12-10,0.7670128064304345,0.0929051972489882,0.14008199632057722,0.0
2012-12-11,0.7670128064304345,0.0929051972489882,0.14008199632057722,0.0
2012-12-12,0.7670128064304345,0.0929051972489882,0.14008199632057722,0.0
2012-12-13,0.775259604822826,0.07826869287294759,0.14647170230422651,0.0
2012-12-14,0.775259604822826,0.07826869287294759,0.14647170230422651,0.0
2012-12-17,0.775259604822826,0.07826869287294759,0.14647170230422651,0.0
2012-12-18,0.775259604822826,0.07826869287294759,0.14647170230422651,0.0
2012-12-19,0.775259604822826,0.07826869287294759,0.14647170230422651,0.0
2012-12-20,0.775259604822826,0.07826869287294759,0.14647170230422651,0.0
2012-12-21,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2012-12-22,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2012-12-24,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2012-12-25,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2012-12-26,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2012-12-27,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2012-12-28,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-02,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-03,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-04,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-07,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-08,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-09,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-10,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-11,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-14,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-15,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-16,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-17,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-18,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-21,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-22,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-23,0.7805248416691991,0.0662015196547107,0.1532736386760903,0.0
2013-01-24,0.7853936312518992,0.07276534340894801,0.1418410253391527,0.0
2013-01-25,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-01-28,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-01-29,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-01-30,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-01-31,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-01,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-04,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-05,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-06,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-18,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-19,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-20,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-21,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-22,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-23,0.7890452234389245,0.07976826469801139,0.13118651186306413,0.0
2013-02-25,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-02-26,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-02-27,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-01,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-04,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-05,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-06,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-07,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-08,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-11,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-12,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-13,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-14,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-15,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-18,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-19,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-20,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-21,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-22,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-25,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-26,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-27,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-28,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-03-29,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-04-01,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-04-02,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-04-03,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-04-08,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
2013-04-09,0.7917839175791934,0.06940798469805952,0.1388080977227471,0.0
