book,family,max_cut,alpha,window,base_cagr,book_cagr,base_mdd,book_mdd,mdd_improve_pp,cagr_giveback_pp,mdd_pp_per_cagr_giveback_pp,mean_e45_exposure,frac_days_lt_1
BASE_E16_E18_E22_v2s,BASE,,0.0,heldout_2019_plus,0.18203522229472702,0.18203522229472702,-0.2254334443782552,-0.2254334443782552,0.0,0.0,,1.0,0.0
BASE_E16_E18_E22_v2s,BASE,,0.0,sealed_2023_plus,0.2488922261012192,0.2488922261012192,-0.14087148125010163,-0.14087148125010163,0.0,0.0,,1.0,0.0
BASE_E16_E18_E22_v2s,BASE,,0.0,full,0.13789395672938531,0.13789395672938531,-0.22543344437825508,-0.22543344437825508,0.0,0.0,,1.0,0.0
REF_WINNER_MC50_FULL,REF_WINNER,0.5,1.0,heldout_2019_plus,0.18203522229472702,0.12792457243093502,-0.2254334443782552,-0.208335414858556,1.7098029519699187,5.411064986379199,0.31598270511883636,0.9067972943914351,0.9833472106577852
REF_WINNER_MC50_FULL,REF_WINNER,0.5,1.0,sealed_2023_plus,0.2488922261012192,0.15855389718895552,-0.14087148125010163,-0.0954500531708029,4.5421428079298725,9.033832891226368,0.50279243180834,0.9067972943914351,0.9833472106577852
REF_WINNER_MC50_FULL,REF_WINNER,0.5,1.0,full,0.13789395672938531,0.10914166540496395,-0.22543344437825508,-0.2083354148585559,1.7098029519699187,2.8752291324421364,0.5946666763624718,0.9067972943914351,0.9833472106577852
BLEND_E45_A05,REF_BLEND,0.5,0.05,heldout_2019_plus,0.18203522229472702,0.1724320147835161,-0.2254334443782552,-0.21840933817863817,0.702410619961702,0.9603207511210909,0.7314333457250597,0.9953398647195717,0.9833472106577852
BLEND_E45_A05,REF_BLEND,0.5,0.05,sealed_2023_plus,0.2488922261012192,0.2346963910554447,-0.14087148125010163,-0.11308673030842753,2.7784750941674097,1.4195835045774485,1.957246674963617,0.9953398647195717,0.9833472106577852
BLEND_E45_A05,REF_BLEND,0.5,0.05,full,0.13789395672938531,0.13365973293663336,-0.22543344437825508,-0.21840933817863817,0.7024106199616909,0.42342237927519566,1.6588887464192625,0.9953398647195717,0.9833472106577852
BLEND_E45_A25,REF_BLEND,0.5,0.25,heldout_2019_plus,0.18203522229472702,0.1548439985792287,-0.2254334443782552,-0.22091438224309323,0.45190621351619553,2.7191223715498314,0.16619561452786707,0.9766993235978588,0.9833472106577852
BLEND_E45_A25,REF_BLEND,0.5,0.25,sealed_2023_plus,0.2488922261012192,0.20570634699499202,-0.14087148125010163,-0.09333047125898775,4.7541009991113885,4.318587910622718,1.100846178774643,0.9766993235978588,0.9833472106577852
BLEND_E45_A25,REF_BLEND,0.5,0.25,full,0.13789395672938531,0.12460447735272973,-0.22543344437825508,-0.22091438224309323,0.45190621351618443,1.3289479376655589,0.34004809421654747,0.9766993235978588,0.9833472106577852
MILD_MC25_FULL,MILD,0.25,1.0,heldout_2019_plus,0.18203522229472702,0.1357940621646052,-0.2254334443782552,-0.21655616351848672,0.8877280859768466,4.624116013012181,0.19197790096070158,0.9388747325668539,0.9833472106577852
MILD_MC25_FULL,MILD,0.25,1.0,sealed_2023_plus,0.2488922261012192,0.1669901384443342,-0.14087148125010163,-0.09334650115540255,4.752498009469908,8.1902087656885,0.5802657960783244,0.9388747325668539,0.9833472106577852
MILD_MC25_FULL,MILD,0.25,1.0,full,0.13789395672938531,0.11443234637001365,-0.22543344437825508,-0.2165561635184866,0.8877280859768466,2.3461610359371665,0.3783747459697482,0.9388747325668539,0.9833472106577852
MILD_MC35_FULL,MILD,0.35,1.0,heldout_2019_plus,0.18203522229472702,0.13161787813168213,-0.2254334443782552,-0.21299173202001975,1.2441712358235435,5.041734416304489,0.2467744496417765,0.9249630602758537,0.9833472106577852
MILD_MC35_FULL,MILD,0.35,1.0,sealed_2023_plus,0.2488922261012192,0.15987617204219262,-0.14087148125010163,-0.09502053672182131,4.585094452828031,8.901605405902657,0.5150862393639302,0.9249630602758537,0.9833472106577852
MILD_MC35_FULL,MILD,0.35,1.0,full,0.13789395672938531,0.11180079632939277,-0.22543344437825508,-0.21299173202001975,1.2441712358235324,2.6093160399992543,0.4768189122172751,0.9249630602758537,0.9833472106577852
MILD_MC40_FULL,MILD,0.4,1.0,heldout_2019_plus,0.18203522229472702,0.12967922950253774,-0.2254334443782552,-0.21141499106279815,1.4018453315457036,5.235599279218928,0.26775260228755277,0.9189333921715008,0.9833472106577852
MILD_MC40_FULL,MILD,0.4,1.0,sealed_2023_plus,0.2488922261012192,0.1579000368875152,-0.14087148125010163,-0.09535969805240241,4.551178319769922,9.099218921370401,0.5001724168962499,0.9189333921715008,0.9833472106577852
MILD_MC40_FULL,MILD,0.4,1.0,full,0.13789395672938531,0.11062780150877205,-0.22543344437825508,-0.21141499106279826,1.4018453315456814,2.7266155220613264,0.5141338484297499,0.9189333921715008,0.9833472106577852
MILD_MC25_A50,MILD_BLEND,0.25,0.5,heldout_2019_plus,0.18203522229472702,0.15070916176292615,-0.2254334443782552,-0.21979760463073905,0.5635839747516136,3.132606053180087,0.17990898478265002,0.9694373662834269,0.9833472106577852
MILD_MC25_A50,MILD_BLEND,0.25,0.5,sealed_2023_plus,0.2488922261012192,0.19819141787610195,-0.14087148125010163,-0.09252238087703746,4.834910037306416,5.070080822511724,0.953615969165398,0.9694373662834269,0.9833472106577852
MILD_MC25_A50,MILD_BLEND,0.25,0.5,full,0.13789395672938531,0.12251899498848329,-0.22543344437825508,-0.21979760463073905,0.5635839747516025,1.5374961740902027,0.3665595949109255,0.9694373662834269,0.9833472106577852
MILD_MC35_A50,MILD_BLEND,0.35,0.5,heldout_2019_plus,0.18203522229472702,0.14728818751103612,-0.2254334443782552,-0.218683002096145,0.6750442282110192,3.47470347836909,0.19427390924530413,0.9624815301379268,0.9833472106577852
MILD_MC35_A50,MILD_BLEND,0.35,0.5,sealed_2023_plus,0.2488922261012192,0.18997793856796497,-0.14087148125010163,-0.09250634058876617,4.836514066133546,5.891428753325423,0.8209407715239824,0.9624815301379268,0.9833472106577852
MILD_MC35_A50,MILD_BLEND,0.35,0.5,full,0.13789395672938531,0.12089909702636437,-0.22543344437825508,-0.218683002096145,0.6750442282110081,1.6994859703020948,0.3972049431458469,0.9624815301379268,0.9833472106577852
