date,nav_base,nav_ref_winner_mc50_full,nav_ref_blend_a05,nav_ref_blend_a25,nav_mild_mc25_full,nav_mild_mc35_full,nav_mild_mc40_full,nav_mild_mc25_a50,nav_mild_mc35_a50
2020-07-14,5908162.698091315,5525233.134416241,5973182.990962803,5824645.487099853,5722036.2583397105,5651303.370358183,5615820.708148084,5825687.232795032,5804792.785004963
2020-07-15,5935130.648091315,5541533.834416241,5995254.690962804,5844980.637099853,5741684.908339711,5669560.5203581825,5633525.558148083,5845966.082795031,5825212.285004963
2020-07-16,5900596.498091315,5526209.067844603,5965498.390962803,5819855.387099853,5722586.80833971,5652921.070358183,5617624.408148083,5821036.932795031,5802120.885004963
2020-07-17,5921661.648091316,5541273.817844603,5987060.890962804,5839556.637099854,5739918.7583397105,5668847.270358183,5632992.358148083,5840655.532795032,5821364.435004964
2020-07-20,5920066.898091315,5540737.617844604,5990441.990962803,5843163.6870998535,5740405.458339711,5668533.820358183,5632546.508148083,5844268.482795032,5823878.135004963
2020-07-21,5968787.248091315,5564753.917844603,6035886.040962803,5879600.587099852,5768898.2583397105,5693823.070358183,5656868.108148083,5880328.832795031,5858131.835004962
2020-07-22,5976287.748091315,5582835.817844603,6048052.640962804,5902518.387099853,5791258.30833971,5713835.0203581825,5676086.858148083,5903802.982795032,5882205.535004962
2020-07-23,5962843.998091315,5572893.467844604,6035695.840962803,5890159.837099852,5779290.158339711,5702763.777016819,5665373.768018842,5891399.282795032,5869912.235004962
2020-07-24,5913884.048091315,5537231.632964959,5981350.740962803,5841294.787099852,5736796.158339711,5663042.92701682,5626930.668018842,5842951.482795032,5823507.935004963
2020-07-27,5900829.998091316,5529226.08296496,5961963.440962804,5822102.637099852,5723100.80833971,5653285.57701682,5617747.468018841,5823807.932795032,5807955.335004963
2020-07-28,5925206.978751766,5552366.53296496,5984857.040962803,5845017.040624699,5748444.803021784,5678366.027016819,5642336.318018841,5846728.659619059,5833105.608222743
2020-07-29,5946061.701864434,5583112.83296496,6016007.090962804,5887361.390624698,5787084.203021784,5712730.87701682,5675421.968018841,5889546.609619059,5875195.608222743
2020-07-30,5990407.351864435,5618551.477890902,6059247.240962803,5931219.940624699,5828501.703021784,5751531.42701682,5713139.715614644,5933397.859619059,5918395.808222743
2020-07-31,5982248.601864435,5603869.377890902,6051559.690962804,5916316.190624699,5811634.503021784,5735689.42701682,5697485.065614644,5918155.109619059,5901998.708222743
2020-08-03,5936522.551864435,5562318.177890901,6002986.940962804,5866271.240624698,5763559.853021784,5690148.004615279,5653164.265614645,5868058.80961906,5852248.258222743
2020-08-04,5953304.751864434,5579854.927890901,6023108.840962803,5888245.540624699,5783981.853021784,5709410.604615279,5671874.015614645,5890101.709619058,5873945.258222742
2020-08-05,5985337.101864435,5607188.277890902,6050682.590962803,5919001.990624698,5815363.253021784,5739282.054615279,5700978.065614644,5921035.859619059,5905575.458222742
2020-08-06,6051511.901864435,5647481.377890902,6113613.690962804,5972300.890624698,5862471.503021784,5783446.054615279,5743901.665614644,5973871.009619059,5956184.808222743
2020-08-07,6045648.601864434,5639536.177890902,6106916.290962803,5960776.540624699,5852511.503021784,5774567.454615279,5735404.565614644,5962062.10961906,5944595.858222743
2020-08-10,6034787.951864434,5652013.255469446,6101057.690962803,5963282.690624699,5864403.826194197,5787841.490056516,5748703.681601636,5964816.85961906,5950839.928176483
2020-08-11,5999370.951864434,5630706.955469446,6069238.390962803,5934414.540624699,5838954.6761941975,5764445.340056516,5726032.731601637,5935607.999726153,5922877.878176482
2020-08-12,5985615.001864434,5617300.355469446,6053299.690962804,5915909.590624698,5822654.626194197,5749635.2900565155,5711741.981601636,5916764.849726154,5904586.178176482
2020-08-13,6063289.161664435,5650368.360216645,6111939.397462803,5956757.222289772,5859052.486903061,5784902.668765606,5746400.0544022685,5954283.507226153,5939928.608576482
2020-08-14,6021094.815998104,5620897.562325393,6067915.60362642,5915681.761056165,5823895.9798200475,5752575.507803798,5715082.505098185,5913422.728458607,5901158.982234492
2020-08-17,6026816.765998105,5634605.012325393,6074179.453626419,5930980.661056165,5840108.729820048,5767625.257803798,5729648.705098185,5929160.228458607,5917695.632234492
2020-08-18,6041782.665998104,5642361.6623253925,6084887.053626419,5936504.811056165,5847793.179820049,5775779.907803798,5737811.955098185,5934432.078458606,5923459.0822344925
2020-08-19,6014370.265998105,5624640.812325393,6059927.55362642,5915394.9610561645,5827666.979820048,5756559.957803799,5719026.055098184,5913567.978458607,5903038.782234492
2020-08-20,5898000.265998105,5536379.562325393,5944749.40362642,5804975.561056164,5725157.029820048,5660310.8078037985,5625341.355098185,5803637.178458607,5795711.682234492
2020-08-21,5954222.315998104,5588812.59232595,6000869.70362642,5861004.411056165,5783645.329820048,5716818.2578038,5680672.655098185,5859453.278458607,5852446.3322344925
2020-08-24,5914808.765998104,5558105.292325949,5967067.253626419,5829169.261056164,5749914.429820049,5684178.457803799,5648677.805098184,5827729.528458606,5820032.8322344925
2020-08-25,5926941.538435389,5564122.492325949,5975822.059965188,5836567.057863935,5756583.132826514,5690290.495483907,5654629.767838885,5835101.95075579,5827197.2367931325
2020-08-26,5941428.143985862,5570651.94232595,5989313.559965188,5846728.757863935,5764376.832826514,5697335.695483907,5661456.967838885,5845096.35075579,5836340.936793133
2020-08-27,5918467.343985861,5546013.403680728,5966166.959965188,5821609.4078639345,5737558.682826513,5671298.045483908,5635944.967838885,5819967.200755791,5810530.336793132
2020-08-28,5920120.143985862,5556383.553680727,5967275.559965188,5828515.307863935,5748422.832826514,5682215.195483907,5646726.567838885,5827139.000755791,5819360.436793133
2020-08-31,5821043.443985862,5506393.303680727,5879776.859965188,5760321.507863935,5690711.432826513,5628592.5954839075,5594516.317838885,5759868.200755791,5756046.186793133
2020-09-01,5825945.643985862,5503351.503680727,5880591.159965188,5756524.057863935,5687015.682826513,5625303.645483907,5591371.367838885,5755881.750755791,5751917.936793133
2020-09-02,5805829.393985862,5482845.053680727,5858011.159965188,5730465.107863935,5663095.732826514,5602707.783037428,5569408.216600239,5729631.10075579,5726169.086793132
2020-09-03,5809141.143985862,5479558.574478922,5860903.1099651875,5729499.457863935,5659780.927394651,5599338.733037427,5566070.966600239,5728504.200755791,5723948.637344943
2020-09-04,5752617.893985862,5440738.274478922,5805933.059965188,5680198.857863935,5615236.227394652,5557831.583037427,5525606.916600239,5679497.250755791,5676297.487344944
2020-09-07,5798961.193985862,5466046.724478922,5849259.434847049,5716003.107863936,5644858.277394651,5585036.083037429,5551982.71660024,5714947.35075579,5709642.887344943
2020-09-08,5825029.793985862,5485087.624478922,5872569.13484705,5736981.607863936,5665883.677394652,5605292.883037427,5571814.216600239,5735807.65075579,5730468.587344944
2020-09-09,5794840.643985862,5467449.924478922,5843996.08484705,5713463.357863935,5645538.127394651,5586423.533037428,5553423.76660024,5712540.05075579,5708289.187344943
2020-09-10,5812884.743985862,5481323.974478922,5860305.33484705,5727070.207863935,5660308.227394652,5601081.068881928,5567863.802198967,5725957.950755791,5721913.437344943
2020-09-11,5819555.7439858625,5484791.324478922,5863411.63484705,5728761.207863935,5663598.527394651,5604711.218881928,5571508.902198967,5727634.748717545,5724051.387344943
2020-09-14,5828912.793985862,5489188.174478922,5872515.13484705,5736806.457863935,5669200.627394651,5609551.018881928,5576168.302198967,5735460.048717544,5731153.987344944
2020-09-15,5842033.993985862,5497743.324478922,5884549.284847049,5748773.167967662,5679501.727394652,5618894.568881928,5585239.102198966,5747718.298717544,5742890.637344943
2020-09-16,5857848.643985861,5519974.324478922,5902822.83484705,5769764.267967662,5703459.977394652,5642835.918881929,5608816.902198967,5768813.898717545,5764986.937344943
2020-09-17,5811316.695685478,5482323.118464877,5856767.434847049,5724905.017967663,5661352.477394652,5602654.168881928,5569535.7021989655,5724015.148717545,5721063.387344944
2020-09-18,5837173.045685477,5496709.268464876,5875733.434847049,5738857.617967662,5676442.727394652,5617685.268881928,5584431.302198967,5737710.398717544,5735095.337344944
2020-09-21,5779808.445685477,5453840.818464876,5819537.13484705,5687089.617967662,5628526.527394651,5572068.818881928,5539787.252198966,5686181.148717544,5684819.387344943
2020-09-22,5724866.995685478,5402425.618464877,5761380.234847049,5628470.417967662,5571689.577394651,5517304.968881928,5486178.302198967,5627611.048717544,5626834.387344943
2020-09-23,5688639.545685478,5368696.4684648765,5720500.184847049,5585234.217967663,5533126.327394651,5481281.968881928,5451103.752198966,5584299.098717544,5584833.037344944
2020-09-24,5559718.645685477,5271321.818464877,5596386.13484705,5474355.917967662,5426301.027394651,5377819.318881928,5348291.529983051,5474222.448717545,5476478.687344943
2020-09-25,5629850.345685477,5319167.768464876,5667021.584847049,5537570.167967662,5481029.190997539,5429275.188936705,5398811.529983051,5536994.648717544,5536003.087344944
2020-09-28,5711762.995685478,5405476.668464877,5752531.38484705,5628411.867967662,5576802.04099754,5522674.888936705,5490451.07998305,5627916.448717545,5628273.187344944
2020-09-29,5701280.595685477,5401445.4684648765,5742439.08484705,5621283.817967663,5572043.440997539,5518337.7389367055,5486277.4299830515,5620983.898717545,5622297.737344944
2020-09-30,5689858.845685477,5386604.168464877,5731856.83484705,5610608.467967662,5557191.590997539,5502945.388936705,5470939.42998305,5610381.548717544,5610271.087344944
2020-10-05,5710713.145685477,5404706.7820741115,5750021.784847049,5628424.917967662,5577214.590997539,5522923.538936705,5490607.529983051,5628128.848717544,5628616.487344944
2020-10-06,5758409.495685477,5448748.5320741115,5797089.684847049,5674849.467967662,5625138.440997539,5569528.188936705,5536334.379983051,5674502.248717545,5675232.787344944
2020-10-07,5737868.495685478,5437748.132074112,5779047.984847049,5658698.217967662,5612220.640997539,5557788.038936705,5524957.779983051,5658383.148717545,5660196.987344943
2020-10-08,5752544.395685478,5450104.432074112,5795689.734847049,5676341.167967662,5627083.340997539,5571080.4889367055,5537802.029983051,5676228.698717545,5677091.737344944
2020-10-12,5766343.195685478,5461947.0320741115,5813518.38484705,5691199.867967662,5640256.54099754,5583708.888936705,5550135.07998305,5690869.748717545,5690791.987344943
2020-10-13,5714218.995685478,5435293.432074112,5768600.784847049,5656346.917967662,5610279.440997539,5555362.338936705,5522470.72998305,5656542.898717544,5657942.594914106
2020-10-14,5705477.495685478,5420730.782074112,5756495.58484705,5642301.867967662,5594783.54099754,5539946.388936706,5507337.779983051,5642477.948717545,5643296.794914106
2020-10-15,5675620.245685478,5385917.882074112,5722148.13484705,5605627.917967662,5556784.79099754,5503078.638936705,5470558.501791652,5605742.148717545,5605619.894914106
2020-10-16,5650253.395685477,5368701.682074112,5698513.284847049,5582252.617967662,5536634.640997539,5484639.338936705,5452421.651791653,5582307.298717544,5582873.944914106
2020-10-19,5664999.595685477,5382616.382074112,5715689.184847049,5599798.767967663,5552630.940997539,5499514.4889367055,5467031.7017916525,5599948.298717544,5600274.294914106
2020-10-20,5655377.795685478,5371207.435159782,5703284.284847049,5585183.667967662,5539356.1630252255,5487320.86376405,5455321.101791653,5585170.298717544,5585703.694914106
2020-10-21,5634533.245685478,5362012.335159782,5685204.83484705,5571678.567967663,5528813.6630252255,5477477.81376405,5445825.851791653,5571892.948717545,5573629.1449141065
2020-10-22,5671774.895685477,5392104.485159782,5721118.784847049,5607751.867967662,5562738.813025226,5509480.66376405,5476963.051791653,5607969.348717544,5609431.094914106
2020-10-23,5660815.395685477,5377673.385159782,5710200.284847049,5593791.817967663,5547051.513025225,5494226.46376405,5462028.001791652,5593901.848717544,5594406.894914106
2020-10-26,5685878.595685477,5398977.985159783,5733580.33484705,5615726.767967663,5570074.263025225,5516669.66376405,5484041.4517916525,5615744.498717545,5616778.944914105
2020-10-27,5668823.255807131,5384566.985159782,5716886.084847049,5600570.313933127,5554590.4130252255,5501472.11376405,5469109.2017916525,5601071.248717545,5601738.844914106
2020-10-28,5661711.705807131,5377465.685159782,5708150.734847049,5589536.213933127,5545936.6630252255,5493784.01376405,5461746.151791653,5590123.398717545,5591378.694914105
2020-10-29,5604238.80580713,5332365.585159782,5654151.38484705,5540228.563933127,5496916.563025226,5446149.31376405,5415084.851791653,5541519.3270873055,5542685.794914106
2020-10-30,5587837.60580713,5312888.635159782,5639418.03484705,5523277.513933127,5476580.813025226,5425703.31376405,5394933.501791652,5524450.627087306,5524675.894914106
2020-11-02,5663690.85580713,5378939.135159782,5717125.184847049,5599270.113933127,5549686.763025225,5495706.46376405,5463200.551791653,5600403.3270873055,5599690.994914106
2020-11-03,5698892.155807131,5411295.5671682935,5752298.984847049,5634749.883175887,5584836.762212095,5529839.008289255,5496817.940474499,5635943.100550918,5634955.475879973
2020-11-04,5700225.105807131,5413201.8171682935,5754287.284847049,5636194.233175887,5586613.412212094,5531775.458289254,5498815.390474498,5637298.050550918,5636275.225879973
2020-11-05,5742743.05580713,5447726.417168293,5798954.63484705,5681612.083175886,5626216.662212094,5568539.108289255,5534633.740474499,5682870.250550918,5680203.825879973
2020-11-06,5760709.80580713,5473841.767168293,5817742.534847049,5704977.033175887,5653734.512212094,5595962.158289254,5561752.690474499,5706392.200550918,5705473.175879973
2020-11-09,5831369.144083772,5517634.02134818,5884181.752763237,5761273.020694926,5702675.492910663,5642348.798257729,5607208.628365868,5762239.949597574,5758524.521095502
2020-11-10,5873663.194083771,5555980.87134818,5926878.402763236,5807070.020694925,5745614.5429106625,5683019.648257729,5647013.428365868,5808315.149597573,5803940.121095502
2020-11-11,6000821.844083771,5641648.071348181,6051527.202763236,5914213.770694926,5840690.042910663,5773672.498257729,5735955.628365868,5914626.249597574,5905663.571095502
2020-11-12,5921850.840836755,5568262.007910874,5971452.732581988,5835358.164442043,5761510.264096577,5696396.226950416,5659771.033184527,5835911.501182982,5826738.084847955
2020-11-13,5930748.040836755,5590500.807910873,5984429.832581989,5853868.914442043,5784536.564096577,5719671.476950416,5682862.933184527,5854612.951182982,5847158.084847955
2020-11-16,5997278.290836754,5646090.957910873,6046643.382581988,5912739.164442043,5844224.764096577,5778166.426950416,5740567.783184527,5913283.651182982,5906120.184847955
2020-11-17,6003955.290836754,5652858.357910873,6053493.732581988,5918934.964442043,5851257.964096577,5785207.9269504165,5747576.383184527,5919451.851182982,5912549.934847955
2020-11-18,6036854.525762412,5682051.507910874,6087481.716969924,5953236.614442043,5883585.964096577,5816082.1769504165,5777896.733184528,5953775.0511829825,5946390.884847955
2020-11-19,6023136.875762411,5663120.357910873,6073469.016969925,5936456.864442043,5863773.714096577,5796237.026950416,5758242.633184527,5936883.8011829825,5928313.834847955
2020-11-20,5988299.625762411,5635508.457910873,6042138.366969924,5908672.914442043,5834534.364096577,5767286.6769504165,5729599.583184527,5909267.201182982,5900250.684847955
2020-11-23,6006260.625762411,5655445.857910873,6063253.466969924,5929374.964442044,5855742.864096577,5788228.4269504165,5750295.683184528,5929874.151182982,5920944.384847955
2020-11-24,5954265.025762412,5613439.839210475,6008587.466969925,5880987.064442043,5810622.614096577,5744043.777657513,5706761.9858275205,5881839.5511829825,5874231.484847955
2020-11-25,5944903.425762411,5611686.289210475,5998774.366969924,5873233.614442043,5807359.414096577,5742027.777657513,5704943.58582752,5874142.3011829825,5868028.684847955
2020-11-26,5974337.175762411,5631288.189210475,6025378.916969925,5894828.064442043,5828299.514096577,5762565.027657513,5725252.635827521,5895465.901182982,5889025.034847955
2020-11-27,5944996.925762411,5604807.489210475,5995245.416969925,5866124.364442043,5800033.714096577,5734739.927657512,5697802.2358275205,5866849.901182982,5860496.4848479545
2020-11-30,5887711.264535573,5570986.239210475,5930361.080868391,5810301.314442043,5759571.014096577,5698606.627657512,5662709.33582752,5811360.851182982,5810071.684847955
2020-12-01,5922622.9645355735,5597137.339210475,5977773.180868391,5854821.714442043,5791213.014096577,5726652.627657512,5689864.935827521,5855785.751182982,5850356.884847955
2020-12-02,5921882.764535573,5598357.239210476,5979648.5308683915,5855893.514442043,5792292.664096577,5727898.177657513,5691126.885827521,5856825.951182982,5851363.284847955
2020-12-03,5910007.914535574,5586420.389210476,5968798.630868391,5843162.214442044,5779217.614096577,5715334.327657512,5678755.9858275205,5843979.101182982,5838213.784847955
2020-12-04,5952760.564535573,5618197.539210475,6005330.5308683915,5875688.114442043,5812934.364096577,5748607.177657512,5711660.385827521,5876373.5511829825,5871009.984847955
2020-12-07,5933650.664535574,5607149.889210476,5987742.980868392,5862527.564442043,5801090.264096577,5737052.927657512,5700233.78582752,5863410.601182982,5858574.984847955
2020-12-08,5874779.864535574,5552141.389210476,5931038.580868391,5803087.714442044,5741464.802729899,5679096.727657513,5643217.435827521,5803776.101182982,5798150.026771391
2020-12-09,5852879.014535573,5526263.235304629,5911210.530868391,5778045.802207997,5713818.352729899,5652201.527657513,5616437.472225885,5778393.650680247,5771557.976771391
2020-12-10,5844853.214535573,5525136.03530463,5904246.930868391,5773026.802207997,5711550.902729899,5650857.0471135285,5615275.472225885,5773396.950680247,5767381.476771391
2020-12-11,5875796.664535574,5565331.48530463,5944367.630868391,5819579.352207998,5755616.9527298985,5693224.847113528,5656879.722225885,5820235.750680247,5813733.976771391
2020-12-14,5871543.564535573,5547011.485304629,5937906.430868392,5804006.952207997,5736336.4527298985,5674034.647113528,5637930.122225885,5804188.950680247,5796038.576771391
2020-12-15,5834950.514535573,5521448.485304629,5900483.7808683915,5771359.902207998,5707989.802729899,5647109.5471135285,5611480.5722258855,5771777.050680247,5765085.326771391
2020-12-16,5905504.114535574,5577048.23530463,5971088.080868391,5835316.052207998,5768229.802729899,5705448.997113529,5668979.672225885,5835409.000680247,5827422.726771391
2020-12-17,5894445.014535573,5565286.63530463,5962932.930868392,5826481.002207997,5756347.002729898,5693265.5471135285,5656826.272225885,5826526.550680247,5817381.676771391
2020-12-18,5861799.714535573,5549958.88530463,5936396.5308683915,5809866.052207997,5740611.602729899,5677300.0471135285,5640994.8222258855,5810432.550680247,5802092.976771391
2020-12-21,5935563.914535573,5588292.08530463,6001488.680868391,5858540.202207997,5782388.002729898,5717588.5471135285,5680611.872225885,5858339.750680246,5847039.62677139
2020-12-22,5884382.314535573,5556693.13530463,5957058.730868392,5821855.002207997,5748154.7027298985,5684462.997113529,5647956.3222258855,5821960.900680247,5811610.476771391
2020-12-23,5866459.264535573,5544998.68530463,5937576.680868391,5806287.902207998,5735271.902729899,5672157.347113528,5635861.622225885,5806608.900680247,5797318.426771391
2020-12-24,5879631.814535573,5553477.03530463,5948915.730868391,5815210.502207997,5744230.602729899,5680987.7971135285,5644626.422225885,5815418.900680247,5806166.476771391
2020-12-25,5908755.614535573,5571698.735304629,5971509.430868391,5834234.802207997,5763530.152729899,5700030.7971135285,5663447.172225885,5834333.150680247,5825129.276771391
2020-12-28,5936345.514535573,5588888.63530463,6000589.430868391,5857986.302207997,5782953.302729898,5718152.497113528,5681224.3222258855,5857831.500680246,5847053.476771391
2020-12-29,5934629.4645355735,5595301.68530463,5999946.080868391,5862392.502207997,5789475.352729899,5724879.647113528,5687861.472225885,5862483.550680246,5852562.826771391
2020-12-30,6044240.414535574,5683680.08530463,6104711.130868391,5962036.652207998,5885058.902729899,5817667.747113529,5779237.722225885,5961991.750680247,5950790.176771391
2020-12-31,6022201.314535573,5676092.83530463,6085064.7808683915,5949214.752207997,5876337.502729899,5809606.397113528,5771400.472225886,5949493.200680247,5940020.026771391
2021-01-04,6019369.114535573,5661533.93530463,6085298.130868391,5940759.702207997,5862084.752729898,5794423.947113528,5756349.722225885,5940592.900680247,5928932.076771391
2021-01-05,6031395.864535573,5681438.83530463,6096270.980868391,5957042.052207997,5882658.652729899,5815172.847113528,5776931.622225885,5957152.150680247,5947250.326771391
2021-01-06,5984704.014535573,5643380.796030344,6048269.430868391,5910644.302207997,5840909.753471654,5775507.2971135285,5738066.072225885,5910822.150680247,5902795.376771391
2021-01-07,6035811.2145355735,5687835.246030344,6102933.330868391,5966147.652207998,5890457.353471654,5822020.918741422,5783671.605339895,5966473.600680247,5956556.343513778
2021-01-08,6105112.114535574,5747718.396030344,6171432.930868392,6032548.602207998,5955007.703471653,5884569.168741422,5845383.155339895,6032833.650680247,6022610.493513779
2021-01-11,6117404.9645355735,5759494.246030344,6184958.230868392,6044725.402207998,5967414.403471654,5896721.468741422,5857443.505339894,6044951.050680247,6034690.143513779
2021-01-12,6053667.226234217,5706570.596030344,6123127.510188294,5988425.302207997,5911299.503471654,5841383.468741422,5802725.455339896,5988927.850680247,5978375.193513779
2021-01-13,6097334.683901395,5734749.646030344,6164040.910188294,6020165.538774725,5941342.953471653,5870540.018741421,5831545.405339895,6020220.357766103,6008972.543513779
2021-01-14,6089034.683901395,5731300.527293194,6155349.720666745,6014317.438774725,5937391.387111136,5866844.118741421,5827966.505339894,6014532.057766103,6003952.593513778
2021-01-15,6030720.283901395,5686427.977293193,6094489.570666745,5957926.638774725,5887889.887111136,5820435.518741421,5782426.605339895,5958284.957766103,5950601.843513778
2021-01-18,6013529.033901395,5660957.727293193,6075149.770666745,5935322.288774725,5861635.137111135,5794296.218741422,5756463.205339895,5935576.507766102,5926634.743513779
2021-01-19,6034149.033901395,5675926.977293193,6094374.820666745,5951982.1887747245,5877496.437111135,5810680.118741421,5771801.9021541085,5952095.507766102,5943572.393513778
2021-01-20,5952667.333901395,5602006.977293193,6012920.720666746,5871916.138774725,5798408.937111136,5733026.522203232,5695474.1521541085,5872012.457766103,5862865.125650253
2021-01-21,5980596.30768811,5631234.377293194,6042440.670666746,5902192.438774725,5829235.037111135,5762827.372203233,5725375.4021541085,5902275.157766103,5892432.7756502535
2021-01-22,5929767.425492333,5592145.369517286,5993628.448509781,5857406.146592631,5787179.580430064,5723704.872203233,5685325.957881373,5857674.757569451,5850727.475650253
2021-01-25,5941899.725492333,5619849.519517287,6010747.04850978,5885438.346592631,5817052.230430065,5751864.122203233,5713908.507881373,5886254.057569451,5879777.225650253
2021-01-26,5906968.775492333,5577636.369517287,5972610.4985097805,5840100.446592631,5771560.930430065,5707420.6722032325,5670467.207881373,5840515.307569451,5833070.2756502535
2021-01-27,5899047.325492334,5572519.519517287,5966387.79850978,5833694.946592631,5765814.180430065,5702124.322203232,5665183.107881373,5834080.6075694505,5826849.225650253
2021-01-28,5856717.975492334,5542097.569517287,5924689.84850978,5797404.696592632,5732988.380430065,5669903.372203233,5633904.557881373,5798037.907569451,5791667.625650254
2021-01-29,5794084.225492333,5478020.669517286,5858633.44850978,5732141.996592631,5665746.080430064,5603351.322203232,5567940.557881373,5732912.40756945,5725662.925650253
2021-02-01,5842196.825492334,5528845.269517288,5915046.29850978,5788215.596592631,5719992.430430065,5656506.872203233,5620253.607881374,5788885.057569451,5781371.925650253
2021-02-02,5876647.425492333,5561403.5695172865,5949677.64850978,5823892.146592631,5754943.980430065,5691203.6722032325,5653732.357881373,5824641.457569451,5817864.275650253
2021-02-03,5910679.425492333,5584835.619517286,5980019.648509781,5846884.796592631,5778851.330430064,5715161.572203233,5677847.907881374,5847223.707569451,5840219.575650253
2021-02-04,5903204.025492334,5573815.519517287,5972021.54850978,5838468.596592631,5767908.730430065,5703714.872203233,5666521.607881373,5838815.507569451,5830800.975650253
2021-02-05,5923202.725492334,5601168.819517287,5992117.698509781,5865358.096592631,5797046.880430065,5732313.4222032325,5694680.557881374,5866083.457569451,5859444.375650254
2021-02-17,6052713.625492333,5694355.419517287,6120572.7485097805,5977627.896592631,5897974.430430065,5830332.1722032325,5790545.007881373,5977607.307569451,5967535.375650253
2021-02-18,6066276.375492333,5700068.969517287,6128111.79850978,5982545.346592631,5903740.130430065,5836114.122203233,5796415.157881374,5982449.1075694505,5972519.375650253
2021-02-19,6055274.625492333,5697687.269517287,6116050.79850978,5974414.696592631,5900207.330430064,5833065.6722032325,5793976.407881373,5974499.757569451,5965866.125650253
2021-02-22,6051210.025492334,5690164.569517287,6110273.2485097805,5965352.696592631,5891708.080430065,5825213.1722032325,5786230.407881374,5965237.807569451,5956661.725650254
2021-02-23,6122259.025492334,5751699.669517287,6182175.79850978,6035413.546592631,5958178.630430065,5888746.772203232,5849616.357881373,6035246.1075694505,6025142.7756502535
2021-02-24,6110481.625492333,5733780.719517287,6163766.4985097805,6015224.646592631,5938853.080430064,5869678.4222032325,5831178.107881373,6015026.807569451,6004636.825650253
2021-02-25,6155292.475492334,5790365.669517287,6213698.59850978,6071566.346592631,5998391.030430065,5928299.822203233,5889450.157881374,6071615.207569451,6062521.375650253
2021-02-26,6076861.675492333,5687091.019517287,6127488.2485097805,5969271.296592631,5889246.130430065,5820699.822203232,5783120.107881373,5968575.207569451,5955649.675650253
2021-03-02,6067037.66274691,5712024.693012681,6133902.820521732,5995637.156123235,5916803.610478338,5846802.829307674,5808798.726887545,5995855.08023822,5984210.263937445
2021-03-03,6121729.228540679,5756193.64301268,6184078.178744692,6041252.749463911,5962633.267216648,5891964.953301652,5854334.426887545,6041275.47808323,6029722.865226179
2021-03-04,6092106.428130412,5718511.1970224185,6151651.663072193,6002301.697504105,5922950.929398596,5853324.923926962,5815453.825078979,6001954.296291325,5989652.337455397
2021-03-05,6073595.380588064,5718898.685210366,6139460.591197125,5998819.715969892,5923002.530169552,5853930.823799489,5815867.255319798,5998807.860856922,5987894.1167774135
2021-03-08,6071376.292383698,5718072.479099412,6142433.609033905,6001962.628542364,5922628.830169552,5852785.723799489,5815036.489590207,6001981.1637533605,5990055.702625089
2021-03-09,6167201.292383698,5798501.279099412,6242552.509033904,6098854.528542364,6009420.830169552,5935921.62379949,5897962.689590206,6098882.1637533605,6084096.702625089
2021-03-10,6170190.592383698,5813188.579099412,6246909.059033905,6109980.378542364,6024450.480169552,5951207.573799489,5913116.989590206,6110310.513753361,6097151.302625089
2021-03-11,6185268.792383698,5824453.529099412,6264525.309033904,6124962.728542363,6038313.730169552,5964356.823799489,5924720.489590206,6125203.71375336,6111078.252625089
2021-03-12,6194591.342383698,5839662.013399051,6271802.309033905,6137239.58175137,6054316.379087547,5980381.036309937,5940395.924441744,6137798.944613088,6125182.169600305
2021-03-15,6207675.092383698,5862591.763399051,6292538.759033905,6164733.83175137,6079732.929087547,6004463.986309937,5964050.374441744,6165650.344613088,6152648.469600306
2021-03-16,6267098.842383698,5910876.81339905,6352359.209033905,6221173.88175137,6131991.679087547,6054939.136309938,6013835.824441744,6221997.244613089,6207638.369600305
2021-03-17,6234805.792383697,5881392.46339905,6325276.309033904,6190652.63175137,6100276.4790875465,6024044.586309937,5983451.674441744,6191175.944613088,6176115.0696003055
2021-03-18,6226690.292383698,5885152.663399051,6318915.559033905,6190311.23175137,6103665.529087546,6027940.186309937,5987326.974441744,6191104.444613088,6177472.269600306
2021-03-19,6187658.592383698,5822620.163399051,6270950.909033905,6126127.73175137,6036356.9790875465,5962482.186309937,5922838.874441744,6125990.644613088,6110387.269600306
2021-03-22,6181988.192383697,5848990.11339905,6276018.009033905,6150954.58175137,6065134.779087547,5990148.886309938,5950049.724441743,6151887.994613089,6138597.519600306
2021-03-23,6188980.142383697,5862307.41339905,6285255.959033905,6160883.98175137,6078267.779087547,6003859.586309937,5963772.324441744,6161805.694613089,6149564.619600305
2021-03-24,6196302.992383697,5865447.913399051,6291807.259033904,6165980.78175137,6081638.629087547,6006923.086309937,5967009.724441743,6166871.194613088,6154100.519600305
2021-03-25,6230036.342383698,5898549.063399051,6326808.759033905,6201392.68175137,6116889.279087547,6041441.736309937,6001129.474441744,6202347.694613089,6189606.619600306
2021-03-26,6237211.742383698,5911964.06339905,6334647.659033905,6211852.381751371,6130710.779087547,6055567.536309937,6014972.774441744,6212883.994613089,6201377.8196003055
2021-03-29,6273004.442383697,5950590.413399051,6371985.259033905,6250937.93175137,6171425.279087546,6095842.336309937,6054793.324441744,6252062.444613089,6241219.869600305
2021-03-30,6303678.292383698,5964553.563399051,6397091.659033905,6269905.081751371,6186906.579087547,6110548.986309937,6069179.674441745,6270775.0446130885,6258559.469600306
