date,nav_core,nav_alpha,nav_combined,exposure_e45,core_w,alpha_w,cash_w,ret_combined
2025-07-21,4525796.384974234,866032.4370345883,5391828.822008822,0.6816399803944336,0.8,0.1363279960788867,0.0636720039211132,0.0001140628589809
2025-07-22,4535961.848997353,863454.5952383705,5399416.444235724,0.6816399803944336,0.8,0.1363279960788867,0.0636720039211132,0.0012015706346819
2025-07-23,4545027.1355404565,861057.4169103017,5406084.552450758,0.6975579813747119,0.8,0.1395115962749424,0.0604884037250575,0.0010435765188916
2025-07-24,4537332.1345172655,862708.1731288466,5400040.3076461125,0.6975579813747119,0.8,0.1395115962749424,0.0604884037250575,-0.0009710221864042
2025-07-25,4518351.88851908,863190.6755265695,5381542.56404565,0.6975579813747119,0.8,0.1395115962749424,0.0604884037250575,-0.0032346456481237
2025-07-28,4501424.701929709,865553.4468473908,5366978.148777099,0.6975579813747119,0.8,0.1395115962749424,0.0604884037250575,-0.0024496044210307
2025-07-29,4490625.937822715,865097.7541408504,5355723.691963566,0.6975579813747119,0.8,0.1395115962749424,0.0604884037250575,-0.0020244677800723
2025-07-30,4522307.531402712,865033.444998137,5387340.9764008485,0.7126800823059763,0.8,0.1425360164611952,0.0574639835388046,0.0056291730589029
2025-07-31,4524908.722041317,866755.0398501293,5391663.761891447,0.7126800823059763,0.8,0.1425360164611952,0.0574639835388046,0.0008581940313872
2025-08-01,4540729.291225765,859608.5470342725,5400337.838260038,0.7126800823059763,0.8,0.1425360164611952,0.0574639835388046,0.0011480406282467
2025-08-04,4619830.122898364,865267.6579690162,5485097.78086738,0.7126800823059763,0.8,0.1425360164611952,0.0574639835388046,0.0152529054991322
2025-08-05,4619077.701363425,877548.953394893,5496626.654758317,0.7126800823059763,0.8,0.1425360164611952,0.0574639835388046,0.0027084332538346
2025-08-06,4646500.944244472,883213.7872786794,5529714.731523152,0.7270460781906776,0.8,0.1454092156381355,0.0545907843618644,0.0060406198543633
2025-08-07,4613330.676139226,889454.5070533514,5502785.183192577,0.7270460781906776,0.8,0.1454092156381355,0.0545907843618644,-0.0042978258324012
2025-08-08,4636378.025249175,894782.4238316754,5531160.44908085,0.7270460781906776,0.8,0.1454092156381355,0.0545907843618644,0.0051946713878533
2025-08-11,4610908.717998828,896734.1424938724,5507642.860492701,0.7270460781906776,0.8,0.1454092156381355,0.0545907843618644,-0.0039584460569439
2025-08-12,4627979.648263719,903147.5236786564,5531127.171942376,0.7270460781906776,0.8,0.1454092156381355,0.0545907843618644,0.0043922198715994
2025-08-13,4604458.404113429,903402.9517808962,5507861.355894325,0.7406937742811437,0.8,0.1481387548562287,0.0518612451437712,-0.0040093560845226
2025-08-14,4648214.129553121,906634.4768529064,5554848.606406027,0.7406937742811437,0.8,0.1481387548562287,0.0518612451437712,0.0083177347402677
2025-08-15,4608734.581260531,908627.7710986438,5517362.352359175,0.7406937742811437,0.8,0.1481387548562287,0.0518612451437712,-0.0063550770745193
2025-08-18,4663351.243975551,912078.6216332868,5575429.865608837,0.7406937742811437,0.8,0.1481387548562287,0.0518612451437712,0.0102401222478437
2025-08-19,4650128.943349243,919477.0653942776,5569606.008743521,0.7406937742811437,0.8,0.1481387548562287,0.0518612451437712,-0.000645965730267
2025-08-20,4625354.410376502,900258.821853504,5525613.232230006,0.7536590855670865,0.8,0.1507318171134173,0.0492681828865826,-0.008442422171411
2025-08-21,4626801.833146755,895151.3630960042,5521953.196242759,0.7536590855670865,0.8,0.1507318171134173,0.0492681828865826,-0.000884318692459
2025-08-22,4596114.57094198,902636.5539484826,5498751.124890463,0.7536590855670865,0.8,0.1507318171134173,0.0492681828865826,-0.0036336143233379
2025-08-25,4619014.826455688,906827.5673347282,5525842.393790416,0.7536590855670865,0.8,0.1507318171134173,0.0492681828865826,0.0049146358820537
2025-08-26,4540649.139162658,903982.0056926308,5444631.144855289,0.7536590855670865,0.8,0.1507318171134173,0.0492681828865826,-0.0142002962872848
2025-08-27,4573767.687088715,906399.5990628751,5480167.28615159,0.7659761312887322,0.8,0.1531952262577464,0.0468047737422535,0.0063699096068135
2025-08-28,4563232.140156189,910972.2525843136,5474204.392740503,0.7659761312887322,0.8,0.1531952262577464,0.0468047737422535,-0.0008338070245986
2025-08-29,4567530.94606624,910803.1936436167,5478334.139709856,0.7659761312887322,0.8,0.1531952262577464,0.0468047737422535,0.0007165261358908
2025-09-01,4630888.601132149,904372.5399743898,5535261.1411065385,0.7659761312887322,0.8,0.1531952262577464,0.0468047737422535,0.0096849669154148
2025-09-02,4701695.830831884,898784.5706373546,5600480.401469238,0.7659761312887322,0.8,0.1531952262577464,0.0468047737422535,0.0109963957638915
2025-09-03,4720509.121067564,889018.1844635108,5609527.305531075,0.7776773247242956,0.8,0.1555354649448591,0.0444645350551408,0.0010278642066621
2025-09-04,4716444.478770718,892545.6448082761,5608990.123578994,0.7776773247242956,0.8,0.1555354649448591,0.0444645350551408,0.000104715026999
2025-09-05,4729247.19133799,895449.9574605736,5624697.148798564,0.7776773247242956,0.8,0.1555354649448591,0.0444645350551408,0.002822380195345
2025-09-08,4722510.093682842,902191.0312832316,5624701.124966074,0.7776773247242956,0.8,0.1555354649448591,0.0444645350551408,0.0003659800476409
2025-09-09,4766842.859326362,900882.7661258968,5667725.625452259,0.7776773247242956,0.8,0.1555354649448591,0.0444645350551408,0.0072200146986789
2025-09-10,4807261.01958198,917627.7853307548,5724888.804912735,0.7887934584880808,0.8,0.1577586916976161,0.0422413083023837,0.0105006858187359
2025-09-11,4798699.834473698,930069.809478101,5728769.6439518,0.7887934584880808,0.8,0.1577586916976161,0.0422413083023837,0.001287071157858
2025-09-12,4807711.644107317,928780.974583106,5736492.618690423,0.7887934584880808,0.8,0.1577586916976161,0.0422413083023837,0.0012252272265683
2025-09-15,4777980.83711985,929825.5883582842,5707806.425478134,0.7887934584880808,0.8,0.1577586916976161,0.0422413083023837,-0.0047222434108073
2025-09-16,4785624.205264919,929060.4163119096,5714684.621576828,0.7887934584880808,0.8,0.1577586916976161,0.0422413083023837,0.0011151813971505
2025-09-17,4776449.525107504,934497.4145568568,5710946.939664361,0.7993537855636768,0.8,0.1598707571127353,0.0401292428872646,-0.0003632773205401
2025-09-18,4817511.025350599,930117.222742258,5747628.248092856,0.7993537855636768,0.8,0.1598707571127353,0.0401292428872646,0.005939882610258
