date,nav_alpha
2022-11-09,777849.1454646958
2022-11-10,786590.9461208611
2022-11-11,822235.694019349
2022-11-14,812902.7468791466
2022-11-15,834527.1869515717
2022-11-16,840723.9183396378
2022-11-17,851324.5676341668
2022-11-18,850081.4968032823
2022-11-21,843371.0907465726
2022-11-22,835641.0217860631
2022-11-23,839761.0658113515
2022-11-24,841237.5328192759
2022-11-25,863510.7705723397
2022-11-28,854874.9980765008
2022-11-29,854562.6385910015
2022-11-30,862621.710910399
2022-12-01,889675.2038973571
2022-12-02,887392.1523252571
2022-12-05,890195.0962719012
2022-12-06,887342.2741282877
2022-12-07,879940.9510545705
2022-12-08,874174.7006247179
2022-12-09,871199.1168910243
2022-12-12,866846.5596378186
2022-12-13,873658.0092537156
2022-12-14,870599.7137888442
2022-12-15,871976.5338971093
2022-12-16,860671.920845505
2022-12-19,854753.658547057
2022-12-20,850303.4436611893
2022-12-21,846016.5848938561
2022-12-22,851098.102223465
2022-12-23,848601.3209387957
2022-12-26,850249.4070238046
2022-12-27,852304.3691862357
2022-12-28,848242.2525491555
2022-12-29,842503.208894972
2022-12-30,849075.3953399443
2023-01-03,526356.8061967458
2023-01-04,525430.8294878919
2023-01-05,529134.7397303098
2023-01-06,529940.9801062323
2023-01-09,536081.1228934888
2023-01-10,540271.4518589824
2023-01-11,540773.6015947676
2023-01-12,538875.7449950476
2023-01-13,538891.7779390296
2023-01-16,540260.5119587869
2023-01-17,541203.9678911478
2023-01-30,552415.1772784872
2023-01-31,550809.0726909784
2023-02-01,548821.0060127567
2023-02-02,552289.9517884995
2023-02-03,552049.0795462969
2023-02-06,549564.7149455318
2023-02-07,548629.2373943636
2023-02-08,552104.3370048767
2023-02-09,550933.5342531996
2023-02-10,552425.210297989
2023-02-13,552543.4755631705
2023-02-14,557122.2669889871
2023-02-15,557199.3159645998
2023-02-16,558466.1742282159
2023-02-17,557791.7964267319
2023-02-20,559886.9302238281
2023-02-21,562336.1171066872
2023-02-22,559807.9111940229
2023-02-23,561718.8848813621
2023-02-24,565964.8627822209
2023-03-01,555882.5118909839
2023-03-02,562026.1096588349
2023-03-03,564937.8970995226
2023-03-06,566387.0676064638
2023-03-07,568951.5490590538
2023-03-08,569938.1910051107
2023-03-09,574603.1917137746
2023-03-10,564608.7802005333
2023-03-13,560373.9736360065
2023-03-14,560375.2742811897
2023-03-15,562498.3780081235
2023-03-16,557667.5197451605
2023-03-17,559549.4645685443
2023-03-20,562020.1862110222
2023-03-21,563628.4684894701
2023-03-22,566361.3134087735
2023-03-23,566656.0471447424
2023-03-24,571280.8890602584
2023-03-27,571567.6127951046
2023-03-28,570805.3026282181
2023-03-29,569009.706053235
2023-03-30,572662.0442879383
2023-03-31,573231.6506572153
2023-04-06,574479.7074942564
2023-04-07,574238.0915749696
2023-04-10,571380.0796218822
2023-04-11,576639.7345967308
2023-04-12,581967.5626242942
2023-04-13,581976.5871845856
2023-04-14,580469.313068091
2023-04-17,582218.2771417545
2023-04-18,587332.6390753072
2023-04-19,584618.0271207078
2023-04-20,581678.2473112418
2023-04-21,580093.4450453275
2023-04-24,574621.6831306433
2023-04-25,578307.5261678243
2023-04-26,566810.6514791549
2023-04-27,566258.9865488736
2023-04-28,573332.4333356778
2023-05-02,576332.39187928
2023-05-03,578485.7154836424
2023-05-04,576110.8548137244
2023-05-05,578473.6318284536
2023-05-08,580348.5304926374
2023-05-09,582283.9072939033
2023-05-10,577856.4757863361
2023-05-11,576820.1567711864
2023-05-12,570669.0129742209
2023-05-15,572678.3807613073
2023-05-16,573017.2472710992
2023-05-17,576864.9809172839
2023-05-18,586696.7336979611
2023-05-19,595289.0481776538
2023-05-22,594608.6283809112
2023-05-23,595185.5225542823
2023-05-24,593532.4252469445
2023-05-26,600012.1221141244
2023-05-29,606228.160754938
2023-05-30,607866.3302759265
2023-05-31,606901.6816160348
2023-06-01,605331.6969810344
2023-06-02,612387.9737704174
2023-06-05,622179.9236824429
2023-06-06,623485.8868294791
2023-06-07,627367.0075985115
2023-06-08,630858.4592512018
2023-06-09,631146.5530965405
2023-06-12,638978.8473833178
2023-06-13,642714.6686152151
2023-06-14,644713.3525120278
2023-06-15,651709.0152890602
2023-06-16,655994.3979579533
2023-06-19,650956.3383922917
2023-06-20,652839.4268003459
2023-06-21,651056.8969532987
2023-06-26,650507.4000352585
2023-06-27,647576.2290010583
2023-06-28,644382.4510720106
2023-06-29,646071.8208433766
2023-06-30,640072.0374284186
2023-07-03,643881.8344708021
2023-07-04,649730.2984305128
2023-07-05,651101.3212326862
2023-07-06,643050.9387713046
2023-07-07,635931.2605484797
2023-07-10,636650.9018025101
2023-07-11,640667.3728418803
2023-07-12,643435.0976310498
2023-07-13,655459.0590243582
2023-07-14,654736.358779859
2023-07-17,651319.4829467711
2023-07-18,665301.4974851458
2023-07-19,665874.8681457116
2023-07-20,649820.5475912836
2023-07-21,640868.5078127504
2023-07-24,655343.7965019956
2023-07-25,661940.3314878328
2023-07-26,664615.1468568343
2023-07-27,663595.8089461022
2023-07-28,663414.0554801318
2023-07-31,677699.06659086
2023-08-01,667706.8346083625
2023-08-02,666989.091354107
2023-08-04,652740.1993074288
2023-08-07,659004.5533143616
2023-08-08,663119.406080718
2023-08-09,659646.4223919581
2023-08-10,658356.9968433632
2023-08-11,652143.5143572836
2023-08-14,646548.7834694798
2023-08-15,647088.8996721295
2023-08-16,640518.7987577703
2023-08-17,636291.6454997755
2023-08-18,639569.0758520765
2023-08-21,638768.4874892886
2023-08-22,643654.0021963088
2023-08-23,643725.0740086087
2023-08-24,658764.2756169223
2023-08-25,652512.474270253
2023-08-28,655463.4230218363
2023-08-29,656070.8086292706
2023-08-30,663783.795308206
2023-08-31,660141.2323318906
2023-09-01,660594.6507883515
2023-09-04,660517.7187627789
2023-09-05,663780.4471134975
2023-09-06,668915.6486070441
2023-09-07,663570.6810137922
2023-09-08,662077.8365893255
2023-09-11,665036.4576261884
2023-09-12,659059.6774761997
2023-09-13,661210.5191606968
2023-09-14,663420.6433030459
2023-09-15,668766.6630266061
2023-09-18,669130.1783748514
2023-09-19,669920.9619048991
2023-09-20,669269.7907132792
2023-09-21,660183.0453337787
2023-09-22,648489.6448100002
2023-09-25,656564.0859912105
2023-09-26,656612.2582051421
2023-09-27,648610.8663265356
2023-09-28,653439.4880539294
2023-10-02,655267.2585993432
2023-10-03,654944.0269998297
2023-10-04,646085.8845690065
2023-10-05,650206.784479777
2023-10-06,655338.248581515
2023-10-11,657725.0096122544
2023-10-12,662751.3790056106
2023-10-13,664828.6642481902
2023-10-16,661644.8681468058
2023-10-17,666579.9151789905
2023-10-18,663169.5233205073
2023-10-19,658503.1460847213
2023-10-20,656355.5492177312
2023-10-23,653520.3647144946
2023-10-24,650781.7789947256
2023-10-25,650975.1021235335
2023-10-26,643935.4604108493
2023-10-27,644395.2593635049
2023-10-30,644890.9442535625
2023-10-31,646043.6693166638
2023-11-01,641002.1253104017
2023-11-02,648190.8353748524
2023-11-03,658895.3967241523
2023-11-06,664983.9995393001
2023-11-07,668599.5293083454
2023-11-08,664013.6898157026
2023-11-09,664580.4789407024
2023-11-10,662682.4503275275
2023-11-13,667565.9261270877
2023-11-14,665098.3699143346
2023-11-15,667486.7309916373
2023-11-16,665295.541601847
2023-11-17,664258.3859485106
2023-11-20,667767.8981765652
2023-11-21,671494.1299738281
2023-11-22,669448.6539364232
2023-11-23,673072.5923261113
2023-11-24,673079.4718795941
2023-11-27,675570.2711835451
2023-11-28,674766.6366053122
2023-11-29,679141.8314416743
2023-11-30,682056.075541093
2023-12-01,680071.0141775106
2023-12-04,681092.0511898705
2023-12-05,677378.9306672955
2023-12-06,680170.9709803209
2023-12-07,679449.5614849625
2023-12-08,681327.7814134419
2023-12-11,681016.7592966683
2023-12-12,683861.7343773284
2023-12-13,687027.2309599812
2023-12-14,697245.1535297886
2023-12-15,705824.9829520605
2023-12-18,699255.3356397775
2023-12-19,700208.0211047613
2023-12-20,698108.6278901777
2023-12-21,689494.6921163272
2023-12-22,692909.8131221817
2023-12-25,694463.4455284061
2023-12-26,697608.5771925767
2023-12-27,702306.5184545775
2023-12-28,706377.2016357731
2023-12-29,702642.7216773521
2024-01-02,704286.1971600723
2024-01-03,694273.391897105
2024-01-04,691107.4934566735
2024-01-05,689863.234559999
2024-01-08,687875.6236950569
2024-01-09,689917.8504023179
2024-01-10,682773.787266049
2024-01-11,683121.8576067478
2024-01-12,681131.8504651797
2024-01-15,687695.9221978284
2024-01-16,682319.8140310325
2024-01-17,679823.7362215404
2024-01-18,672586.4504663259
2024-01-19,678193.9213326205
2024-01-22,684776.4974638768
2024-01-23,685946.728305359
2024-01-24,692231.5978722326
2024-01-25,693257.2982299001
2024-01-26,689821.1296564771
2024-01-29,688773.5796164644
2024-01-30,693176.9541737961
2024-01-31,687947.95060873
2024-02-01,684866.9143795471
2024-02-02,688543.6302488309
2024-02-05,683539.8254708985
2024-02-15,702100.2447714687
2024-02-16,692795.1935494798
2024-02-19,690543.2672252319
2024-02-20,697204.761114303
2024-02-21,699275.3736127581
2024-02-22,701449.850129597
2024-02-23,710679.6532457389
2024-02-26,710081.702845914
2024-02-27,712712.7691566574
2024-02-29,707390.0578089362
2024-03-01,726424.8636602876
2024-03-04,724286.4986405845
2024-03-05,726157.7621023038
2024-03-06,724340.0213183933
2024-03-07,743815.73571492
2024-03-08,757489.5373291044
2024-03-11,743389.3356884391
2024-03-12,742594.3381848068
2024-03-13,766011.3852835222
2024-03-14,766121.8591133637
2024-03-15,755539.2388234697
2024-03-18,757264.576321505
2024-03-19,762347.2625859996
2024-03-20,770915.537509631
2024-03-21,774029.7840125876
2024-03-22,779000.4739114682
2024-03-25,776549.4253213742
2024-03-26,774976.2231290054
2024-03-27,769540.2829448686
2024-03-28,773693.3689817414
2024-03-29,776248.2358661412
2024-04-01,782886.3470285999
2024-04-02,773404.3863531603
2024-04-03,773258.1312987288
2024-04-08,773590.7738827345
2024-04-09,784675.9866034015
2024-04-10,787740.5145133035
2024-04-11,783288.1219281693
2024-04-12,786248.4434100628
2024-04-15,786208.0891360469
2024-04-16,770887.5590382084
2024-04-17,760925.7954403517
2024-04-18,766164.9510306459
2024-04-19,761391.6126938723
2024-04-22,749646.6425713067
2024-04-23,752047.2348260722
2024-04-24,757816.7380459608
2024-04-25,762532.5584625563
2024-04-26,759754.7812189392
2024-04-29,770055.4856671178
2024-04-30,777587.219902334
2024-05-02,770826.6733186916
2024-05-03,778738.2874153703
2024-05-06,785869.7773394975
2024-05-07,789889.3791703049
2024-05-08,783693.1699301996
2024-05-09,781631.2662395592
2024-05-10,776977.9792372867
2024-05-13,791294.9598600564
2024-05-14,793652.3986648596
2024-05-15,795840.5752293214
2024-05-16,801537.5325840602
2024-05-17,806278.001390181
2024-05-20,809417.609181917
2024-05-21,799508.0372797548
2024-05-22,802207.1659612628
2024-05-23,810394.8509441501
2024-05-24,802265.2587177003
2024-05-27,818094.3012454251
2024-05-28,827876.9311273487
2024-05-29,828011.2545000068
2024-05-30,807557.7070304928
2024-05-31,811551.1758590357
2024-06-03,815775.7489777233
2024-06-04,808830.6277043556
2024-06-05,806942.3077038332
2024-06-06,815556.7216582921
2024-06-07,822425.0609823415
2024-06-11,825348.1958191455
2024-06-12,818262.8006986325
2024-06-13,829382.2558188242
2024-06-14,835092.0720989798
2024-06-17,836440.1215747668
2024-06-18,843199.2785418326
2024-06-19,853563.1591965227
2024-06-20,863609.6760392232
2024-06-21,862355.1682515894
2024-06-24,865231.9436549962
2024-06-25,858751.8474300907
2024-06-26,860371.2986653099
2024-06-27,851742.071340777
2024-06-28,857920.919368658
2024-07-01,864358.7068851322
2024-07-02,868426.0339765688
2024-07-03,873180.3367568514
2024-07-04,875809.992876045
2024-07-05,876642.6255170313
2024-07-08,871987.9449119617
2024-07-09,882387.7002123692
2024-07-10,881758.2897611887
2024-07-11,896744.9542952845
2024-07-12,888713.510910691
2024-07-15,892500.7355429396
2024-07-16,885498.859872852
2024-07-17,886863.1168289131
2024-07-18,874394.2006969693
2024-07-19,872629.7442611753
2024-07-22,857383.7921073774
2024-07-23,848101.5114610926
2024-07-26,830807.9735386975
2024-07-29,852089.1687308453
2024-07-30,840026.2155145284
2024-07-31,838704.4361879845
2024-08-01,861923.0470678831
2024-08-02,842904.296636414
2024-08-05,809271.3542564028
2024-08-06,799767.7861141004
2024-08-07,790707.2239802474
2024-08-08,799148.6735284494
2024-08-09,813279.3056024703
2024-08-12,825635.0765208324
2024-08-13,829709.6504447873
2024-08-14,832762.4047669821
2024-08-15,835311.5352489097
2024-08-16,838073.4423220363
2024-08-19,837659.0114313666
2024-08-20,839609.0871077955
2024-08-21,834493.6988043676
2024-08-22,834742.5312335375
2024-08-23,828584.107667226
2024-08-26,836809.9334570339
2024-08-27,835027.0996722528
2024-08-28,838915.3358771569
2024-08-29,834498.9271572292
2024-08-30,840352.7131616678
2024-09-02,841574.3459707835
2024-09-03,840657.5297530902
2024-09-04,812802.4515115062
2024-09-05,823347.7553064098
2024-09-06,821444.9259735242
2024-09-09,814454.8858173044
2024-09-10,822095.8546258819
2024-09-11,818279.1676456449
2024-09-12,830694.4756177339
2024-09-13,830673.8700731819
2024-09-16,831185.6126801296
2024-09-18,831137.2033692299
2024-09-19,829700.8703910718
2024-09-20,844675.614435045
2024-09-23,847541.9183634964
2024-09-24,848866.3218902204
2024-09-25,856913.9830578518
2024-09-26,858979.5409290353
2024-09-27,859983.9989026635
2024-09-30,848449.1878154295
2024-10-01,844105.1829618864
2024-10-04,835837.1576127148
2024-10-07,837724.9327606016
2024-10-08,835754.9986603244
2024-10-09,840317.2930962688
2024-10-11,836952.0052164445
2024-10-14,838877.4102511514
2024-10-15,842485.3151520123
2024-10-16,841246.3686981914
2024-10-17,844190.9662448136
2024-10-18,852037.9843500197
2024-10-21,856538.8478259027
2024-10-22,848870.7786575436
2024-10-23,851273.8653442792
2024-10-24,845882.2415299141
2024-10-25,845109.9255004214
2024-10-28,849407.9664670815
2024-10-29,841423.2867637166
2024-10-30,838399.7111428905
2024-11-01,814663.6547880948
2024-11-04,831085.0569886666
2024-11-05,833521.2783769445
2024-11-06,839845.1394750291
2024-11-07,835427.6593017754
2024-11-08,846375.2339894358
2024-11-11,845970.2136622481
2024-11-12,836874.3425292375
2024-11-13,830948.1379387205
2024-11-14,831940.0163361619
2024-11-15,831657.8556771723
2024-11-18,832286.7748904595
2024-11-19,830105.7064581582
2024-11-20,836882.2256267413
2024-11-21,832908.2352385165
2024-11-22,836701.530175207
2024-11-25,844681.5436817111
2024-11-26,838421.9104190286
2024-11-27,836917.4508588231
2024-11-28,826994.4161817032
2024-11-29,819643.483974895
2024-12-02,829057.2738048254
2024-12-03,841844.2169750542
2024-12-04,846780.2819625201
2024-12-05,850587.1381148687
2024-12-06,850388.416287203
2024-12-09,855560.6587550725
2024-12-10,859262.6261683556
2024-12-11,847996.8440263342
2024-12-12,852167.5056773467
2024-12-13,852910.8274432481
2024-12-16,857500.0106522781
2024-12-17,847365.098392357
2024-12-18,848198.1258862608
2024-12-19,840197.1585704499
2024-12-20,840088.4258952128
2024-12-23,844659.2978725281
2024-12-24,852504.776942493
2024-12-25,852337.8117289413
2024-12-26,850571.1187120486
2024-12-27,849584.6335809304
2024-12-30,849177.5655183203
2024-12-31,844492.9127491388
2025-01-02,845643.7156965975
2025-01-03,842024.2194456763
2025-01-06,848778.7649470282
2025-01-07,856839.8908685703
2025-01-08,858456.9984234049
2025-01-09,854505.2492566933
2025-01-10,838651.4559594413
2025-01-13,831408.0482235051
2025-01-14,821288.0387261366
2025-01-15,828707.6118455252
2025-01-16,832135.9808206352
2025-01-17,831778.3223364442
2025-01-20,834157.1902201443
2025-01-21,832977.3838363258
2025-01-22,839527.2325962739
2025-02-03,817916.0121956542
2025-02-04,832989.1260495916
2025-02-05,834105.8283154471
2025-02-07,839689.4696309698
2025-02-10,838769.2329459693
2025-02-11,842284.5674915119
2025-02-12,845393.4295916656
2025-02-13,841151.4467119811
2025-02-14,843800.946850106
2025-02-17,840201.7537543754
2025-02-18,846077.8681634136
2025-02-19,840572.6513270987
2025-02-20,841349.2445111761
2025-02-21,835262.4556800858
2025-02-24,830979.8802355082
2025-02-25,828569.0341108162
2025-02-26,826347.971927262
2025-02-27,834296.557844082
2025-03-03,811843.6275340928
2025-03-04,805088.7773543089
2025-03-05,815661.1891964206
2025-03-06,822472.338539396
2025-03-07,821656.9610944857
2025-03-10,818464.4999453283
2025-03-11,797629.1759892704
2025-03-12,804261.8865490436
2025-03-13,812566.5532848228
2025-03-14,797434.2419802288
2025-03-17,793859.5184828019
2025-03-18,797871.5169984344
2025-03-19,803332.7815007356
2025-03-20,802585.1737810865
2025-03-21,804593.8849445877
2025-03-24,806041.2928203288
2025-03-25,804650.4190715837
2025-03-26,806053.6543310042
2025-03-27,799149.8118938078
2025-03-28,794913.2647672469
2025-03-31,773945.4586296035
2025-04-01,769384.0609057758
2025-04-02,774027.854478267
2025-04-07,729807.9249412676
2025-04-08,686875.9313451487
2025-04-09,665182.7210409493
2025-04-10,694487.9351425485
2025-04-11,672395.0290106522
2025-04-14,720236.9511362971
2025-04-15,719241.8144902582
2025-04-16,733828.0315227619
2025-04-17,715286.9738099873
2025-04-18,722027.7607171807
2025-04-21,719695.2840287383
2025-04-22,699430.8217428031
2025-04-23,718006.2648720609
2025-04-24,729193.3221710317
2025-04-25,741978.8388999776
2025-04-28,746924.8965886341
2025-04-29,749755.2904926781
2025-04-30,756504.7090241201
2025-05-02,760618.3910916013
2025-05-05,770487.4604780743
2025-05-06,749527.0703220809
2025-05-07,762997.4816595124
2025-05-08,762599.9509712852
2025-05-09,771131.8853282472
2025-05-12,786925.8016168878
2025-05-13,808836.3469042315
2025-05-14,808763.6938194891
2025-05-15,819964.8846755407
2025-05-16,817845.5606110625
2025-05-19,819448.4461017236
2025-05-20,812834.5802480222
2025-05-21,813245.0394946988
2025-05-22,815745.9548166759
2025-05-23,827791.9202782882
2025-05-26,827661.2758223492
2025-05-27,827977.1502528223
2025-05-28,833159.6962121347
2025-05-29,829583.2593499023
2025-06-02,818355.8322316346
2025-06-03,812376.8128835912
2025-06-04,819016.0518427215
2025-06-05,826904.4949750463
2025-06-06,827710.115036943
2025-06-09,831130.2269099528
2025-06-10,835939.19436482
2025-06-18,835778.0212092536
2025-06-19,838392.1773989719
2025-06-20,835377.3818653581
2025-06-23,828572.0837884193
2025-06-24,837830.1521460767
2025-06-25,845828.2075888467
2025-06-26,848873.7426094583
2025-06-27,845269.6461128644
2025-06-30,844338.1183727097
2025-07-01,844454.6836357444
2025-07-02,843906.4496454598
2025-07-03,850373.4978076395
2025-07-04,852388.3499773921
2025-07-07,848126.2452244268
2025-07-08,846361.1241958716
2025-07-09,845170.752502323
2025-07-10,849489.9580691576
2025-07-11,854391.9697710564
2025-07-14,855495.6863697361
2025-07-15,854644.1825943042
2025-07-16,859212.738911564
2025-07-17,859602.6772676456
2025-07-18,864118.8167769648
2025-07-21,866032.4370345883
2025-07-22,863454.5952383705
2025-07-23,861057.4169103017
2025-07-24,862708.1731288466
2025-07-25,863190.6755265695
2025-07-28,865553.4468473908
2025-07-29,865097.7541408504
2025-07-30,865033.444998137
2025-07-31,866755.0398501293
2025-08-01,859608.5470342725
2025-08-04,865267.6579690162
2025-08-05,877548.953394893
2025-08-06,883213.7872786794
2025-08-07,889454.5070533514
2025-08-08,894782.4238316754
2025-08-11,896734.1424938724
2025-08-12,903147.5236786563
2025-08-13,903402.9517808962
2025-08-14,906634.4768529064
2025-08-15,908627.7710986438
2025-08-18,912078.6216332869
2025-08-19,919477.0653942777
2025-08-20,900258.821853504
2025-08-21,895151.3630960042
2025-08-22,902636.5539484826
2025-08-25,906827.5673347282
2025-08-26,903982.0056926307
2025-08-27,906399.5990628751
2025-08-28,910972.2525843137
2025-08-29,910803.1936436167
2025-09-01,904372.5399743898
2025-09-02,898784.5706373546
2025-09-03,889018.1844635108
2025-09-04,892545.6448082761
2025-09-05,895449.9574605736
2025-09-08,902191.0312832315
2025-09-09,900882.7661258967
2025-09-10,917627.7853307547
2025-09-11,930069.809478101
2025-09-12,928780.9745831059
2025-09-15,929825.5883582842
2025-09-16,929060.4163119097
2025-09-17,934497.4145568568
2025-09-18,930117.222742258
2025-09-19,939214.6485968473
2025-09-22,935688.9846892164
2025-09-23,948164.4875020824
2025-09-24,943054.0415691318
2025-09-25,936641.3822373346
2025-09-26,930488.6989805312
2025-09-30,923216.4601105079
2025-10-01,931084.5337656057
2025-10-02,943817.1736976487
2025-10-03,941578.4139442624
2025-10-07,957863.8074774466
2025-10-08,963195.2377849598
2025-10-09,976089.6857886459
2025-10-13,948251.817694444
2025-10-14,974572.2104762248
2025-10-15,961185.2299403885
2025-10-16,969924.9990779163
2025-10-17,973650.8469061658
2025-10-20,974465.250866011
2025-10-21,982623.8383118829
2025-10-22,973939.2027814118
2025-10-23,974675.9225238852
2025-10-27,996927.8083949215
2025-10-28,993234.2881420784
2025-10-29,994453.512518998
2025-10-30,1001619.6804554872
2025-10-31,1001959.0279912638
2025-11-03,1001652.2852397659
2025-11-04,1001950.0873240673
2025-11-05,972754.6308740473
2025-11-06,991467.5512461457
2025-11-07,983294.1684020868
2025-11-10,979515.6142539799
2025-11-11,984834.6116170088
2025-11-12,976400.991052751
2025-11-13,983887.0178037271
2025-11-14,971214.5065931098
2025-11-17,973727.3245431603
2025-11-18,955461.265694221
2025-11-19,943716.7790656056
2025-11-20,960581.2586087284
2025-11-21,938578.6388883148
2025-11-24,944768.4847215831
2025-11-25,959725.9535773497
2025-11-26,958945.3348575566
2025-11-27,962068.6096203488
2025-11-28,972669.4065043065
2025-12-01,974802.5654554546
2025-12-02,975003.5044238791
2025-12-03,985059.7309489163
2025-12-04,993206.4732556418
2025-12-05,987570.7625546088
2025-12-08,999389.8483786541
2025-12-09,999659.0225180007
2025-12-10,997689.4033010328
2025-12-11,998922.4983910305
2025-12-12,992617.4209492025
2025-12-15,980881.7914787425
2025-12-16,975686.7307973417
2025-12-17,968080.800607296
2025-12-18,973231.3016672233
2025-12-19,977322.2868946714
2025-12-22,990074.4962331357
2025-12-23,995716.2846584998
2025-12-24,997638.4792558661
2025-12-26,999983.1379140837
2025-12-29,1002806.2928915684
2025-12-30,1001029.6397382658
2025-12-31,1003853.7723731062
2026-01-02,1012954.3603166812
2026-01-05,1024540.2747349575
2026-01-06,1029968.7255875502
2026-01-07,1045063.7656933547
2026-01-08,1047036.4662461437
2026-01-09,1028976.9685808346
2026-01-12,1040072.9414629171
2026-01-13,1044293.3280600731
2026-01-14,1046332.1993564364
2026-01-15,1049112.3776445347
2026-01-16,1055593.6336671975
2026-01-19,1068790.560314438
2026-01-20,1067718.2546823444
2026-01-21,1075054.5259781345
2026-01-22,1086058.8291472932
2026-01-23,1094527.1627688732
2026-01-26,1096122.885827844
2026-01-27,1105788.8943758889
2026-01-28,1120922.5498354256
2026-01-29,1119278.9501860386
2026-01-30,1098093.1525730675
2026-02-02,1079582.0898906956
2026-02-03,1088512.5703982818
2026-02-04,1081297.4101299793
2026-02-05,1086073.326907655
2026-02-06,1068881.9236145157
2026-02-09,1095692.8354486085
2026-02-10,1107478.0397703422
2026-02-11,1110420.7603245291
2026-02-23,1142036.1015258695
2026-02-24,1145209.430137052
2026-02-25,1167369.1805804938
2026-02-26,1183058.3442839992
2026-03-02,1162011.651326021
2026-03-03,1174902.554131062
2026-03-04,1130541.2974789406
2026-03-05,1129015.8790483545
2026-03-06,1114858.9021058762
2026-03-09,1055439.4341150012
2026-03-10,1104055.3703859076
2026-03-11,1112286.3194984307
2026-03-12,1130107.581559361
2026-03-13,1114854.225974401
2026-03-16,1129334.0265914064
2026-03-17,1127253.329261678
2026-03-18,1145600.237769154
2026-03-19,1141775.6605484285
2026-03-20,1139970.7256812735
2026-03-23,1101642.9624784305
2026-03-24,1121281.6707055029
2026-03-25,1126339.190471653
2026-03-26,1139520.8809225864
2026-03-27,1116943.9938391382
2026-03-30,1104659.756077065
2026-03-31,1101096.0933790084
2026-04-01,1112622.8584841306
2026-04-02,1135105.8148702066
2026-04-07,1121274.556967
2026-04-08,1152380.241956148
2026-04-09,1170800.383419434
2026-04-10,1181178.763276103
2026-04-13,1177996.078751867
2026-04-14,1195009.4854547505
2026-04-15,1216445.7342297172
2026-04-16,1228192.3293855684
2026-04-17,1234593.8028885655
2026-04-20,1235677.5255638405
2026-04-21,1252895.3283895904
2026-04-22,1269366.7914102613
2026-04-23,1303477.290933705
2026-04-24,1274362.063942265
2026-04-27,1307202.704895503
2026-04-28,1297128.8824950391
2026-04-29,1297927.7666373283
2026-04-30,1323491.3247504747
2026-05-04,1349884.2887260062
2026-05-05,1361979.4738382306
2026-05-06,1389255.2371720567
2026-05-07,1391848.9334453
2026-05-08,1388331.999572053
2026-05-11,1396512.7869919497
2026-05-12,1422890.4716725203
2026-05-13,1385276.2477105942
2026-05-14,1389287.896256964
2026-05-15,1390520.5709084386
2026-05-18,1334446.7171415754
2026-05-19,1330781.0846648875
2026-05-20,1316959.7599034384
2026-05-21,1341693.6478911832
2026-05-22,1381502.372325039
2026-05-25,1435444.8492024688
2026-05-26,1460237.2568190498
2026-05-27,1468505.8748158184
2026-05-29,1463385.0320003505
2026-06-01,1488030.600866325
2026-06-02,1510326.7991996799
2026-06-03,1528973.6230654798
2026-06-04,1526632.1032581222
2026-06-05,1491110.6378948246
2026-06-08,1401775.2526339395
2026-06-09,1465751.1443948306
2026-06-10,1497644.825248936
2026-06-11,1470231.1938174057
2026-06-12,1518721.9092104072
2026-06-15,1536379.5890718673
2026-06-16,1541948.4667370047
2026-06-17,1548157.8602092979
2026-06-18,1578428.1426030046
2026-06-22,1602472.8783293585
2026-06-23,1606062.4436519286
2026-06-24,1553964.4912113794
2026-06-25,1566080.8412851922
2026-06-26,1549534.7592095148
2026-06-29,1512477.0743906503
2026-06-30,1535560.1859775856
2026-07-01,1580390.0793010108
2026-07-02,1541489.443884144
2026-07-03,1536966.1675503403
2026-07-06,1580369.2421223633
2026-07-07,1554438.7477777468
2026-07-08,1539257.6429725476
2026-07-09,1553081.4322293522
2026-07-13,1554365.0424440713
2026-07-14,1536676.5613689513
2026-07-15,1541912.5203100683
2026-07-16,1548085.8904264662
2026-07-17,1505531.0456440148
2026-07-20,1477523.3664008358
2026-07-21,1476466.9730629874
2026-07-22,1523029.7240373928
2026-07-23,1541734.976192738
2026-07-24,1501734.154883248
2026-07-27,1492658.8307789739
2026-07-28,1464201.1986666035
2026-07-29,1450488.378891278
2026-07-30,1407937.156594938
2026-07-31,1466405.4867933672
2026-08-03,1483090.8046477374
2026-08-04,1479464.8822036334
2026-08-05,1521887.0860149025
2026-08-06,1516074.246426115
2026-08-07,1530998.8686650174
2026-08-10,1541103.7020711212
2026-08-11,1548712.82838081
2026-08-12,1563844.2129213242
2026-08-13,1583432.6590667015
2026-08-14,1573824.6606278562
2026-08-17,1577667.90633956
2026-08-18,1575303.212786565
2026-08-19,1564301.9164032575
2026-08-20,1585075.6923721267
2026-08-21,1568425.4326534297
2026-08-24,1586844.6178265668
2026-08-25,1585244.280064809
2026-08-26,1595765.1372177352
2026-08-27,1609414.185646399
2026-08-28,1598012.4312852444
