portfolio,start,end,days,ending_nav,cumulative_return,cagr,annualized_volatility,sharpe_rf0,max_drawdown,calmar,average_daily_turnover,total_cost,trade_count
VALIDATION_2019_2022,2019-01-02,2022-12-30,977,1.0570216465215927,0.057021646521592695,0.014421345710669664,0.14489032766821833,0.17193691732136418,-0.2793762552259741,0.05161979746276192,0.06527024663865565,0.25597217994141896,4526
VALIDATION_2019_2022_MARKET_PROXY,2019-01-02,2022-12-30,977,2.09009338126328,1.09009338126328,0.20966671665083858,0.1823973830667048,1.1276846995009848,-0.2958435956458647,0.7087079785962888,0.0,0.0,0
SEALED_2023_LATEST,2023-01-03,2026-08-28,879,2.014212371518528,1.014212371518528,0.22259624735024874,0.16678215458564533,1.2894962225212965,-0.21365618475204196,1.0418432193225866,0.07207537318231602,0.27996277686718385,4137
SEALED_2023_LATEST_MARKET_PROXY,2023-01-03,2026-08-28,879,1.942230065924133,0.9422300659241329,0.20989279403213867,0.16976795858741053,1.2149736127762427,-0.25590402855380745,0.8202012106581813,0.0,0.0,0
