date,nav,cash,positions,stale_positions,turnover,cumulative_cost,period
2019-02-11,1.0503847918839209,6.938893903907228e-18,20,0,0.10832521840465482,0.004876007115018799,VALIDATION_2019_2022
2019-02-12,1.041875443395104,6.938893903907228e-18,20,0,0.0,0.004876007115018799,VALIDATION_2019_2022
2019-02-13,1.049738092593349,6.938893903907228e-18,20,0,0.0,0.004876007115018799,VALIDATION_2019_2022
2019-02-14,1.0443519668043975,6.938893903907228e-18,20,0,0.0,0.004876007115018799,VALIDATION_2019_2022
2019-02-15,1.0458098180185937,6.938893903907228e-18,20,0,0.0,0.004876007115018799,VALIDATION_2019_2022
2019-02-18,1.0440118988514702,3.903127820947816e-18,20,0,0.2077759369462571,0.005620606781251857,VALIDATION_2019_2022
2019-02-19,1.04452377986453,3.903127820947816e-18,20,0,0.0,0.005620606781251857,VALIDATION_2019_2022
2019-02-20,1.0458381262645737,3.903127820947816e-18,20,0,0.0,0.005620606781251857,VALIDATION_2019_2022
2019-02-21,1.0504767372066481,3.903127820947816e-18,20,0,0.0,0.005620606781251857,VALIDATION_2019_2022
2019-02-22,1.054537395886786,3.903127820947816e-18,20,0,0.0,0.005620606781251857,VALIDATION_2019_2022
2019-02-25,1.057917507850662,6.938893903907228e-18,20,0,0.40380459463951696,0.007087969663731269,VALIDATION_2019_2022
2019-02-26,1.0595895108565538,6.938893903907228e-18,20,0,0.0,0.007087969663731269,VALIDATION_2019_2022
2019-02-27,1.0592032319374929,6.938893903907228e-18,20,0,0.0,0.007087969663731269,VALIDATION_2019_2022
2019-03-04,1.056057394476336,6.938893903907228e-18,20,0,0.0,0.007087969663731269,VALIDATION_2019_2022
2019-03-05,1.0488743535016092,6.938893903907228e-18,20,0,0.0,0.007087969663731269,VALIDATION_2019_2022
2019-03-06,1.0484629756155786,6.245004513516506e-17,20,0,0.40570392110405235,0.00854906853708613,VALIDATION_2019_2022
2019-03-07,1.0508192313571347,6.245004513516506e-17,20,0,0.0,0.00854906853708613,VALIDATION_2019_2022
2019-03-08,1.048709885629494,6.245004513516506e-17,20,0,0.0,0.00854906853708613,VALIDATION_2019_2022
2019-03-11,1.0442495591484087,6.245004513516506e-17,20,0,0.0,0.00854906853708613,VALIDATION_2019_2022
2019-03-12,1.0492696057128617,6.245004513516506e-17,20,0,0.0,0.00854906853708613,VALIDATION_2019_2022
2019-03-13,1.0513339542604783,-4.553649124439119e-18,20,0,0.305978617779834,0.00965365655896424,VALIDATION_2019_2022
2019-03-14,1.050638690703116,-4.553649124439119e-18,20,0,0.0,0.00965365655896424,VALIDATION_2019_2022
2019-03-15,1.047424868586148,-4.553649124439119e-18,20,0,0.0,0.00965365655896424,VALIDATION_2019_2022
2019-03-18,1.0531416747000748,-4.553649124439119e-18,20,0,0.0,0.00965365655896424,VALIDATION_2019_2022
2019-03-19,1.0581553567850515,-4.553649124439119e-18,20,0,0.0,0.00965365655896424,VALIDATION_2019_2022
2019-03-20,1.0587554216881772,0.0,20,0,0.2069127707955148,0.010405632241081108,VALIDATION_2019_2022
2019-03-21,1.0613056652875308,0.0,20,0,0.0,0.010405632241081108,VALIDATION_2019_2022
2019-03-22,1.0631886018922834,0.0,20,0,0.0,0.010405632241081108,VALIDATION_2019_2022
2019-03-25,1.0524030336395458,0.0,20,0,0.0,0.010405632241081108,VALIDATION_2019_2022
2019-03-26,1.0573535390189228,0.0,20,0,0.0,0.010405632241081108,VALIDATION_2019_2022
2019-03-27,1.0607452414005183,-6.938893903907228e-18,20,0,0.11200362265455338,0.010813315193644165,VALIDATION_2019_2022
2019-03-28,1.0575960744016708,-6.938893903907228e-18,20,0,0.0,0.010813315193644165,VALIDATION_2019_2022
2019-03-29,1.062436177697966,-6.938893903907228e-18,20,0,0.0,0.010813315193644165,VALIDATION_2019_2022
2019-04-01,1.0764764618729417,-6.938893903907228e-18,20,0,0.0,0.010813315193644165,VALIDATION_2019_2022
2019-04-02,1.0775717115500911,-6.938893903907228e-18,20,0,0.0,0.010813315193644165,VALIDATION_2019_2022
2019-04-03,1.0765549494770261,-3.469446951953614e-17,20,0,0.21255630327503197,0.011598803015345886,VALIDATION_2019_2022
2019-04-08,1.0768763453189836,-3.469446951953614e-17,20,0,0.0,0.011598803015345886,VALIDATION_2019_2022
2019-04-09,1.0771007591928485,-3.469446951953614e-17,20,0,0.0,0.011598803015345886,VALIDATION_2019_2022
2019-04-10,1.079004207532051,-3.469446951953614e-17,20,0,0.0,0.011598803015345886,VALIDATION_2019_2022
2019-04-11,1.080558897469637,-3.469446951953614e-17,20,0,0.0,0.011598803015345886,VALIDATION_2019_2022
2019-04-12,1.0792568855350164,6.938893903907228e-18,20,0,0.507999179532079,0.013482702678891624,VALIDATION_2019_2022
2019-04-15,1.0823239812169014,6.938893903907228e-18,20,0,0.0,0.013482702678891624,VALIDATION_2019_2022
2019-04-16,1.0858240235313912,6.938893903907228e-18,20,0,0.0,0.013482702678891624,VALIDATION_2019_2022
2019-04-17,1.0894910199897945,6.938893903907228e-18,20,0,0.0,0.013482702678891624,VALIDATION_2019_2022
2019-04-18,1.0915546835171408,6.938893903907228e-18,20,0,0.0,0.013482702678891624,VALIDATION_2019_2022
2019-04-19,1.0873945715560598,-4.163336342344337e-17,20,0,0.31423249822502153,0.014656029849941389,VALIDATION_2019_2022
2019-04-22,1.0874459629127018,-4.163336342344337e-17,20,0,0.0,0.014656029849941389,VALIDATION_2019_2022
2019-04-23,1.0828758461776447,-4.163336342344337e-17,20,0,0.0,0.014656029849941389,VALIDATION_2019_2022
2019-04-24,1.0905753873682187,-4.163336342344337e-17,20,0,0.0,0.014656029849941389,VALIDATION_2019_2022
2019-04-25,1.088098262234577,-4.163336342344337e-17,20,0,0.0,0.014656029849941389,VALIDATION_2019_2022
2019-04-26,1.0873516031294448,-1.734723475976807e-18,20,0,0.3061617740116481,0.0157991445197238,VALIDATION_2019_2022
2019-04-29,1.0931820151297327,-1.734723475976807e-18,20,0,0.0,0.0157991445197238,VALIDATION_2019_2022
2019-04-30,1.0993838325945176,-1.734723475976807e-18,20,0,0.0,0.0157991445197238,VALIDATION_2019_2022
2019-05-02,1.1035650416959055,-1.734723475976807e-18,20,0,0.0,0.0157991445197238,VALIDATION_2019_2022
2019-05-03,1.1092522625180643,-1.734723475976807e-18,20,0,0.0,0.0157991445197238,VALIDATION_2019_2022
2019-05-06,1.099242902751125,-2.883977778811442e-17,20,0,0.3054002998495062,0.01695188309652916,VALIDATION_2019_2022
2019-05-07,1.0976187511467244,-2.883977778811442e-17,20,0,0.0,0.01695188309652916,VALIDATION_2019_2022
2019-05-08,1.0993790994407149,-2.883977778811442e-17,20,0,0.0,0.01695188309652916,VALIDATION_2019_2022
2019-05-09,1.0965564329393929,-2.883977778811442e-17,20,0,0.0,0.01695188309652916,VALIDATION_2019_2022
2019-05-10,1.090657676681644,-2.883977778811442e-17,20,0,0.0,0.01695188309652916,VALIDATION_2019_2022
2019-05-13,1.086659154287388,0.0,20,0,0.40875652436141185,0.018477620862787723,VALIDATION_2019_2022
2019-05-14,1.0738479885597951,0.0,20,0,0.0,0.018477620862787723,VALIDATION_2019_2022
2019-05-15,1.0791875783925244,0.0,20,0,0.0,0.018477620862787723,VALIDATION_2019_2022
2019-05-16,1.0833046008562008,0.0,20,0,0.0,0.018477620862787723,VALIDATION_2019_2022
2019-05-17,1.080839823074318,0.0,20,0,0.0,0.018477620862787723,VALIDATION_2019_2022
2019-05-20,1.081152666040244,2.0383000842727483e-17,20,0,0.22011862697058143,0.019294549947747517,VALIDATION_2019_2022
2019-05-21,1.0887335085099619,2.0383000842727483e-17,20,0,0.0,0.019294549947747517,VALIDATION_2019_2022
2019-05-22,1.0978663926937342,2.0383000842727483e-17,20,0,0.0,0.019294549947747517,VALIDATION_2019_2022
2019-05-23,1.0943297476275915,2.0383000842727483e-17,20,0,0.0,0.019294549947747517,VALIDATION_2019_2022
2019-05-24,1.0902840656129162,2.0383000842727483e-17,20,0,0.0,0.019294549947747517,VALIDATION_2019_2022
2019-05-27,1.0922274663515448,1.3877787807814457e-17,20,0,0.30492244685353287,0.020438137645929656,VALIDATION_2019_2022
2019-05-28,1.0964027334782527,1.3877787807814457e-17,20,0,0.0,0.020438137645929656,VALIDATION_2019_2022
2019-05-29,1.0911726454412456,1.3877787807814457e-17,20,0,0.0,0.020438137645929656,VALIDATION_2019_2022
2019-05-30,1.0926924270380252,1.3877787807814457e-17,20,0,0.0,0.020438137645929656,VALIDATION_2019_2022
2019-05-31,1.095822293526205,1.3877787807814457e-17,20,0,0.0,0.020438137645929656,VALIDATION_2019_2022
2019-06-03,1.1008493482481414,-2.4069288229178198e-17,20,0,0.20542818815988398,0.02121439649650714,VALIDATION_2019_2022
2019-06-04,1.1038946461914334,-2.4069288229178198e-17,20,0,0.0,0.02121439649650714,VALIDATION_2019_2022
2019-06-05,1.108062501641553,-2.4069288229178198e-17,20,0,0.0,0.02121439649650714,VALIDATION_2019_2022
2019-06-06,1.1087715329270353,-2.4069288229178198e-17,20,0,0.0,0.02121439649650714,VALIDATION_2019_2022
2019-06-10,1.1179869113627994,-2.4069288229178198e-17,20,0,0.0,0.02121439649650714,VALIDATION_2019_2022
2019-06-11,1.1241636063209441,-1.3877787807814457e-17,20,0,0.1128370648117292,0.021649669701863033,VALIDATION_2019_2022
2019-06-12,1.1110286169698398,-1.3877787807814457e-17,20,0,0.0,0.021649669701863033,VALIDATION_2019_2022
2019-06-13,1.1024260657758371,-1.3877787807814457e-17,20,0,0.0,0.021649669701863033,VALIDATION_2019_2022
2019-06-14,1.1051996550013539,-1.3877787807814457e-17,20,0,0.0,0.021649669701863033,VALIDATION_2019_2022
2019-06-17,1.1105774350869069,-1.3877787807814457e-17,20,0,0.0,0.021649669701863033,VALIDATION_2019_2022
2019-06-18,1.1118746024060029,-6.938893903907228e-17,20,0,0.40541528136411087,0.023198032741909576,VALIDATION_2019_2022
2019-06-19,1.1179933941461357,-6.938893903907228e-17,20,0,0.0,0.023198032741909576,VALIDATION_2019_2022
2019-06-20,1.130192358415967,-6.938893903907228e-17,20,0,0.0,0.023198032741909576,VALIDATION_2019_2022
2019-06-21,1.1266968209506882,-6.938893903907228e-17,20,0,0.0,0.023198032741909576,VALIDATION_2019_2022
2019-06-24,1.1217276289033784,-6.938893903907228e-17,20,0,0.0,0.023198032741909576,VALIDATION_2019_2022
2019-06-25,1.126629451946969,-1.3877787807814457e-17,20,0,0.40391735837570975,0.024761138109362552,VALIDATION_2019_2022
2019-06-26,1.1257587180141395,-1.3877787807814457e-17,20,0,0.0,0.024761138109362552,VALIDATION_2019_2022
2019-06-27,1.1264110793295263,-1.3877787807814457e-17,20,0,0.0,0.024761138109362552,VALIDATION_2019_2022
2019-06-28,1.1299203357693033,-1.3877787807814457e-17,20,0,0.0,0.024761138109362552,VALIDATION_2019_2022
2019-07-01,1.1274257038653097,-1.3877787807814457e-17,20,0,0.0,0.024761138109362552,VALIDATION_2019_2022
2019-07-02,1.1255423124580581,-6.938893903907228e-18,20,0,0.20812664783265855,0.025565242026227012,VALIDATION_2019_2022
2019-07-03,1.1216276145020176,-6.938893903907228e-18,20,0,0.0,0.025565242026227012,VALIDATION_2019_2022
2019-07-04,1.1217021953076798,-6.938893903907228e-18,20,0,0.0,0.025565242026227012,VALIDATION_2019_2022
2019-07-05,1.1237529987932828,-6.938893903907228e-18,20,0,0.0,0.025565242026227012,VALIDATION_2019_2022
2019-07-08,1.1257051424508737,-6.938893903907228e-18,20,0,0.0,0.025565242026227012,VALIDATION_2019_2022
2019-07-09,1.1222258221127142,-1.8973538018496328e-17,20,0,0.21008032986088812,0.026374507892444617,VALIDATION_2019_2022
2019-07-10,1.1211708857385079,-1.8973538018496328e-17,20,0,0.0,0.026374507892444617,VALIDATION_2019_2022
2019-07-11,1.1252918324024386,-1.8973538018496328e-17,20,0,0.0,0.026374507892444617,VALIDATION_2019_2022
2019-07-12,1.1228425962125994,-1.8973538018496328e-17,20,0,0.0,0.026374507892444617,VALIDATION_2019_2022
2019-07-15,1.1244387882937459,-1.8973538018496328e-17,20,0,0.0,0.026374507892444617,VALIDATION_2019_2022
2019-07-16,1.1205853325751305,-2.7755575615628914e-17,20,0,0.3116452065710264,0.02757368242246363,VALIDATION_2019_2022
2019-07-17,1.1170464263161959,-2.7755575615628914e-17,20,0,0.0,0.02757368242246363,VALIDATION_2019_2022
2019-07-18,1.1166103669973702,-2.7755575615628914e-17,20,0,0.0,0.02757368242246363,VALIDATION_2019_2022
2019-07-19,1.1175659502005988,-2.7755575615628914e-17,20,0,0.0,0.02757368242246363,VALIDATION_2019_2022
2019-07-22,1.1180954077377336,-2.7755575615628914e-17,20,0,0.0,0.02757368242246363,VALIDATION_2019_2022
2019-07-23,1.1193375401586998,1.0191500421363742e-17,20,0,0.30521701321654876,0.028746788357288052,VALIDATION_2019_2022
2019-07-24,1.1193336417214295,1.0191500421363742e-17,20,0,0.0,0.028746788357288052,VALIDATION_2019_2022
2019-07-25,1.116797756513443,1.0191500421363742e-17,20,0,0.0,0.028746788357288052,VALIDATION_2019_2022
2019-07-26,1.11799996545003,1.0191500421363742e-17,20,0,0.0,0.028746788357288052,VALIDATION_2019_2022
2019-07-29,1.1139582755461972,1.0191500421363742e-17,20,0,0.0,0.028746788357288052,VALIDATION_2019_2022
2019-07-30,1.1140032255168852,4.163336342344337e-17,20,0,0.4040834717378962,0.030293012391899944,VALIDATION_2019_2022
2019-07-31,1.1115659377054607,4.163336342344337e-17,20,0,0.0,0.030293012391899944,VALIDATION_2019_2022
2019-08-01,1.1036215896911976,4.163336342344337e-17,20,0,0.0,0.030293012391899944,VALIDATION_2019_2022
2019-08-02,1.0900654165580574,4.163336342344337e-17,20,0,0.0,0.030293012391899944,VALIDATION_2019_2022
2019-08-05,1.087040100632409,4.163336342344337e-17,20,0,0.0,0.030293012391899944,VALIDATION_2019_2022
2019-08-06,1.066464140494221,-3.469446951953614e-17,20,0,0.5039216702542014,0.0321396136905881,VALIDATION_2019_2022
2019-08-07,1.0768552233864412,-3.469446951953614e-17,20,0,0.0,0.0321396136905881,VALIDATION_2019_2022
2019-08-08,1.077044451714223,-3.469446951953614e-17,20,0,0.0,0.0321396136905881,VALIDATION_2019_2022
2019-08-12,1.0751690025144458,-3.469446951953614e-17,20,0,0.0,0.0321396136905881,VALIDATION_2019_2022
2019-08-13,1.0770134963842999,-3.469446951953614e-17,20,0,0.0,0.0321396136905881,VALIDATION_2019_2022
2019-08-14,1.0719545098830945,-1.3877787807814457e-17,20,0,0.5019012065921846,0.03398826679853091,VALIDATION_2019_2022
2019-08-15,1.0604313614845096,-1.3877787807814457e-17,20,0,0.0,0.03398826679853091,VALIDATION_2019_2022
2019-08-16,1.0604898947061674,-1.3877787807814457e-17,20,0,0.0,0.03398826679853091,VALIDATION_2019_2022
2019-08-19,1.077331453698646,-1.3877787807814457e-17,20,0,0.0,0.03398826679853091,VALIDATION_2019_2022
2019-08-20,1.0800637686773,-1.3877787807814457e-17,20,0,0.0,0.03398826679853091,VALIDATION_2019_2022
2019-08-21,1.0785265900803807,-1.3877787807814457e-17,20,0,0.4116544822537737,0.03551333717087608,VALIDATION_2019_2022
2019-08-22,1.0781834516452988,-1.3877787807814457e-17,20,0,0.0,0.03551333717087608,VALIDATION_2019_2022
2019-08-23,1.0765021214543435,-1.3877787807814457e-17,20,0,0.0,0.03551333717087608,VALIDATION_2019_2022
2019-08-26,1.0658383565575866,-1.3877787807814457e-17,20,0,0.0,0.03551333717087608,VALIDATION_2019_2022
2019-08-27,1.069554581184536,-1.3877787807814457e-17,20,0,0.0,0.03551333717087608,VALIDATION_2019_2022
2019-08-28,1.0657463920941024,-2.0816681711721685e-17,20,0,0.40389486636924554,0.03699188986680197,VALIDATION_2019_2022
2019-08-29,1.0695080251701534,-2.0816681711721685e-17,20,0,0.0,0.03699188986680197,VALIDATION_2019_2022
2019-08-30,1.075407498229918,-2.0816681711721685e-17,20,0,0.0,0.03699188986680197,VALIDATION_2019_2022
2019-09-02,1.0842328596173674,-2.0816681711721685e-17,20,0,0.0,0.03699188986680197,VALIDATION_2019_2022
2019-09-03,1.084567865370541,-2.0816681711721685e-17,20,0,0.0,0.03699188986680197,VALIDATION_2019_2022
2019-09-04,1.0757914536168232,2.168404344971009e-18,20,0,0.20366798264134198,0.037743974762843156,VALIDATION_2019_2022
2019-09-05,1.0847498739308765,2.168404344971009e-18,20,0,0.0,0.037743974762843156,VALIDATION_2019_2022
2019-09-06,1.091332566583917,2.168404344971009e-18,20,0,0.0,0.037743974762843156,VALIDATION_2019_2022
2019-09-09,1.095092759947849,2.168404344971009e-18,20,0,0.0,0.037743974762843156,VALIDATION_2019_2022
2019-09-10,1.0987004567228644,2.168404344971009e-18,20,0,0.0,0.037743974762843156,VALIDATION_2019_2022
2019-09-11,1.102093670478634,-2.0816681711721685e-17,20,0,0.20899072931019222,0.03853459782796054,VALIDATION_2019_2022
2019-09-12,1.1055235084120776,-2.0816681711721685e-17,20,0,0.0,0.03853459782796054,VALIDATION_2019_2022
2019-09-16,1.102916107116784,-2.0816681711721685e-17,20,0,0.0,0.03853459782796054,VALIDATION_2019_2022
2019-09-17,1.104091478239498,-2.0816681711721685e-17,20,0,0.0,0.03853459782796054,VALIDATION_2019_2022
2019-09-18,1.1031177293484529,-2.0816681711721685e-17,20,0,0.0,0.03853459782796054,VALIDATION_2019_2022
2019-09-19,1.1078894577321916,-1.1817803680091998e-17,20,0,0.20488722060094472,0.03931376228619354,VALIDATION_2019_2022
2019-09-20,1.1066115643211032,-1.1817803680091998e-17,20,0,0.0,0.03931376228619354,VALIDATION_2019_2022
2019-09-23,1.107850270048217,-1.1817803680091998e-17,20,0,0.0,0.03931376228619354,VALIDATION_2019_2022
2019-09-24,1.1085862972364133,-1.1817803680091998e-17,20,0,0.0,0.03931376228619354,VALIDATION_2019_2022
2019-09-25,1.1058927406837187,-1.1817803680091998e-17,20,0,0.0,0.03931376228619354,VALIDATION_2019_2022
2019-09-26,1.1073375546715083,-1.3877787807814457e-17,20,0,0.21086829120116682,0.04011528910267186,VALIDATION_2019_2022
2019-09-27,1.1029209228935581,-1.3877787807814457e-17,20,0,0.0,0.04011528910267186,VALIDATION_2019_2022
2019-10-01,1.1039431476955088,-1.3877787807814457e-17,20,0,0.0,0.04011528910267186,VALIDATION_2019_2022
2019-10-02,1.1000556313360832,-1.3877787807814457e-17,20,0,0.0,0.04011528910267186,VALIDATION_2019_2022
2019-10-03,1.088489492182772,-1.3877787807814457e-17,20,0,0.0,0.04011528910267186,VALIDATION_2019_2022
2019-10-04,1.0907955816496449,-1.4094628242311558e-17,20,0,0.507740217542757,0.04201835785363434,VALIDATION_2019_2022
2019-10-07,1.0951388695645086,-1.4094628242311558e-17,20,0,0.0,0.04201835785363434,VALIDATION_2019_2022
2019-10-08,1.0979476264291834,-1.4094628242311558e-17,20,0,0.0,0.04201835785363434,VALIDATION_2019_2022
2019-10-09,1.0953414989513972,-1.4094628242311558e-17,20,0,0.0,0.04201835785363434,VALIDATION_2019_2022
2019-10-14,1.1040425943066066,-1.4094628242311558e-17,20,0,0.0,0.04201835785363434,VALIDATION_2019_2022
2019-10-15,1.1068914048811465,-1.3877787807814457e-17,20,0,0.30818541354433,0.04318971396007503,VALIDATION_2019_2022
2019-10-16,1.1097391458223913,-1.3877787807814457e-17,20,0,0.0,0.04318971396007503,VALIDATION_2019_2022
2019-10-17,1.110656327779371,-1.3877787807814457e-17,20,0,0.0,0.04318971396007503,VALIDATION_2019_2022
2019-10-18,1.116987192222768,-1.3877787807814457e-17,20,0,0.0,0.04318971396007503,VALIDATION_2019_2022
2019-10-21,1.1164087092746118,-1.3877787807814457e-17,20,0,0.0,0.04318971396007503,VALIDATION_2019_2022
2019-10-22,1.1231757331358874,-1.3877787807814457e-17,20,0,0.4076759126853824,0.044762548390192565,VALIDATION_2019_2022
2019-10-23,1.124088856964812,-1.3877787807814457e-17,20,0,0.0,0.044762548390192565,VALIDATION_2019_2022
2019-10-24,1.1249308497515198,-1.3877787807814457e-17,20,0,0.0,0.044762548390192565,VALIDATION_2019_2022
2019-10-25,1.1302688644356802,-1.3877787807814457e-17,20,0,0.0,0.044762548390192565,VALIDATION_2019_2022
2019-10-28,1.1305170257373585,-1.3877787807814457e-17,20,0,0.0,0.044762548390192565,VALIDATION_2019_2022
2019-10-29,1.12895169362529,-2.7755575615628914e-17,20,0,0.3037581526851389,0.04594006909260209,VALIDATION_2019_2022
2019-10-30,1.1270925001137584,-2.7755575615628914e-17,20,0,0.0,0.04594006909260209,VALIDATION_2019_2022
2019-10-31,1.1333753321510247,-2.7755575615628914e-17,20,0,0.0,0.04594006909260209,VALIDATION_2019_2022
2019-11-01,1.1299355024107203,-2.7755575615628914e-17,20,0,0.0,0.04594006909260209,VALIDATION_2019_2022
2019-11-04,1.1388069862840215,-2.7755575615628914e-17,20,0,0.0,0.04594006909260209,VALIDATION_2019_2022
2019-11-05,1.1506671309335377,-5.551115123125783e-17,20,0,0.31665806502876714,0.04719126336467314,VALIDATION_2019_2022
2019-11-06,1.1533710612421209,-5.551115123125783e-17,20,0,0.0,0.04719126336467314,VALIDATION_2019_2022
2019-11-07,1.154269326935345,-5.551115123125783e-17,20,0,0.0,0.04719126336467314,VALIDATION_2019_2022
2019-11-08,1.1575864739560715,-5.551115123125783e-17,20,0,0.0,0.04719126336467314,VALIDATION_2019_2022
2019-11-11,1.1564768623120072,-5.551115123125783e-17,20,0,0.0,0.04719126336467314,VALIDATION_2019_2022
2019-11-12,1.1505731059352649,1.3877787807814457e-17,20,0,0.6085555447288731,0.049598032632428214,VALIDATION_2019_2022
2019-11-13,1.1485655007505609,1.3877787807814457e-17,20,0,0.0,0.049598032632428214,VALIDATION_2019_2022
2019-11-14,1.1496902258802535,1.3877787807814457e-17,20,0,0.0,0.049598032632428214,VALIDATION_2019_2022
2019-11-15,1.1581934763737987,1.3877787807814457e-17,20,0,0.0,0.049598032632428214,VALIDATION_2019_2022
2019-11-18,1.1574103610552795,1.3877787807814457e-17,20,0,0.0,0.049598032632428214,VALIDATION_2019_2022
2019-11-19,1.1556647555240795,0.0,20,0,0.21038370104303922,0.05043261650185073,VALIDATION_2019_2022
2019-11-20,1.16193215625315,0.0,20,0,0.0,0.05043261650185073,VALIDATION_2019_2022
2019-11-21,1.155959982128646,0.0,20,0,0.0,0.05043261650185073,VALIDATION_2019_2022
2019-11-22,1.1601420119504209,0.0,20,0,0.0,0.05043261650185073,VALIDATION_2019_2022
2019-11-25,1.1618737956504666,0.0,20,0,0.0,0.05043261650185073,VALIDATION_2019_2022
2019-11-26,1.1605642211305098,-2.0816681711721685e-17,20,0,0.2059380892906284,0.051253015754792665,VALIDATION_2019_2022
2019-11-27,1.1588264154712054,-2.0816681711721685e-17,20,0,0.0,0.051253015754792665,VALIDATION_2019_2022
2019-11-28,1.1592131394124259,-2.0816681711721685e-17,20,0,0.0,0.051253015754792665,VALIDATION_2019_2022
2019-11-29,1.1545999041911825,-2.0816681711721685e-17,20,0,0.0,0.051253015754792665,VALIDATION_2019_2022
2019-12-02,1.1470943569021879,-2.0816681711721685e-17,20,0,0.0,0.051253015754792665,VALIDATION_2019_2022
2019-12-03,1.144774892204778,0.0,20,0,0.3051224907292402,0.052452409004057766,VALIDATION_2019_2022
2019-12-04,1.14928485116407,0.0,20,0,0.0,0.052452409004057766,VALIDATION_2019_2022
2019-12-05,1.151752839078434,0.0,20,0,0.0,0.052452409004057766,VALIDATION_2019_2022
2019-12-06,1.154511935888172,0.0,20,0,0.0,0.052452409004057766,VALIDATION_2019_2022
2019-12-09,1.152328897972984,0.0,20,0,0.0,0.052452409004057766,VALIDATION_2019_2022
2019-12-10,1.1498397102771887,-3.2959746043559335e-17,20,0,0.3111114553184404,0.05368077990613995,VALIDATION_2019_2022
2019-12-11,1.1514623229252552,-3.2959746043559335e-17,20,0,0.0,0.05368077990613995,VALIDATION_2019_2022
2019-12-12,1.1579061347039659,-3.2959746043559335e-17,20,0,0.0,0.05368077990613995,VALIDATION_2019_2022
2019-12-13,1.17157852129261,-3.2959746043559335e-17,20,0,0.0,0.05368077990613995,VALIDATION_2019_2022
2019-12-16,1.1733037807781515,-3.2959746043559335e-17,20,0,0.0,0.05368077990613995,VALIDATION_2019_2022
2019-12-17,1.1678430730994338,4.163336342344337e-17,20,0,0.3092982163786171,0.054921104671707736,VALIDATION_2019_2022
2019-12-18,1.1743267517108849,4.163336342344337e-17,20,0,0.0,0.054921104671707736,VALIDATION_2019_2022
2019-12-19,1.1781906218038773,4.163336342344337e-17,20,0,0.0,0.054921104671707736,VALIDATION_2019_2022
2019-12-20,1.1755205133487725,4.163336342344337e-17,20,0,0.0,0.054921104671707736,VALIDATION_2019_2022
2019-12-23,1.1748228585236877,4.163336342344337e-17,20,0,0.0,0.054921104671707736,VALIDATION_2019_2022
2019-12-24,1.1753014352039493,6.938893903907228e-18,20,0,0.4019248575651959,0.056543683472084376,VALIDATION_2019_2022
2019-12-25,1.1705399404955374,6.938893903907228e-18,20,0,0.0,0.056543683472084376,VALIDATION_2019_2022
2019-12-26,1.1708185364543415,6.938893903907228e-18,20,0,0.0,0.056543683472084376,VALIDATION_2019_2022
