date,drawdown126,financial_vol63,vol_threshold,breadth60,recovery
2010-01-04,,,,0.0,False
2010-01-05,,,,0.0,False
2010-01-06,,,,0.0,False
2010-01-07,,,,0.0,False
2010-01-08,,,,0.0,False
2010-01-11,,,,0.0,False
2010-01-12,,,,0.0,False
2010-01-13,,,,0.0,False
2010-01-14,,,,0.0,False
2010-01-15,,,,0.0,False
2010-01-18,,,,0.0,False
2010-01-19,,,,0.0,False
2010-01-20,,,,0.0,False
2010-01-21,,,,0.0,False
2010-01-22,,,,0.0,False
2010-01-25,,,,0.0,False
2010-01-26,,,,0.0,False
2010-01-27,,,,0.0,False
2010-01-28,,,,0.0,False
2010-01-29,,,,0.0,False
2010-02-01,,,,0.0,False
2010-02-02,,,,0.0,False
2010-02-03,,,,0.0,False
2010-02-04,,,,0.0,False
2010-02-05,,,,0.0,False
2010-02-06,,,,0.0,False
2010-02-08,,,,0.0,False
2010-02-09,,,,0.0,False
2010-02-10,,,,0.0,False
2010-02-22,,,,0.0,False
2010-02-23,,,,0.0,False
2010-02-24,,,,0.0,False
2010-02-25,,,,0.0,False
2010-02-26,,,,0.0,False
2010-03-01,,,,0.0,False
2010-03-02,,,,0.0,False
2010-03-03,,,,0.0,False
2010-03-04,,,,0.0,False
2010-03-05,,,,0.0,False
2010-03-08,,,,0.0,False
2010-03-09,,,,0.0,False
2010-03-10,,,,0.0,False
2010-03-11,,,,0.0,False
2010-03-12,,,,0.0,False
2010-03-15,,,,0.0,False
2010-03-16,,,,0.0,False
2010-03-17,,,,0.0,False
2010-03-18,,,,0.0,False
2010-03-19,,,,0.0,False
2010-03-22,,,,0.0,False
2010-03-23,,,,0.0,False
2010-03-24,,,,0.0,False
2010-03-25,,,,0.0,False
2010-03-26,,,,0.0,False
2010-03-29,,,,0.0,False
2010-03-30,,,,0.0,False
2010-03-31,,,,0.0,False
2010-04-01,,,,0.0,False
2010-04-02,,,,0.0,False
2010-04-06,,,,0.5833333333333334,False
2010-04-07,,,,0.5833333333333334,False
2010-04-08,,,,0.75,False
2010-04-09,,,,0.9166666666666666,False
2010-04-12,,0.2026593906192156,,0.9166666666666666,False
2010-04-13,,0.20504773598568785,,0.75,False
2010-04-14,,0.20272917443737923,,0.8333333333333334,False
2010-04-15,,0.20252714927985768,,0.9166666666666666,False
2010-04-16,,0.2024413320354138,,0.8333333333333334,False
2010-04-19,,0.21392843072490603,,0.16666666666666666,False
2010-04-20,,0.21395838444289655,,0.25,False
2010-04-21,,0.2121428094933201,,0.4166666666666667,False
2010-04-22,,0.2125890857469056,,0.3333333333333333,False
2010-04-23,,0.21229514712458003,,0.3333333333333333,False
2010-04-26,,0.21759546543642208,,0.6666666666666666,False
2010-04-27,,0.2174037251281837,,0.6666666666666666,False
2010-04-28,,0.2182557546613402,,0.3333333333333333,False
2010-04-29,,0.21829217878357218,,0.3333333333333333,False
2010-04-30,,0.21521125531688584,,0.4166666666666667,False
2010-05-03,,0.21494732939771372,,0.3333333333333333,False
2010-05-04,,0.2048426856200036,,0.3333333333333333,False
2010-05-05,,0.21007674401149598,,0.16666666666666666,False
2010-05-06,,0.20840070280383843,,0.08333333333333333,False
2010-05-07,,0.2093628558703971,,0.08333333333333333,False
2010-05-10,,0.20799221208651067,,0.08333333333333333,False
2010-05-11,,0.20658991999458007,,0.08333333333333333,False
2010-05-12,,0.20547677990186047,,0.25,False
2010-05-13,,0.21434251960006795,,0.3333333333333333,False
2010-05-14,,0.1921558927205204,,0.25,False
2010-05-17,,0.19671213478786564,,0.08333333333333333,False
2010-05-18,,0.1963811689222354,,0.16666666666666666,False
2010-05-19,,0.1940926060205661,,0.16666666666666666,False
2010-05-20,,0.19602437442553444,,0.08333333333333333,False
2010-05-21,,0.18853834041986756,,0.0,False
2010-05-24,,0.18918347024528,,0.0,False
2010-05-25,,0.19998059681603442,,0.0,False
2010-05-26,,0.2031069372915523,,0.0,False
2010-05-27,,0.20263242170581652,,0.0,False
2010-05-28,,0.20086064424011424,,0.0,False
2010-05-31,,0.2020224323054874,,0.0,False
2010-06-01,,0.20327055028744098,,0.0,False
2010-06-02,,0.2003709204884077,,0.0,False
2010-06-03,,0.20347536739634647,,0.0,False
2010-06-04,,0.20349434597603455,,0.0,False
2010-06-07,,0.2084262234930221,,0.0,False
2010-06-08,,0.20850639693885997,,0.0,False
2010-06-09,,0.20876954670141487,,0.0,False
