variant,cagr,mdd,abs_err_to_claim,n_days
E16_E18_E22_v2,0.11248792503555594,-0.2210946635650738,0.0894946635650738,3351
E16_E18_E22_v2s,0.137829469400496,-0.22639131293777315,0.09479131293777315,3351
E16_E18_E22_v2s_E45_E3,0.10794644108639262,-0.20758421231988378,0.07598421231988378,3351
E16_E18_E22_v2s_E45_E1,0.13142372258023172,-0.22639131293777315,0.09479131293777315,3351
E16_E18_E22_v2s_E45_LEGACY0.7,0.12785722291197876,-0.20619199929288012,0.07459199929288013,3351
