year,base_mdd,locked_mdd,mdd_improve_pp
2013,-0.08430221190135789,-0.07541848371861115,0.8883728182746742
2014,-0.07507260512721903,-0.04427531440625143,3.0797290720967596
2015,-0.13645767508655193,-0.08438076347025703,5.207691161629491
2016,-0.0499728059228568,-0.036714398443626894,1.3258407479229906
2017,-0.02946713923600175,-0.026280932689381253,0.3186206546620496
2018,-0.06979935284276162,-0.061302640121772556,0.8496712720989064
