date,nav_base,nav_chal,rel_chal_vs_base
2013-05-22,531501783.6847886,531501783.6847886,1.0
2013-05-23,521911733.6847886,521911733.6847886,1.0
2013-05-24,518691562.3768816,518691562.3768816,1.0
2013-05-27,523911262.3768816,523911262.3768816,1.0
2013-05-28,523837462.3768816,523837462.3768816,1.0
2013-05-29,527107476.9606764,527107476.9606764,1.0
2013-05-30,519877476.9606764,519877476.9606764,1.0
2013-05-31,525238426.9606764,525238426.9606764,1.0
2013-06-03,517568876.9606764,517568876.9606764,1.0
2013-06-04,515972026.9606764,515972026.9606764,1.0
2013-06-05,515073376.9606764,515073376.9606764,1.0
2013-06-06,510075429.6557542,510075429.6557542,1.0
2013-06-07,511744929.6557542,511744929.6557542,1.0
2013-06-10,514880979.6557542,514880979.6557542,1.0
2013-06-11,512788629.6557542,512788629.6557542,1.0
2013-06-13,503700929.6557542,503700929.6557542,1.0
2013-06-14,503156529.6557542,503156529.6557542,1.0
2013-06-17,504600679.6557542,504600679.6557542,1.0
2013-06-18,506698765.70350146,506698765.70350146,1.0
2013-06-19,504697615.70350146,504697615.70350146,1.0
2013-06-20,501159465.70350146,501159465.70350146,1.0
2013-06-21,496810915.70350146,496810915.70350146,1.0
2013-06-24,494747115.70350146,494747115.70350146,1.0
2013-06-25,491225365.7035014,491225365.7035014,1.0
2013-06-26,495891243.2752137,495891243.2752137,1.0
2013-06-27,497241419.46045834,497241419.46045834,1.0
2013-06-28,509615769.46045834,509615769.46045834,1.0
2013-07-01,506958469.46045834,506958469.46045834,1.0
2013-07-02,507143069.46045834,507143069.46045834,1.0
2013-07-03,505477919.46045834,505477919.46045834,1.0
2013-07-04,505320519.46045834,505320519.46045834,1.0
2013-07-05,508137969.46045834,508137969.46045834,1.0
2013-07-08,505356069.46045834,505356069.46045834,1.0
2013-07-09,511100469.46045834,511100469.46045834,1.0
2013-07-10,515477669.46045834,515477669.46045834,1.0
2013-07-11,523489019.46045834,523489019.46045834,1.0
2013-07-12,525919219.46045834,525919219.46045834,1.0
2013-07-15,527754869.46045834,527754869.46045834,1.0
2013-07-16,528066827.56728387,528066827.56728387,1.0
2013-07-17,532170596.7194731,532170596.7194731,1.0
2013-07-18,532145758.8167641,532145758.8167641,1.0
2013-07-19,528837058.8167641,528837058.8167641,1.0
2013-07-22,530463777.86637324,530463777.86637324,1.0
2013-07-23,535322427.86637324,535322427.86637324,1.0
2013-07-24,533719874.1651201,533719874.1651201,1.0
2013-07-25,531035973.33158743,531035973.33158743,1.0
2013-07-26,532814859.28521883,532814859.28521883,1.0
2013-07-29,531244148.85468745,531244148.85468745,1.0
2013-07-30,534410648.8546874,534410648.8546874,1.0
2013-07-31,531526298.8546874,531526298.8546874,1.0
2013-08-01,532702398.8546874,532702398.8546874,1.0
2013-08-02,537091654.8546875,537091654.8546875,1.0
2013-08-05,537544423.8546875,537544423.8546875,1.0
2013-08-06,532215985.8546874,532215985.8546874,1.0
2013-08-07,528291188.3546874,528291188.3546874,1.0
2013-08-08,526181478.8546874,526181478.8546874,1.0
2013-08-09,522942609.8546874,522942609.8546874,1.0
2013-08-12,526463697.8546874,526463697.8546874,1.0
2013-08-13,525712057.3546874,525712057.3546874,1.0
2013-08-14,525781697.6157407,525781697.6157407,1.0
2013-08-15,524114256.23011863,524114256.23011863,1.0
2013-08-16,525121102.00778,525121102.00778,1.0
2013-08-19,524416227.967913,524416227.967913,1.0
2013-08-20,523635624.967913,523635624.967913,1.0
2013-08-22,522366127.382367,522366127.382367,1.0
2013-08-23,523036632.79013675,523036632.79013675,1.0
2013-08-26,524792454.86817425,524792454.86817425,1.0
2013-08-27,523415024.86817425,523415024.86817425,1.0
2013-08-28,522448384.83079535,522448384.83079535,1.0
2013-08-29,523244511.0926638,523244511.0926638,1.0
2013-08-30,529246344.09266376,529246344.09266376,1.0
2013-09-02,528409301.034632,528409301.034632,1.0
2013-09-03,533312830.4165635,533312830.4165635,1.0
2013-09-04,537025169.0967115,537025169.0967115,1.0
2013-09-05,538464087.1163859,538464087.1163859,1.0
2013-09-06,537658020.4403276,537658020.4403276,1.0
2013-09-09,537390578.5756514,537390578.5756514,1.0
2013-09-10,541235627.5756514,541235627.5756514,1.0
2013-09-11,542163400.5756514,542163400.5756514,1.0
2013-09-12,543967754.5756514,543967754.5756514,1.0
2013-09-13,542906606.5756514,542906606.5756514,1.0
2013-09-14,540727233.5756514,540727233.5756514,1.0
2013-09-16,547231779.5756514,547231779.5756514,1.0
2013-09-17,548342078.0756514,548342078.0756514,1.0
2013-09-18,546476705.0756514,546476705.0756514,1.0
2013-09-23,554556950.5756514,554556950.5756514,1.0
2013-09-24,554141752.0756514,554141752.0756514,1.0
2013-09-25,554923805.606779,554923805.606779,1.0
2013-09-26,545991119.9432487,545991119.9432487,1.0
2013-09-27,550723953.811154,550723953.811154,1.0
2013-09-30,544565973.3060251,544565973.3060251,1.0
2013-10-01,545425964.0715017,545425964.0715017,1.0
2013-10-02,542814003.633636,542814003.633636,1.0
2013-10-03,554237537.6483544,554237537.6483544,1.0
2013-10-04,555403350.1483544,555403350.1483544,1.0
2013-10-07,554716821.7154064,554716821.7154064,1.0
2013-10-08,558832926.0866714,558832926.0866714,1.0
2013-10-09,556885410.7388734,556885410.7388734,1.0
2013-10-11,557535746.2850556,557535746.2850556,1.0
2013-10-14,555143274.7850556,555143274.7850556,1.0
2013-10-15,559418742.2850556,559418742.2850556,1.0
2013-10-16,557341339.9062304,557341339.9062304,1.0
2013-10-17,557100200.2261136,557100200.2261136,1.0
2013-10-18,558304332.4815534,558304332.4815534,1.0
2013-10-21,555282553.4815534,555282553.4815534,1.0
2013-10-22,554573493.9815534,554573493.9815534,1.0
2013-10-23,555094531.4815534,555094531.4815534,1.0
2013-10-24,557000851.9815534,557000851.9815534,1.0
2013-10-25,553056745.9815534,553056745.9815534,1.0
2013-10-28,557858731.4815534,557858731.4815534,1.0
2013-10-29,555156365.9815534,555156365.9815534,1.0
2013-10-30,558743891.9815534,558743891.9815534,1.0
2013-10-31,560307008.4815534,560307008.4815534,1.0
2013-11-01,555969628.4815534,555969628.4815534,1.0
2013-11-04,550765204.4815534,550765204.4815534,1.0
2013-11-05,548443417.4815534,548443417.4815534,1.0
2013-11-06,548193422.9815534,548193422.9815534,1.0
2013-11-07,545272717.775408,545272717.775408,1.0
2013-11-08,546578273.2534995,546578273.2534995,1.0
2013-11-11,542302904.2534995,542302904.2534995,1.0
2013-11-12,545306277.7534995,545306277.7534995,1.0
2013-11-13,539139912.2534995,539139912.2534995,1.0
2013-11-14,539188112.2534995,539188112.2534995,1.0
2013-11-15,540848473.7534995,540848473.7534995,1.0
2013-11-18,541473353.2534995,541473353.2534995,1.0
2013-11-19,542718058.2534995,542718058.2534995,1.0
2013-11-20,541139264.7534995,541139264.7534995,1.0
2013-11-21,535450963.2534995,535450963.2534995,1.0
2013-11-22,539803956.7534995,539803956.7534995,1.0
2013-11-25,546793812.2534995,546793812.2534995,1.0
2013-11-26,546894311.2534995,546894311.2534995,1.0
2013-11-27,548051828.7534995,548051828.7534995,1.0
2013-11-28,551398276.7534995,551398276.7534995,1.0
2013-11-29,552761976.7534995,552761976.7534995,1.0
2013-12-02,551901710.2534995,551901710.2534995,1.0
2013-12-03,549687046.7534995,549687046.7534995,1.0
2013-12-04,551345561.2534995,551345561.2534995,1.0
2013-12-05,549523459.2534995,549523459.2534995,1.0
2013-12-06,546576302.7534995,546576302.7534995,1.0
2013-12-09,553231873.7534995,553231873.7534995,1.0
2013-12-10,555924924.7534995,555924924.7534995,1.0
2013-12-11,558082137.2534995,558082137.2534995,1.0
2013-12-12,552026946.7534995,552026946.7534995,1.0
2013-12-13,555602961.2534995,555602961.2534995,1.0
2013-12-16,551989834.2534995,551989834.2534995,1.0
2013-12-17,550636562.2534995,550636562.2534995,1.0
2013-12-18,550749191.2534995,550749191.2534995,1.0
2013-12-19,551999573.7534995,551999573.7534995,1.0
2013-12-20,550167511.2534995,550167511.2534995,1.0
2013-12-23,551434081.6138216,551434081.6138216,1.0
2013-12-24,551108481.6138216,551108481.6138216,1.0
2013-12-25,552793187.2925088,552793187.2925088,1.0
2013-12-26,553709653.2925088,553709653.2925088,1.0
2013-12-27,555582213.7925088,555582213.7925088,1.0
2013-12-30,561444807.7925088,561444807.7925088,1.0
2013-12-31,559595188.7925088,559595188.7925088,1.0
2014-01-02,560194608.2925088,560194608.2925088,1.0
2014-01-03,554963565.2925088,554963565.2925088,1.0
2014-01-06,553076890.2925088,553076890.2925088,1.0
2014-01-07,552015330.7925088,552015330.7925088,1.0
2014-01-08,552933480.7925088,552933480.7925088,1.0
2014-01-09,553343185.7925088,553343185.7925088,1.0
2014-01-10,553615864.7925088,553615864.7925088,1.0
2014-01-13,555307779.7925088,555307779.7925088,1.0
2014-01-14,556047174.2925088,556047174.2925088,1.0
2014-01-15,557130911.8736625,557130911.8736625,1.0
2014-01-16,557564297.2342476,557564297.2342476,1.0
2014-01-17,556728824.661577,556728824.661577,1.0
2014-01-20,558118129.079069,558118129.079069,1.0
2014-01-21,555710169.4490548,555710169.4490548,1.0
2014-01-22,558260170.2512255,558260170.2512255,1.0
2014-01-23,555637949.268216,555637949.268216,1.0
2014-01-24,557952720.268216,557952720.268216,1.0
2014-01-27,549987955.268216,549987955.268216,1.0
2014-02-05,538704246.768216,538704246.768216,1.0
2014-02-06,539358036.768216,539358036.768216,1.0
2014-02-07,542756971.268216,542756971.268216,1.0
2014-02-10,542270500.268216,542270500.268216,1.0
2014-02-11,542918350.268216,542918350.268216,1.0
2014-02-12,547115465.768216,547115465.768216,1.0
2014-02-13,545132208.268216,545132208.268216,1.0
2014-02-14,547928803.268216,547928803.268216,1.0
2014-02-17,547639312.768216,547639312.768216,1.0
2014-02-18,551551836.768216,551551836.768216,1.0
2014-02-19,551292199.268216,551292199.268216,1.0
2014-02-20,546509762.768216,546509762.768216,1.0
2014-02-21,552872258.768216,552872258.768216,1.0
2014-02-24,550669720.268216,550669720.268216,1.0
2014-02-25,548946718.268216,548946718.268216,1.0
2014-02-26,548828857.768216,548828857.768216,1.0
2014-02-27,552179049.768216,552179049.768216,1.0
2014-03-03,546928574.268216,546928574.268216,1.0
2014-03-04,544058154.268216,544058154.268216,1.0
2014-03-05,545567476.268216,545567476.268216,1.0
2014-03-06,550305359.768216,550305359.768216,1.0
2014-03-07,553348441.268216,553348441.268216,1.0
2014-03-10,549301105.768216,549301105.768216,1.0
2014-03-11,547057353.768216,547057353.768216,1.0
2014-03-12,547647529.4567115,547647529.4567115,1.0
2014-03-13,545993471.2248306,545993471.2248306,1.0
2014-03-14,543305699.2248306,543305699.2248306,1.0
2014-03-17,544607406.2248306,544607406.2248306,1.0
2014-03-18,546285250.2248306,546285250.2248306,1.0
2014-03-19,544068523.2248306,544068523.2248306,1.0
2014-03-20,538833158.7248306,538833158.7248306,1.0
2014-03-21,538577433.2248306,538577433.2248306,1.0
2014-03-24,540454210.7248306,540454210.7248306,1.0
2014-03-25,541751114.7248306,541751114.7248306,1.0
2014-03-26,543366353.2248306,543366353.2248306,1.0
2014-03-27,541637004.2248306,541637004.2248306,1.0
2014-03-28,546544350.2248306,546544350.2248306,1.0
2014-03-31,549938168.7248306,549938168.7248306,1.0
2014-04-01,550783522.7248306,550783522.7248306,1.0
2014-04-02,548812790.7248306,548812790.7248306,1.0
2014-04-03,550373666.7248306,550373666.7248306,1.0
2014-04-07,548636179.2248306,548636179.2248306,1.0
2014-04-08,551309798.7248306,551309798.7248306,1.0
2014-04-09,552889798.7248306,552889798.7248306,1.0
2014-04-10,555153552.7248306,555153552.7248306,1.0
2014-04-11,554346661.2248306,554346661.2248306,1.0
2014-04-14,553619591.7248306,553619591.7248306,1.0
2014-04-15,551946363.2248306,551946363.2248306,1.0
2014-04-16,550620665.2248306,550620665.2248306,1.0
2014-04-17,553333029.7248306,553333029.7248306,1.0
2014-04-18,554048346.2248306,554048346.2248306,1.0
2014-04-21,552086185.7248306,552086185.7248306,1.0
2014-04-22,551778885.4476315,551778885.4476315,1.0
2014-04-23,550329467.9476315,550329467.9476315,1.0
2014-04-24,551452677.4476315,551452677.4476315,1.0
2014-04-25,544663358.6689799,544663358.6689799,1.0
2014-04-28,545510386.1689799,545510386.1689799,1.0
2014-04-29,547969400.6689799,547969400.6689799,1.0
2014-04-30,543296587.1689799,543296587.1689799,1.0
2014-05-02,548300909.1678969,548300909.1678969,1.0
2014-05-05,546499842.5674558,546499842.5674558,1.0
2014-05-06,549907315.6977075,549907315.6977075,1.0
2014-05-07,550163085.191091,550163085.191091,1.0
2014-05-08,552325684.602077,552325684.602077,1.0
2014-05-09,551258896.2475713,551258896.2475713,1.0
2014-05-12,547949316.4876562,547949316.4876562,1.0
2014-05-13,549190982.9751828,549190982.9751828,1.0
2014-05-14,552397907.4751828,552397907.4751828,1.0
2014-05-15,553037250.9751828,553037250.9751828,1.0
2014-05-16,553504366.9751828,553504366.9751828,1.0
2014-05-19,553894542.9751828,553894542.9751828,1.0
2014-05-20,552506371.4751828,552506371.4751828,1.0
2014-05-21,550671703.4751828,550671703.4751828,1.0
2014-05-22,557112151.0018053,557112151.0018053,1.0
2014-05-23,560109032.5018053,560109032.5018053,1.0
2014-05-26,561225770.0018053,561225770.0018053,1.0
2014-05-27,563173118.7433281,563173118.7433281,1.0
2014-05-28,569434237.5826501,569434237.5826501,1.0
2014-05-29,568656525.2149565,568656525.2149565,1.0
2014-05-30,573698311.9078614,573698311.9078614,1.0
2014-06-03,573346792.8468482,573346792.8468482,1.0
2014-06-04,570109392.1499723,570109392.1499723,1.0
2014-06-05,570310708.7866443,570310708.7866443,1.0
2014-06-06,571315324.7595655,571315324.7595655,1.0
2014-06-09,571905241.2595655,571905241.2595655,1.0
2014-06-10,576238911.0204499,576238911.0204499,1.0
2014-06-11,574913089.0204499,574913089.0204499,1.0
2014-06-12,575616704.5204499,575616704.5204499,1.0
2014-06-13,575838205.5204499,575838205.5204499,1.0
2014-06-16,575647459.5204499,575647459.5204499,1.0
2014-06-17,576848121.5204499,576848121.5204499,1.0
2014-06-18,577392221.5204499,577392221.5204499,1.0
2014-06-19,577154160.5204499,577154160.5204499,1.0
2014-06-20,573348740.843946,573348740.843946,1.0
2014-06-23,575802528.4471946,575802528.4471946,1.0
2014-06-24,578661589.6013056,578661589.6013056,1.0
2014-06-25,580288296.2925128,580288296.2925128,1.0
2014-06-26,583460992.739053,583460992.739053,1.0
2014-06-27,583859504.3264805,583859504.3264805,1.0
2014-06-30,584404210.9927044,584404210.9927044,1.0
2014-07-01,585611506.7519039,585611506.7519039,1.0
2014-07-02,586214303.7866757,586214303.7866757,1.0
2014-07-03,582885654.6732049,582885654.6732049,1.0
2014-07-04,583389926.7878762,583389926.7878762,1.0
2014-07-07,581728193.9691973,581728193.9691973,1.0
2014-07-08,587356505.9868327,587356505.9868327,1.0
2014-07-09,588215881.0928804,588215881.0928804,1.0
2014-07-10,593225327.3223166,593225327.3223166,1.0
2014-07-11,589689643.9150498,589689643.9150498,1.0
2014-07-14,592175104.1829236,592175104.1829236,1.0
2014-07-15,598656521.4655178,598656521.4655178,1.0
2014-07-16,596933591.9136713,596933591.9136713,1.0
2014-07-17,599243921.1471856,599243921.1471856,1.0
2014-07-18,598909345.2204963,598909345.2204963,1.0
2014-07-21,599488739.2204963,599488739.2204963,1.0
2014-07-22,603022756.7204963,603022756.7204963,1.0
2014-07-24,606454286.2204963,606454286.2204963,1.0
2014-07-25,608287200.7204963,608287200.7204963,1.0
2014-07-28,616429841.2491139,616429841.2491139,1.0
2014-07-29,611205196.2491139,611205196.2491139,1.0
2014-07-30,614869203.2491139,614869203.2491139,1.0
2014-07-31,610331508.7491139,610331508.7491139,1.0
2014-08-01,605150124.492572,605150124.492572,1.0
2014-08-04,603098798.2500244,603098798.2500244,1.0
2014-08-05,588645717.6687549,588645717.6687549,1.0
2014-08-06,595925229.4424615,595925229.4424615,1.0
2014-08-07,597949388.3450834,597949388.3450834,1.0
2014-08-08,595317267.0222878,595317267.0222878,1.0
2014-08-11,599630484.4670079,599630484.4670079,1.0
2014-08-12,597273358.7903867,597273358.7903867,1.0
2014-08-13,603576275.9277841,603576275.9277841,1.0
2014-08-14,604094395.4620434,604094395.4620434,1.0
2014-08-15,602115129.6467336,602115129.6467336,1.0
2014-08-18,599045162.8857497,599045162.8857497,1.0
2014-08-19,606964364.086411,606964364.086411,1.0
2014-08-20,613008452.6958069,613008452.6958069,1.0
2014-08-21,617398389.1184474,617398389.1184474,1.0
2014-08-22,627123441.903808,627123441.903808,1.0
2014-08-25,625177564.7679188,625177564.7679188,1.0
2014-08-26,624179151.7679188,624179151.7679188,1.0
2014-08-27,627751132.1679188,627751132.1679188,1.0
2014-08-28,625431354.4679189,625431354.4679189,1.0
2014-08-29,618387588.2679188,618387588.2679188,1.0
2014-09-01,623386018.8249396,623386018.8249396,1.0
2014-09-02,618078455.9975182,618078455.9975182,1.0
2014-09-03,626029564.0571146,626029564.0571146,1.0
2014-09-04,625557586.7679255,625557586.7679255,1.0
2014-09-05,621799511.6920002,621799511.6920002,1.0
2014-09-09,623170227.1671524,623170227.1671524,1.0
2014-09-10,620767330.761628,620767330.761628,1.0
2014-09-11,620354705.8709234,620354705.8709234,1.0
2014-09-12,617596951.2594597,617596951.2594597,1.0
2014-09-15,616814375.546222,616814375.546222,1.0
2014-09-16,608975060.832845,608975060.832845,1.0
2014-09-17,612911467.6998837,612911467.6998837,1.0
2014-09-18,615033496.3686534,615033496.3686534,1.0
2014-09-19,614533515.126663,614533515.126663,1.0
2014-09-22,610356193.561021,610356193.561021,1.0
2014-09-23,608498294.5557704,608498294.5557704,1.0
2014-09-24,609698984.3616766,609698984.3616766,1.0
2014-09-25,605333778.340551,605333778.340551,1.0
2014-09-26,604351113.4780812,604351113.4780812,1.0
2014-09-29,599679398.3296981,599679398.3296981,1.0
2014-09-30,598734522.8404064,598734522.8404064,1.0
2014-10-01,596753347.1282477,596753347.1282477,1.0
2014-10-02,593577033.6782478,593577033.6782478,1.0
2014-10-03,604477196.3282478,604477196.3282478,1.0
2014-10-06,599152875.8396814,599152875.8396814,1.0
2014-10-07,599159611.9896814,599159611.9896814,1.0
2014-10-08,600362874.0396814,600362874.0396814,1.0
2014-10-09,604331186.5979749,604331186.5979749,1.0
2014-10-13,590765109.8605644,590765109.8605644,1.0
2014-10-14,593166622.6165872,593166622.6165872,1.0
2014-10-15,587462078.5469607,587462078.5469607,1.0
2014-10-16,585013330.1013384,585013330.1013384,1.0
2014-10-17,582595889.4119787,582595889.4119787,1.0
2014-10-20,586639754.100941,586639754.100941,1.0
2014-10-21,586893996.0730442,586893996.0730442,1.0
2014-10-22,589469065.6008848,589469065.6008848,1.0
2014-10-23,591493834.0742693,591493834.0742693,1.0
2014-10-24,591144480.4742693,591144480.4742693,1.0
2014-10-27,593923069.7742692,593923069.7742692,1.0
2014-10-28,598926432.3742692,598926432.3742692,1.0
2014-10-29,603134531.5242692,603134531.5242692,1.0
2014-10-30,603037987.2742692,603037987.2742692,1.0
2014-10-31,606397164.1242692,606397164.1242692,1.0
2014-11-03,604191263.2242693,604191263.2242693,1.0
2014-11-04,603447005.0457371,603447005.0457371,1.0
2014-11-05,602371219.1663175,602371219.1663175,1.0
2014-11-06,599438890.7767053,599438890.7767053,1.0
2014-11-07,596760314.8063836,596760314.8063836,1.0
2014-11-10,606208845.4881727,606208845.4881727,1.0
2014-11-11,604662924.6340655,604662924.6340655,1.0
2014-11-12,598051035.5084807,598051035.5084807,1.0
2014-11-13,601199154.3084806,601199154.3084806,1.0
2014-11-14,602347346.1082994,602347346.1082994,1.0
2014-11-17,596982525.9582993,596982525.9582993,1.0
2014-11-18,600382059.6575195,600382059.6575195,1.0
2014-11-19,604255910.4739157,604255910.4739157,1.0
2014-11-20,606050413.800899,606050413.800899,1.0
2014-11-21,604861301.6741521,604861301.6741521,1.0
2014-11-24,605668437.4052895,605668437.4052895,1.0
2014-11-25,601450701.6905484,601450701.6905484,1.0
2014-11-26,601737270.5026077,601737270.5026077,1.0
2014-11-27,603832175.764992,603832175.764992,1.0
2014-11-28,605531016.735684,605531016.735684,1.0
2014-12-01,595433396.7725766,595433396.7725766,1.0
2014-12-02,587599419.7005574,587599419.7005574,1.0
2014-12-03,592066127.3779777,592066127.3779777,1.0
2014-12-04,598867667.1485727,598867667.1485727,1.0
2014-12-05,596722450.1485727,596722450.1485727,1.0
2014-12-08,596239427.3145192,596239427.3145192,1.0
2014-12-09,595819963.0145192,595819963.0145192,1.0
2014-12-10,590138985.7145191,590138985.7145191,1.0
2014-12-11,586585696.581632,586585696.581632,1.0
2014-12-12,587896272.2787088,587896272.2787088,1.0
2014-12-15,585288665.8798355,585288665.8798355,1.0
2014-12-16,585149391.3886402,585149391.3886402,1.0
2014-12-17,580247607.815449,580247607.815449,1.0
2014-12-18,584098035.565449,584098035.565449,1.0
2014-12-19,589837350.8005149,589837350.8005149,1.0
2014-12-22,590738450.8005149,590738450.8005149,1.0
2014-12-23,589308430.9929359,589308430.9929359,1.0
2014-12-24,594137404.7493162,594137404.7493162,1.0
2014-12-25,592214695.6390232,592214695.6390232,1.0
2014-12-26,594640310.4692422,594640310.4692422,1.0
2014-12-27,593200791.9954574,593200791.9954574,1.0
2014-12-29,596616221.2863327,596616221.2863327,1.0
2014-12-30,596415181.1277703,596415181.1277703,1.0
2014-12-31,598755496.0435649,598755496.0435649,1.0
2015-01-05,593498180.0762504,593498180.0762504,1.0
2015-01-06,583408388.0992982,583408388.0992982,1.0
2015-01-07,582395483.0762852,582395483.0762852,1.0
2015-01-08,589018706.8152283,589018706.8152283,1.0
2015-01-09,589533072.592786,589533072.592786,1.0
2015-01-12,587195465.3927859,587195465.3927859,1.0
2015-01-13,592303892.6477519,592303892.6477519,1.0
2015-01-14,587052606.7349622,587052606.7349622,1.0
