date,nav_base,nav_fin_rs_soft_tilt_exdiv,nav_fin_mix_l75,nav_fin_kd_opt
2019-12-04,1033779317.362153,939174239.2505603,1014922286.7076825,980442897.1054612
2019-12-05,1033756297.162153,939116863.92739,1015144714.9076824,979864178.4258684
2019-12-06,1029970746.2081113,937511934.57739,1011565059.1576825,978560643.3258684
2019-12-09,1035652919.8914925,941351094.87739,1017249686.7076825,982694650.1258684
2019-12-10,1032197407.4322488,939660676.7773899,1013717943.1076823,980394580.5258684
2019-12-11,1034890159.9090708,940145206.1273899,1016656998.8576825,981492915.6258683
2019-12-12,1037992323.8281976,945082958.3773899,1020094160.6576824,986936576.3758683
2019-12-13,1043575857.1281976,951284103.47739,1025702252.1576825,993688698.4758685
2019-12-16,1041987922.6281977,949607678.1273899,1024069531.0576825,991180133.8758683
2019-12-17,1050426484.2281975,960039620.4773899,1032416218.6576824,1002488732.4758683
2019-12-18,1057606354.8281975,966030809.02739,1039604524.8576825,1010564038.7758684
2019-12-19,1055896984.3781976,965168166.92739,1037912298.1076825,1010515207.9258684
2019-12-20,1045455198.5781976,959530704.07739,1027332548.3076825,1003251605.8258684
2019-12-23,1054182465.3781977,965725420.6273899,1035767672.3076825,1009024343.8758683
2019-12-24,1050600954.4781975,962791736.2273899,1032258554.4076824,1005546219.4758683
2019-12-25,1050781847.3281975,962988839.02739,1032464354.7576824,1005751648.0258684
2019-12-26,1052382323.7281976,963737498.07739,1034062251.5576824,1006680107.8258684
2019-12-27,1057055906.0781976,967910974.07739,1038739618.4076825,1011201396.5758684
2019-12-30,1054897420.3781976,965515668.4773899,1036763817.7076826,1009676439.4758683
2019-12-31,1049796940.1781976,959391537.42739,1031637938.7076825,1002570411.4258683
2020-01-02,1050460125.8781976,960140843.02739,1032424339.4076825,1003348568.5258683
2020-01-03,1053979614.4281976,964539351.52739,1035723747.6576825,1007656910.5258684
2020-01-06,1046286023.0781976,957512524.92739,1028035545.8076824,1000316948.9258684
2020-01-07,1048593378.0281975,956586787.9773899,1030297627.2576824,999099129.2258683
2020-01-08,1043051783.8281976,951458658.4773899,1024574117.8576826,991585782.7258683
2020-01-09,1049369256.8781976,958984592.32739,1030907097.2076824,999656439.3258684
2020-01-10,1053071167.7781975,962102876.7273899,1034617015.1076825,1003321363.7258683
2020-01-13,1066307454.8281975,975898009.02739,1047174974.8576825,1015733888.7758684
2020-01-14,1072272234.7697642,981626790.6273899,1052963142.4076825,1020900234.6258683
2020-01-15,1067667174.6596775,977602139.9773899,1048465846.6576824,1017532660.4758683
2020-01-16,1067364058.7716678,978271783.7273899,1047949900.2076824,1017355479.2258683
2020-01-17,1071583016.0749766,984440083.8773899,1051943503.8576825,1024630140.6258683
2020-01-20,1078450012.1276658,991175799.2273899,1058673393.5576824,1031602936.7258685
2020-01-30,1034404395.6765674,950654133.92739,1014873424.5576825,988348803.6758684
2020-01-31,1042272875.8265674,957354111.9995269,1022604539.6076823,994651835.2425685
2020-02-03,1034590060.2265674,952288925.6995268,1014631995.2076824,987855382.7183522
2020-02-04,1043753281.0765674,959423152.2755535,1023931098.591288,995290658.9702226
2020-02-05,1050128330.5265673,966053945.1755534,1030019511.7221279,1002594775.3702227
2020-02-06,1059480330.9265673,976732457.1755534,1039074788.257717,1013732075.1202226
2020-02-07,1052525909.7765675,970444261.5255535,1032160428.7881165,1008422085.2202226
2020-02-10,1051264820.5856677,969564795.3113235,1030741265.6653664,1006897019.0734001
2020-02-11,1052826163.049957,971703104.2362831,1032211137.797466,1008799252.0453475
2020-02-12,1054715099.4147419,971712157.6174469,1034306959.8036298,1008854808.5251662
2020-02-13,1057550630.4411206,974857124.1829897,1037026533.6031733,1012107235.1710188
2020-02-14,1058392454.8661766,975858726.9829897,1037775466.0270429,1012616962.3130187
2020-02-17,1059732515.9060028,978631693.2829896,1038851518.7354182,1014721114.4356687
2020-02-18,1062937835.3438308,983950184.9329896,1041639085.697629,1018985793.2935447
2020-02-19,1076093303.458599,995810057.1829896,1054469041.1898545,1030122094.7935448
2020-02-20,1075171853.5252354,995092079.0329896,1053440634.440625,1028113251.6435447
2020-02-21,1065545156.4783998,987150479.3329896,1043980703.5213892,1020820536.1935447
2020-02-24,1053717626.5783998,975064844.2329897,1032603943.4213892,1009022082.5935447
2020-02-25,1052487199.2283998,973656216.0829896,1031386421.9713892,1007040389.4435447
2020-02-26,1045412238.3283999,966809281.6829896,1024589004.0713893,1000977815.0435447
2020-02-27,1044336707.8283999,963940354.6829896,1023702256.1713893,997299462.5435447
2020-03-02,1030528166.0783998,949747966.0829897,1010300503.5213892,981778401.1935446
2020-03-03,1040398810.2783997,959570195.5829897,1019894962.9213892,992220597.6935447
2020-03-04,1043753172.3783998,962151160.2329897,1023199560.4213893,994578614.5935447
2020-03-05,1054162655.6283997,971365270.5329896,1033274037.9713892,1002105921.3935448
2020-03-06,1040418006.4783998,958315923.5829896,1019879130.7213892,988881979.4435447
2020-03-09,1020932211.0692312,938421818.1554347,1001047131.1583674,968586505.2032846
2020-03-10,1013671075.1645188,931836021.5989836,994008815.8102643,962912483.1514611
2020-03-11,1006860110.8859763,927741899.796563,987279683.7784328,959011173.6605866
2020-03-12,972190687.9271837,895812737.5528338,953190538.5891345,925269253.6505778
2020-03-13,955215226.888253,879595759.9033515,935901974.8276925,905621757.875925
2020-03-16,917994318.5523545,844336455.4396039,899393905.7011615,867530843.0826542
2020-03-17,881755646.8715745,815474254.7307612,864428236.0775417,836892635.444855
2020-03-18,867125793.3815417,803245839.2520757,849913622.5660067,821438786.3047209
2020-03-19,809899709.672493,753351657.9362742,794118623.6144841,764197652.4598275
2020-03-20,872833034.9751718,798528335.0542557,855770666.1705732,817359794.1945405
2020-03-23,840584308.0975375,774636618.1682893,824608151.2612177,790763619.2588748
2020-03-24,865276833.3318502,791278604.195716,848693311.6948881,810910196.2420771
2020-03-25,887872654.0707284,810765549.145716,870452289.4972476,832450710.1287978
2020-03-26,890806970.0072486,811296402.1623125,872161643.3528572,832479163.9787978
2020-03-27,894719875.2078378,819888793.8623126,877486734.646099,840467688.4287978
2020-03-30,889948082.8083822,814806860.6623125,873233725.3014352,834270455.9787978
2020-03-31,890845299.6502708,815661602.2123125,874731250.0852762,836335219.0287977
2020-04-01,880839733.5406946,807338907.5123125,864981254.6352763,828230487.8287978
2020-04-06,889640939.4777974,814880487.4623125,873483945.3852762,834574495.7787977
2020-04-07,892106620.5366232,817209233.1623125,876153921.8852763,838403840.7287978
2020-04-08,898248215.9775271,821877190.7623125,882563456.2852763,844479875.3287978
2020-04-09,897614890.0590298,822698993.6123126,881849103.0852762,845435858.9287978
2020-04-10,912542046.2562754,837175708.1123126,896389315.3852762,859896039.0568348
2020-04-13,895833271.2562754,825552018.0123125,879682617.9852762,847684501.2068348
2020-04-14,907309972.9562753,837658876.3123125,891367480.2852762,861947018.7568347
2020-04-15,920404700.3562753,846961681.3123125,904552953.2852762,872089956.7568347
2020-04-16,908048893.7510512,837543047.8425398,892303789.7616926,862753973.1943201
2020-04-17,912314215.871248,840786437.9028283,896319164.8681707,864911307.9409139
2020-04-20,910324586.9484594,838855237.22523,894353287.3392646,862511614.2601113
2020-04-21,893543583.6484593,822785541.07523,877651111.0392646,844223269.6101114
2020-04-22,894512459.0339929,822457936.02523,878776748.8892646,843701480.3101114
2020-04-23,894524916.1839929,822321933.22523,878700248.5392646,843562451.7601113
2020-04-24,892672325.9839928,825447611.3752301,877146231.1392646,849238979.4101114
2020-04-27,905573912.3029425,837951735.5813199,889741416.0962317,862034422.0129391
2020-04-28,922481762.7529424,850505454.6666924,906525339.4687611,874593801.462939
2020-04-29,933813563.8029425,860785435.4166924,917587228.7795157,885502044.9629391
2020-04-30,939596750.55317,866587987.4666923,923345169.0440551,892750777.5129391
2020-05-04,922972277.9827657,852252490.8166924,907264603.9338741,878164783.5445472
2020-05-05,927097009.3827657,857860102.1166923,911106947.0103233,882469354.0945472
2020-05-06,924409787.2827656,854523987.3666923,908270846.8706149,879586930.8445472
2020-05-07,923207181.0827656,854358759.2666923,907093738.6998465,879624942.7445471
2020-05-08,930903991.0327656,861256424.5666924,914561031.9498465,885245883.7945472
2020-05-11,940245726.8327657,869047041.8166924,923881398.1498466,893305201.0445472
2020-05-12,934782202.8827657,865747178.0666924,918305074.4998465,889497841.5445471
2020-05-13,936012679.2827656,866306387.1166923,919547121.2998465,890189951.3445472
2020-05-14,931994774.5827657,863878885.2166923,915381394.7998465,887147380.1945472
2020-05-15,929713647.2327657,861828307.0666924,913132773.3498465,884480887.0445472
2020-05-18,931035647.2327657,862377307.0666924,914465073.3498465,886015287.0445472
2020-05-19,942284401.3827657,872435751.8666923,925486325.9998465,896037224.5945472
2020-05-20,947266425.6327657,876190646.8841325,930311418.5498465,899249006.6820424
2020-05-21,948610256.4992286,878790773.2619467,931621551.9392505,901418718.5820423
2020-05-22,936600530.998912,868089789.0963061,919848336.4392505,891107508.4320424
2020-05-25,937183927.7194227,868419151.046306,920521790.7892505,892512044.0157034
2020-05-26,945177856.6694227,875458217.046306,928381776.2392504,899843914.2657034
2020-05-27,945117633.7694228,876735584.046306,928373892.7392504,902088198.2657034
2020-05-28,944785625.6694227,874868667.7463061,928116018.4392505,901026643.4657035
2020-05-29,945601199.0194228,879851451.9463061,928698133.0892504,905588089.6657035
2020-06-01,952680048.4194227,884029710.046306,935751845.2892504,911460690.7657034
2020-06-02,960962038.1371675,890097114.9154184,943993352.80827,918281259.586363
2020-06-03,974210394.73104,898915163.6004568,957314612.6675875,927631545.9844384
2020-06-04,975056387.42439,899998806.809993,958180300.1806363,928041181.3776485
2020-06-05,973519285.474951,899655963.5800881,957161253.6747655,927246961.7176722
2020-06-08,980481471.964635,905404341.8138229,964299151.4916857,932648972.0184802
2020-06-09,980582410.4115139,904823946.3100013,964526047.5695988,931546586.0645828
2020-06-10,984303240.6424137,911435274.8874466,968008420.1268561,938998476.6697729
2020-06-11,971163420.5129722,898644637.4475489,954844057.4775927,924479299.6849538
2020-06-12,962354208.3847805,891495012.3215142,946164432.2296851,917295094.9053032
2020-06-15,955169808.5731468,883825453.9065284,939083854.355968,909016206.7324805
2020-06-16,967774725.6094385,894444872.9975711,951480730.5210476,919378457.4772012
2020-06-17,972177289.4052513,897276047.7755054,956188667.0802917,922667835.87136
2020-06-18,965952834.075796,892057775.0457374,949683756.8973151,916432077.5660771
2020-06-19,960391411.3331826,886701893.2490757,944617891.7530086,911859729.3031317
2020-06-22,962839413.0167698,888948557.9990757,947411566.7616628,915274302.5531317
2020-06-23,963674363.9667698,890503227.0990756,948167860.5966744,917289885.9031316
2020-06-24,965428159.9167697,891867043.9490756,949746423.4466745,918104658.5031316
2020-06-29,961862898.2553458,887738058.0624604,946803690.158137,914947465.3031461
2020-06-30,966605759.2843232,891027898.5530454,951758086.1189446,918451231.0117149
2020-07-01,971229986.6343232,895976676.7030454,955853957.5689447,922696524.1617149
2020-07-02,977245484.0343232,902536182.0030453,961370842.1689447,929003154.7117149
2020-07-03,978636964.4843233,903675274.2030454,962881176.1189445,930445441.9117148
2020-07-06,993191252.1843232,916150825.2530453,977484775.2189445,943438360.7117149
2020-07-07,989698147.4843233,914236123.3530453,973540448.7189447,940894339.5617149
2020-07-08,991142243.4343232,915244440.2030454,974892911.5689447,941527162.1617149
2020-07-09,988222938.7343231,914049238.3030454,971274085.0689446,939151741.0117149
2020-07-10,984180954.2343233,909762462.9530454,967588213.9689445,935209076.4117149
2020-07-13,983261372.8343232,910074856.0530454,966306221.7689446,935229571.0117149
2020-07-14,984894679.1125851,911374112.3621029,967687373.4253056,935770119.6249893
2020-07-15,988692577.4311358,914387267.5188178,971902472.4795185,939867016.9967749
2020-07-16,983558430.2956727,910469454.4042747,966439540.6025801,935247840.7985735
2020-07-17,987039126.8437837,914051056.7362678,969814361.9093347,939037635.7266946
2020-07-20,987488843.1006839,915205825.1203207,969798360.6708015,939455326.1038117
2020-07-21,995033557.2954339,921630067.9518882,977471891.1733813,946275609.879874
2020-07-22,996763620.2302483,925770669.6518881,978786924.3109454,951194052.8298742
2020-07-23,994731038.489911,923705844.3018881,976752725.1329174,948613088.2298741
2020-07-24,985586124.7876714,915124814.9018881,968080463.8374081,940994948.079874
2020-07-27,981878552.6274465,911244524.8018882,964863138.0374081,937816110.2298741
2020-07-28,985657796.1274465,914848400.7518882,968641394.137408,942057297.6798741
2020-07-29,990820290.6274465,922561430.6018882,972852138.8374081,949666533.7798742
2020-07-30,998017390.0774465,929731923.5018882,979918064.9874079,957674000.1798742
2020-07-31,996657754.6274465,927553229.0518882,978678319.2374082,954576452.2298741
2020-08-03,988861845.8774465,919131589.6018882,971262389.1874081,945698538.5298741
2020-08-04,991990996.8274466,923045158.7018882,974074713.8374081,949584971.879874
2020-08-05,996695496.2774465,927619451.6018882,978882039.9874079,955641338.2798741
2020-08-06,1007265651.6274465,936581076.6518881,989520022.2374079,965045518.3298742
2020-08-07,1006422181.2034578,934744012.3637815,988828576.5697705,962468513.0671719
2020-08-10,1005120828.3534578,934741613.8637815,987209235.4197705,962186283.3473394
2020-08-11,999675042.4034578,930060479.5137814,981656430.9697704,956767780.8662294
2020-08-12,997128916.9034579,926715397.1137815,979376452.2697704,953272618.1813269
2020-08-13,1007446672.3647578,931912578.5012815,990924004.6384705,960199084.363357
2020-08-14,1000191910.2647579,924991340.8965739,983918875.7384704,953359435.4784544
2020-08-17,1001096166.8647579,927345000.6845952,984604078.7384704,956777927.8664186
2020-08-18,1002951177.3647578,927818896.635509,986783546.5884705,957553558.0223426
2020-08-19,998852296.8147578,924656299.2636203,982558490.8384705,954151609.5031848
2020-08-20,980211887.0647578,907080101.768505,964206163.0301043,935593923.8787136
2020-08-21,989066420.6949528,915505306.7137975,972934571.4566964,944552930.6063297
2020-08-24,983431210.533514,911083053.7180464,967024456.4452574,938957911.5397357
2020-08-25,984961022.8745266,912205875.8356786,968701655.3805131,940786887.8826813
2020-08-26,987208472.9041556,913803149.3324813,971020968.931488,942309458.7191021
2020-08-27,983484584.01097,910173479.9680433,967378361.9783311,938395203.8182105
2020-08-28,983634458.0120752,910768219.4326509,967489489.2689161,939693510.4014416
2020-08-31,968967822.5224652,900072695.9222778,952204708.3293061,928077368.5508009
2020-09-01,969195508.093192,899287339.954546,952704833.5396961,927591736.2913237
2020-09-02,965625337.1149434,894821918.620937,949454369.513902,922596856.5945433
2020-09-03,966106715.0081056,894890816.623639,949995723.4309714,922422530.328551
2020-09-04,957132482.8790628,886846455.5638696,941044705.4019165,913942093.701011
2020-09-07,964284256.0955712,892805021.0040888,948318696.7740992,920334072.6198224
2020-09-08,968147902.4648243,896098757.7669568,952279779.4907774,924261894.0198224
2020-09-09,963308470.6542087,892214478.6169567,947396378.7650398,920335173.7198223
2020-09-10,966055242.2340617,894208903.6669567,950235828.6296495,922387492.1198223
2020-09-11,966608625.7369676,894120675.8669567,951035704.3828237,922737831.1198223
2020-09-14,968438238.929,895573352.9866835,952813635.9284049,924208843.7537361
2020-09-15,970461874.2841117,897654047.5366834,954810759.4679168,926874596.7537361
2020-09-16,973675087.0375328,900875293.6866834,957764335.6852425,929933656.6537361
2020-09-17,965781025.2850442,893589626.6866835,950031118.987838,922157802.8537362
2020-09-18,968961408.0362504,895316830.8866835,953625541.857786,924748191.5537361
2020-09-21,959532514.5058846,886964941.6866835,944256970.4801033,915970348.7537361
2020-09-22,949900683.3041657,877405431.3866836,934923147.7008846,906248914.4537362
2020-09-23,943357296.1541657,870038998.9866835,928807834.2999015,898727477.9537362
2020-09-24,922388052.6529111,852609217.8866835,907662774.9541676,880951837.9537362
2020-09-25,934035268.2543315,863348161.1866835,919214156.5874697,891661382.6537361
2020-09-28,948061876.2043315,877509277.6866835,932704796.6874697,906764099.3537362
2020-09-29,946347787.1043315,876247558.3366835,930909938.2874697,905803139.7537361
2020-09-30,944900507.4543314,874957739.9866835,929370290.2374697,904180990.853736
2020-10-05,947958246.2543315,877497712.4366835,932563834.5874697,907337491.6537361
2020-10-06,955789090.6543314,884762135.1366835,940269864.5374696,915272804.2537361
2020-10-07,952904320.0043315,881926233.6366836,937321332.9874697,911532119.9537362
2020-10-08,955770854.2043315,885193905.9866835,939841359.1374698,915145683.9537362
2020-10-12,958616857.3082641,887849821.2366835,942606671.2374697,916620441.6537362
2020-10-13,950705195.3082641,882339943.5866835,934357102.0374697,910584641.4537362
2020-10-14,948846092.9582642,880023200.2866836,932699263.0874697,908617460.9537362
2020-10-15,943412585.0082642,874083156.7366835,927611738.5374697,902765968.6537361
2020-10-16,939302464.3582641,870228805.2366835,923559356.9874697,898144734.3537362
2020-10-19,942120578.5082641,873302592.8366835,926215595.2374697,901126456.0537362
2020-10-20,940164250.2082641,870657217.6366835,924521818.7374697,898331012.6537361
2020-10-21,936920857.8582642,868295941.3366835,921164313.6874698,895799821.7537363
2020-10-22,943011369.9582641,873977605.4866835,927141792.5874698,902242896.1537361
2020-10-23,941170864.3582641,872041755.2366835,925386756.9874697,899872834.3537362
2020-10-26,945000353.1582642,875323877.6866835,929231801.3374697,903663235.1537361
2020-10-27,942161775.8582641,873123452.6366835,926349492.2374698,901732666.7537361
2020-10-28,940745941.6582642,871021680.2866834,925145266.0874698,899327302.7537361
2020-10-29,931674272.3082641,863478925.8366835,915970865.9874698,891211910.5243272
2020-10-30,929220372.6082641,861125522.7366835,913500880.0374697,888054723.2723454
2020-11-02,941871395.9082642,873671637.3866835,925691830.1374698,901482326.045861
2020-11-03,947773198.8582642,879317647.4366835,931468562.7374697,907419415.2581604
2020-11-04,948122881.4582641,879392352.8866835,931890027.8374697,907128439.4819404
2020-11-05,955514427.7582641,887231889.3866835,938844482.8874696,915328743.4533634
2020-11-06,958480385.3211162,890288811.136163,941728967.5832063,918666088.679877
2020-11-09,969881006.9012083,899590512.2126874,953257590.8362164,928290839.471446
2020-11-10,977008910.3077675,906976207.7073741,960087092.6923244,936836044.0144447
2020-11-11,998084761.7077676,924743561.9221289,981079249.8923246,954107183.8507298
2020-11-12,984949531.1577677,912586987.3981284,968187328.5923245,941779011.9904411
2020-11-13,986801885.8577676,915224515.6732836,969783706.4923245,944303532.2899156
2020-11-16,997587605.2077676,923803552.2815022,980642156.5923245,953583899.5983554
2020-11-17,998913719.9788151,924884955.1315023,981931188.8182238,954718378.041316
2020-11-18,1004493928.8288151,930328962.3315023,987355321.068224,960282021.1413162
2020-11-19,1002259629.128815,928021909.2315023,985184885.1182238,957592779.9413161
2020-11-20,996817407.1288149,923868514.5815023,979617632.0182238,952836940.1413162
2020-11-23,1000135645.328815,927248120.2815022,982776432.7182238,955648491.8689522
2020-11-24,991194473.328815,919246425.6315023,974007579.6182238,948421852.0689522
2020-11-25,989495211.528815,917561531.3315023,972374980.3182238,946911310.8689522
2020-11-26,994133927.9288151,920818375.7315024,977158197.818224,950192438.8689522
2020-11-27,989212189.128815,916350653.2815022,972326003.4682238,945830788.0689521
2020-11-30,978919020.828815,906083195.8816644,962524510.8682238,937448599.4739472
2020-12-01,985968060.928815,914515465.3816643,968847486.6682237,943556460.209743
2020-12-02,985998307.6788151,914828908.4316645,968765390.0182239,943270222.4597795
2020-12-03,984105146.178815,912900861.0316644,966894054.7682238,940757790.0597795
2020-12-04,990525374.078815,917744352.8316644,973530607.5182239,946900500.4597795
2020-12-07,987327293.528815,915357520.8316644,970282951.7682239,944542900.7597795
2020-12-08,977749966.9788151,906097799.2316644,960861055.0182238,933731371.4597795
2020-12-09,974305835.728815,902271313.9816644,957504445.9182239,928288655.5597794
2020-12-10,973132373.928815,901264119.6816643,956316746.6182239,926999514.3597795
2020-12-11,979078266.078815,908862235.5816644,961644697.3182238,933895370.6597795
2020-12-14,978288721.278815,906671679.4816644,961111343.6182238,930702825.0597794
2020-12-15,972221134.828815,901401050.3316643,955122988.2182238,925915354.7597795
2020-12-16,983834560.0788151,911593001.9316645,966625137.9682239,935952075.8597795
2020-12-17,982371368.628815,910597439.2816644,965054840.6182238,934162335.7597795
2020-12-18,977508427.278815,908148613.1316644,959830802.9682238,931611919.8597794
2020-12-21,988986314.228815,916018522.5316644,971709992.3182238,939823957.9597794
2020-12-22,981144441.328815,910264064.2316644,963617881.5182239,933088517.3597795
2020-12-23,977946408.128815,907524692.0316644,960489122.7682239,931075128.3597795
2020-12-24,979867041.328815,908739864.2316644,962497381.5182239,932444317.3597795
2020-12-25,984114425.1288149,911561353.1816643,966995033.9182237,936481498.3597794
2020-12-28,988892614.228815,915769422.5316644,971685592.3182238,940017357.9597794
2020-12-29,988633986.628815,916251100.5816643,971310369.1682239,940992130.7597795
2020-12-30,1006325985.4788151,932023963.7316644,988919083.068224,958465808.6597795
2020-12-31,1002690807.278815,929606325.0316644,985155366.2682239,956296889.4597795
2021-01-04,1002467481.928815,928866936.9316643,984918456.8182237,953828944.1597794
2021-01-05,1004294895.778815,931016877.6316644,986697231.0182239,957024257.0597794
2021-01-06,996286236.328815,923362453.6816643,978898205.1182238,949422021.9597795
2021-01-07,1004896485.278815,932532630.3816644,987104913.1682239,958974749.6597795
2021-01-08,1016219538.8288151,943027457.1816643,998273239.4182239,970203614.1597794
2021-01-11,1018358232.928815,945108560.0316645,1000332639.7682238,972118443.5597795
2021-01-12,1008033566.2288151,936396945.7816644,990010592.6682239,963103682.3597795
2021-01-13,1015051079.8520384,941500354.9902625,997168677.1016024,968099847.5235462
2021-01-14,1013641538.1020384,940479495.4402624,995749365.7016025,967477948.6235461
2021-01-15,1003667522.7520385,930913424.3402624,986037290.1516026,958100992.9235462
2021-01-18,1000732878.9520384,927779768.3902625,983241653.8516024,954974522.3235462
2021-01-19,1004061064.8020384,930334828.3549377,986601165.6016024,957699850.6235461
2021-01-20,990443667.6654431,917532591.5049378,973219980.2985239,943887155.6632959
2021-01-21,995117011.7654431,921940994.3549378,977818580.6485239,948356685.0632958
2021-01-22,987032877.965443,914996782.8455447,969515394.1542019,941172104.0632958
2021-01-25,989279384.265443,919208336.3455448,971422933.1042018,945800632.0632958
2021-01-26,983171236.215443,912120823.2955447,965799932.7542019,937827655.1632959
2021-01-27,982033282.9654429,911239766.3455447,964577486.1042018,936624073.8632958
2021-01-28,974940396.515443,905245087.1955448,957591080.7042018,930628653.5632958
2021-01-29,964261228.0654429,895302546.3955448,947209488.3042017,921158603.8632958
2021-02-01,973019271.865443,904343202.3455447,955399524.6042019,928915924.4632958
2021-02-02,978869833.365443,909895799.7455448,960980559.8542018,935090606.8632958
2021-02-03,984163627.0654429,913334519.1955447,966550086.4542018,938396003.2632958
2021-02-04,982839738.865443,912138213.4955447,965306985.7542018,937142944.4632958
2021-02-05,986152722.765443,916075338.9455447,968399897.8542019,942233449.6632959
2021-02-17,1007809729.465443,934565386.1955448,989820861.0542018,960297671.2632959
2021-02-18,1009537715.915443,935194465.3455447,991841866.4542018,961957391.5632958
2021-02-19,1007515218.265443,933574458.6455446,989906905.4042017,960889672.0632957
2021-02-22,1006691339.9654429,932001483.4455447,989261728.9042017,959025978.6632957
2021-02-23,1018505690.865443,943165720.0455447,1000937452.1542017,970277703.8632958
2021-02-24,1015944335.865443,939900936.5455447,998809060.2042018,967992384.0632958
2021-02-25,1023737499.4154431,948400530.3455448,1006172420.3542018,976547238.1632959
2021-02-26,1010173441.017527,933219617.7955447,993504209.1542017,960203755.4378804
2021-03-02,1009603780.1309223,937247302.5784845,991933237.7917947,963520739.593819
2021-03-03,1018577941.2309225,944099352.6784989,1001063499.2917947,971032945.1931798
2021-03-04,1013407373.9174906,938186155.7813097,996190079.4173801,964270066.7215443
2021-03-05,1010450138.020914,937142778.4369404,992939660.9073697,962671794.1150936
2021-03-08,1010366833.5991358,937971953.8127733,992615725.4643105,962688846.4961997
2021-03-09,1026614360.1157005,953750074.7310306,1008423599.2658347,978041794.8423257
2021-03-10,1026967701.1974096,954825226.2075561,1008676745.4616715,979593926.1001667
2021-03-11,1029705251.1974096,957607076.2075561,1011253495.4616715,981971826.1001667
2021-03-12,1031037120.9474096,959202864.0575562,1012570169.3116716,984750559.273853
2021-03-15,1033536721.6474097,963562967.3075562,1014573722.6616716,988632458.980606
2021-03-16,1043581166.9474096,972661553.657556,1024477210.3116715,997593272.3806058
2021-03-17,1038448890.6974095,967945151.907556,1019308243.1616715,990966976.2806058
2021-03-18,1037043809.8474096,967497173.0075562,1017779823.3616716,991005517.7806059
2021-03-19,1030453522.8974096,958072601.0075561,1011917218.9616715,980400065.8806059
2021-03-22,1029610881.9474095,961318781.2075561,1010327370.6116716,984612357.3806058
2021-03-23,1030832714.2474096,962611389.7575561,1011449071.6616715,985575395.5806059
2021-03-24,1032093767.4974096,963666346.7075561,1012720068.3116715,986558576.8806058
2021-03-25,1037812820.4474096,969263756.7575561,1018267950.9116716,992299649.3806059
2021-03-26,1038847308.6474097,970231262.4575561,1019303251.6116716,993464408.1806059
2021-03-29,1044846555.6974095,976094375.3575561,1025134184.5616716,999523310.0806059
2021-03-30,1049893887.1474097,979440321.0075562,1030394698.0116717,1003273960.5806059
2021-03-31,1051845356.1974095,980478255.6075561,1032409218.5116714,1003628727.8806058
2021-04-01,1052104775.5474095,979619187.1075561,1032832103.0616715,1002085703.9806058
2021-04-06,1055830034.6974095,983057291.2075561,1036499749.3616716,1005587105.8806058
2021-04-07,1057691882.738804,984942944.726795,1038334807.7516936,1008057907.131069
2021-04-08,1051686247.8898673,979347742.0891469,1032469170.6051977,1002849126.242321
2021-04-09,1047003051.4178046,975697985.6735839,1027772078.0325469,999982596.5015935
2021-04-12,1048389307.3414601,977033157.4497206,1029145042.2905562,1001110081.2898844
2021-04-13,1057563752.5099576,984171070.7325772,1038304641.674249,1008303023.8432577
2021-04-14,1066086589.1306129,989712716.8650656,1046931444.0455385,1013904779.6191303
2021-04-15,1074594840.1754746,996884713.7155915,1055385631.0657529,1022825408.8849782
2021-04-16,1077549797.159216,1000849173.6413475,1058281882.0894861,1027292084.7953609
2021-04-19,1090034599.715831,1012251968.5026591,1070522732.9910548,1039140129.4311604
2021-04-20,1096360863.5401945,1015573886.775543,1076681870.1621485,1041942152.3769808
2021-04-21,1086145369.0093012,1008057097.975543,1066661877.9078368,1034961331.004828
2021-04-22,1088310046.3093014,1009500773.0255432,1068775987.0078368,1036330149.404828
2021-04-23,1086195958.8593013,1006998544.3806863,1066698164.2078367,1033364804.104828
2021-04-26,1102880035.6093013,1020565410.4100864,1083001365.3078368,1047729568.004828
2021-04-27,1082571741.3593013,1008993959.9600863,1063342434.6578368,1034085940.704828
2021-04-28,1076552044.1093013,1005736636.6600864,1057508547.3578368,1030619304.204828
2021-04-29,1073337399.4093013,1003597267.0600864,1054417703.3578367,1027376182.8048279
2021-05-03,1059012541.0093013,990090966.4100863,1040450319.4078368,1011238420.004828
2021-05-04,1049978443.0593013,981605539.8600863,1031557278.7578367,1003172867.304828
2021-05-05,1050512929.8093013,980757165.9100864,1032043148.2078369,1002489696.4048281
2021-05-06,1064940239.1593013,991972391.9829302,1046139514.4078367,1014028533.7241012
2021-05-07,1068279445.6159194,996974681.560715,1049494175.1463847,1018695741.2995075
2021-05-10,1078608007.4159195,1006832404.7408013,1059657189.9963849,1028758208.3365049
2021-05-11,1057487528.6159194,987986758.3146349,1038945313.9963849,1009133717.5074975
2021-05-12,1018546441.2240543,952260239.9638537,1000739440.5709386,971596310.3266047
2021-05-13,1013718216.2532461,948629866.8040013,996059263.2913104,967214023.2190632
2021-05-14,1025154378.8242111,959308496.5010787,1007267992.7259145,978412540.1831894
2021-05-17,1002354605.7217385,938249519.720899,984919996.2861397,955482062.4635208
2021-05-18,1028884609.2334214,962655531.0814077,1011045590.613576,979889198.0842526
2021-05-19,1022935221.3572248,959438194.8804948,1005360076.959922,975505561.3403085
2021-05-20,1021023874.8186988,958867497.377059,1003552559.1925586,974302125.7171072
