date,nav_base_e16_e18_e22_v2s,nav_blend_e45_a05,nav_blend_e45_a08,nav_blend_e45_a10,nav_blend_e45_a12,nav_blend_e45_a15,nav_blend_e45_a25
2018-07-09,4751449.746140598,4821131.7121933745,4836543.153320334,4842664.27471595,4850886.021514008,4856117.2780054,4863202.642524642
2018-07-10,4776782.917615393,4846571.412747189,4862418.289260094,4868669.054843291,4877078.1452269675,4882465.828977728,4888575.158761051
2018-07-11,4752355.891907799,4824029.556660047,4840084.208163617,4845670.3548432905,4854173.845226968,4859611.878977728,4867175.008761051
2018-07-12,4778436.391907799,4848412.956660047,4864338.758163617,4869984.793748055,4878383.733418549,4884316.628977729,4889021.6587610515
2018-07-13,4791405.545098769,4860488.806660047,4875805.608163618,4881150.8437480545,4889210.433418549,4894470.052675003,4896515.812658306
2018-07-16,4769769.791822357,4839890.501615583,4856303.225758322,4862074.382856618,4870572.292348403,4876214.235908432,4880279.631943879
2018-07-17,4791090.090033581,4859223.207656121,4873854.173888369,4878977.158074601,4886831.00393089,4891943.356164219,4895569.872173381
2018-07-18,4794651.359176766,4864951.3076561205,4881564.073888369,4887564.608074601,4896388.853930891,4902399.056164219,4909568.622173381
2018-07-19,4790766.7645774465,4857682.786476547,4872167.818864587,4877150.952906731,4884947.616691501,4890019.955368849,4894825.272810864
2018-07-20,4805617.504695536,4872985.290571711,4888303.165037025,4893719.388726318,4901880.707545761,4907253.383208603,4911223.83043056
2018-07-23,4814238.701681797,4882845.42551601,4898393.771719871,4903995.228000996,4912329.700704322,4917855.4580311915,4921631.550502288
2018-07-24,4817719.946055875,4890296.204911062,4907117.733963391,4913437.618811137,4922385.848695808,4928462.257901839,4933566.077590517
2018-07-25,4814061.556842334,4887392.214844672,4903728.710063811,4910002.830445347,4918802.208829911,4924833.244841791,4930947.641982836
2018-07-26,4838740.99814387,4911641.68113646,4927736.613118234,4933884.310268107,4942701.508829912,4948679.194841791,4955641.041982836
2018-07-27,4839391.737284854,4913224.93113646,4931123.163118234,4937879.6602681065,4947385.658829912,4954008.944841791,4964048.841982836
2018-07-30,4853621.897350755,4925389.68113646,4942093.613118234,4948224.710268107,4956947.5020048,4963234.944841791,4972933.491982836
2018-07-31,4887918.431465363,4955947.93113646,4970641.263118234,4975675.310268107,4983411.3520048,4988370.244841791,4996636.341982836
2018-08-01,4902103.631465363,4971472.731136461,4985629.763118234,4990649.910268107,4998213.7520048,5003003.444841791,5010372.241982836
2018-08-02,4871806.731465363,4940796.531136461,4954794.7631182335,4959769.310268107,4967312.9520048,4972131.84484179,4979529.841982836
2018-08-03,4878810.470480935,4948582.94693004,4963934.075426854,4969402.07594081,4977499.838127696,4982818.574605794,4992641.741982836
2018-08-06,4879171.098225888,4950465.220696691,4968160.542141605,4974693.57594081,4983770.1881276965,4989851.067811169,5002526.791982836
2018-08-07,4877547.402750217,4949248.970696691,4967527.192141605,4974187.52594081,4983531.788127696,4989974.717811169,5001517.641982836
2018-08-08,4907471.152750216,4977076.970696691,4994186.992141604,5000107.7259408105,5008886.338127696,5014784.267811169,5026637.6919828355
2018-08-09,4931152.352750217,5000503.720696691,5016562.042141605,5021918.07594081,5030297.138127697,5035890.017811169,5045453.441982836
2018-08-10,4980513.563275114,5049966.759807082,5065919.074081276,5071318.962469698,5079662.2814607825,5085050.1996960575,5091571.064588674
2018-08-13,4925936.3454163885,4996788.506293957,5014163.845272258,5020231.279903833,5029201.534387671,5035229.798235231,5043072.306420031
2018-08-14,4945078.481131567,5011651.351981326,5027112.917737603,5032187.967696384,5040192.20552662,5045096.052151059,5050416.451943613
2018-08-15,4912113.597446586,4975689.701981327,4990654.067737603,4995263.967696384,5002908.75552662,5007427.752151058,5012507.001943613
2018-08-16,4908827.817036106,4969658.820492411,4983702.666485891,4987678.553431054,4994762.139823233,4998577.250706971,5002503.144307556
2018-08-17,4935391.295357753,4996788.56189466,5010649.300225877,5014575.509313762,5021616.215305028,5025352.763537718,5027396.274908185
2018-08-20,4964524.917493459,5023027.245944513,5036202.610967319,5039599.67170265,5046198.328758725,5049384.896559668,5051656.2213659985
2018-08-21,5014153.454584093,5072482.603725771,5083950.417062971,5086877.167159246,5092738.3639665805,5095194.4593143165,5101989.1007161215
2018-08-22,5033026.606806164,5091039.616630713,5102020.773108778,5104776.738640678,5110423.972607498,5112576.901432631,5118597.100282553
2018-08-23,5037614.873804073,5098062.426836059,5109875.321136971,5113130.280709984,5119227.637205307,5121883.815245097,5128611.7636646535
2018-08-24,5010398.8797071,5071828.599607365,5084583.0899383165,5088291.428051966,5094836.626808295,5098008.103145244,5105595.878200954
2018-08-27,4997194.101529364,5057264.649607365,5069053.5899383165,5072283.978051966,5078358.676808296,5081016.753145243,5087574.078200954
2018-08-28,5021243.6657887725,5080882.441448773,5092469.155122802,5095554.138966458,5101565.243325476,5104191.775904704,5111720.023729035
2018-08-29,5035954.9277752265,5094116.903662224,5105455.999034951,5108273.120494608,5114085.876232168,5116440.793668813,5122336.871043506
2018-08-30,5020896.1716170395,5078771.256376178,5089500.654801849,5092109.907346642,5097678.897931517,5099773.574159063,5104577.679684745
2018-08-31,5030431.209050314,5088712.663011151,5100857.013238552,5103986.019970415,5110134.916063019,5112959.669887246,5121177.672368154
2018-09-03,5015548.794465013,5074410.038550573,5086819.308762952,5090079.780924974,5096337.928366048,5099201.069604904,5105833.475524343
2018-09-04,5043095.632391939,5101741.543844104,5111678.021181998,5114102.743708684,5119437.328273037,5121489.369604905,5127173.975524343
2018-09-05,4991068.832391939,5050472.893844103,5062438.521181998,5065630.543708684,5071771.828273037,5075018.869604905,5081820.475524343
2018-09-06,4990674.832391938,5054410.593844104,5068728.921181997,5073129.743708684,5080405.678273037,5084637.619604905,5094384.125524343
2018-09-07,5007054.108863043,5067294.835525705,5078884.769863379,5082067.159056665,5088120.417868177,5091128.2952889865,5098192.24604093
2018-09-10,5001057.7390183555,5059719.156212806,5070983.31986338,5073792.459056666,5079546.217868178,5082376.395288986,5087703.89604093
2018-09-11,5014614.117153437,5074677.40976733,5086160.5354505265,5088986.803904024,5094793.7258490445,5097861.243252175,5103190.157651484
2018-09-12,5029634.762662677,5087855.953230194,5098310.521973414,5100640.429115238,5105925.602946085,5108403.791062713,5112460.103967118
2018-09-13,5038305.34211615,5097834.179594434,5109743.575689484,5112768.9723423105,5118724.575564461,5121860.782579786,5126601.705925598
2018-09-14,5030283.146505395,5088990.198168076,5100311.553246228,5103090.192102662,5108728.771080571,5111397.959919234,5115681.747644052
2018-09-17,5041218.196505169,5103221.148168075,5112727.253246228,5114636.769589945,5119752.477833016,5121912.60243395,5124602.541659974
2018-09-18,5082193.832733692,5144089.770291558,5150631.627103982,5151066.340143486,5155031.050792946,5156067.362375596,5155025.040698116
2018-09-19,5111887.040515972,5174636.582501325,5181510.954811706,5182098.5350438105,5186189.350844986,5187311.188183329,5185822.984982585
2018-09-20,5129027.940515973,5188443.842104563,5194157.657626922,5194194.89889154,5197674.496533308,5198093.026461817,5194937.8469667435
2018-09-21,5165459.940515973,5223899.848879754,5228406.39790691,5227884.333556822,5230795.5994564,5230466.951420256,5229127.246966744
2018-09-25,5164356.5616625,5224886.470349171,5230909.72934446,5231223.48385223,5234940.344072403,5235549.785217873,5236007.107475494
2018-09-26,5163390.354001466,5223813.456473573,5229707.354159838,5229920.532299187,5233394.225189907,5233665.278339268,5230537.148470613
2018-09-27,5174779.791155828,5235705.396463584,5243598.26641832,5244411.488986144,5248460.662486188,5249299.697440495,5249403.354279079
2018-09-28,5183176.6599389175,5244257.785665424,5248941.538045744,5248783.734348132,5251686.517477252,5251286.688951781,5248133.705524803
2018-10-01,5194238.204042071,5254228.339654672,5258978.821363894,5258730.779437439,5261644.404187029,5261315.97465267,5258339.190813379
2018-10-02,5135003.2144774115,5194040.377406707,5198652.258979047,5198334.90686493,5201135.055089659,5200690.655999886,5198790.59081338
2018-10-03,5138116.854917675,5196001.6086032605,5199593.582914468,5198788.874949651,5201064.610419343,5199939.146582822,5196707.3859412735
2018-10-04,5101432.514022193,5165258.181852095,5170464.782914468,5170940.074949651,5174208.160419343,5174172.196582822,5171553.485941273
2018-10-05,5050088.227840945,5111356.071672103,5119174.844000706,5120128.118932632,5124167.697679091,5125169.017059955,5125597.98952919
2018-10-08,5064950.025478581,5128089.744560233,5136344.831858709,5137650.574383421,5141917.034957644,5142923.404170174,5140620.303359972
2018-10-09,5106095.04426547,5172245.985046758,5179020.479985996,5180225.451320032,5184106.831569767,5184638.324686917,5179592.201992784
2018-10-11,4945477.118350731,5010450.638754591,5018283.160909119,5019791.267258878,5024036.7268264,5025175.333081772,5023289.507397033
2018-10-12,5006845.509237818,5073700.898693689,5079190.453245014,5079972.436425703,5083279.93984433,5083236.011708892,5077537.39552369
2018-10-15,4926521.40797317,4993056.351034973,4999026.642812536,5000008.162507015,5003454.619646132,5003476.473068137,4999315.442007035
2018-10-16,4939895.121586831,5005979.982512583,5011132.425864945,5011764.676154312,5014883.667925449,5014631.434823754,5009952.6683667945
2018-10-17,4943235.316877663,5011416.83593269,5015907.911527541,5016415.271273874,5019306.947025525,5018784.39899024,5013067.768366794
2018-10-18,4934254.500574378,4998820.23593269,5005300.911527541,5006226.3212738745,5009827.597025526,5010197.29899024,5006554.6683667945
2018-10-19,4929650.249762158,4994995.4864751175,5002323.709277141,5003526.614942897,5007458.242486742,5008069.692443109,5004463.798305351
2018-10-22,4925196.071926136,4988051.286475117,4997008.25927714,4998756.614942897,5003394.992486742,5004981.79244311,5003593.298305351
2018-10-23,4887465.71260738,4955432.262542664,4962830.890416366,4964317.0006545605,4968316.895643622,4969255.058149517,4966694.738056475
2018-10-24,4886558.86260738,4953415.062542664,4960530.890416366,4961551.100654561,4965129.595643622,4965575.358149516,4962487.788056476
2018-10-25,4872304.933669559,4933462.763512703,4940453.47743346,4940961.2778785825,4944307.58431669,4944398.416388418,4940554.388056476
2018-10-26,4875475.750557276,4931958.652078501,4939362.136172866,4940090.765949082,4943950.192303627,4944515.680850543,4941690.252383719
2018-10-29,4864187.418550897,4921032.1821829025,4928865.0011480935,4929666.010462844,4933542.874196021,4934219.110804937,4931948.777658486
2018-10-30,4887423.03296485,4946066.755174823,4953242.21779205,4953054.836773028,4955820.992982093,4955258.838695809,4950389.512394257
2018-10-31,4939656.833891917,5004166.437183751,5010815.26779205,5010643.036773027,5013066.242982093,5012095.938695809,5005906.562394257
2018-11-01,4891908.783891917,4956267.78718375,4962746.467792049,4962327.986773027,4964503.1929820925,4963179.0386958085,4956757.162394257
2018-11-02,4903814.209509626,4969591.459417009,4976987.06779205,4977223.936773027,4979998.792982093,4979335.238695809,4973977.162394257
2018-11-05,4909117.759509626,4977656.480475462,4987483.071662153,4988401.683088665,4991841.501092516,4991905.641970701,4987774.06252875
2018-11-06,4914471.494389063,4981487.530475463,4990469.321662153,4991742.983088666,4995681.751092516,4996178.391970701,4992938.31252875
2018-11-07,4951849.044389063,5021262.630475462,5031756.921662153,5033369.683088665,5037602.651092515,5038442.091970701,5035683.21252875
2018-11-08,4963886.944389062,5033959.830475462,5046884.121662153,5049988.683088665,5055832.701092515,5058509.041970701,5059030.21252875
2018-11-09,4952880.294389063,5019797.380475462,5033164.98052063,5036050.859440036,5041890.249555073,5045046.741970701,5045776.41252875
2018-11-12,4951275.344389062,5020342.480475462,5032982.080520631,5035607.359440036,5041038.999555073,5043394.8232390825,5042942.61971795
2018-11-13,4944964.844389062,5015896.180475462,5027535.580520631,5029620.559440036,5034267.899555073,5035730.8232390825,5033767.56971795
2018-11-14,4960598.544389063,5031111.4016665295,5047287.530520631,5051439.109440036,5058579.049555073,5062833.873239082,5065923.16971795
2018-11-15,4957020.844389062,5025768.751666529,5039887.18052063,5043227.159440036,5049555.699555073,5052875.523239083,5054335.719717951
2018-11-16,4957489.644389062,5026657.00166653,5043085.830520631,5046706.409440037,5053339.649555073,5057227.973239082,5059404.81971795
2018-11-19,4964848.944389063,5033706.35166653,5050358.580520631,5054241.859440036,5061200.999555073,5065448.623239082,5068376.169717951
2018-11-20,4951369.044389063,5018772.751666529,5035141.48052063,5039249.659440036,5046556.499555073,5051140.123239082,5054993.719717951
2018-11-21,4942571.344389062,5010746.85166653,5028624.880520631,5032950.859440036,5040409.849555072,5045292.123239082,5049662.51971795
2018-11-22,4944349.844389062,5009443.751666529,5025665.780520631,5029674.059440036,5036958.549555073,5041614.223239082,5045582.719717951
2018-11-23,4946142.184460115,5012597.458492276,5029287.35823975,5033404.707880233,5040681.901544246,5045275.185673168,5049109.147879314
2018-11-26,4948855.524898934,5013262.1584922755,5028448.058239751,5031270.307880233,5037257.301544245,5040543.135673169,5041824.397879314
2018-11-27,4934391.664014619,4996596.502141586,5012258.739139364,5016185.191705262,5023634.254032064,5028458.196542119,5032752.677492813
2018-11-28,4950381.555254442,5015374.802141585,5030238.3891393645,5033318.441705262,5039605.104032064,5043123.046542118,5044897.877492813
2018-11-29,4914863.8552544415,4975999.552141585,4990878.839139365,4993990.691705262,5000611.904032064,5004572.146542118,5007331.477492814
2018-11-30,4899975.005254442,4959309.502141586,4970748.289139365,4972640.741705262,4977938.754032064,4980597.096542119,4981226.627492813
2018-12-03,4924224.705254442,4983653.502141586,4995480.439139364,4996815.191705262,5001452.854032064,5003408.596542119,5002329.577492814
2018-12-04,4942438.755254442,5000384.752141586,5010084.039139365,5010208.3917052625,5013471.104032064,5014013.146542119,5010064.677492814
2018-12-05,4927456.3552544415,4984434.99264107,4994439.923141235,4995195.591705263,4998909.654032064,4999884.896542119,4996865.577492814
2018-12-06,4916745.365146175,4972693.64264107,4981494.423141235,4981857.600505543,4985538.654032064,4986352.196542119,4983145.527492814
2018-12-07,4926704.965146175,4984520.792641071,4994137.323141234,4994343.750505543,4998195.104032064,4998829.296542118,4995287.927492813
2018-12-10,4903329.565146175,4959077.99264107,4968006.423141235,4968142.4505055435,4971669.103287654,4972794.9965421185,4969255.727492814
2018-12-11,4913686.465146176,4970522.0926410705,4979039.023141234,4979082.850505543,4982455.203287654,4983530.796542118,4979786.827492814
2018-12-12,4908501.458655329,4963011.992641071,4971646.423141235,4971643.350505543,4975045.103287654,4976143.196542119,4972537.077492814
2018-12-13,4911697.658655329,4968617.242641071,4979455.523141234,4980581.000505543,4985230.653287654,4987723.846542119,4986584.777492814
2018-12-14,4901213.558655329,4957183.69264107,4968082.623141235,4969731.4505055435,4975022.603287653,4978035.2465421185,4978266.727492814
2018-12-17,4908427.458655329,4967054.99264107,4977233.123141235,4978310.050505544,4982755.103287654,4984961.9965421185,4983464.727492814
2018-12-18,4876657.258655328,4936539.94264107,4947631.123141234,4949288.2005055435,4954319.953287654,4957111.346542119,4956610.027492814
2018-12-19,4911687.958655329,4968387.542641071,4978463.923141235,4979483.7005055435,4984013.653287654,4986282.798842084,4984609.577492814
2018-12-20,4904596.958655329,4962220.8426410705,4973200.223141234,4974632.900505544,4979550.353287653,4982248.3488420835,4981576.827492814
2018-12-21,4881291.108655329,4940147.392641069,4949185.723141234,4950454.550505543,4955079.903287653,4957389.548842084,4956402.927492813
2018-12-22,4889766.9586553285,4945315.24264107,4953619.823141234,4954133.600505543,4958051.653287654,4959707.948842083,4957074.098041863
2018-12-24,4891835.10865533,4948225.8426410705,4958915.723141234,4959858.500505543,4964356.253287653,4966680.5988420835,4965227.948041863
2018-12-25,4851139.108655329,4908595.292641071,4918856.923141235,4920166.850505543,4924927.703287654,4927428.698842084,4926644.648041863
2018-12-26,4831682.056133419,4888081.199297267,4900355.904246686,4902450.331680218,4908130.078172292,4911754.802962118,4913138.490253984
2018-12-27,4852504.251872543,4906890.369086454,4919266.556210178,4921476.603182049,4927446.528753569,4931428.016551451,4933540.9174200995
2018-12-28,4958777.451872543,5008705.319086454,5022368.806210178,5024245.403182048,5029746.678753569,5033865.716551451,5035378.3174201
2019-01-02,4865038.551872543,4921204.219086453,4932739.306210178,4934570.603182048,4939969.078753568,4943288.316551452,4944159.0674201
2019-01-03,4877214.351872543,4930738.4190864535,4942267.506210178,4943965.903182048,4949377.978753569,4952746.216551451,4953688.467420099
2019-01-04,4860988.351872543,4912814.869086454,4924465.106210178,4926457.803182048,4932324.778753568,4936285.366551451,4938343.8674201
2019-01-07,4940440.151872544,4992982.119086454,5003965.256210178,5004360.103182049,5008455.928753569,5010258.766551452,5007682.267420099
2019-01-08,4910582.651872543,4964242.369086454,4975852.056210178,4976737.103182048,4981316.428753569,4983693.216551451,4982633.8174201
2019-01-09,4965315.101872543,5018557.4190864535,5028548.256210178,5028963.553182048,5033057.578753569,5034639.116551451,5032093.217420099
2019-01-10,4969451.701872543,5026521.019086454,5036751.106210178,5037261.153182048,5041167.428753569,5042489.466551451,5039731.3174201
2019-01-11,4973958.377202517,5029672.470982527,5038983.453087926,5039082.464713192,5042617.350189049,5043468.879745956,5040022.106182946
2019-01-14,4970629.212595021,5028068.866486023,5038848.996098276,5039217.614771767,5042938.459859053,5043995.525048428,5040838.434781848
2019-01-15,4993864.586995388,5049250.616486024,5058155.446098276,5057382.114771767,5059859.659859053,5059619.525048428,5054055.084781848
2019-01-16,4965672.299164941,5021762.994695532,5029189.756624723,5028309.385058108,5030665.181589503,5030150.9810833465,5024413.969307929
2019-01-17,4984905.568055703,5041710.217631645,5048433.125450678,5047143.193165951,5049046.83352155,5047905.960862113,5040790.927719152
2019-01-18,5013962.528057728,5067786.217631645,5074601.825450678,5072973.543165952,5074700.583521549,5073478.610862114,5065916.327719152
2019-01-21,5005582.679704867,5060670.59966746,5067663.868331595,5066118.197576606,5067791.7922323495,5066572.795054951,5059099.728063374
2019-01-22,5025046.666051719,5082859.139640841,5088999.608404255,5087826.9699685965,5089868.6797861615,5088855.001505116,5081807.41855991
2019-01-23,5033478.435129879,5092795.840879735,5096552.460138742,5094009.132262228,5094427.714455034,5091438.247312302,5080756.742496147
2019-01-24,5041314.610034061,5100048.4838108,5105051.110138741,5102923.7822622275,5103843.214455034,5101457.947312302,5091820.192496147
2019-01-25,5061362.060034061,5117409.7838108,5121518.760138742,5118662.632262227,5118966.5144550335,5115840.197312302,5104664.392496147
2019-01-28,5055249.610034061,5109330.5838108,5114137.160138741,5111577.132262227,5112253.2644550335,5109705.697312302,5099532.842496147
2019-01-29,5061215.560034061,5119813.8838108,5124260.110138741,5122003.082262227,5122875.064455034,5120269.747312302,5110077.942496147
2019-01-30,5065220.96003406,5122942.483810799,5127821.5601387415,5125600.682262227,5126600.214455034,5124120.447312302,5114106.642496147
2019-02-11,5053428.26003406,5109821.3838108,5116216.0601387415,5114477.082262227,5116075.214455034,5114396.147312302,5105968.342496147
2019-02-12,5070742.46003406,5125518.3838108,5132679.260138742,5131559.182262228,5133927.214455034,5133185.0473123025,5126303.592496147
2019-02-13,5046540.26003406,5104150.683810799,5112292.460138741,5111858.432262228,5114874.614455034,5114778.647312302,5109303.092496147
2019-02-14,5042757.21003406,5097659.283810799,5106068.3101387415,5105650.382262228,5108755.0144550335,5108946.747312302,5103921.092496147
2019-02-15,5029518.060034061,5086852.183810799,5094964.8101387415,5094598.732262228,5097702.164455034,5097750.497312302,5092668.792496148
2019-02-18,5066087.060034061,5125648.483810799,5133140.0601387415,5132452.082262227,5135107.714455034,5134482.647312302,5128037.142496147
2019-02-19,5065164.110034061,5125728.483810799,5132890.5601387415,5131975.982262228,5134276.964455034,5133263.247312303,5126109.592496147
2019-02-20,5091502.46003406,5151164.683810799,5157195.910138741,5155784.732262228,5157579.464455034,5155963.097312302,5147555.042496148
2019-02-21,5103384.049310942,5165166.983114337,5171675.186162597,5170458.263357138,5172460.422253827,5170938.352030175,5162705.424347594
2019-02-22,5112785.257377861,5173333.3611769965,5180175.370976164,5179194.868155477,5181590.833871064,5180506.777083447,5173086.662988449
2019-02-25,5127387.657377861,5187825.561176997,5194396.820976164,5193210.018155477,5195305.483871064,5193996.677083448,5186050.012988449
2019-02-26,5120370.057377861,5181769.961176997,5188672.470976165,5187573.518155476,5189801.533871064,5188514.677083448,5180756.36298845
2019-02-27,5163908.025117671,5223484.144230641,5227689.077585829,5225038.308065155,5226260.083871064,5223169.177083448,5211782.762988449
2019-03-04,5143902.275117671,5201779.294230642,5208638.077585829,5207270.658065155,5209526.539814226,5208207.17066028,5200041.434854516
2019-03-05,5141068.175117671,5197856.644230641,5202926.677585829,5200617.808065155,5201848.9898142265,5199368.67066028,5189081.584854515
2019-03-06,5158838.375117671,5214716.844230642,5219520.877585829,5217179.608065154,5218433.939814227,5216019.820660279,5205736.434854516
2019-03-07,5139018.925117671,5197869.794230642,5204739.17758583,5203576.258065155,5205951.189814227,5204779.67066028,5196896.884854516
2019-03-08,5129096.525117671,5186206.494230641,5192005.077585829,5190468.508065155,5192490.839814226,5190960.870660279,5182479.484854516
2019-03-11,5136410.775117671,5198420.044230642,5203258.677585829,5201318.758065155,5202668.689814227,5200139.7206602795,5189919.284854515
2019-03-12,5172057.275117671,5229605.944230641,5234485.877585829,5232416.158065154,5233951.539814226,5231760.67066028,5221900.234854516
2019-03-13,5185646.52511767,5245047.144230641,5249621.377585829,5247410.858065154,5248680.789814226,5246173.370660279,5235704.634854515
2019-03-14,5174359.475117671,5230780.294230641,5235002.577585829,5232406.008065155,5233318.039814226,5230515.120660279,5219398.134854515
2019-03-15,5195219.425117671,5254401.194230641,5256766.577585829,5253153.758065155,5252858.589814226,5248451.9706602795,5234359.034854515
2019-03-18,5227575.552010143,5289078.630196816,5291239.59590478,5288041.805996172,5288029.678712908,5284092.2691429015,5270827.674419492
2019-03-19,5249407.525814979,5311879.61086062,5313078.0774019845,5309048.93215981,5308125.215023125,5303196.318344351,5287967.762381349
2019-03-20,5264887.849628684,5325287.599295478,5326985.569404038,5323138.293485112,5322594.831666644,5317976.843062496,5304098.472399151
2019-03-21,5280262.844705121,5340949.459036253,5341971.830697929,5337784.946187739,5336786.978773017,5331628.754871856,5316618.381156996
2019-03-22,5263846.509417063,5323464.382432196,5325344.059794838,5321767.984303656,5321521.284895764,5317333.573495451,5303947.983620045
2019-03-25,5225000.235639326,5283706.845092422,5285296.809901306,5281334.982250067,5280895.0848957645,5275921.173495451,5261599.183620045
2019-03-26,5250671.09886625,5312136.172648642,5315256.423932825,5312282.099456233,5312687.294846739,5308838.481289273,5296242.980564451
2019-03-27,5239216.838262592,5300823.294124031,5304398.479634796,5301767.34573976,5302514.5217687795,5299251.315671645,5288088.5805644505
2019-03-28,5224286.357365721,5287351.402245766,5291600.5465171,5289523.731337437,5290787.409317363,5288037.869761909,5278072.946897209
2019-03-29,5291950.865328989,5348976.240530667,5349230.929210514,5344335.231337437,5343004.109317363,5337355.01976191,5321587.946897209
2019-04-01,5266989.580155642,5324734.065367912,5326317.95877076,5322507.129982344,5322324.85520392,5318224.702193458,5305370.161376077
2019-04-02,5263245.307910285,5320828.815367912,5322793.008770761,5319020.529982344,5318867.5052039195,5314759.352193458,5301825.511376077
2019-04-03,5258830.567370535,5320139.095817335,5324163.714018267,5321772.869729476,5322840.403507251,5319985.028293291,5309531.011219583
2019-04-08,5273948.117370535,5334836.145817336,5337496.764018267,5334265.569729476,5334427.403507251,5330520.878293292,5317971.511219583
2019-04-09,5286174.317370535,5349749.045817335,5353125.064018267,5350495.419729476,5351174.403507251,5347865.6782932915,5336186.311219583
2019-04-10,5293084.767370535,5355011.745817335,5358628.914018267,5355934.769729476,5356709.053507251,5353554.728293291,5342228.761219583
2019-04-11,5277250.467370535,5342961.895817336,5347644.114018267,5345838.419729476,5347299.6035072515,5344858.528293291,5334850.511219583
2019-04-12,5288815.017370535,5353957.645817336,5357688.464018267,5355373.369729476,5356239.6035072515,5353093.278293291,5341468.061219583
2019-04-15,5297372.967370534,5360152.495817335,5363667.814018267,5360934.419729476,5361503.403507251,5358034.828293291,5345793.511219583
2019-04-16,5278560.862879687,5342354.204195086,5347220.06249702,5345424.817601856,5347286.885495437,5345513.649194706,5337359.261381239
2019-04-17,5290246.562879687,5353370.004195086,5358761.76249702,5356983.567601856,5358934.185495438,5357229.349194706,5349256.111381238
2019-04-18,5287017.312879687,5352716.354195086,5358321.31249702,5357029.317601856,5359489.235495437,5358418.449194706,5352047.861381238
2019-04-19,5301306.362879687,5364899.454195086,5372285.31249702,5371539.717601855,5374880.235495438,5374920.999194706,5370643.911381238
2019-04-22,5303504.912879688,5362707.8041950865,5367022.01249702,5364548.767601856,5366462.235495438,5365026.049194707,5358841.411381239
2019-04-23,5324202.312879687,5385410.604195085,5389420.262497019,5387005.9176018555,5388848.8354954375,5387225.499194706,5380727.411381238
2019-04-24,5378595.112879687,5442037.204195086,5443963.11249702,5440580.117601856,5441234.885495437,5438140.949194706,5428678.361381238
2019-04-25,5401202.112879687,5464230.404195086,5466216.86249702,5462700.017601855,5463006.985495437,5459324.299194706,5448065.911381239
2019-04-26,5403193.124219223,5469094.604195086,5470333.81249702,5466917.817601856,5467053.235495437,5463034.199194706,5451053.111381238
2019-04-29,5457906.974219223,5526383.804195086,5528252.712497019,5525186.117601855,5525618.385495437,5521891.049194706,5509976.861381238
2019-04-30,5521437.524219223,5587894.754195086,5587552.662497019,5583022.517601855,5581768.635495437,5575885.3491947055,5559130.961381239
2019-05-02,5550838.824219223,5622457.454195086,5620098.26249702,5615090.967601855,5612693.285495438,5605088.649194706,5584839.411381238
2019-05-03,5545576.2242192235,5617686.204195086,5616291.51249702,5611667.217601855,5609660.635495437,5602518.799194706,5583092.211381239
2019-05-06,5500536.174219224,5576357.3041950865,5574037.01249702,5569456.317601856,5567124.485495438,5559622.249194706,5539240.861381238
2019-05-07,5543028.074219224,5623818.754195087,5621710.16249702,5617506.9176018555,5615130.785495438,5607288.249194706,5585850.261381239
2019-05-08,5557266.652440834,5635440.661168604,5630851.977139316,5625266.744917207,5621556.371388158,5612293.152223049,5588162.401506124
2019-05-09,5496106.564360514,5568006.834840347,5564181.216386387,5558667.480978214,5555177.037497157,5546088.470551601,5522181.530417237
2019-05-10,5490786.414360515,5556647.034840346,5551724.116386388,5545154.780978215,5540947.887497158,5531156.0705516,5506087.280417238
2019-05-13,5469318.7643605145,5534328.834840347,5528838.016386388,5522079.980978215,5517642.737497157,5507554.7705516005,5482067.930417238
2019-05-14,5451814.849767863,5518707.968784173,5512656.416386388,5505669.880978215,5500920.837497157,5490639.7705516,5464664.030417238
2019-05-15,5467837.235279219,5536933.84846128,5531224.425189764,5524787.327349568,5520398.686254117,5510323.962290953,5484794.965754663
2019-05-16,5440490.78047206,5509781.834550957,5505207.981802432,5499401.660504822,5495644.431403057,5486356.175754971,5461998.605395005
2019-05-17,5460345.003588958,5536432.609645355,5531205.049896543,5525871.317836713,5522001.857812632,5512330.455397156,5486890.22290926
2019-05-20,5506918.403588958,5586712.209645355,5582622.699896543,5578152.067836713,5575005.157812632,5566061.1053971555,5541602.82290926
2019-05-21,5583717.5535889575,5660587.909645355,5656993.949896542,5652500.717836713,5649648.257812631,5640955.155397155,5617202.67290926
2019-05-22,5555010.253588958,5630090.809645355,5624790.499896543,5619281.217836713,5615377.807812632,5605530.1053971555,5579699.12290926
2019-05-23,5547298.228872881,5624748.393650687,5619034.371045666,5613675.843778952,5609631.2616645135,5599493.226338392,5573033.7287111925
2019-05-24,5553025.313420809,5629443.1918321485,5625501.430326626,5621056.42145779,5618196.232727163,5609492.706548302,5585667.984700212
2019-05-27,5570404.689739006,5644650.089023579,5640511.426782531,5635704.174906757,5632489.883477168,5623633.999924486,5600113.940886698
2019-05-28,5576710.10885662,5642311.166910912,5637630.967516447,5631649.478413788,5627718.987920559,5617742.818512646,5592983.433165381
2019-05-29,5586382.3835925665,5659136.691714802,5655904.148793504,5651362.564176849,5648783.378500197,5640452.597431929,5617227.026865705
