book,alpha,scope,sleeves,cost_multiple,window,cagr,max_drawdown,utility,vol,n_days,n_fills,fees_tax_sum,turnover_per_year,mean_e45_exposure,exact_t1_ok
BASE_E16_E18_E22_v2s,0.0,,,0,heldout_2019_plus,0.1844070867522314,-0.22566318387021034,0.07157549481712622,0.14724422738123485,1857,1884,0.0,1.2932168755380824,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,0,sealed_2023_plus,0.26021430668972223,-0.12976394154779847,0.195332335915823,0.1611351236634478,880,1884,0.0,1.2932168755380824,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,0,full,0.1423387394097162,-0.22566318387021023,0.029507147474611084,0.12828269382174784,3352,1884,0.0,1.2932168755380824,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,1,heldout_2019_plus,0.17777827046900496,-0.22385818655120981,0.06584917719340005,0.14651020134897216,1857,1895,236270.04345122498,1.2959339538078969,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,1,sealed_2023_plus,0.2533411521635798,-0.13038721645267615,0.1881475439372417,0.16076647046175016,880,1895,236270.04345122498,1.2959339538078969,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,1,full,0.13809233236544483,-0.2238581865512097,0.026163239089839974,0.12789273129453765,3352,1895,236270.04345122498,1.2959339538078969,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,2,heldout_2019_plus,0.1780772952650651,-0.23101156229643316,0.06257151411684853,0.14959750060253707,1857,1911,467043.4960551,1.3021064461955265,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,2,sealed_2023_plus,0.25180474633524774,-0.1422175905841434,0.18069595104317604,0.1642990086141983,880,1911,467043.4960551,1.3021064461955265,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,2,full,0.13650379256917344,-0.23101156229643327,0.020998011420956808,0.12997002422215273,3352,1911,467043.4960551,1.3021064461955265,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,3,heldout_2019_plus,0.1711811787690407,-0.22740716101849634,0.05747759825979254,0.1479543667829116,1857,1854,670969.286863575,1.2821104729377102,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,3,sealed_2023_plus,0.24359416055155814,-0.14101183066839962,0.17308824521735833,0.16264754488323785,880,1854,670969.286863575,1.2821104729377102,1.0,True
BASE_E16_E18_E22_v2s,0.0,,,3,full,0.13140028702622653,-0.22740716101849623,0.01769670651697841,0.12890666144606513,3352,1854,670969.286863575,1.2821104729377102,1.0,True
BLEND_E45_A05,0.05,ALL,,0,heldout_2019_plus,0.17870508762155857,-0.22288471468450177,0.06726273027930768,0.14486523518905503,1857,2137,0.0,1.3939609342251345,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,0,sealed_2023_plus,0.24801805348017503,-0.11806063685513546,0.1889877350526073,0.15730057868764913,880,2137,0.0,1.3939609342251345,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,0,full,0.1403023935971437,-0.22288471468450188,0.02886003625489275,0.12670445891011228,3352,2137,0.0,1.3939609342251345,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,1,heldout_2019_plus,0.17687032223494592,-0.22244146702333867,0.06564958872327659,0.14506228046229525,1857,2036,246526.18304212496,1.3476640887923266,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,1,sealed_2023_plus,0.24643846598877306,-0.12244023515863878,0.18521834840945367,0.1581031621507584,880,2036,246526.18304212496,1.3476640887923266,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,1,full,0.13743476658358733,-0.22244146702333878,0.02621403307191794,0.12707825574347753,3352,2036,246526.18304212496,1.3476640887923266,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,2,heldout_2019_plus,0.17297770926147882,-0.22847828566410722,0.05873856642942521,0.14636381321473893,1857,1963,472963.6241154,1.33144830199579,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,2,sealed_2023_plus,0.24261516329936472,-0.12824972041594473,0.17849030309139235,0.15915328647017318,880,1963,472963.6241154,1.33144830199579,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,2,full,0.13351358425223459,-0.22847828566410722,0.019274441420180977,0.1278493880938864,3352,1963,472963.6241154,1.33144830199579,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,3,heldout_2019_plus,0.1681786709924078,-0.22831608801736258,0.054020626983726505,0.1459448934295007,1857,1974,691689.5480646751,1.323224443880893,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,3,sealed_2023_plus,0.23532273890732336,-0.13018230744127302,0.17023158518668685,0.15882203333190925,880,1974,691689.5480646751,1.323224443880893,0.9953393768640533,True
BLEND_E45_A05,0.05,ALL,,3,full,0.12989523361420963,-0.22831608801736247,0.01573718960552839,0.12744923587440604,3352,1974,691689.5480646751,1.323224443880893,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,0,heldout_2019_plus,0.1842485248796628,-0.22551751617137983,0.0714897667939729,0.14626179711306037,1857,2009,0.0,1.3591093440405966,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,0,sealed_2023_plus,0.2577655556439451,-0.12499168712790232,0.19526971207999394,0.15985751236987236,880,2009,0.0,1.3591093440405966,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,0,full,0.14267335457067598,-0.2255175161713796,0.029914596484986178,0.12746392856008656,3352,2009,0.0,1.3591093440405966,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,1,heldout_2019_plus,0.17833077849857326,-0.22212197073216233,0.0672697931324921,0.14447561276199783,1857,2043,249365.8568887,1.353650612995892,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,1,sealed_2023_plus,0.24945140208459637,-0.12175316190442043,0.18857482113238616,0.15724025262422212,880,2043,249365.8568887,1.353650612995892,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,1,full,0.13843741807820398,-0.22212197073216233,0.02737643271212281,0.1265053604989349,3352,2043,249365.8568887,1.353650612995892,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,2,heldout_2019_plus,0.17757019687226183,-0.22890076874119236,0.06311981250166565,0.14855731501744546,1857,1971,477745.1565066,1.335775571182505,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,2,sealed_2023_plus,0.2479980497794121,-0.13616145919547085,0.17991732018167667,0.1630319454592035,880,1971,477745.1565066,1.335775571182505,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,2,full,0.13597795515487499,-0.22890076874119225,0.02152757078427886,0.12927982324418388,3352,1971,477745.1565066,1.335775571182505,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,3,heldout_2019_plus,0.16902765265432218,-0.22437590349198555,0.056839700908329405,0.14580566662045824,1857,1902,680202.344505675,1.2986147481400048,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,3,sealed_2023_plus,0.2378062216010446,-0.13328598888462873,0.17116322715873022,0.15930311817558834,880,1902,680202.344505675,1.2986147481400048,0.9953393768640533,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,3,full,0.1302481003423952,-0.22437590349198555,0.018060148596402426,0.12743343129352735,3352,1902,680202.344505675,1.2986147481400048,0.9953393768640533,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,0,heldout_2019_plus,0.18177099916186146,-0.2291111686730194,0.06721541482535176,0.1469163588407264,1857,2088,0.0,1.3900592092415789,0.9906787537281068,True
