date,e45_blend_a05_exposure
2012-08-09,0.9948173667857279
2012-08-10,0.9948173667857279
2012-08-13,0.9948173667857279
2012-08-14,0.9948173667857279
2012-08-15,0.9948173667857279
2012-08-16,0.9950764984464414
2012-08-17,0.9950764984464414
2012-08-20,0.9950764984464414
2012-08-21,0.9950764984464414
2012-08-22,0.9950764984464414
2012-08-23,0.9953226735241194
2012-08-24,0.9953226735241194
2012-08-27,0.9953226735241194
2012-08-28,0.9953226735241194
2012-08-29,0.9953226735241194
2012-08-30,0.9955565398479134
2012-08-31,0.9955565398479134
2012-09-03,0.9955565398479134
2012-09-04,0.9955565398479134
2012-09-05,0.9955565398479134
2012-09-06,0.9957787128555177
2012-09-07,0.9957787128555177
2012-09-10,0.9957787128555177
2012-09-11,0.9957787128555177
2012-09-12,0.9957787128555177
2012-09-13,0.9959897772127418
2012-09-14,0.9959897772127418
2012-09-17,0.9959897772127418
2012-09-18,0.9959897772127418
2012-09-19,0.9959897772127418
2012-09-20,0.9961902883521048
2012-09-21,0.9961902883521048
2012-09-24,0.9961902883521048
2012-09-25,0.9961902883521048
2012-09-26,0.9961902883521048
2012-09-27,0.9963807739344995
2012-09-28,0.9963807739344995
2012-10-01,0.9963807739344995
2012-10-02,0.9963807739344995
2012-10-03,0.9963807739344995
2012-10-04,0.9965617352377745
2012-10-05,0.9965617352377745
2012-10-08,0.9965617352377745
2012-10-09,0.9965617352377745
2012-10-11,0.9965617352377745
2012-10-12,0.9967336484758857
2012-10-15,0.9967336484758857
2012-10-16,0.9967336484758857
2012-10-17,0.9967336484758857
2012-10-18,0.9967336484758857
2012-10-19,0.9962448527233163
2012-10-22,0.9962448527233163
2012-10-23,0.9962448527233163
2012-10-24,0.9962448527233163
2012-10-25,0.9962448527233163
2012-10-26,0.9955583373202019
2012-10-29,0.9955583373202019
2012-10-30,0.9955583373202019
2012-10-31,0.9955583373202019
2012-11-01,0.9955583373202019
2012-11-02,0.9956244119582983
2012-11-05,0.9956244119582983
2012-11-06,0.9956244119582983
2012-11-07,0.9956244119582983
2012-11-08,0.9956244119582983
2012-11-09,0.9957331993376589
2012-11-12,0.9957331993376589
2012-11-13,0.9957331993376589
2012-11-14,0.9957331993376589
2012-11-15,0.9957331993376589
2012-11-16,0.995946539370776
2012-11-19,0.995946539370776
2012-11-20,0.995946539370776
2012-11-21,0.995946539370776
2012-11-22,0.995946539370776
2012-11-23,0.9961492124022372
2012-11-26,0.9961492124022372
2012-11-27,0.9961492124022372
2012-11-28,0.9961492124022372
2012-11-29,0.9961492124022372
2012-11-30,0.9963417517821254
2012-12-03,0.9963417517821254
2012-12-04,0.9963417517821254
2012-12-05,0.9963417517821254
2012-12-06,0.9963417517821254
2012-12-07,0.996524664193019
2012-12-10,0.996524664193019
2012-12-11,0.996524664193019
2012-12-12,0.996524664193019
2012-12-13,0.996524664193019
2012-12-14,0.9966984309833681
2012-12-17,0.9966984309833681
2012-12-18,0.9966984309833681
2012-12-19,0.9966984309833681
2012-12-20,0.9966984309833681
2012-12-21,0.9968635094341997
2012-12-22,0.9968635094341997
2012-12-24,0.9968635094341997
2012-12-25,0.9968635094341997
2012-12-26,0.9968635094341997
2012-12-27,0.9970203339624897
2012-12-28,0.9970203339624897
2013-01-02,0.9970203339624897
2013-01-03,0.9970203339624897
2013-01-04,0.9970203339624897
2013-01-07,0.9971693172643652
2013-01-08,0.9971693172643652
2013-01-09,0.9971693172643652
2013-01-10,0.9971693172643652
2013-01-11,0.9971693172643652
2013-01-14,0.997310851401147
2013-01-15,0.997310851401147
2013-01-16,0.997310851401147
2013-01-17,0.997310851401147
2013-01-18,0.997310851401147
2013-01-21,0.9974453088310896
2013-01-22,0.9974453088310896
2013-01-23,0.9974453088310896
2013-01-24,0.9974453088310896
2013-01-25,0.9974453088310896
2013-01-28,0.9975730433895351
2013-01-29,0.9975730433895351
2013-01-30,0.9975730433895351
2013-01-31,0.9975730433895351
2013-02-01,0.9975730433895351
2013-02-04,0.9976943912200583
2013-02-05,0.9976943912200583
2013-02-06,0.9976943912200583
2013-02-18,0.9976943912200583
2013-02-19,0.9976943912200583
2013-02-20,0.9978096716590554
2013-02-21,0.9978096716590554
2013-02-22,0.9978096716590554
2013-02-23,0.9978096716590554
2013-02-25,0.9978096716590554
2013-02-26,0.9979191880761027
2013-02-27,0.9979191880761027
2013-03-01,0.9979191880761027
2013-03-04,0.9979191880761027
2013-03-05,0.9979191880761027
2013-03-06,0.9980232286722975
2013-03-07,0.9980232286722975
2013-03-08,0.9980232286722975
2013-03-11,0.9980232286722975
2013-03-12,0.9980232286722975
2013-03-13,0.9981220672386827
2013-03-14,0.9981220672386827
2013-03-15,0.9981220672386827
2013-03-18,0.9981220672386827
2013-03-19,0.9981220672386827
2013-03-20,0.998190018514362
2013-03-21,0.998190018514362
2013-03-22,0.998190018514362
2013-03-25,0.998190018514362
2013-03-26,0.998190018514362
2013-03-27,0.9982805175886439
2013-03-28,0.9982805175886439
2013-03-29,0.9982805175886439
2013-04-01,0.9982805175886439
2013-04-02,0.9982805175886439
2013-04-03,0.9983664917092117
2013-04-08,0.9983664917092117
2013-04-09,0.9983664917092117
2013-04-10,0.9983664917092117
2013-04-11,0.9983664917092117
2013-04-12,0.9971947693060212
2013-04-15,0.9971947693060212
2013-04-16,0.9971947693060212
2013-04-17,0.9971947693060212
2013-04-18,0.9971947693060212
2013-04-19,0.9973350308407202
2013-04-22,0.9973350308407202
2013-04-23,0.9973350308407202
2013-04-24,0.9973350308407202
2013-04-25,0.9973350308407202
2013-04-26,0.9974682792986842
2013-04-29,0.9974682792986842
2013-04-30,0.9974682792986842
2013-05-02,0.9974682792986842
2013-05-03,0.9974682792986842
2013-05-06,0.99759486533375
2013-05-07,0.99759486533375
2013-05-08,0.99759486533375
2013-05-09,0.99759486533375
2013-05-10,0.99759486533375
2013-05-13,0.9977151220670625
2013-05-14,0.9977151220670625
2013-05-15,0.9977151220670625
2013-05-16,0.9977151220670625
2013-05-17,0.9977151220670625
2013-05-20,0.9978293659637093
2013-05-21,0.9978293659637093
2013-05-22,0.9978293659637093
2013-05-23,0.9978293659637093
2013-05-24,0.9978293659637093
2013-05-27,0.9979378976655239
2013-05-28,0.9979378976655239
2013-05-29,0.9979378976655239
2013-05-30,0.9979378976655239
2013-05-31,0.9979378976655239
2013-06-03,0.9980410027822476
2013-06-04,0.9980410027822476
2013-06-05,0.9980410027822476
2013-06-06,0.9980410027822476
2013-06-07,0.9980410027822476
2013-06-10,0.9981389526431352
2013-06-11,0.9981389526431352
2013-06-13,0.9981389526431352
2013-06-14,0.9981389526431352
2013-06-17,0.9981389526431352
2013-06-18,0.9980730829253103
2013-06-19,0.9980730829253103
2013-06-20,0.9980730829253103
2013-06-21,0.9980730829253103
2013-06-24,0.9980730829253103
2013-06-25,0.997722772749307
2013-06-26,0.997722772749307
2013-06-27,0.997722772749307
2013-06-28,0.997722772749307
2013-07-01,0.997722772749307
2013-07-02,0.9940971157578329
2013-07-03,0.9940971157578329
2013-07-04,0.9940971157578329
2013-07-05,0.9940971157578329
2013-07-08,0.9940971157578329
2013-07-09,0.9939011943716743
2013-07-10,0.9939011943716743
2013-07-11,0.9939011943716743
2013-07-12,0.9939011943716743
2013-07-15,0.9939011943716743
2013-07-16,0.9942061346530906
2013-07-17,0.9942061346530906
2013-07-18,0.9942061346530906
2013-07-19,0.9942061346530906
2013-07-22,0.9942061346530906
2013-07-23,0.9944958279204361
2013-07-24,0.9944958279204361
2013-07-25,0.9944958279204361
2013-07-26,0.9944958279204361
2013-07-29,0.9944958279204361
2013-07-30,0.9947710365244142
2013-07-31,0.9947710365244142
2013-08-01,0.9947710365244142
2013-08-02,0.9947710365244142
2013-08-05,0.9947710365244142
2013-08-06,0.9950324846981936
2013-08-07,0.9950324846981936
2013-08-08,0.9950324846981936
2013-08-09,0.9950324846981936
2013-08-12,0.9950324846981936
2013-08-13,0.9952808604632839
2013-08-14,0.9952808604632839
2013-08-15,0.9952808604632839
2013-08-16,0.9952808604632839
2013-08-19,0.9952808604632839
2013-08-20,0.9953993489518963
2013-08-22,0.9953993489518963
2013-08-23,0.9953993489518963
2013-08-26,0.9953993489518963
2013-08-27,0.9953993489518963
2013-08-28,0.9953853972085744
2013-08-29,0.9953853972085744
2013-08-30,0.9953853972085744
2013-09-02,0.9953853972085744
2013-09-03,0.9953853972085744
2013-09-04,0.9956161273481458
2013-09-05,0.9956161273481458
2013-09-06,0.9956161273481458
2013-09-09,0.9956161273481458
2013-09-10,0.9956161273481458
2013-09-11,0.9958353209807385
2013-09-12,0.9958353209807385
2013-09-13,0.9958353209807385
2013-09-14,0.9958353209807385
2013-09-16,0.9958353209807385
2013-09-17,0.9960435549317015
2013-09-18,0.9960435549317015
2013-09-23,0.9960435549317015
2013-09-24,0.9960435549317015
2013-09-25,0.9960435549317015
2013-09-26,0.9962413771851164
2013-09-27,0.9962413771851164
2013-09-30,0.9962413771851164
2013-10-01,0.9962413771851164
2013-10-02,0.9962413771851164
2013-10-03,0.9964293083258606
2013-10-04,0.9964293083258606
2013-10-07,0.9964293083258606
2013-10-08,0.9964293083258606
2013-10-09,0.9964293083258606
2013-10-11,0.9966078429095676
2013-10-14,0.9966078429095676
2013-10-15,0.9966078429095676
2013-10-16,0.9966078429095676
2013-10-17,0.9966078429095676
2013-10-18,0.9967774507640892
2013-10-21,0.9967774507640892
2013-10-22,0.9967774507640892
2013-10-23,0.9967774507640892
2013-10-24,0.9967774507640892
2013-10-25,0.9969385782258847
2013-10-28,0.9969385782258847
2013-10-29,0.9969385782258847
2013-10-30,0.9969385782258847
2013-10-31,0.9969385782258847
2013-11-01,0.9970916493145905
2013-11-04,0.9970916493145905
2013-11-05,0.9970916493145905
2013-11-06,0.9970916493145905
2013-11-07,0.9970916493145905
2013-11-08,0.9954927006850218
2013-11-11,0.9954927006850218
2013-11-12,0.9954927006850218
2013-11-13,0.9954927006850218
2013-11-14,0.9954927006850218
2013-11-15,0.9952877984754049
2013-11-18,0.9952877984754049
2013-11-19,0.9952877984754049
2013-11-20,0.9952877984754049
2013-11-21,0.9952877984754049
2013-11-22,0.9951471905778831
2013-11-25,0.9951471905778831
2013-11-26,0.9951471905778831
2013-11-27,0.9951471905778831
2013-11-28,0.9951471905778831
2013-11-29,0.9953898310489889
2013-12-02,0.9953898310489889
2013-12-03,0.9953898310489889
2013-12-04,0.9953898310489889
2013-12-05,0.9953898310489889
2013-12-06,0.995531035515285
2013-12-09,0.995531035515285
2013-12-10,0.995531035515285
2013-12-11,0.995531035515285
2013-12-12,0.995531035515285
2013-12-13,0.9957544837395208
2013-12-16,0.9957544837395208
2013-12-17,0.9957544837395208
2013-12-18,0.9957544837395208
2013-12-19,0.9957544837395208
2013-12-20,0.9959667595525448
2013-12-23,0.9959667595525448
2013-12-24,0.9959667595525448
2013-12-25,0.9959667595525448
2013-12-26,0.9959667595525448
2013-12-27,0.9961684215749175
2013-12-30,0.9961684215749175
2013-12-31,0.9961684215749175
2014-01-02,0.9961684215749175
2014-01-03,0.9961684215749175
2014-01-06,0.9963600004961716
2014-01-07,0.9963600004961716
2014-01-08,0.9963600004961716
2014-01-09,0.9963600004961716
2014-01-10,0.9963600004961716
2014-01-13,0.996542000471363
2014-01-14,0.996542000471363
2014-01-15,0.996542000471363
2014-01-16,0.996542000471363
2014-01-17,0.996542000471363
2014-01-20,0.9967149004477949
2014-01-21,0.9967149004477949
2014-01-22,0.9967149004477949
2014-01-23,0.9967149004477949
2014-01-24,0.9967149004477949
2014-01-27,0.9959866262331505
2014-02-05,0.9959866262331505
2014-02-06,0.9959866262331505
2014-02-07,0.9959866262331505
2014-02-10,0.9959866262331505
2014-02-11,0.995504450263997
2014-02-12,0.995504450263997
2014-02-13,0.995504450263997
2014-02-14,0.995504450263997
2014-02-17,0.995504450263997
2014-02-18,0.9957292277507972
2014-02-19,0.9957292277507972
2014-02-20,0.9957292277507972
2014-02-21,0.9957292277507972
2014-02-24,0.9957292277507972
2014-02-25,0.9959427663632573
2014-02-26,0.9959427663632573
2014-02-27,0.9959427663632573
2014-03-03,0.9959427663632573
2014-03-04,0.9959427663632573
2014-03-05,0.9961456280450944
2014-03-06,0.9961456280450944
2014-03-07,0.9961456280450944
2014-03-10,0.9961456280450944
2014-03-11,0.9961456280450944
2014-03-12,0.9963383466428397
2014-03-13,0.9963383466428397
2014-03-14,0.9963383466428397
2014-03-17,0.9963383466428397
2014-03-18,0.9963383466428397
2014-03-19,0.9965214293106978
2014-03-20,0.9965214293106978
2014-03-21,0.9965214293106978
2014-03-24,0.9965214293106978
2014-03-25,0.9965214293106978
2014-03-26,0.9966953578451628
2014-03-27,0.9966953578451628
2014-03-28,0.9966953578451628
2014-03-31,0.9966953578451628
2014-04-01,0.9966953578451628
2014-04-02,0.9968605899529047
2014-04-03,0.9968605899529047
2014-04-07,0.9968605899529047
2014-04-08,0.9968605899529047
2014-04-09,0.9968605899529047
2014-04-10,0.9970175604552595
2014-04-11,0.9970175604552595
2014-04-14,0.9970175604552595
2014-04-15,0.9970175604552595
2014-04-16,0.9970175604552595
2014-04-17,0.9971666824324965
2014-04-18,0.9971666824324965
2014-04-21,0.9971666824324965
2014-04-22,0.9971666824324965
2014-04-23,0.9971666824324965
2014-04-24,0.9973083483108717
2014-04-25,0.9973083483108717
2014-04-28,0.9973083483108717
2014-04-29,0.9973083483108717
2014-04-30,0.9973083483108717
2014-05-02,0.9974429308953281
2014-05-05,0.9974429308953281
2014-05-06,0.9974429308953281
2014-05-07,0.9974429308953281
2014-05-08,0.9974429308953281
2014-05-09,0.9975707843505617
2014-05-12,0.9975707843505617
2014-05-13,0.9975707843505617
2014-05-14,0.9975707843505617
2014-05-15,0.9975707843505617
2014-05-16,0.9976922451330336
2014-05-19,0.9976922451330336
2014-05-20,0.9976922451330336
2014-05-21,0.9976922451330336
2014-05-22,0.9976922451330336
2014-05-23,0.997807632876382
2014-05-26,0.997807632876382
2014-05-27,0.997807632876382
2014-05-28,0.997807632876382
2014-05-29,0.997807632876382
2014-05-30,0.9979172512325628
2014-06-03,0.9979172512325628
2014-06-04,0.9979172512325628
2014-06-05,0.9979172512325628
2014-06-06,0.9979172512325628
2014-06-09,0.9980213886709347
2014-06-10,0.9980213886709347
2014-06-11,0.9980213886709347
2014-06-12,0.9980213886709347
2014-06-13,0.9980213886709347
2014-06-16,0.998120319237388
2014-06-17,0.998120319237388
2014-06-18,0.998120319237388
2014-06-19,0.998120319237388
2014-06-20,0.998120319237388
2014-06-23,0.9982143032755185
2014-06-24,0.9982143032755185
2014-06-25,0.9982143032755185
2014-06-26,0.9982143032755185
2014-06-27,0.9982143032755185
2014-06-30,0.9983035881117426
2014-07-01,0.9983035881117426
2014-07-02,0.9983035881117426
2014-07-03,0.9983035881117426
2014-07-04,0.9983035881117426
2014-07-07,0.9983884087061554
2014-07-08,0.9983884087061554
2014-07-09,0.9983884087061554
2014-07-10,0.9983884087061554
2014-07-11,0.9983884087061554
2014-07-14,0.9984689882708477
2014-07-15,0.9984689882708477
2014-07-16,0.9984689882708477
2014-07-17,0.9984689882708477
2014-07-18,0.9984689882708477
2014-07-21,0.9985455388573053
2014-07-22,0.9985455388573053
2014-07-24,0.9985455388573053
2014-07-25,0.9985455388573053
2014-07-28,0.9985455388573053
2014-07-29,0.99861826191444
2014-07-30,0.99861826191444
2014-07-31,0.99861826191444
2014-08-01,0.99861826191444
2014-08-04,0.99861826191444
2014-08-05,0.9980934499767389
2014-08-06,0.9980934499767389
2014-08-07,0.9980934499767389
2014-08-08,0.9980934499767389
2014-08-11,0.9980934499767389
2014-08-12,0.9981887774779019
2014-08-13,0.9981887774779019
2014-08-14,0.9981887774779019
2014-08-15,0.9981887774779019
2014-08-18,0.9981887774779019
2014-08-19,0.9982615197743039
2014-08-20,0.9982615197743039
2014-08-21,0.9982615197743039
2014-08-22,0.9982615197743039
2014-08-25,0.9982615197743039
2014-08-26,0.9983484437855886
2014-08-27,0.9983484437855886
2014-08-28,0.9983484437855886
2014-08-29,0.9983484437855886
2014-09-01,0.9983484437855886
2014-09-02,0.9981991623364036
2014-09-03,0.9981991623364036
2014-09-04,0.9981991623364036
2014-09-05,0.9981991623364036
2014-09-09,0.9981991623364036
2014-09-10,0.9982229719710163
2014-09-11,0.9982229719710163
2014-09-12,0.9982229719710163
2014-09-15,0.9982229719710163
2014-09-16,0.9982229719710163
2014-09-17,0.9970880340980948
2014-09-18,0.9970880340980948
2014-09-19,0.9970880340980948
2014-09-22,0.9970880340980948
2014-09-23,0.9970880340980948
2014-09-24,0.9959581701795964
2014-09-25,0.9959581701795964
2014-09-26,0.9959581701795964
2014-09-29,0.9959581701795964
2014-09-30,0.9959581701795964
2014-10-01,0.9957126077254883
2014-10-02,0.9957126077254883
2014-10-03,0.9957126077254883
2014-10-06,0.9957126077254883
2014-10-07,0.9957126077254883
2014-10-08,0.995926977339214
2014-10-09,0.995926977339214
2014-10-13,0.995926977339214
2014-10-14,0.995926977339214
2014-10-15,0.995926977339214
2014-10-16,0.9961306284722532
2014-10-17,0.9961306284722532
2014-10-20,0.9961306284722532
2014-10-21,0.9961306284722532
2014-10-22,0.9961306284722532
2014-10-23,0.9959942387191667
2014-10-24,0.9959942387191667
2014-10-27,0.9959942387191667
2014-10-28,0.9959942387191667
2014-10-29,0.9959942387191667
2014-10-30,0.9961945267832084
2014-10-31,0.9961945267832084
2014-11-03,0.9961945267832084
2014-11-04,0.9961945267832084
2014-11-05,0.9961945267832084
2014-11-06,0.996384800444048
2014-11-07,0.996384800444048
2014-11-10,0.996384800444048
2014-11-11,0.996384800444048
2014-11-12,0.996384800444048
2014-11-13,0.9965655604218455
2014-11-14,0.9965655604218455
2014-11-17,0.9965655604218455
2014-11-18,0.9965655604218455
2014-11-19,0.9965655604218455
2014-11-20,0.9967372824007533
2014-11-21,0.9967372824007533
2014-11-24,0.9967372824007533
2014-11-25,0.9967372824007533
2014-11-26,0.9967372824007533
2014-11-27,0.9969004182807156
2014-11-28,0.9969004182807156
2014-12-01,0.9969004182807156
2014-12-02,0.9969004182807156
2014-12-03,0.9969004182807156
2014-12-04,0.9970553973666798
2014-12-05,0.9970553973666798
2014-12-08,0.9970553973666798
2014-12-09,0.9970553973666798
2014-12-10,0.9970553973666798
2014-12-11,0.9971862972728598
2014-12-12,0.9971862972728598
2014-12-15,0.9971862972728598
2014-12-16,0.9971862972728598
2014-12-17,0.9971862972728598
2014-12-18,0.9971197752880987
2014-12-19,0.9971197752880987
2014-12-22,0.9971197752880987
2014-12-23,0.9971197752880987
2014-12-24,0.9971197752880987
2014-12-25,0.9972637865236937
2014-12-26,0.9972637865236937
2014-12-27,0.9972637865236937
2014-12-29,0.9972637865236937
2014-12-30,0.9972637865236937
2014-12-31,0.9974005971975091
2015-01-05,0.9974005971975091
2015-01-06,0.9974005971975091
2015-01-07,0.9974005971975091
2015-01-08,0.9974005971975091
2015-01-09,0.9975305673376336
2015-01-12,0.9975305673376336
2015-01-13,0.9975305673376336
2015-01-14,0.9975305673376336
2015-01-15,0.9975305673376336
2015-01-16,0.997654038970752
2015-01-19,0.997654038970752
2015-01-20,0.997654038970752
2015-01-21,0.997654038970752
2015-01-22,0.997654038970752
2015-01-23,0.9977713370222143
2015-01-26,0.9977713370222143
2015-01-27,0.9977713370222143
2015-01-28,0.9977713370222143
2015-01-29,0.9977713370222143
2015-01-30,0.9978827701711036
2015-02-02,0.9978827701711036
2015-02-03,0.9978827701711036
2015-02-04,0.9978827701711036
2015-02-05,0.9978827701711036
2015-02-06,0.9979886316625485
2015-02-09,0.9979886316625485
2015-02-10,0.9979886316625485
2015-02-11,0.9979886316625485
2015-02-12,0.9979886316625485
2015-02-13,0.998089200079421
2015-02-24,0.998089200079421
2015-02-25,0.998089200079421
2015-02-26,0.998089200079421
2015-03-02,0.998089200079421
2015-03-03,0.99818474007545
2015-03-04,0.99818474007545
2015-03-05,0.99818474007545
2015-03-06,0.99818474007545
2015-03-09,0.99818474007545
2015-03-10,0.9982755030716775
2015-03-11,0.9982755030716775
2015-03-12,0.9982755030716775
2015-03-13,0.9982755030716775
2015-03-16,0.9982755030716775
2015-03-17,0.9983617279180936
2015-03-18,0.9983617279180936
2015-03-19,0.9983617279180936
2015-03-20,0.9983617279180936
2015-03-23,0.9983617279180936
2015-03-24,0.9984436415221889
2015-03-25,0.9984436415221889
2015-03-26,0.9984436415221889
2015-03-27,0.9984436415221889
2015-03-30,0.9984436415221889
2015-03-31,0.9985214594460795
2015-04-01,0.9985214594460795
2015-04-02,0.9985214594460795
2015-04-07,0.9985214594460795
2015-04-08,0.9985214594460795
2015-04-09,0.9985953864737754
2015-04-10,0.9985953864737754
2015-04-13,0.9985953864737754
2015-04-14,0.9985953864737754
2015-04-15,0.9985953864737754
2015-04-16,0.9986656171500867
2015-04-17,0.9986656171500867
2015-04-20,0.9986656171500867
2015-04-21,0.9986656171500867
2015-04-22,0.9986656171500867
2015-04-23,0.9987323362925824
2015-04-24,0.9987323362925824
2015-04-27,0.9987323362925824
2015-04-28,0.9987323362925824
2015-04-29,0.9987323362925824
2015-04-30,0.9987957194779532
2015-05-04,0.9987957194779532
2015-05-05,0.9987957194779532
2015-05-06,0.9987957194779532
2015-05-07,0.9987957194779532
2015-05-08,0.9988559335040555
2015-05-11,0.9988559335040555
2015-05-12,0.9988559335040555
2015-05-13,0.9988559335040555
2015-05-14,0.9988559335040555
2015-05-15,0.9989131368288529
2015-05-18,0.9989131368288529
2015-05-19,0.9989131368288529
2015-05-20,0.9989131368288529
2015-05-21,0.9989131368288529
2015-05-22,0.9989674799874102
2015-05-25,0.9989674799874102
2015-05-26,0.9989674799874102
2015-05-27,0.9989674799874102
2015-05-28,0.9989674799874102
2015-05-29,0.9990191059880397
2015-06-01,0.9990191059880397
2015-06-02,0.9990191059880397
2015-06-03,0.9990191059880397
2015-06-04,0.9990191059880397
2015-06-05,0.9961272621770441
2015-06-08,0.9961272621770441
2015-06-09,0.9961272621770441
2015-06-10,0.9961272621770441
2015-06-11,0.9961272621770441
2015-06-12,0.9962975101347368
2015-06-15,0.9962975101347368
2015-06-16,0.9962975101347368
2015-06-17,0.9962975101347368
2015-06-18,0.9962975101347368
2015-06-22,0.9964826346279999
2015-06-23,0.9964826346279999
2015-06-24,0.9964826346279999
2015-06-25,0.9964826346279999
2015-06-26,0.9964826346279999
2015-06-29,0.9966585028966
2015-06-30,0.9966585028966
2015-07-01,0.9966585028966
2015-07-02,0.9966585028966
2015-07-03,0.9966585028966
2015-07-06,0.9968255777517699
2015-07-07,0.9968255777517699
2015-07-08,0.9968255777517699
2015-07-09,0.9968255777517699
2015-07-13,0.9968255777517699
2015-07-14,0.9969842988641814
2015-07-15,0.9969842988641814
2015-07-16,0.9969842988641814
2015-07-17,0.9969842988641814
2015-07-20,0.9969842988641814
2015-07-21,0.99704684212327
2015-07-22,0.99704684212327
2015-07-23,0.99704684212327
2015-07-24,0.99704684212327
2015-07-27,0.99704684212327
