date,close_live,close_yahoo,ret_live,ret_yahoo
2026-07-27,43634.19,43634.19140625,,
2026-07-28,41603.36,41603.359375,-0.046542172548636795,-0.0465422176004644
2026-07-29,40039.18,40039.1796875,-0.037597444052595796,-0.03759743710600294
2026-07-30,39933.3,39933.30078125,-0.0026444098006002115,-0.0026443825042463676
2026-07-31,43119.75,43119.75,0.07979430700693402,0.07979428588197601
2026-08-03,43386.41,43386.41015625,0.006184173145716398,0.006184176769345795
2026-08-04,43360.66,43360.66015625,-0.0005935038183615404,-0.0005935038162241391
2026-08-05,44611.6,44611.6015625,0.02884965311874854,0.028849685446260098
2026-08-06,44396.7,44396.69921875,-0.004817132763675902,-0.0048171851317403425
2026-08-07,44225.91,44225.91015625,-0.0038469075404251596,-0.0038468864916847423
2026-08-10,44928.76,44928.76171875,0.015892267677476868,0.01589230295129762
2026-08-11,45120.72,45120.71875,0.004272541685993447,0.004272475445720847
2026-08-12,45518.07,45518.0703125,0.008806375430179259,0.008806410303470624
2026-08-13,46021.48,46021.48046875,0.011059563817183093,0.011059567173957285
2026-08-14,45811.01,45811.01171875,-0.0045732992506977155,-0.004573272042886933
2026-08-17,45857.27,45857.26953125,0.0010098009190366852,0.0010097531306225704
2026-08-18,45308.68,45308.6796875,-0.011962988638442695,-0.011962985353416111
2026-08-19,44719.35,44719.3515625,-0.013006999983226186,-0.013006958690137793
2026-08-20,44933.74,44933.73828125,0.004794121560353526,0.004794048018571306
2026-08-21,45224.29,45224.2890625,0.006466187768923826,0.0064662054029731575
2026-08-24,44762.32,44762.3203125,-0.010215085742639629,-0.010215058314384073
2026-08-25,45169.46,45169.4609375,0.00909559647489222,0.009095610374029395
2026-08-26,45832.62,45832.62109375,0.014681601241192777,0.014681604395669012
2026-08-27,45975.22,45975.21875,0.00311132115074364,0.003111269939336747
2026-08-28,46331.45,46331.44921875,0.007748304412681373,0.00774831481905669
2026-08-31,46128.47,46128.46875,-0.004381041387653384,-0.004381051578845385
2026-09-01,46948.72,46948.71875,0.01778186009637861,0.01778186057823561
2026-09-02,46164.72,46164.71875,-0.016699070815988204,-0.016699071260597553
2026-09-03,45857.66,45857.66015625,-0.0066513995969216255,-0.0066513693154471865
2026-09-04,46551.13,46551.12890625,0.01512222821661613,0.015122200906831251
