date,nav_pre,nav_post,rel_post_vs_pre
2013-01-31,513758214.0018237,520537520.1856248,1.0131955188239132
2013-02-01,514908864.0018237,522604270.1856248,1.0149451810248382
2013-02-04,530103664.0018237,535246470.1856248,1.009701510351725
2013-02-05,527522514.0018237,535423620.1856248,1.0149777610890247
2013-02-06,530586014.0018237,540343170.1856247,1.0183893957366306
2013-02-18,531274314.0018238,545376920.1856247,1.0265448673352435
2013-02-19,529226014.0018237,543726656.1786413,1.0273997154205796
2013-02-20,536833164.0018237,546702806.1786413,1.0183849337906852
2013-02-21,529720314.0018237,536805456.17864126,1.0133752510325535
2013-02-22,529237714.0018237,539625606.1786413,1.0196280270698581
2013-02-23,533501364.0018237,544246806.1786413,1.0201413583954415
2013-02-25,528718114.0018237,541707706.1786413,1.0245680861555895
2013-02-26,526635364.0018237,536029206.17864126,1.0178374693743222
2013-02-27,525896364.0018237,539064856.1786413,1.0250400897937602
2013-03-01,529422314.0018237,543063356.1786413,1.0257658995778003
2013-03-04,521086364.0018237,535907206.17864126,1.0284421992220194
2013-03-05,525858914.0018237,544583056.1786413,1.0356067790775392
2013-03-06,525153164.0018237,545515906.1786413,1.0387748633591911
2013-03-07,526075864.0018237,554470006.1786413,1.0539734743974476
2013-03-08,534453614.0018237,564552756.1786413,1.0563175949947172
2013-03-11,533553764.0018237,567034156.1786413,1.0627498003682028
2013-03-12,529174464.0018237,555461106.1786413,1.0496748123067536
2013-03-13,528943364.0018237,557780806.1786413,1.0545189601371352
2013-03-14,527971837.888823,556421556.1786413,1.0538849162932231
2013-03-15,527233561.1896281,551410456.1786413,1.0458561380926916
2013-03-18,518943511.1896281,540542656.1786413,1.04162137982899
2013-03-19,518640311.1896281,545087706.1786413,1.0509937126336162
2013-03-20,515921611.1896281,548117306.1786413,1.062404237951528
2013-03-21,515511811.1896281,547898556.1786413,1.062824448026274
2013-03-22,513094311.1896281,545733906.1786413,1.063613246682344
2013-03-25,520467161.1896281,551653106.1786413,1.0599191405615902
2013-03-26,518644961.1896281,551319356.1786413,1.062999541948826
2013-03-27,522809261.1896281,557875306.1786413,1.0670723485449016
2013-03-28,521394861.1896281,553918456.1786413,1.0623780505139742
2013-03-29,523704961.1896281,555496806.1786413,1.0607056402841708
2013-04-01,521656661.1896281,550689306.1786413,1.0556547000143826
2013-04-02,520173961.1896281,546601606.1786413,1.0508053977338152
2013-04-03,522334161.1896281,553469306.1786413,1.0596077134187474
2013-04-08,508603661.1896281,540465756.1786413,1.0626462163376635
2013-04-09,509156961.1896281,538550406.1786413,1.0577296339430111
2013-04-10,509045311.1896281,541528506.1786413,1.0638119913394364
2013-04-11,511146311.1896281,544456156.1786413,1.0651669478186956
2013-04-12,509921061.1896281,544594306.1786413,1.0679972796340707
2013-04-15,507424461.1896281,538698856.1786413,1.0616335974731925
2013-04-16,506447261.1896281,540255156.1786413,1.0667550159311743
2013-04-17,501162311.1896281,535001122.33844286,1.067520662255089
2013-04-18,501297561.1896281,534994022.33844286,1.0672184821104052
2013-04-19,508835911.1896281,546032022.3384429,1.073100404925927
2013-04-22,509558101.20898277,548769922.3384429,1.076952600766087
2013-04-23,510429301.20898277,548397372.3384429,1.0743845837994224
2013-04-24,512819601.20898277,553033022.3384429,1.0784163105986124
2013-04-25,511670101.20898277,550622322.3384429,1.0761276084676887
2013-04-26,510450301.20898277,550064372.3384429,1.077606127444015
2013-04-29,510520901.20898277,552089472.3384429,1.0814238379486916
2013-04-30,513837651.20898277,556229172.3384429,1.082499834392671
2013-05-02,516062951.20898277,558842322.3384429,1.082895644861234
2013-05-03,518078801.20898277,561207572.3384429,1.0832475118240996
2013-05-06,518100901.20898277,556505022.3384429,1.0741247912131489
2013-05-07,518362691.02804697,555771322.3384429,1.0721669054464644
2013-05-08,521242742.01133513,560722122.3384429,1.0757408730043272
2013-05-09,522681492.0113352,562542272.3384429,1.0762620849146947
2013-05-10,521840942.01133513,564224072.3384429,1.0812184842449315
2013-05-13,519084542.01133513,561785422.3384429,1.0822618993076765
2013-05-14,519407592.01133513,560561522.3384429,1.0792324389555894
2013-05-15,524162842.0113352,569861990.180557,1.0871850205822746
2013-05-16,532345742.01133513,579260740.180557,1.088128812662172
2013-05-17,531282342.01133513,575416340.180557,1.0830707039916645
2013-05-20,531197692.01133513,578802990.180557,1.089618797079047
2013-05-21,530623842.01133513,574588790.180557,1.08285520681199
2013-05-22,531513992.01133513,573898240.180557,1.0797424880741766
2013-05-23,521924642.01133513,560982340.180557,1.074833979899293
2013-05-24,518704070.7034281,559771272.9025203,1.0791727008106953
2013-05-27,523925220.7034281,563145074.1676688,1.0748577314365277
2013-05-28,523851620.7034281,563052574.1676688,1.0748321698644392
2013-05-29,527122235.28722286,569579274.1676688,1.0805449590972227
2013-05-30,519887985.28722286,560861324.1676688,1.078811859554341
2013-05-31,525249735.28722286,565198574.1676688,1.076056847241628
2013-06-03,517580635.28722286,557476259.5581962,1.0770809832343011
2013-06-04,515981035.28722286,555292409.5581962,1.0761876340069174
2013-06-05,515082635.28722286,555797602.310363,1.079045505000254
2013-06-06,510085387.98230076,551196302.310363,1.0805961419335712
2013-06-07,511756437.98230076,552461802.310363,1.0795405026823914
2013-06-10,514892087.98230076,558685902.310363,1.0850543547866047
2013-06-11,512799887.98230076,559901988.5517387,1.091852790285835
2013-06-13,503706337.98230076,551118688.5517387,1.0941269684224302
2013-06-14,503166437.98230076,551551738.5517387,1.0961616215172523
2013-06-17,504611087.98230076,555604503.3544054,1.1010548848143686
2013-06-18,506708953.066746,556175203.3544054,1.0976226095636867
2013-06-19,504708503.066746,556373003.3544054,1.102365028474321
2013-06-20,501171603.066746,551554072.4783192,1.100529377768563
2013-06-21,496818953.066746,547374072.4783192,1.1017576304195087
2013-06-24,494757153.066746,548035872.4783192,1.1076866076242167
2013-06-25,491233903.06674594,538974322.4783192,1.0971846998212713
2013-06-26,495919784.01810175,543763343.1417811,1.0964743909509627
2013-06-27,497295659.25941074,550516223.125832,1.107019964633673
2013-06-28,509604809.25941074,564922873.125832,1.108550906234211
2013-07-01,507027109.25941074,560280349.5830503,1.1050303610026373
2013-07-02,507201909.25941074,557424757.9375744,1.0990194393224906
2013-07-03,505514159.25941074,546405307.9375744,1.0808902143078842
2013-07-04,505363709.25941074,546573590.3651078,1.0815449949227427
2013-07-05,508205659.25941074,553597090.3651078,1.0893170516279655
2013-07-08,505386959.25941074,549999940.3651078,1.0882748956781008
2013-07-09,511149309.25941074,558983040.3651078,1.0935807409678435
2013-07-10,515529209.25941074,568643040.3651078,1.1030277822317736
2013-07-11,523583409.25941074,578590540.3651078,1.1050589650720648
2013-07-12,526012259.25941074,582060790.3651078,1.1065536593854477
2013-07-15,527849259.25941074,583209290.3651078,1.104878485921092
2013-07-16,528157059.35732025,583726038.6370546,1.1052129821900942
2013-07-17,532231064.990324,590032433.3372195,1.1086020192149932
2013-07-18,532209337.59623873,590437120.7876703,1.109407669272436
2013-07-19,528911187.59623873,583450405.909324,1.1031160232419202
2013-07-22,530554444.04565614,590362247.6327158,1.1127269863786364
2013-07-23,535420944.04565614,599162762.6327158,1.1190499163245737
2013-07-24,533857385.43246025,594805638.017823,1.1141657945520236
2013-07-25,531226965.24347997,590269707.098584,1.111144097943226
2013-07-26,532962255.0345965,590331535.530308,1.1076422954041791
2013-07-29,531401777.68674976,590986139.6661906,1.1121267644960056
2013-07-30,534610427.68674976,596188489.6661906,1.1151830544082129
2013-07-31,531683227.68674976,593500689.6661906,1.1162674667177233
2013-08-01,532971427.68674976,592175539.6661906,1.1110830879553972
2013-08-02,537625669.6867497,596112039.6661906,1.1087864164177992
2013-08-05,538194352.6867497,596856816.2756515,1.1089986606066184
2013-08-06,532646986.68674976,587714066.2756515,1.1033838188617908
2013-08-07,528554829.18674976,575771366.2756515,1.0893313890662024
2013-08-08,526584787.68674976,577526390.4191489,1.0967396019094704
2013-08-09,523342304.68674976,571079102.032361,1.0912152465377025
2013-08-12,526841970.68674976,577651492.6461688,1.0964416747078594
2013-08-13,526076112.18674976,582361182.6970255,1.1069903559701935
2013-08-14,525861374.44780314,582865325.6287295,1.1084010995117963
2013-08-15,524121907.4073794,576755932.280548,1.1004232491130317
2013-08-16,525280470.605841,579808159.148307,1.1038068072083007
2013-08-19,524524101.565974,576102785.0080019,1.098334248679973
2013-08-20,523792475.565974,576850092.1480421,1.1012951102910322
2013-08-22,522612171.37525123,570782044.1300899,1.0921713564919084
2013-08-23,523189475.8135884,573907391.4795343,1.0969398621542927
2013-08-26,524993229.26678085,573836160.7013057,1.093035354956368
2013-08-27,523696620.26678085,572625066.259793,1.0934289894177418
2013-08-28,522574515.4747886,571590058.7983598,1.0937962756929271
2013-08-29,523272765.24874425,576557271.3498704,1.101829312816991
2013-08-30,529209576.24874425,587717449.7709584,1.1105570952380381
2013-09-02,528529264.7114405,586502294.7309732,1.1096874551519567
2013-09-03,533518925.3761755,592743645.525877,1.1110077212498939
2013-09-04,537363669.0286152,595277973.1230361,1.107774878415416
2013-09-05,538676346.381382,599465554.6486835,1.1128492250971476
2013-09-06,537868187.6572618,598247446.4311951,1.112256608885759
2013-09-09,537622904.358855,598520398.1162059,1.1132717621656663
2013-09-10,541528296.358855,594370492.3597383,1.097579750414125
2013-09-11,542469939.358855,599223793.650423,1.1046211968144177
2013-09-12,544252399.358855,599998994.1117433,1.1024278346196716
2013-09-13,543152291.358855,595633985.1110156,1.0966242701855535
2013-09-14,540929148.358855,593856142.4103906,1.0978445961215304
2013-09-16,547558734.358855,600910613.0382389,1.0974359010853043
2013-09-17,548535192.858855,602009418.4882389,1.0974854965106013
2013-09-18,546638049.858855,600860185.0248079,1.0991920251068388
2013-09-23,554696778.358855,606077562.7518872,1.092628597095965
2013-09-24,554443119.858855,603288240.2018872,1.0880976219083875
2013-09-25,555244985.5526563,602659384.2018872,1.0853936548423533
2013-09-26,546258631.372494,595581513.8518872,1.0902921796502651
2013-09-27,551128262.280064,598051965.7518872,1.0851411670990994
2013-09-30,544756440.06165,591404806.8518872,1.0856316022348593
2013-10-01,545770643.2398216,592620279.3018873,1.0858412533586552
2013-10-02,542873780.0119157,592502962.3018873,1.0914193761372712
2013-10-03,554677435.7875011,606724982.8018873,1.0938338999503232
2013-10-04,555901603.2875011,607710268.7018872,1.093197546306755
2013-10-07,555265903.7326386,608071340.1518873,1.095099367824095
2013-10-08,559195736.5989112,615562161.8612164,1.1007990969407813
2013-10-09,557325781.2946372,616685890.9612164,1.1065088170310173
2013-10-11,558003504.7974696,617794064.4112165,1.107150867511931
2013-10-14,555805103.2974696,617091838.8612164,1.1102665938116547
2013-10-15,560015264.7974696,619506844.8612164,1.1062320686655962
2013-10-16,557902931.9826603,616548485.0612165,1.1051178434752855
2013-10-17,557626685.4602977,617610855.8612164,1.107570480332024
2013-10-18,558829439.0552232,617062861.4112165,1.104206074852543
2013-10-21,555842964.0552232,617078515.8612164,1.1101669999728725
2013-10-22,555059172.5552232,617257224.3112165,1.1120566145581625
2013-10-23,555610155.0552232,612941677.8612164,1.1031865999646728
2013-10-24,557376222.5552232,613712507.8612164,1.1010740735364102
2013-10-25,553549044.5552232,608855004.8898038,1.0999115812385132
2013-10-28,558401805.0552232,615510868.2280269,1.102272347001378
2013-10-29,555785011.5552232,616577012.093536,1.1093804245785648
2013-10-30,559340030.5552232,620501907.4786677,1.1093465040625339
2013-10-31,560878438.0552232,620421713.089718,1.1061607489154937
2013-11-01,556585179.0552232,613561896.089718,1.1023683690809194
2013-11-04,551317852.0552232,609630654.689718,1.1057698429628464
2013-11-05,548766600.0552232,604542037.5397179,1.1016378137424578
2013-11-06,548602501.5552232,608852358.2897179,1.1098242471802324
2013-11-07,545324694.2938126,607049239.5397179,1.1131886120173553
2013-11-08,546796186.1774912,603247863.0267241,1.103240802105574
2013-11-11,542443883.3765222,600989643.3824825,1.107929615947614
2013-11-12,545665583.8765222,603486119.0822209,1.1059633169365926
2013-11-13,539565664.3765222,598278088.6905324,1.108814233726035
2013-11-14,539616414.3765222,600424837.0405325,1.112688237503429
2013-11-15,541406473.8765222,603350282.4905325,1.1144127593644877
2013-11-18,542086526.3765222,611332946.5905324,1.1277405300531544
2013-11-19,543315100.3765222,613537341.8905325,1.1292477265317045
2013-11-20,541771489.8765222,611149758.9905325,1.128058176575188
2013-11-21,535788022.3765221,603088288.0405325,1.125609873407576
2013-11-22,540017932.8765222,607539074.7405325,1.1250349993089015
2013-11-25,547117680.3765222,617176409.4405324,1.128050566773489
2013-11-26,547253426.3765222,614737933.0405325,1.1233149093480128
2013-11-27,548380817.8765222,616854252.4405324,1.124864751522779
2013-11-28,551737520.2492924,620345740.8405325,1.1243493836711356
2013-11-29,553068420.2492924,621106378.1905324,1.1230190613858813
2013-12-02,552263912.7492924,621667462.3405325,1.125670984449688
2013-12-03,550088911.2492924,619024496.2905325,1.1253171689730708
2013-12-04,551761896.7492924,620199433.1405325,1.1240345460504615
2013-12-05,549903578.7492924,618554958.7405325,1.1248425772157762
2013-12-06,546880943.2492924,615226739.8405324,1.1249738127373092
2013-12-09,553586464.2492924,621383547.5405325,1.1224688240583671
2013-12-10,556245998.2492924,620874252.6905324,1.1161864618256105
2013-12-11,558329115.7492924,623522750.3905325,1.1167656007939843
2013-12-12,552359511.2492924,615290913.0905324,1.11393196018098
2013-12-13,555895596.7492924,616986808.9905325,1.1098969169723287
2013-12-16,552323043.7492924,612524824.8905325,1.1089974097994844
2013-12-17,550929334.7492924,614099918.0405325,1.1146618618883068
2013-12-18,550926379.7492924,616525947.5405325,1.1190713863095323
2013-12-19,552380264.2492924,622805835.8405324,1.127494728087274
2013-12-20,550675826.7492924,622153468.3905325,1.129799853505794
2013-12-23,551780949.3184775,626601452.8405324,1.1355982000003229
2013-12-24,551463999.3184775,625591598.8405324,1.1344196531662356
2013-12-25,553116564.6599448,627701976.0405325,1.1348457380343377
2013-12-26,554320171.6599448,628020961.8405324,1.1329570777839209
2013-12-27,556292197.1599448,631940532.0405325,1.1359866905680098
2013-12-30,562384441.1599448,642015391.8905325,1.1415952236629183
2013-12-31,560887215.1599448,640396223.9405324,1.1417557873161979
2014-01-02,561311648.6599448,641758380.1905324,1.143319191259692
2014-01-03,555861288.6599448,633179511.1405325,1.1390962530723885
2014-01-06,554061753.6599448,628648913.2905325,1.134618856360126
2014-01-07,552936112.1599448,630195610.9405324,1.1397259051842128
2014-01-08,553825762.1599448,630760161.3405324,1.1389144464507035
2014-01-09,554180106.1599448,627722137.9405324,1.1327042074645717
2014-01-10,554398131.1599448,624977823.3905325,1.127308676316994
2014-01-13,556263324.1599448,628650000.6405325,1.130130233895798
2014-01-14,556797892.6599448,625182621.4905325,1.1228178657499923
2014-01-15,558031007.3977739,625984302.4905325,1.1217733319330057
2014-01-16,558441021.9120578,627386970.6905324,1.1234614687553024
2014-01-17,557579455.7634969,628337961.6405325,1.1269030003627833
2014-01-20,558955429.7634969,628525182.2905325,1.1244638638835152
2014-01-21,556666320.7634969,629614840.2405325,1.131045325998855
2014-01-22,559178247.2634969,630970595.0405325,1.128389021082942
2014-01-23,556451262.7634969,627072307.0405325,1.1269132608780708
2014-01-24,558955213.7634969,626750064.6405325,1.1212885204533054
2014-01-27,550872374.7634969,616287232.9905325,1.118747755784849
2014-02-05,539418395.2634969,596547869.0905325,1.105909391167739
2014-02-06,540308603.2634969,598580115.6240113,1.1078485739604198
2014-02-07,543696829.7634969,604257623.1435665,1.111387063644298
2014-02-10,543168804.7634969,604627896.9314528,1.1131491566322849
2014-02-11,543810804.7634969,606486582.7335101,1.1152529104258437
2014-02-12,547973424.2634969,614480076.2310667,1.1213683894560362
2014-02-13,545781024.7634969,611867809.8810668,1.1210866302033995
2014-02-14,548695726.7634969,618647563.9810667,1.1274874831451367
2014-02-17,548508718.2634969,617011147.9810667,1.124888497551031
2014-02-18,552456945.2634969,621296231.3810668,1.124605703137168
2014-02-19,552177162.7634969,622423702.4810667,1.127217394080561
2014-02-20,547393968.2634969,618690155.4810667,1.130246570753681
2014-02-21,553825454.2634969,624559464.5810667,1.1277189586954526
2014-02-24,551609687.7634969,614178882.3310667,1.1134301952187549
2014-02-25,549884969.7634969,612800434.8310667,1.1144156842377952
2014-02-26,549660494.2634969,611774327.6190941,1.1130039979293491
2014-02-27,552712463.2634969,613514079.2912974,1.1100058711699692
2014-03-03,547768651.7634969,606647448.0632561,1.1074884371535387
2014-03-04,544729034.7634969,602764143.2132562,1.1065394072026218
2014-03-05,546297993.7634969,605614027.4029272,1.108578164878104
2014-03-06,551172012.2634969,610839645.3386692,1.1082559196540755
2014-03-07,554330162.7634969,612607719.6386691,1.1051314916450545
2014-03-10,550294902.2634969,606498041.4386691,1.1021327636218234
2014-03-11,548070884.2634969,605763322.5386691,1.105264555975638
2014-03-12,548630543.1658949,606391497.2386692,1.1052820605638585
2014-03-13,546808479.4495718,609249105.9886692,1.1141910355924824
2014-03-14,544116970.8823038,604965710.5886692,1.1118302551888744
2014-03-17,545076598.4400564,604837774.6886691,1.1096381250261742
2014-03-18,547286594.7470039,609968525.4886692,1.114532187236637
2014-03-19,544966185.6993934,606827007.0386691,1.113513137076359
2014-03-20,539794350.1993934,598675134.8040829,1.1090800312803193
2014-03-21,539305957.6993934,598427566.0239875,1.1096253573329673
2014-03-24,541370818.1993934,599422468.5239875,1.1072308450567667
2014-03-25,542690108.1993934,602145852.8239876,1.1095574504238968
2014-03-26,544401224.6993934,604818652.2239876,1.1109795951652301
2014-03-27,542633932.6993934,608187087.0739876,1.1208054830786065
2014-03-28,547639618.6993934,610193658.2739875,1.1142248249371653
2014-03-31,551026944.1993934,610685149.6239876,1.1082673107959788
2014-04-01,551691804.1993934,611695061.1239876,1.1087622771769647
2014-04-02,550143633.1993934,611370838.4739876,1.1112931270666966
2014-04-03,551580652.1993934,609813746.4239876,1.1055749399337946
2014-04-07,550042749.6993934,607896853.4739876,1.1051811042072863
2014-04-08,552333453.1993934,609525211.0239875,1.1035457068430505
2014-04-09,553928953.1993934,612042550.5739876,1.1049116444246876
2014-04-10,556021013.1993934,617255302.0739876,1.110129450903747
2014-04-11,555424420.6993934,616476618.1239876,1.1099199011590397
2014-04-14,554828687.1993934,614342415.7739875,1.1072650530653008
2014-04-15,553142642.6993934,613646398.5239875,1.109381832377503
2014-04-16,551635334.6993934,612332587.1239876,1.1100314802308129
2014-04-17,554221970.1993934,613259069.9739876,1.1065224818737416
2014-04-18,554949127.6993934,612818586.4239876,1.104278853386974
2014-04-21,552821852.1993934,609842415.9739876,1.1031445547019147
2014-04-22,552318828.1993934,611170802.5239875,1.1065543510737388
2014-04-23,550858286.6993934,609232031.3239876,1.1059687147022064
2014-04-24,552088478.1993934,607118494.1739876,1.0996760811855224
2014-04-25,545291685.2581129,596501228.4239876,1.0939122024969714
2014-04-28,546594875.7581129,596844206.9739876,1.0919315812212476
2014-04-29,549032661.2581129,598203989.4739876,1.0895599327427956
2014-04-30,544267233.7581129,592620730.8145974,1.0888414625341456
2014-05-02,549191126.2681748,597074346.8826787,1.0871886276456735
2014-05-05,547512349.8354557,591881996.2326788,1.0810386220704566
2014-05-06,550695160.7300249,599321696.8826787,1.0883002786663176
2014-05-07,550983612.6382035,595328490.3326787,1.0804831154272345
2014-05-08,553552219.7774433,602140239.5326787,1.0877749524241278
2014-05-09,552147002.8791524,599584009.3826787,1.085913726337674
2014-05-12,548751592.0480821,596374090.9826788,1.086783345369181
2014-05-13,550089136.7428691,596827944.6326787,1.08496588055993
2014-05-14,552854954.2088236,601447303.4326787,1.0878934860833334
2014-05-15,553368896.2048641,601704525.1326787,1.0873479323816568
2014-05-16,554223153.2048641,605614483.9326787,1.0927267842035069
2014-05-19,554732002.2048641,607600520.3826787,1.095304611898504
2014-05-20,553494720.7048641,606152480.8826787,1.0951368788319353
2014-05-21,551815751.7048641,602875942.9826788,1.0925312318832172
2014-05-22,558053841.6153191,609230394.4238989,1.091705403658626
2014-05-23,560981142.1153191,612522922.623899,1.0918779200210345
2014-05-26,561799701.7772018,613621155.723899,1.0922418680230068
2014-05-27,563866320.008964,614785590.8238989,1.0903037989822224
2014-05-28,569888820.421935,622154165.9238989,1.0917114770970024
2014-05-29,569295160.8584958,622341402.9222826,1.0931788037400374
2014-05-30,574254110.7952836,621600631.808239,1.0824487280506974
2014-06-03,574014265.1178623,620472991.5082389,1.0809365362737757
2014-06-04,571010245.5453886,617227176.6082389,1.080938882311485
2014-06-05,571079264.0453886,618856764.208239,1.083661766712393
2014-06-06,571993556.5453886,620463295.1467,1.084738259804969
2014-06-09,572539514.0453886,623043116.0467,1.0882098104364335
2014-06-10,577089575.0453886,628994866.7967,1.089943215049811
2014-06-11,575744216.0453886,629202376.1467,1.0928505378108688
2014-06-12,576198409.5453886,627350770.8467,1.088775603080317
2014-06-13,576514993.5453886,625653731.5467,1.085234102410977
2014-06-16,576329233.5453886,626510125.4967,1.0870698361813351
2014-06-17,577408793.5453886,628386530.0967,1.088287080351339
2014-06-18,577924243.5453886,629700379.6810491,1.0895898324286064
2014-06-19,577969217.5453886,632011753.3310491,1.0935041765981532
2014-06-20,574519081.9912609,629620608.1310492,1.0959089573644945
2014-06-23,577027743.7766083,629000167.6810491,1.0900691941851612
2014-06-24,579865519.9321488,632050431.6310492,1.0899948520908893
2014-06-25,581416809.4280578,630788407.5310491,1.0849160142988614
2014-06-26,584507532.2586129,633478413.7810491,1.0837814379109991
2014-06-27,585257486.6601447,633044351.9810492,1.081651010726248
2014-06-30,585816603.910354,637547484.3310492,1.0883055892840678
2014-07-01,586954829.9296118,637370331.0310491,1.0858933235245432
2014-07-02,587870178.6142651,639399178.4310492,1.0876537060244302
2014-07-03,584593484.1142651,638947309.7810491,1.0929771322188737
2014-07-04,584985876.6142651,638268716.9810492,1.0910839774033012
2014-07-07,583480292.1142651,637998099.0310491,1.0934355584131839
2014-07-08,589084270.6142651,645270336.8810492,1.0953786564496049
2014-07-09,590013462.1142651,650229266.4710492,1.1020583566703812
2014-07-10,595098163.1142651,659522241.6210492,1.1082579018050405
2014-07-11,591513317.6142651,655756559.9210491,1.1086082770982986
2014-07-14,594140727.1142651,669054249.9210491,1.1260871699044066
2014-07-15,600673904.1142651,678197992.8210491,1.129061855652109
2014-07-16,598761409.1142651,671033477.0710491,1.1207026151930775
2014-07-17,601328190.1142651,671422313.6010491,1.1165655038947444
2014-07-18,600765107.1142651,672356724.6510491,1.1191674028484604
2014-07-21,601181355.1142651,674282148.353612,1.121595243461023
2014-07-22,604761916.6142651,676406210.353612,1.118466940081883
2014-07-24,608172875.1142651,682863339.803612,1.1228112396089909
2014-07-25,610006910.6142651,682959361.053612,1.11959282619583
2014-07-28,618097699.8431542,684901029.6078734,1.108078916620578
2014-07-29,612856691.8431542,677194893.2078735,1.104980825405077
2014-07-30,616615303.8431542,683323862.4091657,1.108185051766052
2014-07-31,612104559.3431542,673410875.0399333,1.100156606842737
2014-08-01,606946183.4023335,664803460.3881111,1.0953252175694548
2014-08-04,604752082.435344,663778843.6226835,1.0976048911640586
2014-08-05,590407452.4414252,647148661.4726834,1.0961051707539
2014-08-06,597662203.5636934,653372244.0726835,1.0932132568812392
2014-08-07,599414114.660601,658643873.7226835,1.0988127533426861
2014-08-08,596659305.0044057,655561915.0673406,1.0987206762199073
2014-08-11,600871228.7249758,663121176.946668,1.1035994822947073
2014-08-12,598511349.5523268,661832778.8334273,1.1057982097222776
2014-08-13,604966514.7450894,667794725.9426714,1.1038540310351814
2014-08-14,605524293.5293599,668605450.2872485,1.104176095710733
2014-08-15,603446143.432464,666967581.0660605,1.1052644686272748
2014-08-18,600469295.5813862,661203159.9660605,1.1011439965899847
2014-08-19,608524089.3732482,670719384.470345,1.102206792110983
2014-08-20,614798334.1417164,681786644.120345,1.1089598104915932
2014-08-21,619419301.4343598,684690262.7930435,1.1053744389423108
2014-08-22,629181033.7843597,695381047.1930435,1.1052161617309217
2014-08-25,627400797.0343598,696217295.1430435,1.1096850664423286
2014-08-26,626193793.3343598,694062549.9930434,1.1083829916251577
2014-08-27,629780892.3843597,699866648.6930434,1.1112859363569096
2014-08-28,627383740.2042334,702576166.4930433,1.1198507730919713
2014-08-29,620256744.5542334,696133102.1565435,1.122330564348544
2014-09-01,625685035.5154227,698676264.8391279,1.1166581030079725
2014-09-02,620423659.5813934,691443125.5714543,1.1144693064058495
2014-09-03,628690273.5164902,698962700.9755234,1.1117759100454572
2014-09-04,627967863.6355604,699388416.7463171,1.1137328153980273
2014-09-05,624101977.43177,701051936.4740695,1.1232970921818817
2014-09-09,625552143.2952621,705005621.8126229,1.1270133583090587
2014-09-10,622912003.5589854,698452737.7214159,1.1212703138337858
2014-09-11,622805824.5563025,696785305.4195131,1.1187841827200553
2014-09-12,620042570.8708069,691758857.830765,1.1156634888137398
2014-09-15,618965898.79429,686799448.125152,1.109591739162041
2014-09-16,611142382.1672266,682203881.9595162,1.116276504241601
2014-09-17,615420179.6409662,684635470.3793447,1.1124683476884987
2014-09-18,617719124.2710136,688191372.9793446,1.1140846153848598
2014-09-19,617535089.6996686,687733343.8293446,1.1136749235801582
2014-09-22,613048822.5302424,683820030.5872151,1.1154413897491524
