id,layer,buy_id,sell_id,heldout_score,mdd_improve_pp,cagr_giveback_pp,tip_ytd,tip_1y,tip_clean,coexist,vs_live_heldout_delta,n_fills,full_cagr,full_mdd
X__BELOW_MA20__BIAS20_GT5,CROSS,BELOW_MA20,BIAS20_GT5,-4.287139789907957,-3.4973015059448054,1.5796765679263025,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.82777664748788,3436.0,0.1382021400983875,-0.25884023790084487
X__RSI6_LT20__MFI14_GT80,CROSS,RSI6_LT20,MFI14_GT80,-4.287739418548286,-3.06874942217491,2.4379799927467527,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.82837627612821,5017.0,0.13018676184537892,-0.25455471706314603
X__RSI6_LT20__D9_GT80,CROSS,RSI6_LT20,D9_GT80,-4.290955882864999,-3.02176481594042,2.5383821338491597,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.831592740444923,5626.0,0.12931900477302793,-0.254084871000801
X__ROC10_LT_N5__MACD_HIST_POS,CROSS,ROC10_LT_N5,MACD_HIST_POS,-4.298263894062049,-2.641761400154119,3.3130049878158596,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.838900751641972,6817.0,0.12334237822961147,-0.2502848368429379
X__BIAS20_LT_N5__RSI6_GT80,CROSS,BIAS20_LT_N5,RSI6_GT80,-4.357979685673941,-3.065604144331069,2.5847510826857434,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.898616543253865,5926.0,0.12677002615144461,-0.2545232642847074
X__K9_LT30__RSI6_GT80,CROSS,K9_LT30,RSI6_GT80,-4.360396678284939,-3.247787274748326,2.225218807073226,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.901033535864863,4219.0,0.13464699305234595,-0.2563450955888801
X__BELOW_MA60__ROC10_GT5,CROSS,BELOW_MA60,ROC10_GT5,-4.360694455211722,-3.659738047361838,1.4019128156997684,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.901331312791646,4194.0,0.13414789593715404,-0.2604646033150152
X__ROC10_LT_N5__ABOVE_MA20,CROSS,ROC10_LT_N5,ABOVE_MA20,-4.362150335965797,-2.614660646336542,3.4949793792585115,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.902787193545721,6717.0,0.12175948721711505,-0.2500138293047621
X__BIAS20_LT_N5__K9_GT70,CROSS,BIAS20_LT_N5,K9_GT70,-4.387574731953348,-2.7249631970642785,3.325223069778138,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.928211589533271,7233.0,0.12303327627766136,-0.2511168548120397
X__BIAS20_LT_N5__MFI14_GT80,CROSS,BIAS20_LT_N5,MFI14_GT80,-4.394014314119121,-3.2995625333019363,2.18890356163437,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.934651171699045,5806.0,0.12896986430555613,-0.25686284817441607
X__RSI14_LT30__BB_UPPER,CROSS,RSI14_LT30,BB_UPPER,-4.409278731234545,-2.869651805867801,3.0792538507334877,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.949915588814469,5999.0,0.12891964414310064,-0.25256374090007494
X__RSI14_LT30__BB_PCTB_GT1,CROSS,RSI14_LT30,BB_PCTB_GT1,-4.409278731234545,-2.869651805867801,3.0792538507334877,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.949915588814469,5999.0,0.12891964414310064,-0.25256374090007494
X__RSI14_LT30__MFI14_GT80,CROSS,RSI14_LT30,MFI14_GT80,-4.428638688955733,-2.9825263620858466,2.8922246537397722,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.969275546535656,5685.0,0.12936707632126576,-0.2536924864622554
X__RSI14_LT30__RSI14_GT70,CROSS,RSI14_LT30,RSI14_GT70,-4.443137046432277,-3.2228010152945075,2.4406720622755396,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.9837739040122,5320.0,0.13216522908782413,-0.2560952329943418
X__K9_LT30__MFI14_GT80,CROSS,K9_LT30,MFI14_GT80,-4.474970628605135,-3.5122820895267415,1.925377078156787,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.015607486185059,3976.0,0.13641555139155082,-0.25899004373666423
X__K9_LT30__RSI14_GT70,CROSS,K9_LT30,RSI14_GT70,-4.481722216982331,-3.3328557007205273,2.297733032523608,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.022359074562255,3911.0,0.13433062425353293,-0.257195779848602
X__BIAS20_LT_N5__K9_GT80,CROSS,BIAS20_LT_N5,K9_GT80,-4.4837791120142745,-2.930671207315061,3.106215809398427,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.024415969594198,6881.0,0.12377474360744656,-0.2531739349145474
X__BELOW_MA20__ABOVE_MA60,CROSS,BELOW_MA20,ABOVE_MA60,-4.504485143854186,-3.517039661864063,1.974890963980247,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.04512200143411,4894.0,0.1346986708611988,-0.25903761946003745
X__RSI6_LT20__RSI14_GT70,CROSS,RSI6_LT20,RSI14_GT70,-4.549492645279541,-3.328086482784809,2.442812324989463,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.090129502859464,4739.0,0.13098008497036773,-0.2571480876692448
X__BIAS20_LT_N5__D9_GT80,CROSS,BIAS20_LT_N5,D9_GT80,-4.576217345372635,-3.198794084682066,2.754846521381138,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.116854202952559,6445.0,0.12570315452079117,-0.2558551636882176
X__ROC10_LT_N5__ABOVE_MA60,CROSS,ROC10_LT_N5,ABOVE_MA60,-4.619709273880823,-2.9783132410399538,3.282792065681739,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.160346131460747,6639.0,0.12364678129647788,-0.25365035525179636
X__WILLR14_LT_N80__MFI14_GT80,CROSS,WILLR14_LT_N80,MFI14_GT80,-4.623861223792702,-3.620018021101612,2.007686405382181,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.164498081372626,3797.0,0.1366375612739008,-0.26006740305241305
X__RSI6_LT20__ABOVE_MA60,CROSS,RSI6_LT20,ABOVE_MA60,-4.629336794988115,-2.886152718697421,3.486368152581387,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.169973652568038,6474.0,0.12477076609866855,-0.25272875002837114
X__BIAS20_LT_N5__ABOVE_MA60,CROSS,BIAS20_LT_N5,ABOVE_MA60,-4.632668729052424,-3.0312489469084714,3.202839564287907,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.173305586632348,7138.0,0.12392570573484618,-0.25417971231048153
X__K9_LT30__D9_GT80,CROSS,K9_LT30,D9_GT80,-4.654576833124812,-3.4287686980400855,2.4516162701694544,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.195213690704736,4492.0,0.1330028497499618,-0.25815490982179756
X__RSI14_LT30__CCI20_GT100,CROSS,RSI14_LT30,CCI20_GT100,-4.680740744174871,-3.0728923323729562,3.215696823603831,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.221377601754795,6370.0,0.1276710461990762,-0.2545961461651264
BUY_LOW_WILLR14_LT_N80,BUY_LOW,WILLR14_LT_N80,,-4.710215043228361,-2.489582398850443,4.441265288755836,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.250851900808285,6046.0,0.12285323604015241,-0.24876304682990114
X__RSI6_LT20__K9_GT70,CROSS,RSI6_LT20,K9_GT70,-4.7166881894893375,-2.903268799330594,3.6268387803174873,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.257325047069261,6338.0,0.1252345134772952,-0.25289991083470265
X__BIAS20_LT_N5__ABOVE_MA20,CROSS,BIAS20_LT_N5,ABOVE_MA20,-4.731822761570292,-2.8784385449147187,3.7067684333111472,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.272459619150216,7213.0,0.12097134295039891,-0.252651608290544
X__BELOW_MA20__ROC10_GT5,CROSS,BELOW_MA20,ROC10_GT5,-4.75500035319576,-3.567345328250948,2.375310049889623,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.295637210775683,3880.0,0.13358279067604806,-0.2595406761239062
X__ROC10_LT_N5__CCI20_GT100,CROSS,ROC10_LT_N5,CCI20_GT100,-4.799855498090377,-3.1127541469089914,3.374202702362772,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.340492355670301,6058.0,0.12311289920955759,-0.25499476431048673
X__K9_LT30__ABOVE_MA60,CROSS,K9_LT30,ABOVE_MA60,-4.808571547231155,-3.134828767227904,3.3474855600065023,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.349208404811079,5450.0,0.12969748892238808,-0.25521551051367586
X__WILLR14_LT_N80__RSI14_GT70,CROSS,WILLR14_LT_N80,RSI14_GT70,-4.857346349251435,-3.787993641062748,2.1387054163773733,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.397983206831358,3677.0,0.13567468679566974,-0.2617471592520243
X__RSI6_LT20__CCI20_GT100,CROSS,RSI6_LT20,CCI20_GT100,-4.949192762213173,-3.144811317658003,3.6087628891103396,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.489829619793096,5818.0,0.12410979106979725,-0.25531533601797707
X__RSI6_LT20__BB_UPPER,CROSS,RSI6_LT20,BB_UPPER,-4.953564992273329,-3.1056572947845806,3.6958153949774974,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.494201849853253,5369.0,0.12326761457664914,-0.2549237957892426
X__RSI6_LT20__BB_PCTB_GT1,CROSS,RSI6_LT20,BB_PCTB_GT1,-4.953564992273329,-3.1056572947845806,3.6958153949774974,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.494201849853253,5369.0,0.12326761457664914,-0.2549237957892426
X__K9_LT30__K9_GT80,CROSS,K9_LT30,K9_GT80,-4.963492164634175,-3.4652248895028603,2.9965345502626306,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.504129022214099,4892.0,0.1295916214683046,-0.2585194717364254
X__BIAS20_LT_N5__BB_UPPER,CROSS,BIAS20_LT_N5,BB_UPPER,-4.992784252429161,-3.4323980553470634,3.120772394164195,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.533421110009084,6039.0,0.12575730523627637,-0.25819120339486745
X__BIAS20_LT_N5__BB_PCTB_GT1,CROSS,BIAS20_LT_N5,BB_PCTB_GT1,-4.992784252429161,-3.4323980553470634,3.120772394164195,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.533421110009084,6039.0,0.12575730523627637,-0.25819120339486745
X__WILLR14_LT_N80__D9_GT80,CROSS,WILLR14_LT_N80,D9_GT80,-5.031708189087702,-3.571296262721313,2.920823852732779,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.572345046667626,4349.0,0.1309831538912809,-0.25958018546861006
X__BIAS20_LT_N5__RSI14_GT70,CROSS,BIAS20_LT_N5,RSI14_GT70,-5.104782045457135,-3.597475705460984,3.014612679992301,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.645418903037059,5408.0,0.12569963641740323,-0.25984197989600666
X__WILLR14_LT_N80__RSI6_GT80,CROSS,WILLR14_LT_N80,RSI6_GT80,-5.111022990720304,-3.688841466780801,2.844363047879006,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.651659848300228,3975.0,0.13095961685164004,-0.26075563750920494
X__RSI14_LT30__ROC10_GT5,CROSS,RSI14_LT30,ROC10_GT5,-5.138501264874673,-3.527657524449257,3.2216874808508322,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.679138122454597,5751.0,0.12769054264371982,-0.2591437980858894
X__RSI6_LT20__BIAS20_GT5,CROSS,RSI6_LT20,BIAS20_GT5,-5.174017058780689,-3.6396493420688625,3.0687354334236527,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.7146539163606125,4514.0,0.12801201499639303,-0.26026371626208533
X__BIAS20_LT_N5__CCI20_GT100,CROSS,BIAS20_LT_N5,CCI20_GT100,-5.183545696848868,-3.570895804761698,3.2252997841743403,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.724182554428792,6546.0,0.1233208595700237,-0.2595761808890138
X__K9_LT30__BB_UPPER,CROSS,K9_LT30,BB_UPPER,-5.1982060990869545,-3.795793825542204,2.8048245470895017,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.738842956666878,4491.0,0.1311292392972876,-0.26182516109681897
X__K9_LT30__BB_PCTB_GT1,CROSS,K9_LT30,BB_PCTB_GT1,-5.1982060990869545,-3.795793825542204,2.8048245470895017,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.738842956666878,4491.0,0.1311292392972876,-0.26182516109681897
X__RSI6_LT20__ROC10_GT5,CROSS,RSI6_LT20,ROC10_GT5,-5.211968169342118,-3.5722830690933183,3.2793702004976,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.7526050269220415,5084.0,0.12649736310756032,-0.2595900535323301
X__K9_LT30__CCI20_GT100,CROSS,K9_LT30,CCI20_GT100,-5.239741803359632,-3.7768392441355325,2.9258051184481992,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.780378660939555,4781.0,0.1320978955665253,-0.26163561528275214
X__RSI6_LT20__K9_GT80,CROSS,RSI6_LT20,K9_GT80,-5.243610095404683,-3.4424410666065386,3.6023380575962882,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.784246952984606,6065.0,0.12464673802459303,-0.2582916335074621
X__WILLR14_LT_N80__BB_UPPER,CROSS,WILLR14_LT_N80,BB_UPPER,-5.4254739753434755,-3.89144743764559,3.0680530753957713,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.966110832923399,4258.0,0.13096170779734528,-0.2627816972178526
X__WILLR14_LT_N80__BB_PCTB_GT1,CROSS,WILLR14_LT_N80,BB_PCTB_GT1,-5.4254739753434755,-3.89144743764559,3.0680530753957713,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-5.966110832923399,4258.0,0.13096170779734528,-0.2627816972178526
X__BIAS20_LT_N5__ROC10_GT5,CROSS,BIAS20_LT_N5,ROC10_GT5,-5.479874625760939,-3.8558591935963005,3.2480308643292766,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.020511483340862,5753.0,0.12317964251671332,-0.26242581477735993
X__ROC10_LT_N5__BB_UPPER,CROSS,ROC10_LT_N5,BB_UPPER,-5.483464529378546,-3.833746060945875,3.299436936865341,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.02410138695847,5769.0,0.12481387561959534,-0.2622046834508557
X__ROC10_LT_N5__BB_PCTB_GT1,CROSS,ROC10_LT_N5,BB_PCTB_GT1,-5.483464529378546,-3.833746060945875,3.299436936865341,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.02410138695847,5769.0,0.12481387561959534,-0.2622046834508557
X__WILLR14_LT_N80__CCI20_GT100,CROSS,WILLR14_LT_N80,CCI20_GT100,-5.521877446722534,-3.8405531057804976,3.362648681884073,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.062514304302458,4539.0,0.13014306017986388,-0.2622727538992019
X__WILLR14_LT_N80__MACD_HIST_POS,CROSS,WILLR14_LT_N80,MACD_HIST_POS,-5.6368087756695555,-3.860099199066036,3.553419153207038,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.177445633249479,5181.0,0.1288202567432548,-0.2624682148320573
X__K9_LT30__BIAS20_GT5,CROSS,K9_LT30,BIAS20_GT5,-5.702264960777448,-4.4709303494710255,2.4626692226128455,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.242901818357372,3679.0,0.13434924329234943,-0.2685765263361072
X__RSI14_LT30__BIAS20_GT5,CROSS,RSI14_LT30,BIAS20_GT5,-5.7661275157124265,-4.239428030280212,3.0533989708644294,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.30676437329235,5040.0,0.12888480887793863,-0.26626150314419894
X__WILLR14_LT_N80__ABOVE_MA60,CROSS,WILLR14_LT_N80,ABOVE_MA60,-5.781713751831152,-3.7483488942791077,4.066729715104089,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.3223506094110755,5231.0,0.12699574217370202,-0.261350711784188
X__WILLR14_LT_N80__K9_GT80,CROSS,WILLR14_LT_N80,K9_GT80,-5.811867211447641,-3.9116358507698012,3.8004627213556796,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.352504069027565,4678.0,0.12666368099249037,-0.2629835813490947
X__WILLR14_LT_N80__BIAS20_GT5,CROSS,WILLR14_LT_N80,BIAS20_GT5,-5.865644652449609,-4.454364143971912,2.822561016955394,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.406281510029532,3563.0,0.13334359362967962,-0.2684108642811158
X__WILLR14_LT_N80__WILLR14_GT_N20,CROSS,WILLR14_LT_N80,WILLR14_GT_N20,-5.924294154609655,-3.882092532934023,4.0844032433512645,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.464931012189578,4994.0,0.1260729215436076,-0.26268814817073705
X__WILLR14_LT_N80__K9_GT70,CROSS,WILLR14_LT_N80,K9_GT70,-5.925111529621841,-3.827213732294321,4.1957955946550385,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.4657483872017645,5029.0,0.12683021153247176,-0.26213936016434003
X__ROC10_LT_N5__BIAS20_GT5,CROSS,ROC10_LT_N5,BIAS20_GT5,-6.057399905052074,-4.408716901659915,3.297366006784319,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.598036762631998,4824.0,0.12593753614717906,-0.26795439185799597
X__K9_LT30__ROC10_GT5,CROSS,K9_LT30,ROC10_GT5,-6.147406714558045,-4.533652189410697,3.227509050294697,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.6880435721379685,4002.0,0.13026664042480296,-0.2692037447355037
X__WILLR14_LT_N80__ABOVE_MA20,CROSS,WILLR14_LT_N80,ABOVE_MA20,-6.193725861854915,-3.9641005722503064,4.459250579209217,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.734362719434839,5272.0,0.12425795584815513,-0.2635082285638999
X__WILLR14_LT_N80__ROC10_GT5,CROSS,WILLR14_LT_N80,ROC10_GT5,-6.275590856343371,-4.447611479165936,3.655958754354871,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.816227713923294,3940.0,0.12881550766855132,-0.26834333763305607
X__BIAS20_LT_N5__BIAS20_GT5,CROSS,BIAS20_LT_N5,BIAS20_GT5,-6.369899623274522,-4.758087684441092,3.223623877666859,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-6.910536480854446,5096.0,0.12619927291128397,-0.27144809968580774
X__ROC10_LT_N5__ROC10_GT5,CROSS,ROC10_LT_N5,ROC10_GT5,-6.479653404083296,-4.778796854636147,3.401713098894299,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-7.020290261663219,5643.0,0.12532365176423954,-0.2716551913877582
