code,name,industry,listing_date,asof_table_date,source,pit_note
2006,東和鋼鐵,10,19880713,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2007,燁興,10,19881004,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2008,高興昌,10,19881228,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2009,第一銅,10,19891020,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2010,春源,10,19891222,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2012,春雨,10,19911017,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2013,中鋼構,10,19920121,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2014,中鴻,10,19920220,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2015,豐興,10,19920525,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2017,官田鋼,10,19921102,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2020,美亞,10,19930427,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2022,聚亨,10,19950327,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2023,燁輝,10,19950728,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2024,志聯,10,19951230,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2025,千興,10,19960208,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2027,大成鋼,10,19961024,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2028,威致,10,19961213,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2029,盛餘,10,19970111,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2030,彰源,10,19981224,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2031,新光鋼,10,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2032,新鋼,10,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2033,佳大,10,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2034,允強,10,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2038,海光,10,20081230,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2049,上銀,05,20090626,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2059,川湖,28,20080625,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2062,橋椿,38,20071116,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2069,運錩,10,20160322,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2072,世紀風電,35,20260326,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2101,南港,11,19631101,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2102,泰豐,11,19790716,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2103,台橡,11,19820925,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2104,國際中橡,11,19860715,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2105,正新,11,19871207,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2106,建大,11,19901220,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2107,厚生,11,19920303,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2108,南帝,11,19921027,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2109,華豐,11,20000508,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2114,鑫永銓,11,20101229,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2115,六暉-KY,12,20131225,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2201,裕隆,12,19760708,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2204,中華,12,19910312,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2206,三陽工業,12,19960729,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2207,和泰車,12,19970225,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2208,台船,15,20081222,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2211,長榮鋼,10,20210412,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2227,裕日車,12,20041221,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2228,劍麟,12,20131125,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2231,為升,12,20101119,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2233,宇隆,12,20190917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2236,百達-KY,12,20150603,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2237,華德動能-創,12,20260810,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2239,英利-KY,12,20160127,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2241,艾姆勒,12,20200826,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2243,宏旭-KY,12,20170927,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2247,汎德永業,12,20201012,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2248,華勝-KY,12,20250313,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2250,IKKA-KY,12,20210531,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2254,巨鎧精密-創,12,20231020,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2258,鴻華先進-創,12,20231120,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2301,光寶科,25,19951117,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2302,麗正,24,19850115,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2303,聯電,24,19850716,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2305,全友,25,19881021,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2308,台達電,28,19881219,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2312,金寶,31,19891107,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2313,華通,28,19900724,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2314,台揚,27,19900808,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2316,楠梓電,28,19910205,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2317,鴻海,31,19910618,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2321,東訊,27,19911108,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2323,中環,26,19920217,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2324,仁寶,25,19920218,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2327,國巨*,28,19931022,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2328,廣宇,28,19931109,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2329,華泰,24,19940420,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2330,台積電,24,19940905,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2331,精英,25,19940921,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2332,友訊,27,19941017,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2337,旺宏,24,19950315,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2338,光罩,24,19950417,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2340,台亞,24,19950502,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2342,茂矽,24,19950919,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2344,華邦電,24,19951018,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2345,智邦,27,19951115,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2347,聯強,29,19951213,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2348,海悅,20,19960105,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2349,錸德,26,19960423,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2351,順德,24,19960425,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2352,佳世達,25,19960722,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2353,宏碁,25,19960918,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2354,鴻準,31,19961008,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2355,敬鵬,28,19961014,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2356,英業達,25,19961113,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2357,華碩,25,19961114,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2359,所羅門,31,19961219,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2360,致茂,31,19961221,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2362,藍天,25,19970402,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2363,矽統,24,19970801,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2364,倫飛,25,19970811,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2365,昆盈,25,19971103,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2367,燿華,28,19971213,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2368,金像電,28,19980309,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2369,菱生,24,19980410,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2371,大同,05,19620209,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2373,震旦行,31,19910801,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2374,佳能,26,19950116,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2375,凱美,28,19980829,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2376,技嘉,25,19980924,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2377,微星,25,19981031,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2379,瑞昱,24,19981026,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2380,虹光,25,19981203,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2382,廣達,25,19990108,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2383,台光電,28,19981127,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2385,群光,28,19990105,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2387,精元,25,19990125,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2388,威盛,24,19990305,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2390,云辰,31,19990615,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2392,正崴,28,19990920,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2393,億光,26,19991104,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2395,研華,25,19991213,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2397,友通,25,20000115,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2399,映泰,25,19991216,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2401,凌陽,24,20000127,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2402,毅嘉,28,20000114,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2404,漢唐,31,20000314,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2405,輔信,25,20000317,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2406,國碩,26,20000429,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2408,南亞科,24,20000817,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2409,友達,26,20000908,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2412,中華電,27,20001027,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2413,環科,28,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2414,精技,29,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2415,錩新,28,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2417,圓剛,25,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2419,仲琦,27,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2420,新巨,28,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2421,建準,28,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2423,固緯,31,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2424,隴華,27,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2425,承啟,25,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2426,鼎元,26,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2427,三商電,30,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2428,興勤,28,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2429,銘旺科,26,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2430,燦坤,29,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2431,聯昌,28,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2432,倚天酷碁-創,25,20230531,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2433,互盛電,31,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2434,統懋,24,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2436,偉詮電,24,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2438,翔耀,26,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2439,美律,27,20000911,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2440,太空梭,28,20001110,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2441,超豐,24,20001026,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2442,新美齊,14,20001122,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2444,兆勁,27,20001208,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2449,京元電子,24,20010509,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2450,神腦,27,20010524,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2451,創見,24,20010503,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2453,凌群,30,20010522,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2454,聯發科,24,20010723,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2455,全新,27,20020124,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2457,飛宏,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2458,義隆,24,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2459,敦吉,31,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2460,建通,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2461,光群雷,31,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2462,良得電,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2464,盟立,31,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2465,麗臺,25,20010919,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2466,冠西電,26,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2467,志聖,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2468,華經,30,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2471,資通,30,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2472,立隆電,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2474,可成,31,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2476,鉅祥,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2477,美隆電,31,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2478,大毅,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2480,敦陽科,30,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2481,強茂,24,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2482,連宇,31,20010919,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2483,百容,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2484,希華,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2485,兆赫,27,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2486,一詮,26,20010919,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2488,漢平,31,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2489,瑞軒,26,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2491,吉祥全,26,20010919,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2492,華新科,28,20010917,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2493,揚博,28,20020123,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2495,普安,25,20020325,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2496,卓越,20,20020308,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2497,怡利電,12,20020204,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2498,宏達電,27,20020326,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2501,國建,14,19671028,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2504,國產,14,19780314,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2505,國揚,14,19791114,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2506,太設,14,19800202,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2509,全坤建,14,19880520,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2511,太子,14,19910424,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2514,龍邦,20,19920926,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2515,中工,14,19930302,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2516,新建,14,19930525,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2520,冠德,14,19931027,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
2524,京城,14,19941018,1150903,TWSE_openapi_t187ap03_L,CURRENT_SNAPSHOT_NOT_HISTORICAL_RECLASS
