date,futures_id,contract_date,open,max,min,close,spread,spread_per,volume,settlement_price,open_interest,trading_session
2018-01-05,TX,201801,10838.0,10867.0,10801.0,10857.0,20.0,0.18,110637,10858.0,98934,position
2018-01-05,TX,201801,10830.0,10865.0,10829.0,10849.0,12.0,0.11,12527,0.0,0,after_market
2018-01-05,TX,201802,10824.0,10850.0,10786.0,10843.0,23.0,0.21,2390,10843.0,4296,position
2018-01-05,TX,201802,10830.0,10849.0,10816.0,10831.0,11.0,0.1,396,0.0,0,after_market
2018-01-05,TX,201803,10804.0,10830.0,10768.0,10823.0,22.0,0.2,413,10824.0,4405,position
2018-01-05,TX,201803,10809.0,10828.0,10800.0,10811.0,10.0,0.09,182,0.0,0,after_market
2018-01-05,TX,201806,10730.0,10753.0,10690.0,10745.0,22.0,0.21,131,10744.0,3503,position
2018-01-05,TX,201806,10721.0,10748.0,10721.0,10740.0,17.0,0.16,19,0.0,0,after_market
2018-01-05,TX,201809,10330.0,10347.0,10287.0,10340.0,23.0,0.22,200,10340.0,1515,position
2018-01-05,TX,201809,10328.0,10344.0,10326.0,10339.0,22.0,0.21,96,0.0,0,after_market
2018-01-05,TX,201801/201802,-15.0,-15.0,-16.0,-16.0,0.0,0.0,14,0.0,0,position
2018-01-05,TX,201801/201806,-113.0,-113.0,-113.0,-113.0,0.0,0.0,2,0.0,0,position
2018-01-08,TX,201801,10886.0,10900.0,10843.0,10886.0,28.0,0.26,106537,10884.0,100507,position
2018-01-08,TX,201801,10859.0,10887.0,10854.0,10882.0,24.0,0.22,11114,0.0,0,after_market
2018-01-08,TX,201802,10866.0,10883.0,10828.0,10868.0,25.0,0.23,2137,10868.0,4808,position
2018-01-08,TX,201802,10843.0,10870.0,10840.0,10868.0,25.0,0.23,335,0.0,0,after_market
2018-01-08,TX,201803,10848.0,10865.0,10812.0,10850.0,26.0,0.24,344,10850.0,4490,position
2018-01-08,TX,201803,10829.0,10848.0,10818.0,10848.0,24.0,0.22,64,0.0,0,after_market
2018-01-08,TX,201806,10777.0,10785.0,10736.0,10772.0,28.0,0.26,101,10772.0,3490,position
2018-01-08,TX,201806,10748.0,10769.0,10742.0,10769.0,25.0,0.23,26,0.0,0,after_market
2018-01-08,TX,201809,10376.0,10379.0,10329.0,10367.0,27.0,0.26,233,10367.0,1461,position
2018-01-08,TX,201809,10340.0,10368.0,10338.0,10368.0,28.0,0.27,78,0.0,0,after_market
2018-01-08,TX,201801/201802,-16.0,-15.0,-16.0,-15.0,0.0,0.0,101,0.0,0,position
2018-01-08,TX,201801/201806,-112.0,-112.0,-112.0,-112.0,0.0,0.0,9,0.0,0,position
2018-01-08,TX,201801/201809,-519.0,-519.0,-521.0,-521.0,0.0,0.0,30,0.0,0,position
2018-01-09,TX,201801,10889.0,10909.0,10850.0,10881.0,-3.0,-0.03,97025,10879.0,101379,position
2018-01-09,TX,201801,10885.0,10893.0,10862.0,10883.0,-1.0,-0.01,10067,0.0,0,after_market
2018-01-09,TX,201802,10875.0,10892.0,10837.0,10864.0,-4.0,-0.04,2523,10865.0,5428,position
2018-01-09,TX,201802,10868.0,10878.0,10846.0,10871.0,3.0,0.03,238,0.0,0,after_market
2018-01-09,TX,201803,10855.0,10874.0,10819.0,10848.0,-2.0,-0.02,454,10848.0,4612,position
2018-01-09,TX,201803,10858.0,10859.0,10829.0,10849.0,-1.0,-0.01,46,0.0,0,after_market
